# s/c    P_w
1.15529144 0.63016653
1.15402013 0.62989445
1.15274883 0.62973363
1.15147752 0.62960743
1.15020622 0.62950883
1.14893491 0.62942204
1.14766361 0.62933689
1.14639230 0.62925999
1.14512100 0.62920498
1.14384969 0.62917849
1.14257838 0.62917750
1.14130708 0.62919413
1.14002099 0.62922445
1.13874969 0.62925677
1.13747838 0.62927288
1.13620707 0.62925578
1.13493577 0.62919123
1.13366446 0.62908041
1.13239316 0.62892846
1.13112185 0.62874547
1.12985055 0.62854486
1.12857924 0.62833757
1.12730794 0.62813414
1.12603663 0.62794516
1.12475054 0.62777879
1.12347924 0.62763889
1.12220793 0.62752254
1.12093663 0.62742216
1.11966532 0.62732866
1.11839402 0.62723541
1.11712271 0.62713906
1.11585141 0.62703833
1.11458010 0.62693399
1.11330879 0.62682707
1.11203749 0.62671856
1.11075140 0.62660968
1.10948010 0.62650139
1.10820879 0.62639459
1.10693748 0.62628985
1.10566618 0.62618753
1.10439487 0.62608768
1.10312357 0.62599039
1.10185226 0.62589555
1.10058096 0.62580313
1.09930965 0.62571345
1.09802356 0.62562634
1.09675226 0.62554156
1.09548095 0.62545885
1.09420965 0.62537790
1.09293834 0.62529846
1.09166704 0.62522008
1.09039573 0.62514224
1.08912443 0.62506422
1.08783834 0.62498495
1.08656703 0.62490328
1.08529573 0.62481797
1.08402442 0.62472778
1.08275312 0.62463068
1.08148181 0.62452312
1.08021050 0.62440206
1.07893920 0.62426843
1.07766789 0.62412903
1.07638181 0.62399267
1.07511050 0.62386544
1.07383919 0.62374941
1.07256789 0.62364358
1.07129658 0.62354558
1.07002528 0.62345217
1.06875397 0.62335940
1.06746788 0.62326317
1.06619658 0.62316001
1.06492527 0.62304772
1.06365397 0.62292530
1.06238266 0.62279170
1.06111136 0.62264583
1.05984005 0.62248570
1.05856875 0.62230931
1.05728266 0.62211840
1.05601135 0.62191672
1.05474005 0.62170806
1.05346874 0.62149620
1.05219744 0.62128319
1.05092613 0.62106983
1.04965483 0.62085694
1.04836874 0.62064421
1.04709743 0.62043050
1.04582613 0.62021427
1.04455482 0.61999382
1.04328352 0.61976820
1.04201221 0.61953694
1.04072612 0.61929972
1.03945482 0.61905613
1.03818351 0.61880565
1.03691221 0.61854790
1.03564090 0.61828261
1.03436960 0.61800973
1.03309829 0.61773105
1.03181220 0.61744921
1.03054090 0.61716670
1.02926959 0.61688590
1.02799829 0.61660881
1.02672698 0.61633734
1.02545567 0.61607311
1.02416959 0.61581648
1.02289828 0.61556531
1.02162698 0.61531534
1.02035567 0.61506204
1.01908436 0.61480266
1.01779828 0.61453665
1.01652697 0.61426479
1.01525567 0.61398827
1.01398436 0.61370825
1.01271305 0.61342579
1.01144175 0.61314165
1.01015566 0.61285670
1.00888436 0.61257154
1.00761305 0.61228639
1.00634174 0.61200160
1.00507044 0.61171732
1.00378435 0.61143379
1.00251305 0.61115161
1.00124174 0.61087268
0.99997043 0.61059935
0.99869913 0.61033383
0.99742782 0.61007794
0.99614174 0.60983095
0.99487043 0.60959171
0.99359912 0.60935996
0.99232782 0.60913546
0.99105651 0.60891794
0.98977043 0.60870670
0.98849912 0.60850024
0.98722781 0.60829627
0.98595651 0.60809236
0.98468520 0.60788601
0.98339912 0.60767512
0.98212781 0.60745768
0.98085651 0.60723202
0.97958520 0.60699814
0.97829911 0.60675760
0.97702781 0.60651435
0.97575650 0.60627307
0.97448520 0.60603839
0.97321389 0.60581502
0.97192780 0.60560489
0.97065650 0.60540896
0.96938519 0.60522735
0.96811389 0.60505823
0.96682780 0.60489786
0.96555649 0.60474096
0.96428519 0.60458220
0.96301388 0.60441729
0.96174258 0.60424200
0.96045649 0.60405056
0.95918518 0.60383746
0.95791388 0.60360115
0.95664257 0.60335036
0.95535648 0.60309925
0.95408518 0.60286005
0.95281387 0.60263980
0.95154257 0.60243861
0.95025648 0.60225481
0.94898517 0.60208636
0.94771387 0.60193101
0.94644256 0.60178626
0.94515647 0.60164841
0.94388517 0.60151415
0.94261386 0.60137906
0.94134256 0.60123536
0.94005647 0.60107456
0.93878516 0.60089080
0.93751386 0.60068563
0.93624255 0.60046607
0.93495647 0.60023987
0.93368516 0.60001427
0.93241385 0.59979331
0.93114255 0.59957846
0.92985646 0.59936999
0.92858516 0.59916794
0.92731385 0.59897259
0.92604254 0.59878364
0.92475646 0.59859968
0.92348515 0.59841599
0.92221385 0.59822554
0.92094254 0.59802053
0.91965645 0.59779402
0.91838515 0.59754513
0.91711384 0.59727572
0.91582775 0.59698897
0.91455645 0.59668954
0.91328514 0.59638268
0.91201384 0.59607352
0.91072775 0.59576715
0.90945644 0.59546909
0.90818514 0.59518157
0.90691383 0.59490492
0.90562774 0.59463818
0.90435644 0.59437903
0.90308513 0.59412490
0.90179905 0.59387300
0.90052774 0.59362053
0.89925643 0.59336516
0.89797035 0.59310454
0.89669904 0.59283542
0.89542774 0.59255528
0.89415643 0.59226216
0.89287034 0.59195517
0.89159904 0.59163508
0.89032773 0.59130317
0.88904164 0.59096256
0.88777034 0.59061881
0.88649903 0.59027890
0.88521294 0.58994972
0.88394164 0.58963588
0.88267033 0.58934158
0.88138424 0.58907149
0.88011294 0.58882915
0.87884163 0.58861641
0.87757033 0.58843295
0.87628424 0.58827610
0.87501293 0.58814057
0.87374163 0.58801940
0.87245554 0.58790433
0.87118424 0.58778558
0.86991293 0.58765301
0.86862684 0.58749846
0.86735554 0.58731806
0.86608423 0.58711276
0.86479814 0.58688887
0.86352684 0.58665507
0.86225553 0.58642123
0.86096944 0.58619729
0.85969814 0.58598679
0.85842683 0.58579021
0.85714075 0.58560667
0.85586944 0.58543350
0.85459813 0.58526713
0.85331205 0.58510374
0.85204074 0.58493835
0.85076944 0.58476372
0.84948335 0.58457802
0.84821204 0.58438512
0.84692595 0.58419261
0.84565465 0.58400858
0.84438334 0.58383754
0.84309725 0.58368182
0.84182595 0.58354120
0.84055464 0.58341384
0.83926856 0.58329746
0.83799725 0.58318932
0.83672594 0.58308654
0.83543986 0.58298605
0.83416855 0.58288492
0.83288246 0.58278066
0.83161116 0.58267126
0.83033985 0.58255542
0.82905376 0.58243269
0.82778246 0.58230480
0.82651115 0.58217735
0.82522507 0.58205881
0.82395376 0.58195620
0.82266767 0.58187088
0.82139637 0.58179949
0.82012506 0.58173715
0.81883897 0.58168007
0.81756767 0.58162579
0.81628158 0.58157162
0.81501027 0.58151404
0.81373897 0.58144960
0.81245288 0.58137655
0.81118157 0.58129528
0.80989549 0.58120761
0.80862418 0.58111470
0.80735288 0.58101794
0.80606679 0.58091984
0.80479548 0.58082441
0.80350939 0.58073733
0.80223809 0.58066177
0.80096678 0.58059850
0.79968070 0.58054724
0.79840939 0.58050587
0.79712330 0.58047228
0.79585200 0.58044345
0.79458069 0.58041488
0.79329460 0.58038413
0.79202330 0.58034972
0.79073721 0.58031071
0.78946590 0.58026734
0.78817982 0.58022005
0.78690851 0.58016975
0.78563720 0.58011738
0.78435112 0.58006476
0.78307981 0.58001509
0.78179372 0.57997334
0.78052242 0.57994542
0.77923633 0.57993470
0.77796502 0.57994153
0.77669372 0.57996457
0.77540763 0.58000113
0.77413633 0.58004771
0.77285024 0.58009992
0.77157893 0.58015205
0.77029284 0.58019625
0.76902154 0.58022556
0.76773545 0.58023792
0.76646414 0.58023552
0.76517806 0.58022202
0.76390675 0.58020019
0.76263545 0.58017135
0.76134936 0.58013601
0.76007805 0.58009403
0.75879196 0.58004484
0.75752066 0.57998778
0.75623457 0.57992232
0.75496327 0.57984801
0.75367718 0.57976474
0.75240587 0.57967314
0.75111978 0.57957431
0.74984848 0.57947019
0.74856239 0.57936348
0.74729108 0.57925702
0.74600500 0.57915244
0.74473369 0.57905036
0.74344760 0.57895007
0.74217630 0.57884924
0.74089021 0.57874625
0.73961890 0.57863953
0.73833282 0.57852721
0.73706151 0.57840763
0.73577542 0.57827877
0.73450412 0.57813882
0.73321803 0.57798837
0.73194672 0.57783247
0.73066064 0.57768015
0.72938933 0.57754086
0.72810324 0.57741824
0.72683194 0.57730956
0.72554585 0.57720870
0.72427454 0.57710975
0.72298845 0.57701072
0.72171715 0.57691116
0.72043106 0.57681049
0.71915976 0.57670615
0.71787367 0.57659120
0.71660236 0.57645669
0.71531627 0.57629541
0.71404497 0.57611275
0.71275888 0.57592299
0.71148758 0.57573950
0.71020149 0.57557088
0.70893018 0.57541637
0.70764409 0.57527302
0.70635801 0.57513852
0.70508670 0.57501267
0.70380061 0.57489751
0.70252931 0.57479557
0.70124322 0.57470215
0.69997191 0.57460351
0.69868582 0.57448932
0.69741452 0.57435557
0.69612843 0.57420743
0.69484234 0.57405269
0.69357104 0.57389602
0.69228495 0.57374030
0.69101364 0.57358366
0.68972756 0.57342379
0.68845625 0.57325637
0.68717016 0.57307335
0.68589886 0.57287170
0.68461277 0.57266047
0.68332668 0.57245898
0.68205538 0.57228298
0.68076929 0.57213787
0.67949798 0.57202439
0.67821189 0.57194224
0.67692581 0.57189265
0.67565450 0.57187574
0.67436841 0.57188566
0.67309711 0.57190505
0.67181102 0.57191127
0.67053971 0.57189227
0.66925363 0.57184518
0.66796754 0.57177441
0.66669623 0.57169100
0.66541014 0.57161030
0.66413884 0.57155130
0.66285275 0.57152440
0.66156666 0.57153052
0.66029536 0.57156477
0.65900927 0.57162022
0.65772318 0.57169589
0.65645188 0.57179399
0.65516579 0.57191490
0.65389448 0.57205468
0.65260839 0.57220829
0.65132231 0.57237040
0.65005100 0.57253529
0.64876491 0.57269808
0.64749361 0.57285391
0.64620752 0.57299851
0.64492143 0.57312768
0.64365012 0.57323775
0.64236404 0.57332426
0.64107795 0.57338158
0.63980664 0.57340749
0.63852056 0.57340716
0.63723447 0.57339166
0.63596316 0.57337571
0.63467707 0.57337170
0.63339099 0.57339217
0.63211968 0.57345048
0.63083359 0.57355154
0.62954750 0.57369569
0.62827620 0.57387858
0.62699011 0.57408251
0.62571880 0.57428264
0.62443272 0.57446295
0.62314663 0.57462085
0.62187532 0.57476159
0.62058924 0.57489345
0.61930315 0.57502345
0.61801706 0.57515172
0.61674575 0.57527770
0.61545967 0.57540161
0.61417358 0.57551882
0.61290227 0.57562355
0.61161618 0.57571430
0.61033010 0.57579960
0.60905879 0.57589767
0.60777270 0.57602993
0.60648661 0.57620724
0.60521531 0.57642142
0.60392922 0.57665694
0.60264313 0.57689280
0.60137183 0.57710668
0.60008574 0.57728819
0.59879965 0.57743674
0.59751356 0.57755931
0.59624226 0.57767064
0.59495617 0.57779177
0.59367008 0.57793915
0.59239878 0.57811488
0.59111269 0.57830664
0.58982660 0.57849693
0.58854051 0.57868194
0.58726921 0.57886728
0.58598312 0.57906515
0.58469703 0.57929312
0.58341094 0.57955840
0.58213964 0.57985772
0.58085355 0.58018158
0.57956746 0.58050819
0.57829616 0.58080979
0.57701007 0.58107449
0.57572398 0.58130154
0.57443789 0.58149674
0.57316659 0.58167384
0.57188050 0.58184770
0.57059441 0.58203552
0.56930832 0.58225322
0.56803702 0.58250645
0.56675093 0.58279238
0.56546484 0.58310321
0.56417875 0.58342835
0.56289266 0.58375289
0.56162136 0.58405816
0.56033527 0.58433515
0.55904918 0.58458532
0.55776309 0.58482569
0.55649179 0.58507999
0.55520570 0.58535627
0.55391961 0.58564744
0.55263352 0.58593352
0.55134744 0.58619164
0.55007613 0.58641828
0.54879004 0.58662298
0.54750395 0.58682562
0.54621787 0.58705424
0.54494656 0.58731014
0.54366047 0.58757804
0.54237438 0.58783880
0.54108830 0.58806639
0.53980221 0.58824526
0.53853090 0.58839072
0.53724481 0.58854121
0.53595873 0.58872190
0.53467264 0.58893972
0.53338655 0.58917705
0.53210046 0.58939281
0.53082916 0.58956722
0.52954307 0.58971025
0.52825698 0.58985571
0.52697089 0.59004647
0.52568480 0.59029464
0.52439872 0.59059199
0.52312741 0.59091359
0.52184132 0.59122037
0.52055524 0.59149300
0.51926915 0.59173073
0.51798306 0.59194387
0.51669697 0.59215328
0.51542567 0.59237868
0.51413958 0.59263272
0.51285349 0.59291746
0.51156740 0.59322708
0.51028131 0.59354964
0.50899523 0.59387047
0.50770914 0.59418496
0.50643783 0.59449719
0.50515174 0.59481685
0.50386566 0.59515571
0.50257957 0.59551576
0.50129348 0.59589250
0.50000739 0.59627981
0.49872130 0.59666959
0.49743522 0.59705339
0.49616391 0.59742629
0.49487782 0.59778637
0.49359173 0.59813527
0.49230565 0.59847793
0.49101956 0.59882081
0.48973347 0.59917273
0.48844738 0.59954152
0.48716129 0.59993426
0.48587521 0.60035035
0.48460390 0.60078027
0.48331781 0.60120539
0.48203172 0.60160421
0.48074564 0.60197829
0.47945955 0.60234524
0.47817346 0.60272524
0.47688737 0.60313463
0.47560128 0.60357706
0.47431520 0.60404175
0.47302911 0.60450573
0.47174302 0.60494877
0.47045693 0.60535803
0.46917084 0.60574211
0.46789954 0.60613656
0.46661345 0.60656709
0.46532736 0.60703614
0.46404127 0.60750421
0.46275519 0.60790374
0.46146910 0.60823742
0.46018301 0.60856392
0.45889692 0.60893832
0.45761083 0.60939400
0.45632474 0.60992018
0.45503866 0.61049472
0.45375257 0.61111726
0.45246648 0.61179116
0.45118039 0.61252361
0.44989430 0.61327626
0.44860822 0.61396382
0.44732213 0.61455795
0.44603604 0.61508819
0.44474995 0.61560523
0.44346386 0.61614618
0.44217778 0.61671632
0.44089169 0.61730339
0.43960560 0.61788820
0.43831951 0.61846137
0.43703342 0.61901939
0.43574734 0.61955778
0.43446125 0.62007534
0.43317516 0.62056935
0.43188907 0.62103845
0.43060298 0.62148926
0.42931690 0.62193393
0.42803081 0.62238326
0.42674472 0.62283923
0.42545863 0.62330323
0.42417254 0.62379210
0.42288645 0.62431690
0.42160037 0.62487925
0.42031428 0.62543934
0.41902819 0.62591149
0.41774210 0.62626661
0.41645601 0.62653988
0.41516993 0.62677955
0.41388384 0.62700967
0.41259775 0.62722951
0.41131166 0.62745303
0.41002557 0.62770097
0.40873949 0.62797458
0.40745340 0.62824822
0.40616731 0.62849876
0.40488122 0.62872670
0.40359513 0.62895321
0.40230905 0.62921741
0.40102296 0.62954807
0.39973687 0.62993704
0.39843600 0.63034972
0.39714991 0.63075172
0.39586382 0.63112895
0.39457773 0.63148291
0.39329165 0.63181816
0.39200556 0.63213659
0.39071947 0.63243491
0.38943338 0.63270985
0.38814729 0.63296458
0.38686121 0.63320714
0.38557512 0.63344807
0.38428903 0.63370138
0.38298816 0.63397938
0.38170207 0.63428174
0.38041598 0.63459180
0.37912989 0.63489041
0.37784381 0.63517588
0.37655772 0.63545738
0.37527163 0.63573846
0.37398554 0.63601819
0.37269945 0.63628950
0.37139858 0.63653907
0.37011250 0.63676325
0.36882641 0.63697929
0.36754032 0.63721050
0.36625423 0.63746894
0.36496814 0.63775079
0.36368206 0.63803981
0.36238118 0.63831779
0.36109510 0.63857629
0.35980901 0.63881377
0.35852292 0.63902733
0.35723683 0.63921384
0.35595074 0.63937848
0.35466466 0.63953889
0.35336379 0.63971457
0.35207770 0.63991484
0.35079161 0.64013293
0.34950552 0.64035614
0.34821943 0.64057816
0.34693335 0.64078762
0.34563247 0.64097280
0.34434639 0.64113461
0.34306030 0.64127666
0.34177421 0.64140554
0.34048812 0.64152914
0.33918725 0.64165247
0.33790116 0.64177763
0.33661508 0.64190269
0.33532899 0.64202780
0.33404290 0.64216096
0.33275681 0.64231761
0.33145594 0.64250582
0.33016985 0.64272608
0.32888376 0.64296983
0.32759768 0.64321597
0.32629681 0.64344532
0.32501072 0.64364469
0.32372463 0.64380637
0.32243854 0.64394013
0.32115245 0.64407393
0.31985158 0.64423331
0.31856549 0.64444202
0.31727941 0.64472092
0.31599332 0.64507460
0.31469245 0.64549782
0.31340636 0.64598629
0.31212027 0.64653745
0.31083418 0.64714485
0.30953331 0.64778951
0.30824722 0.64844882
0.30696114 0.64911250
0.30567505 0.64979168
0.30437418 0.65051782
0.30308809 0.65132064
0.30180200 0.65221849
0.30051591 0.65320549
0.29921504 0.65425522
0.29792895 0.65534441
0.29664287 0.65646258
0.29534200 0.65762148
0.29405591 0.65885279
0.29276982 0.66017949
0.29148373 0.66161186
0.29018286 0.66313610
0.28889677 0.66470512
0.28761068 0.66628258
0.28630981 0.66787794
0.28502373 0.66952297
0.28373764 0.67125126
0.28243677 0.67307922
0.28115068 0.67497840
0.27986459 0.67690896
0.27857850 0.67885097
0.27727763 0.68079390
0.27599154 0.68274608
0.27470546 0.68474728
0.27340459 0.68683301
0.27211850 0.68901735
0.27083241 0.69128329
0.26953154 0.69358291
0.26824545 0.69587978
0.26695936 0.69815643
0.26565849 0.70042233
0.26437240 0.70271247
0.26307153 0.70504954
0.26178545 0.70744149
0.26049936 0.70988935
0.25919849 0.71238503
0.25791240 0.71491672
0.25662631 0.71747400
0.25532544 0.72005227
0.25403935 0.72265151
0.25275326 0.72527636
0.25145239 0.72793499
0.25016630 0.73062902
0.24886543 0.73335738
0.24757935 0.73611607
0.24629326 0.73889524
0.24499239 0.74168809
0.24370630 0.74448759
0.24240543 0.74728414
0.24111934 0.75007345
0.23983325 0.75286154
0.23853238 0.75566036
0.23724629 0.75848263
0.23594542 0.76133477
0.23465933 0.76421383
0.23337325 0.76710928
0.23207238 0.77000667
0.23078629 0.77289230
0.22948542 0.77575071
0.22819933 0.77856896
0.22689846 0.78133922
0.22561237 0.78406737
0.22432628 0.78677547
0.22302541 0.78947409
0.22173932 0.79216038
0.22043845 0.79482515
0.21915236 0.79745580
0.21785149 0.80004279
0.21656541 0.80258274
0.21526454 0.80508146
0.21397845 0.80754852
0.21267758 0.80999973
0.21139149 0.81244120
0.21009062 0.81484707
0.20880453 0.81718224
0.20750366 0.81941924
0.20621757 0.82157560
0.20493148 0.82372752
0.20363061 0.82591283
0.20234452 0.82811975
0.20104365 0.83032858
0.19975757 0.83251542
0.19845669 0.83468159
0.19717061 0.83683653
0.19586974 0.83896373
0.19458365 0.84103846
0.19328278 0.84301935
0.19199669 0.84490662
0.19069582 0.84677379
0.18939495 0.84866983
0.18810886 0.85059338
0.18680799 0.85251167
0.18552190 0.85439490
0.18422103 0.85623642
0.18293494 0.85804484
0.18163407 0.85983649
0.18034798 0.86161880
0.17904711 0.86339395
0.17776102 0.86516422
0.17646015 0.86693125
0.17517407 0.86869904
0.17387319 0.87047279
0.17257232 0.87225795
0.17128624 0.87406059
0.16998537 0.87588514
0.16869928 0.87773606
0.16739841 0.87961033
0.16611232 0.88148029
0.16481145 0.88331031
0.16351058 0.88505899
0.16222449 0.88672189
0.16092362 0.88836285
0.15963753 0.89002152
0.15833666 0.89169196
0.15703579 0.89335710
0.15574970 0.89501297
0.15444883 0.89667671
0.15316274 0.89834955
0.15186187 0.90001505
0.15056100 0.90166555
0.14927491 0.90331701
0.14797404 0.90499322
0.14668795 0.90670672
0.14538708 0.90845387
0.14408621 0.91020569
0.14280012 0.91192123
0.14149925 0.91358081
0.14019838 0.91519364
0.13891229 0.91678178
0.13761142 0.91835883
0.13632534 0.91992675
0.13502447 0.92148311
0.13372359 0.92302651
0.13243751 0.92456034
0.13113664 0.92608965
0.12983577 0.92761038
0.12854968 0.92828514
0.12724881 0.92969316
0.12594794 0.93108239
0.12466185 0.93245270
0.12336098 0.93380394
0.12206011 0.93513599
0.12075924 0.93644875
0.11947315 0.93774214
0.11817228 0.93901608
0.11687141 0.94027051
0.11558532 0.94150539
0.11428445 0.94272070
0.11298358 0.94391644
0.11169749 0.94509260
0.11039662 0.94624922
0.10909575 0.94738635
0.10779488 0.94850403
0.10650879 0.94960235
0.10520792 0.95068139
0.10390705 0.95174128
0.10260618 0.95278212
0.10132009 0.95380407
0.10001922 0.95480729
0.09871835 0.95579194
0.09743226 0.95675822
0.09613139 0.95770633
0.09483052 0.95863649
0.09352965 0.95954894
0.09224356 0.96044393
0.09094269 0.96132172
0.08964182 0.96218260
0.08834095 0.96302684
0.08704008 0.96385476
0.08575399 0.96466668
0.08445312 0.96546292
0.08315225 0.96624382
0.08185138 0.96700973
0.08056529 0.96776102
0.07926442 0.96849806
0.07796355 0.96922122
0.07666268 0.96993090
0.07536180 0.97062749
0.07407572 0.97131139
0.07277485 0.97198302
0.07147398 0.97264279
0.07017310 0.97329112
0.06887223 0.97392842
0.06757136 0.97455514
0.06628528 0.97517168
0.06498440 0.97577849
0.06368353 0.97637600
0.06238266 0.97696462
0.06108179 0.97754479
0.05978092 0.97811693
0.05849483 0.97868145
0.05719396 0.97923878
0.05589309 0.97978931
0.05459222 0.98033346
0.05329135 0.98087160
0.05199048 0.98140413
0.05068961 0.98193140
0.04940352 0.98245379
0.04810265 0.98297164
0.04680178 0.98348526
0.04550091 0.98399499
0.04420004 0.98450110
0.04289917 0.98500389
0.04159830 0.98550360
0.04029743 0.98600046
0.03901134 0.98649470
0.03771047 0.98698649
0.03640960 0.98747599
0.03510873 0.98796333
0.03380786 0.98844861
0.03250698 0.98893190
0.03120611 0.98941324
0.02990524 0.98989263
0.02860437 0.99037003
0.02730350 0.99084537
0.02600263 0.99131854
0.02470176 0.99178937
0.02341567 0.99225767
0.02211480 0.99272319
0.02081393 0.99318565
0.01951306 0.99364470
0.01821219 0.99409994
0.01691132 0.99455093
0.01561045 0.99499717
0.01430958 0.99543810
0.01300871 0.99587309
0.01170784 0.99630148
0.01040697 0.99672251
0.00910609 0.99713538
0.00780522 0.99753920
0.00650435 0.99793303
0.00520348 0.99831586
0.00390261 0.99868657
0.00260174 0.99904401
0.00130087 0.99938692
0.00000000 0.99971396
-0.00000000 0.99871777
-0.00130087 0.99914286
-0.00260335 0.99937282
-0.00390746 0.99957491
-0.00521317 0.99971429
-0.00652048 0.99982578
-0.00782941 0.99990244
-0.00913993 0.99996516
-0.01045207 1.00000000
-0.01176578 1.00001394
-0.01308110 1.00000697
-0.01439801 0.99997909
-0.01571644 0.99992334
-0.01703653 0.99983972
-0.01835824 0.99973519
-0.01968143 0.99959582
-0.02100625 0.99942160
-0.02233255 0.99920557
-0.02366047 0.99896167
-0.02499002 0.99868293
-0.02632105 0.99837631
-0.02765326 0.99808362
-0.02898739 0.99783275
-0.03032315 0.99763066
-0.03166038 0.99745645
-0.03299939 0.99728920
-0.03433973 0.99712892
-0.03568185 0.99697561
-0.03702529 0.99681533
-0.03837051 0.99666202
-0.03971706 0.99650871
-0.04106524 0.99634843
-0.04241504 0.99618815
-0.04376617 0.99601394
-0.04511893 0.99586063
-0.04647316 0.99572822
-0.04782902 0.99563066
-0.04918636 0.99555401
-0.05054518 0.99548432
-0.05190548 0.99541463
-0.05326740 0.99535192
-0.05463080 0.99528920
-0.05599568 0.99522648
-0.05736204 0.99516376
-0.05872988 0.99510105
-0.06009919 0.99503833
-0.06146998 0.99498258
-0.06284240 0.99491986
-0.06421615 0.99485714
-0.06559138 0.99479443
-0.06696823 0.99472474
-0.06834642 0.99465505
-0.06972608 0.99457840
-0.07110722 0.99450174
-0.07248984 0.99443206
-0.07387393 0.99435540
-0.07525951 0.99427875
-0.07664641 0.99420209
-0.07803480 0.99412544
-0.07942466 0.99404878
-0.08081600 0.99397909
-0.08220867 0.99390244
-0.08360282 0.99382578
-0.08499845 0.99374913
-0.08639541 0.99367944
-0.08779384 0.99360279
-0.08919376 0.99353310
-0.09059500 0.99345645
-0.09199772 0.99337979
-0.09340178 0.99331010
-0.09480731 0.99324042
-0.09621417 0.99316376
-0.09762236 0.99309408
-0.09903203 0.99302439
-0.10044304 0.99295470
-0.10185551 0.99287805
-0.10326932 0.99280836
-0.10468446 0.99273868
-0.10610108 0.99266899
-0.10751888 0.99259930
-0.10893816 0.99252962
-0.11035892 0.99245296
-0.11178086 0.99238328
-0.11320413 0.99231359
-0.11462888 0.99223693
-0.11605496 0.99216725
-0.11748222 0.99209756
-0.11891096 0.99202787
-0.12034104 0.99196516
-0.12177229 0.99189547
-0.12320502 0.99182578
-0.12463893 0.99175610
-0.12607433 0.99169338
-0.12751090 0.99162369
-0.12894881 0.99156098
-0.13038804 0.99149826
-0.13182846 0.99142857
-0.13327021 0.99136585
-0.13471344 0.99130314
-0.13615770 0.99124042
-0.13760344 0.99117073
-0.13905022 0.99110801
-0.14049847 0.99104530
-0.14194791 0.99098258
-0.14339867 0.99091986
-0.14485062 0.99085714
-0.14630375 0.99079443
-0.14775822 0.99073171
-0.14921430 0.99066899
-0.15067039 0.99061324
-0.15212944 0.99055052
-0.15358848 0.99048780
-0.15504900 0.99042509
-0.15651101 0.99036237
-0.15797449 0.99029965
-0.15943796 0.99023693
-0.16090440 0.99017422
-0.16237084 0.99011847
-0.16383875 0.99005575
-0.16530667 0.98999303
-0.16677754 0.98993031
-0.16824841 0.98986760
-0.16972223 0.98980488
-0.17119606 0.98974216
-0.17266989 0.98967944
-0.17414667 0.98961672
-0.17562346 0.98955401
-0.17710172 0.98949129
-0.17858146 0.98942857
-0.18006268 0.98936585
-0.18154390 0.98929617
-0.18302659 0.98923345
-0.18451077 0.98917073
-0.18599642 0.98910105
-0.18748355 0.98903833
-0.18897069 0.98897561
-0.19045930 0.98890592
-0.19194791 0.98883624
-0.19343947 0.98877352
-0.19493104 0.98871080
-0.19642408 0.98864111
-0.19791861 0.98857840
-0.19941313 0.98851568
-0.20090913 0.98845296
-0.20240661 0.98839024
-0.20390557 0.98832753
-0.20540453 0.98826481
-0.20690496 0.98820209
-0.20840540 0.98814634
-0.20990879 0.98808362
-0.21141218 0.98802787
-0.21291705 0.98796516
