# s/c   h_mean    h_std
0.00000000 574.83415258 137.08535701
0.00130087 574.89915518 136.56168150
0.00260174 574.82261615 136.17094490
0.00390261 574.61416829 135.90647202
0.00520348 574.28312702 135.76189765
0.00650435 573.83849629 135.73114300
0.00780522 573.28897438 135.80839367
0.00910609 572.64295965 135.98807921
0.01040697 571.90855625 136.26485443
0.01170784 571.09357982 136.63358248
0.01300871 570.20556306 137.08931980
0.01430958 569.25176130 137.62730275
0.01561045 568.23915804 138.24293595
0.01691132 567.17447035 138.93178219
0.01821219 566.06415434 139.68955377
0.01951306 564.91441049 140.51210513
0.02081393 563.73118895 141.39542664
0.02211480 562.52019481 142.33563939
0.02341567 561.28689330 143.32899083
0.02470176 560.03651494 144.37185106
0.02600263 558.77406065 145.46070985
0.02730350 557.50430681 146.59217393
0.02860437 556.23181024 147.76296484
0.02990524 554.96091319 148.96991686
0.03120611 553.69574819 150.20997529
0.03250698 552.44024296 151.48019472
0.03380786 551.19812514 152.77773747
0.03510873 549.97292711 154.09987197
0.03640960 548.76799064 155.44397121
0.03771047 547.58647155 156.80751105
0.03901134 546.43134432 158.18806858
0.04029743 545.30540661 159.58332032
0.04159830 544.21128378 160.99104045
0.04289917 543.15143332 162.40909882
0.04420004 542.12814926 163.83545905
0.04550091 541.14356647 165.26817641
0.04680178 540.19966503 166.70539574
0.04810265 539.29827439 168.14534928
0.04940352 538.44107759 169.58635442
0.05068961 537.62961545 171.02681148
0.05199048 536.86529056 172.46520141
0.05329135 536.14937142 173.90008350
0.05459222 535.48299635 175.33009309
0.05589309 534.86717747 176.75393922
0.05719396 534.30280457 178.17040243
0.05849483 533.79064897 179.57833239
0.05978092 533.33136726 180.97664577
0.06108179 532.92550507 182.36432398
0.06238266 532.57350075 183.74041100
0.06368353 532.27568897 185.10401135
0.06498440 532.03230437 186.45428795
0.06628528 531.84348500 187.79046020
0.06757136 531.70927589 189.11180197
0.06887223 531.62963242 190.41763982
0.07017310 531.60442371 191.70735112
0.07147398 531.63343597 192.98036236
0.07277485 531.71637577 194.23614748
0.07407572 531.85287323 195.47422625
0.07536180 532.04248527 196.69416276
0.07666268 532.28469864 197.89556398
0.07796355 532.57893310 199.07807831
0.07926442 532.92454434 200.24139429
0.08056529 533.32082705 201.38523936
0.08185138 533.76701775 202.50937859
0.08315225 534.26229774 203.61361358
0.08445312 534.80579588 204.69778134
0.08575399 535.39659135 205.76175328
0.08704008 536.03371642 206.80543417
0.08834095 536.71615905 207.82876124
0.08964182 537.44286558 208.83170321
0.09094269 538.21274323 209.81425946
0.09224356 539.02466267 210.77645917
0.09352965 539.87746045 211.71836047
0.09483052 540.76994143 212.64004969
0.09613139 541.70088115 213.54164054
0.09743226 542.66902812 214.42327336
0.09871835 543.67310612 215.28511434
0.10001922 544.71181637 216.12735475
0.10132009 545.78383974 216.95021023
0.10260618 546.88783880 217.75391995
0.10390705 548.02245992 218.53874588
0.10520792 549.18633530 219.30497195
0.10650879 550.37808487 220.05290327
0.10779488 551.59631823 220.78286528
0.10909575 552.83963651 221.49520283
0.11039662 554.10663417 222.19027937
0.11169749 555.39590077 222.86847592
0.11298358 556.70602263 223.53019013
0.11428445 558.03558455 224.17583528
0.11558532 559.38317133 224.80583919
0.11687141 560.74736943 225.42064310
0.11817228 562.12676836 226.02070055
0.11947315 563.51996220 226.60647613
0.12075924 564.92555100 227.17844426
0.12206011 566.34214209 227.73708784
0.12336098 567.76835141 228.28289691
0.12466185 569.20280475 228.81636725
0.12594794 570.64413894 229.33799889
0.12724881 572.09100302 229.84829459
0.12854968 573.54205929 230.34775832
0.12983577 574.97663812 230.82912690
0.13113664 577.50686051 231.38201405
0.13243751 579.62865763 231.91036347
0.13372359 581.41577839 232.46117559
0.13502447 583.19190711 233.02675995
0.13632534 584.92514805 233.60174853
0.13761142 586.64653528 234.17626378
0.13891229 588.28835288 234.72688832
0.14019838 589.88515203 235.23450813
0.14149925 591.59033052 235.68188410
0.14280012 593.34757867 236.07293179
0.14408621 594.81760544 236.42998462
0.14538708 595.89285765 236.83333016
0.14668795 596.87103434 237.33035050
0.14797404 597.81853120 237.85044457
0.14927491 598.76981103 238.36141692
0.15056100 599.85033854 238.84444689
0.15186187 601.06047417 239.29251853
0.15316274 602.08888774 239.70171538
0.15444883 602.89414996 240.11401218
0.15574970 603.81662878 240.54745299
0.15703579 604.88083218 240.95220169
0.15833666 606.02171090 241.34408040
0.15963753 607.04058424 241.72699821
0.16092362 607.97663760 242.10469545
0.16222449 609.25138667 242.42232459
0.16351058 610.85554265 242.60881664
0.16481145 612.26379121 242.69305788
0.16611232 613.19245845 242.77311241
0.16739841 613.82883254 242.95021414
0.16869928 614.34465882 243.21473100
0.16998537 614.76038165 243.52011759
0.17128624 615.10932004 243.84851435
0.17257232 615.42338402 244.18308588
0.17387319 615.74453979 244.51332435
0.17517407 616.14764302 244.83579365
0.17646015 616.69308900 245.14508883
0.17776102 617.41490450 245.43898218
0.17904711 618.27694053 245.71261927
0.18034798 619.24466930 245.97150353
0.18163407 620.24838323 246.20840204
0.18293494 621.21371708 246.41363613
0.18422103 622.11931037 246.57578322
0.18552190 623.03258846 246.71862985
0.18680799 623.84600969 246.84813302
0.18810886 624.46051905 246.99624612
0.18939495 625.00189810 247.20234672
0.19069582 625.54554322 247.42318682
0.19199669 626.38281684 247.61089810
0.19328278 627.53376990 247.68959830
0.19458365 628.48706927 247.64974868
0.19586974 629.02629541 247.57810929
0.19717061 629.26286385 247.53114104
0.19845669 629.50377574 247.55592428
0.19975757 629.84186492 247.61054087
0.20104365 630.14140418 247.65546775
0.20234452 630.35229985 247.73777548
0.20363061 630.34338419 247.84163360
0.20493148 630.25227979 247.95889797
0.20621757 630.47081973 248.08327551
0.20750366 630.96396642 248.11395328
0.20880453 631.36700038 248.03414106
0.21009062 631.32024328 247.86841427
0.21139149 630.77853015 247.67406528
0.21267758 630.19609345 247.56417168
0.21397845 629.87926925 247.49702519
0.21526454 629.75379368 247.39163644
0.21656541 629.61779558 247.22413452
0.21785149 629.36392761 247.00420841
0.21915236 628.96682220 246.74581281
0.22043845 628.45645524 246.47367122
0.22173932 627.81703294 246.19403320
0.22302541 627.03482209 245.90492508
0.22432628 626.18527343 245.60819597
0.22561237 625.34559333 245.28964820
0.22689846 624.61398968 244.93935199
0.22819933 623.83372740 244.52115399
0.22948542 622.75082654 244.02976932
0.23078629 621.43781996 243.52175351
0.23207238 620.07180288 243.03102075
0.23337325 618.77513755 242.57586319
0.23465933 617.47862185 242.15130985
0.23594542 615.97606038 241.74923206
0.23724629 614.17247445 241.37314759
0.23853238 612.24734432 241.03453893
0.23983325 610.47218267 240.72121219
0.24111934 608.91437587 240.39167025
0.24240543 607.58947330 240.04292135
0.24370630 606.34407618 239.66258524
0.24499239 604.87899089 239.25126583
0.24629326 603.16590428 238.85443663
0.24757935 601.34681404 238.48742890
0.24886543 599.47880015 238.13989975
0.25016630 597.69843521 237.82815490
0.25145239 596.09470295 237.54857989
0.25275326 594.47467577 237.26553103
0.25403935 592.71295857 236.97964363
0.25532544 590.87819085 236.70112779
0.25662631 589.00336534 236.41905613
0.25791240 587.14581691 236.15675890
0.25919849 585.26539782 235.90300020
0.26049936 583.35491590 235.66535986
0.26178545 581.65905299 235.51607151
0.26307153 580.14597250 235.40346220
0.26437240 578.62644733 235.27348096
0.26565849 577.18185930 235.15074217
0.26695936 575.86159743 234.99498738
0.26824545 574.75755556 234.80897223
0.26953154 573.78853054 234.59456353
0.27083241 572.59169209 234.34857915
0.27211850 571.09757373 234.17553695
0.27340459 569.40555847 234.09543167
0.27470546 567.78372712 234.10916864
0.27599154 566.45610704 234.19409770
0.27727763 565.28631252 234.23552186
0.27857850 564.13581687 234.22348638
0.27986459 562.95989381 234.18468088
0.28115068 561.84052122 234.13415964
0.28243677 560.92918391 234.14153475
0.28373764 559.90089538 234.24586955
0.28502373 558.39967002 234.42280523
0.28630981 556.69827068 234.63844466
0.28761068 555.47388608 234.89304164
0.28889677 554.89672552 235.11487217
0.29018286 554.24586276 235.24231380
0.29148373 553.11822844 235.39700455
0.29276982 551.73474021 235.66805856
0.29405591 550.40591943 236.03141243
0.29534200 549.37094155 236.45973233
0.29664287 548.67222121 236.90305214
0.29792895 548.13866811 237.30669371
0.29921504 547.59458878 237.69519532
0.30051591 546.83493721 238.07305548
0.30180200 545.85838204 238.48855300
0.30308809 544.78775789 238.97684113
0.30437418 543.75045174 239.50817273
0.30567505 543.01365358 240.08403638
0.30696114 542.61208399 240.64425948
0.30824722 542.41633430 241.15502999
0.30953331 542.36816944 241.64199552
0.31083418 542.26705735 242.12200962
0.31212027 541.85267560 242.60516182
0.31340636 541.14717427 243.11675157
0.31469245 540.56829336 243.72881495
0.31599332 540.30644825 244.42788511
0.31727941 540.05310570 245.14258864
0.31856549 539.74557159 245.89279690
0.31985158 539.57369003 246.68363506
0.32115245 539.59285896 247.46495584
0.32243854 539.79216897 248.20759962
0.32372463 540.13657731 248.88820487
0.32501072 540.54504287 249.49510267
0.32629681 540.92624112 250.03939311
0.32759768 541.16208558 250.52257464
0.32888376 541.25156576 250.99020065
0.33016985 541.30031903 251.49959446
0.33145594 541.29419411 252.03232925
0.33275681 541.25612834 252.57980743
0.33404290 541.32535622 253.16647978
0.33532899 541.48329827 253.75840186
0.33661508 541.60445258 254.31965134
0.33790116 541.63752461 254.85080671
0.33918725 541.64562810 255.36952929
0.34048812 541.70939965 255.88424171
0.34177421 541.85965160 256.38785168
0.34306030 542.10850403 256.87290422
0.34434639 542.42181277 257.31855020
0.34563247 542.76119992 257.72078729
0.34693335 543.12908022 258.10220920
0.34821943 543.30591468 258.42781696
0.34950552 543.21950705 258.73757584
0.35079161 543.00742958 259.07488455
0.35207770 542.71058006 259.41588412
0.35336379 542.44619810 259.79058276
0.35466466 542.25858273 260.18007917
0.35595074 542.16883055 260.56179055
0.35723683 542.32528555 260.95291375
0.35852292 542.56371916 261.29526873
0.35980901 542.61878566 261.56011565
0.36109510 542.55872012 261.79594935
0.36238118 542.48153175 262.01855677
0.36368206 542.40028866 262.23461407
0.36496814 542.23489861 262.44050837
0.36625423 541.95705248 262.65520265
0.36754032 541.63505200 262.89687739
0.36882641 541.27780556 263.13143238
0.37011250 541.09335219 263.38400852
0.37139858 541.12900669 263.62775601
0.37269945 541.08017230 263.78956939
0.37398554 540.87979698 263.91212042
0.37527163 540.60250488 264.03890097
0.37655772 540.27396121 264.16978897
0.37784381 539.91041802 264.30390190
0.37912989 539.57906191 264.45375620
0.38041598 539.41163848 264.63391015
0.38170207 539.25875151 264.80369494
0.38298816 538.93587417 264.95643756
0.38428903 538.56957526 265.14085470
0.38557512 538.25196291 265.34773199
0.38686121 537.97723898 265.54478024
0.38814729 537.72061162 265.71125831
0.38943338 537.49798284 265.84754446
0.39071947 537.33066329 265.95692364
0.39200556 537.15048551 266.02914172
0.39329165 536.91148538 266.07130838
0.39457773 536.63786699 266.09552425
0.39586382 536.36151664 266.10092942
0.39714991 536.04676726 266.07345328
0.39843600 535.75683251 266.04393948
0.39973687 535.45701628 266.03773231
0.40102296 534.92717033 266.05203639
0.40230905 534.13695320 266.10659097
0.40359513 533.43206414 266.25917488
0.40488122 533.08284739 266.47204641
0.40616731 532.89234577 266.62858403
0.40745340 532.74284400 266.73240355
0.40873949 532.57872532 266.81114146
0.41002557 532.26575787 266.87778646
0.41131166 531.75470123 266.94147619
0.41259775 531.37773385 267.06175434
0.41388384 531.28854755 267.20938543
0.41516993 531.16442820 267.27522626
0.41645601 531.00383943 267.28820673
0.41774210 530.87912755 267.23311416
0.41902819 530.89195755 267.08787918
0.42031428 531.00021793 266.84195051
0.42160037 530.73425079 266.51023641
