# s/c   M_is_mean    M_is_std
0.00000000 0.01790289 0.00135285
0.00130087 0.02862840 0.00068803
0.00260174 0.03659091 0.00042632
0.00390261 0.04333050 0.00028268
0.00520348 0.04933510 0.00019754
0.00650435 0.05483271 0.00014922
0.00780522 0.05995087 0.00012625
0.00910609 0.06476915 0.00011920
0.01040697 0.06934103 0.00012019
0.01170784 0.07370448 0.00012427
0.01300871 0.07788768 0.00012916
0.01430958 0.08191226 0.00013403
0.01561045 0.08579534 0.00013876
0.01691132 0.08955083 0.00014349
0.01821219 0.09319024 0.00014840
0.01951306 0.09672333 0.00015368
0.02081393 0.10015849 0.00015944
0.02211480 0.10350308 0.00016573
0.02341567 0.10676360 0.00017256
0.02470176 0.10994589 0.00017987
0.02600263 0.11305527 0.00018758
0.02730350 0.11609661 0.00019561
0.02860437 0.11907440 0.00020383
0.02990524 0.12199285 0.00021215
0.03120611 0.12485590 0.00022046
0.03250698 0.12766727 0.00022869
0.03380786 0.13043049 0.00023674
0.03510873 0.13314894 0.00024455
0.03640960 0.13582583 0.00025206
0.03771047 0.13846426 0.00025922
0.03901134 0.14106722 0.00026600
0.04029743 0.14363758 0.00027236
0.04159830 0.14617813 0.00027828
0.04289917 0.14869155 0.00028374
0.04420004 0.15118045 0.00028875
0.04550091 0.15364736 0.00029329
0.04680178 0.15609475 0.00029736
0.04810265 0.15852500 0.00030098
0.04940352 0.16094042 0.00030415
0.05068961 0.16334325 0.00030689
0.05199048 0.16573569 0.00030922
0.05329135 0.16811984 0.00031114
0.05459222 0.17049776 0.00031269
0.05589309 0.17287143 0.00031389
0.05719396 0.17524278 0.00031477
0.05849483 0.17761365 0.00031534
0.05978092 0.17998585 0.00031565
0.06108179 0.18236109 0.00031571
0.06238266 0.18474104 0.00031556
0.06368353 0.18712731 0.00031522
0.06498440 0.18952141 0.00031474
0.06628528 0.19192483 0.00031413
0.06757136 0.19433895 0.00031343
0.06887223 0.19676512 0.00031268
0.07017310 0.19920460 0.00031190
0.07147398 0.20165861 0.00031112
0.07277485 0.20412827 0.00031037
0.07407572 0.20661466 0.00030969
0.07536180 0.20911880 0.00030910
0.07666268 0.21164162 0.00030862
