# s/c   M_is_mean    M_is_std
0.00000000 0.01791498 0.00156344
0.00130087 0.02876891 0.00077607
0.00260174 0.03681159 0.00046094
0.00390261 0.04361902 0.00027834
0.00520348 0.04968562 0.00015838
0.00650435 0.05524166 0.00007679
0.00780522 0.06041572 0.00003489
0.00910609 0.06528793 0.00005375
0.01040697 0.06991206 0.00008407
0.01170784 0.07432631 0.00010901
0.01300871 0.07855896 0.00012823
0.01430958 0.08263175 0.00014266
0.01561045 0.08656186 0.00015321
0.01691132 0.09036325 0.00016066
0.01821219 0.09404748 0.00016561
0.01951306 0.09762435 0.00016859
0.02081393 0.10110228 0.00016999
0.02211480 0.10448866 0.00017015
0.02341567 0.10779003 0.00016936
0.02470176 0.11101225 0.00016784
0.02600263 0.11416067 0.00016578
0.02730350 0.11724019 0.00016334
0.02860437 0.12025534 0.00016066
0.02990524 0.12321036 0.00015785
0.03120611 0.12610920 0.00015502
0.03250698 0.12895562 0.00015223
0.03380786 0.13175320 0.00014958
0.03510873 0.13450532 0.00014711
0.03640960 0.13721525 0.00014489
0.03771047 0.13988611 0.00014298
0.03901134 0.14252092 0.00014140
0.04029743 0.14512259 0.00014021
0.04159830 0.14769393 0.00013945
0.04289917 0.15023767 0.00013913
0.04420004 0.15275644 0.00013930
0.04550091 0.15525282 0.00013998
0.04680178 0.15772929 0.00014117
0.04810265 0.16018827 0.00014289
0.04940352 0.16263212 0.00014514
0.05068961 0.16506310 0.00014793
0.05199048 0.16748344 0.00015124
0.05329135 0.16989528 0.00015505
0.05459222 0.17230071 0.00015936
0.05589309 0.17470174 0.00016413
0.05719396 0.17710032 0.00016935
0.05849483 0.17949835 0.00017497
0.05978092 0.18189764 0.00018098
0.06108179 0.18429995 0.00018734
0.06238266 0.18670698 0.00019402
0.06368353 0.18912034 0.00020099
0.06498440 0.19154161 0.00020821
0.06628528 0.19397227 0.00021564
0.06757136 0.19641375 0.00022327
0.06887223 0.19886742 0.00023106
0.07017310 0.20133457 0.00023898
0.07147398 0.20381642 0.00024700
0.07277485 0.20631414 0.00025509
0.07407572 0.20882882 0.00026323
0.07536180 0.21136149 0.00027139
0.07666268 0.21391313 0.00027955
0.07796355 0.21648462 0.00028768
0.07926442 0.21907680 0.00029577
0.08056529 0.22169044 0.00030379
0.08185138 0.22432625 0.00031173
0.08315225 0.22698488 0.00031956
0.08445312 0.22966690 0.00032728
0.08575399 0.23237285 0.00033486
0.08704008 0.23510319 0.00034230
0.08834095 0.23785833 0.00034957
0.08964182 0.24063861 0.00035668
0.09094269 0.24344434 0.00036361
