# s/c   M_is_mean    M_is_std
0.00000000 0.01761774 0.00133447
0.00130087 0.02836162 0.00067812
0.00260174 0.03630329 0.00042336
0.00390261 0.04301340 0.00028441
0.00520348 0.04898524 0.00020241
0.00650435 0.05444860 0.00015578
0.00780522 0.05953185 0.00013303
0.00910609 0.06431499 0.00012526
0.01040697 0.06885174 0.00012536
0.01170784 0.07318026 0.00012886
0.01300871 0.07732885 0.00013359
0.01430958 0.08131921 0.00013868
0.01561045 0.08516852 0.00014392
0.01691132 0.08889074 0.00014935
0.01821219 0.09249741 0.00015510
0.01951306 0.09599830 0.00016126
0.02081393 0.09940184 0.00016789
0.02211480 0.10271536 0.00017503
0.02341567 0.10594540 0.00018262
0.02470176 0.10909778 0.00019061
0.02600263 0.11217782 0.00019892
0.02730350 0.11519037 0.00020745
0.02860437 0.11813994 0.00021610
0.02990524 0.12103071 0.00022478
0.03120611 0.12386660 0.00023339
0.03250698 0.12665133 0.00024185
0.03380786 0.12938840 0.00025010
0.03510873 0.13208119 0.00025807
0.03640960 0.13473288 0.00026572
0.03771047 0.13734655 0.00027299
0.03901134 0.13992518 0.00027986
0.04029743 0.14247160 0.00028631
0.04159830 0.14498859 0.00029231
0.04289917 0.14747881 0.00029785
0.04420004 0.14994485 0.00030292
0.04550091 0.15238921 0.00030753
0.04680178 0.15481434 0.00031168
0.04810265 0.15722259 0.00031538
0.04940352 0.15961626 0.00031864
0.05068961 0.16199756 0.00032147
0.05199048 0.16436866 0.00032389
0.05329135 0.16673164 0.00032592
0.05459222 0.16908854 0.00032759
0.05589309 0.17144131 0.00032891
0.05719396 0.17379186 0.00032991
0.05849483 0.17614202 0.00033063
0.05978092 0.17849355 0.00033108
0.06108179 0.18084817 0.00033130
0.06238266 0.18320750 0.00033131
0.06368353 0.18557314 0.00033115
0.06498440 0.18794659 0.00033085
0.06628528 0.19032929 0.00033043
0.06757136 0.19272263 0.00032993
0.06887223 0.19512793 0.00032938
0.07017310 0.19754643 0.00032880
0.07147398 0.19997932 0.00032824
0.07277485 0.20242772 0.00032771
0.07407572 0.20489269 0.00032725
0.07536180 0.20737522 0.00032688
0.07666268 0.20987624 0.00032664
0.07796355 0.21239662 0.00032655
0.07926442 0.21493716 0.00032663
0.08056529 0.21749859 0.00032691
0.08185138 0.22008160 0.00032742
0.08315225 0.22268680 0.00032817
0.08445312 0.22531476 0.00032920
0.08575399 0.22796597 0.00033051
0.08704008 0.23064088 0.00033212
0.08834095 0.23333987 0.00033406
0.08964182 0.23606328 0.00033634
0.09094269 0.23881139 0.00033898
0.09224356 0.24158442 0.00034197
0.09352965 0.24438256 0.00034535
0.09483052 0.24720592 0.00034911
0.09613139 0.25005458 0.00035326
0.09743226 0.25292859 0.00035782
0.09871835 0.25582792 0.00036277
0.10001922 0.25875252 0.00036814
0.10132009 0.26170231 0.00037391
0.10260618 0.26467713 0.00038009
0.10390705 0.26767683 0.00038667
0.10520792 0.27070118 0.00039365
0.10650879 0.27374995 0.00040104
0.10779488 0.27682285 0.00040881
0.10909575 0.27991958 0.00041698
0.11039662 0.28303980 0.00042552
0.11169749 0.28618313 0.00043443
0.11298358 0.28934919 0.00044370
0.11428445 0.29253756 0.00045331
0.11558532 0.29574779 0.00046327
0.11687141 0.29897941 0.00047355
0.11817228 0.30223194 0.00048415
0.11947315 0.30550488 0.00049504
0.12075924 0.30879770 0.00050623
0.12206011 0.31210986 0.00051768
0.12336098 0.31544080 0.00052939
0.12466185 0.31878997 0.00054134
0.12594794 0.32215677 0.00055352
0.12724881 0.32554062 0.00056591
0.12854968 0.32894091 0.00057849
0.12983577 0.33419605 0.00060732
0.13113664 0.33780912 0.00062920
0.13243751 0.34139614 0.00064899
0.13372359 0.34497646 0.00066481
0.13502447 0.34855986 0.00067750
0.13632534 0.35213869 0.00068954
0.13761142 0.35570715 0.00070051
0.13891229 0.35926841 0.00071226
0.14019838 0.36286145 0.00072601
0.14149925 0.36655573 0.00073636
0.14280012 0.37037091 0.00074022
0.14408621 0.37423739 0.00074507
0.14538708 0.37803391 0.00076684
0.14668795 0.38169805 0.00079680
0.14797404 0.38524395 0.00082051
0.14927491 0.38871269 0.00083863
0.15056100 0.39216996 0.00084936
0.15186187 0.39565333 0.00085226
0.15316274 0.39912980 0.00085529
0.15444883 0.40255432 0.00086441
0.15574970 0.40594113 0.00087307
0.15703579 0.40933617 0.00087582
0.15833666 0.41272269 0.00087610
0.15963753 0.41604901 0.00087928
0.16092362 0.41930490 0.00088984
0.16222449 0.42260602 0.00089586
0.16351058 0.42610336 0.00087972
0.16481145 0.42977296 0.00085254
0.16611232 0.43349202 0.00084111
0.16739841 0.43716267 0.00085759
0.16869928 0.44074814 0.00088879
0.16998537 0.44425680 0.00092078
0.17128624 0.44770123 0.00094985
0.17257232 0.45109583 0.00097360
0.17387319 0.45445346 0.00099252
0.17517407 0.45778632 0.00100721
0.17646015 0.46110492 0.00101850
0.17776102 0.46441635 0.00102716
0.17904711 0.46772274 0.00103446
0.18034798 0.47102734 0.00104106
0.18163407 0.47433424 0.00104729
0.18293494 0.47766085 0.00105212
0.18422103 0.48104203 0.00105253
0.18552190 0.48449865 0.00104391
0.18680799 0.48800975 0.00102968
0.18810886 0.49149985 0.00102823
0.18939495 0.49489797 0.00104663
0.19069582 0.49821429 0.00107466
0.19199669 0.50156789 0.00109421
0.19328278 0.50511272 0.00108187
0.19458365 0.50883767 0.00104894
0.19586974 0.51263173 0.00102827
0.19717061 0.51643578 0.00103305
0.19845669 0.52023660 0.00105452
0.19975757 0.52406441 0.00107439
0.20104365 0.52792020 0.00109041
0.20234452 0.53174809 0.00111407
0.20363061 0.53551019 0.00114804
0.20493148 0.53918613 0.00118909
0.20621757 0.54285418 0.00122576
0.20750366 0.54667922 0.00123690
0.20880453 0.55068612 0.00122611
0.21009062 0.55479775 0.00121499
0.21139149 0.55893770 0.00122365
0.21267758 0.56306636 0.00125129
0.21397845 0.56720651 0.00128346
0.21526454 0.57138993 0.00131407
0.21656541 0.57563531 0.00133918
0.21785149 0.57994896 0.00135998
0.21915236 0.58432254 0.00137941
0.22043845 0.58873816 0.00139973
0.22173932 0.59317019 0.00142452
0.22302541 0.59760276 0.00145442
0.22432628 0.60203309 0.00148881
0.22561237 0.60648400 0.00152389
0.22689846 0.61100047 0.00155073
0.22819933 0.61559154 0.00156836
0.22948542 0.62023615 0.00158237
0.23078629 0.62491084 0.00159848
0.23207238 0.62959000 0.00162264
