# y/t    d_mean   d_std
0.31155779 0.64704281 0.00032632
0.31658291 0.64735033 0.00031246
0.32160804 0.64767726 0.00029878
0.32663317 0.64801326 0.00028614
0.33165829 0.64835127 0.00027499
0.33668342 0.64871417 0.00026507
0.34170854 0.64907706 0.00025765
0.34673367 0.64945171 0.00025240
0.35175879 0.64984008 0.00025008
0.35678392 0.65022671 0.00025089
0.36180905 0.65063721 0.00025516
0.36683417 0.65104471 0.00026113
0.37185930 0.65146099 0.00027005
0.37688442 0.65187140 0.00027044
0.38190955 0.65227474 0.00026793
0.38693467 0.65262410 0.00023971
0.39195980 0.65294439 0.00021024
0.39698492 0.65308361 0.00027042
0.40201005 0.65317587 0.00043043
0.40703518 0.65298550 0.00073528
0.41206030 0.65271915 0.00108774
0.41708543 0.65224824 0.00142798
0.42211055 0.65169481 0.00178573
0.42713568 0.65112219 0.00194284
0.43216080 0.65053568 0.00204466
0.43718593 0.65005812 0.00189315
0.44221106 0.64961070 0.00172414
0.44723618 0.64933349 0.00151549
0.45226131 0.64906420 0.00146000
0.45728643 0.64903817 0.00154977
0.46231156 0.64899674 0.00176142
0.46733668 0.64919023 0.00195968
0.47236181 0.64939387 0.00217483
0.47738693 0.64973189 0.00233198
0.48241206 0.65009842 0.00247413
0.48743719 0.65051452 0.00258019
0.49246231 0.65095464 0.00266443
0.49748744 0.65140531 0.00272674
0.50251256 0.65185954 0.00276528
0.50753769 0.65230982 0.00279099
0.51256281 0.65273300 0.00279754
0.51758794 0.65315102 0.00279936
0.52261307 0.65351060 0.00279406
0.52763819 0.65385747 0.00278905
0.53266332 0.65414466 0.00278320
0.53768844 0.65439873 0.00277524
0.54271357 0.65460802 0.00276425
0.54773869 0.65476464 0.00275048
0.55276382 0.65489934 0.00273561
0.55778894 0.65496438 0.00272449
0.56281407 0.65502039 0.00271790
0.56783920 0.65501760 0.00271887
0.57286432 0.65500245 0.00273611
0.57788945 0.65494809 0.00276391
0.58291457 0.65487962 0.00283009
0.58793970 0.65479008 0.00290739
0.59296482 0.65469842 0.00304625
0.59798995 0.65461816 0.00322561
0.60301508 0.65453824 0.00345670
0.60804020 0.65453608 0.00379567
0.61306533 0.65451877 0.00416204
0.61809045 0.65463707 0.00467316
0.62311558 0.65476120 0.00521965
0.62814070 0.65498307 0.00585071
0.63316583 0.65526161 0.00650549
0.63819095 0.65556267 0.00712928
0.64321608 0.65584213 0.00761695
0.64824121 0.65607741 0.00789475
0.65326633 0.65626607 0.00806250
0.65829146 0.65645766 0.00794055
0.66331658 0.65668655 0.00779245
0.66834171 0.65700688 0.00759039
0.67336683 0.65749741 0.00739220
0.67839196 0.65803885 0.00725397
0.68341709 0.65863394 0.00716319
0.68844221 0.65910281 0.00700133
0.69346734 0.65950260 0.00680709
0.69849246 0.65970887 0.00640132
0.70351759 0.65986027 0.00588071
0.70854271 0.65998359 0.00527802
0.71356784 0.66013613 0.00459264
0.71859296 0.66029534 0.00390666
0.72361809 0.66044995 0.00323326
0.72864322 0.66054680 0.00263884
0.73366834 0.66057746 0.00213645
0.73869347 0.66056631 0.00168423
0.74371859 0.66044831 0.00138436
0.74874372 0.66029867 0.00112587
0.75376884 0.66011139 0.00092063
0.75879397 0.65988224 0.00077524
0.76381910 0.65964176 0.00064574
0.76884422 0.65938707 0.00053760
0.77386935 0.65911944 0.00045010
0.77889447 0.65884729 0.00037220
0.78391960 0.65856883 0.00030787
0.78894472 0.65828594 0.00025872
0.79396985 0.65800230 0.00022290
0.79899497 0.65771632 0.00020665
0.80402010 0.65743136 0.00020751
0.80904523 0.65714590 0.00022322
0.81407035 0.65686054 0.00024879
0.81909548 0.65657571 0.00028010
0.82412060 0.65629029 0.00031440
0.82914573 0.65600470 0.00034977
0.83417085 0.65571935 0.00038505
0.83919598 0.65543386 0.00042037
0.84422111 0.65515107 0.00045466
0.84924623 0.65487019 0.00048838
0.85427136 0.65459350 0.00052039
0.85929648 0.65432081 0.00055135
0.86432161 0.65405074 0.00058093
0.86934673 0.65378511 0.00060874
0.87437186 0.65351989 0.00063559
0.87939698 0.65325490 0.00066085
0.88442211 0.65298987 0.00068515
0.88944724 0.65271909 0.00070776
0.89447236 0.65244982 0.00072937
0.89949749 0.65216570 0.00074882
0.90452261 0.65188115 0.00076814
0.90954774 0.65159132 0.00078499
0.91457286 0.65129913 0.00080145
0.91959799 0.65103302 0.00081690
0.92462312 0.65078177 0.00083331
0.92964824 0.65058207 0.00084951
0.93467337 0.65041725 0.00085772
0.93969849 0.65022408 0.00086673
0.94472362 0.64998316 0.00087258
0.94974874 0.64974044 0.00088023
0.95477387 0.64949556 0.00088782
0.95979899 0.64924957 0.00089388
0.96482412 0.64900813 0.00090000
0.96984925 0.64878715 0.00090354
0.97487437 0.64857118 0.00090616
0.97989950 0.64835515 0.00090882
0.98492462 0.64813243 0.00091004
0.98994975 0.64790965 0.00091129
0.99497487 0.64813132 0.00090284
1.00000000 0.65056489 0.00085025
