# y/t    d_mean   d_std
0.00000000 0.57388906 0.00195955
0.00502513 0.57934158 0.00229922
0.01005025 0.58267022 0.00249973
0.01507538 0.58351323 0.00250928
0.02010050 0.58435625 0.00251932
0.02512563 0.58524649 0.00253141
0.03015075 0.58615971 0.00254402
0.03517588 0.58707293 0.00255714
0.04020101 0.58802652 0.00257115
0.04522613 0.58897996 0.00258534
0.05025126 0.58993763 0.00259960
0.05527638 0.59091862 0.00261356
0.06030151 0.59189491 0.00262860
0.06532663 0.59287989 0.00264351
0.07035176 0.59387827 0.00265858
0.07537688 0.59487602 0.00267569
0.08040201 0.59588366 0.00269315
0.08542714 0.59689766 0.00271148
0.09045226 0.59791366 0.00273150
0.09547739 0.59893188 0.00275271
0.10050251 0.59995171 0.00277418
0.10552764 0.60097139 0.00279592
0.11055276 0.60198164 0.00281832
0.11557789 0.60299135 0.00283997
0.12060302 0.60399134 0.00286104
0.12562814 0.60497926 0.00288182
0.13065327 0.60596165 0.00290066
0.13567839 0.60692450 0.00291761
0.14070352 0.60787845 0.00293345
0.14572864 0.60882612 0.00294763
0.15075377 0.60975306 0.00296016
0.15577889 0.61067658 0.00297178
0.16080402 0.61159444 0.00298281
0.16582915 0.61250598 0.00299396
0.17085427 0.61341506 0.00300549
0.17587940 0.61432532 0.00301967
0.18090452 0.61523574 0.00303565
0.18592965 0.61614533 0.00305217
0.19095477 0.61706361 0.00307606
0.19597990 0.61798148 0.00310150
0.20100503 0.61890238 0.00312988
0.20603015 0.61982985 0.00316454
0.21105528 0.62075648 0.00319961
0.21608040 0.62168941 0.00323939
0.22110553 0.62262363 0.00328225
0.22613065 0.62355766 0.00332523
0.23115578 0.62449893 0.00337191
0.23618090 0.62543913 0.00341851
0.24120603 0.62638216 0.00346500
0.24623116 0.62732980 0.00351080
0.25125628 0.62827744 0.00355664
0.25628141 0.62923346 0.00359945
0.26130653 0.63019247 0.00364102
0.26633166 0.63115356 0.00368177
0.27135678 0.63212961 0.00371680
0.27638191 0.63310576 0.00375165
0.28140704 0.63409275 0.00378280
0.28643216 0.63509125 0.00381087
0.29145729 0.63608955 0.00383807
0.29648241 0.63711063 0.00385990
0.30150754 0.63813449 0.00388080
0.30653266 0.63916517 0.00390032
0.31155779 0.64021651 0.00391596
0.31658291 0.64126673 0.00393165
0.32160804 0.64233575 0.00394470
0.32663317 0.64341229 0.00395644
0.33165829 0.64449085 0.00396783
0.33668342 0.64559143 0.00397660
0.34170854 0.64669200 0.00398539
0.34673367 0.64780049 0.00399302
0.35175879 0.64891982 0.00400000
0.35678392 0.65003523 0.00400703
