# y/t    d_mean   d_std
0.36180905 0.65116643 0.00401385
0.36683417 0.65229372 0.00402146
0.37185930 0.65342471 0.00402946
0.37688442 0.65455705 0.00403937
0.38190955 0.65568737 0.00404992
0.38693467 0.65680922 0.00405389
0.39195980 0.65792565 0.00405506
0.39698492 0.65897211 0.00399890
0.40201005 0.65999743 0.00392808
0.40703518 0.66080426 0.00370900
0.41206030 0.66154676 0.00344701
0.41708543 0.66191109 0.00303874
0.42211055 0.66212658 0.00257113
0.42713568 0.66198730 0.00221338
0.43216080 0.66170823 0.00197395
0.43718593 0.66130028 0.00212065
0.44221106 0.66085695 0.00238636
0.44723618 0.66052298 0.00275286
0.45226131 0.66017309 0.00315804
0.45728643 0.66006374 0.00362871
0.46231156 0.65990669 0.00416631
0.46733668 0.66006841 0.00464858
0.47236181 0.66024057 0.00513703
0.47738693 0.66065500 0.00549704
0.48241206 0.66113586 0.00581801
0.48743719 0.66172308 0.00605044
0.49246231 0.66237574 0.00624189
0.49748744 0.66305167 0.00639194
0.50251256 0.66376504 0.00650228
0.50753769 0.66448229 0.00659055
0.51256281 0.66519179 0.00664171
0.51758794 0.66590431 0.00668334
0.52261307 0.66655693 0.00669335
0.52763819 0.66720252 0.00669978
0.53266332 0.66777733 0.00669061
0.53768844 0.66831459 0.00667785
0.54271357 0.66879746 0.00666001
0.54773869 0.66920659 0.00663617
0.55276382 0.66958831 0.00661003
0.55778894 0.66986094 0.00657131
0.56281407 0.67012121 0.00653152
0.56783920 0.67027700 0.00648178
0.57286432 0.67040863 0.00643302
0.57788945 0.67046894 0.00637879
0.58291457 0.67048544 0.00633412
0.58793970 0.67045635 0.00628950
0.59296482 0.67037740 0.00626798
0.59798995 0.67027969 0.00626433
0.60301508 0.67013062 0.00628126
0.60804020 0.67000392 0.00635392
0.61306533 0.66981797 0.00643669
0.61809045 0.66971355 0.00662220
0.62311558 0.66957895 0.00684645
0.62814070 0.66952725 0.00715939
0.63316583 0.66955148 0.00759285
0.63819095 0.66965409 0.00809810
0.64321608 0.66988177 0.00873923
0.64824121 0.67024432 0.00946084
0.65326633 0.67065008 0.01023302
0.65829146 0.67118783 0.01092307
0.66331658 0.67167430 0.01147712
0.66834171 0.67212288 0.01180054
0.67336683 0.67252223 0.01177995
0.67839196 0.67295715 0.01166448
0.68341709 0.67347510 0.01146279
0.68844221 0.67412588 0.01129316
0.69346734 0.67477396 0.01119785
0.69849246 0.67534539 0.01101549
0.70351759 0.67571619 0.01065972
0.70854271 0.67596771 0.01015598
0.71356784 0.67607608 0.00937991
0.71859296 0.67619716 0.00849099
0.72361809 0.67632937 0.00754176
0.72864322 0.67649125 0.00657668
0.73366834 0.67660781 0.00570294
0.73869347 0.67668147 0.00486547
0.74371859 0.67660129 0.00426437
0.74874372 0.67640020 0.00377133
0.75376884 0.67600831 0.00347077
0.75879397 0.67531888 0.00355073
0.76381910 0.67407493 0.00441984
0.76884422 0.67233385 0.00628344
0.77386935 0.66923022 0.01019372
0.77889447 0.66537944 0.01531103
0.78391960 0.66002798 0.02246918
0.78894472 0.65408890 0.03044571
0.79396985 0.64842398 0.03742691
0.79899497 0.64295338 0.04390112
0.80402010 0.63882148 0.04613064
0.80904523 0.63499417 0.04738870
0.81407035 0.63030132 0.04523466
0.81909548 0.62523007 0.04312518
0.82412060 0.61841283 0.04160135
0.82914573 0.61108573 0.04213265
0.83417085 0.60446457 0.04288010
0.83919598 0.59827444 0.04353247
0.84422111 0.59295309 0.04068165
0.84924623 0.58806106 0.03575952
0.85427136 0.58296397 0.02822712
0.85929648 0.57769752 0.01912504
0.86432161 0.57306724 0.01073436
0.86934673 0.56969340 0.00418871
0.87437186 0.56720981 0.00253687
0.87939698 0.56680889 0.00408070
0.88442211 0.56673533 0.00533619
0.88944724 0.56757294 0.00489807
0.89447236 0.56847545 0.00432279
0.89949749 0.56949009 0.00353241
0.90452261 0.57049849 0.00279504
0.90954774 0.57135861 0.00235256
0.91457286 0.57218774 0.00202814
0.91959799 0.57282255 0.00194725
0.92462312 0.57338781 0.00192441
0.92964824 0.57386984 0.00195531
0.93467337 0.57427476 0.00201457
0.93969849 0.57474676 0.00208889
0.94472362 0.57511063 0.00216634
0.94974874 0.57546384 0.00224300
0.95477387 0.57584403 0.00230504
0.95979899 0.57626491 0.00235067
0.96482412 0.57669935 0.00239482
0.96984925 0.57724154 0.00242039
0.97487437 0.57781526 0.00244029
0.97989950 0.57839459 0.00245893
0.98492462 0.57905531 0.00246608
0.98994975 0.57971665 0.00247324
0.99497487 0.57935576 0.00240107
1.00000000 0.57388906 0.00195955
