# y/t    d_mean   d_std
0.00000000 0.65001552 0.00060155
0.00502513 0.64836934 0.00059754
0.01005025 0.64740717 0.00059462
0.01507538 0.64725418 0.00059121
0.02010050 0.64710118 0.00058782
0.02512563 0.64695590 0.00058336
0.03015075 0.64681716 0.00057904
0.03517588 0.64667842 0.00057475
0.04020101 0.64654898 0.00056936
0.04522613 0.64642369 0.00056414
0.05025126 0.64629977 0.00055880
0.05527638 0.64618381 0.00055265
0.06030151 0.64607035 0.00054665
0.06532663 0.64596058 0.00054050
0.07035176 0.64585707 0.00053415
0.07537688 0.64575624 0.00052789
0.08040201 0.64566227 0.00052139
0.08542714 0.64557291 0.00051485
0.09045226 0.64548543 0.00050855
0.09547739 0.64540816 0.00050177
0.10050251 0.64533326 0.00049518
0.10552764 0.64526170 0.00048881
0.11055276 0.64519987 0.00048202
0.11557789 0.64513967 0.00047565
0.12060302 0.64508624 0.00046922
0.12562814 0.64504041 0.00046248
0.13065327 0.64499648 0.00045626
0.13567839 0.64496292 0.00044973
0.14070352 0.64493378 0.00044309
0.14572864 0.64490682 0.00043645
0.15075377 0.64489366 0.00042956
0.15577889 0.64488182 0.00042278
0.16080402 0.64487597 0.00041599
0.16582915 0.64488025 0.00040907
0.17085427 0.64488729 0.00040205
0.17587940 0.64490493 0.00039491
0.18090452 0.64492931 0.00038767
0.18592965 0.64495527 0.00038040
0.19095477 0.64499776 0.00037291
0.19597990 0.64504299 0.00036554
0.20100503 0.64509427 0.00035797
0.20603015 0.64515905 0.00034986
0.21105528 0.64522501 0.00034201
0.21608040 0.64530347 0.00033377
0.22110553 0.64539023 0.00032563
0.22613065 0.64547712 0.00031769
0.23115578 0.64558488 0.00030902
0.23618090 0.64569323 0.00030041
0.24120603 0.64580939 0.00029211
0.24623116 0.64593953 0.00028327
0.25125628 0.64606966 0.00027472
0.25628141 0.64621563 0.00026573
0.26130653 0.64636747 0.00025687
0.26633166 0.64652194 0.00024821
0.27135678 0.64669596 0.00023925
0.27638191 0.64687011 0.00023085
0.28140704 0.64705497 0.00022270
0.28643216 0.64725117 0.00021448
0.29145729 0.64744736 0.00020733
0.29648241 0.64766224 0.00019987
0.30150754 0.64787997 0.00019329
0.30653266 0.64810305 0.00018769
0.31155779 0.64834187 0.00018285
0.31658291 0.64858027 0.00017924
0.32160804 0.64883230 0.00017676
0.32663317 0.64909077 0.00017585
0.33165829 0.64935063 0.00017666
0.33668342 0.64962823 0.00017880
0.34170854 0.64990582 0.00018282
0.34673367 0.65019157 0.00018844
0.35175879 0.65048699 0.00019602
0.35678392 0.65078041 0.00020520
0.36180905 0.65109132 0.00021639
0.36683417 0.65139672 0.00022505
0.37185930 0.65170845 0.00023500
0.37688442 0.65200544 0.00022855
0.38190955 0.65229333 0.00021576
0.38693467 0.65251683 0.00017069
0.39195980 0.65270775 0.00013760
0.39698492 0.65272161 0.00024792
0.40201005 0.65268556 0.00044611
0.40703518 0.65240425 0.00073623
0.41206030 0.65205361 0.00106386
0.41708543 0.65154093 0.00134858
0.42211055 0.65096204 0.00164412
0.42713568 0.65038334 0.00175543
0.43216080 0.64979971 0.00181734
0.43718593 0.64932076 0.00167050
0.44221106 0.64887084 0.00151994
0.44723618 0.64857968 0.00135589
0.45226131 0.64829500 0.00133214
0.45728643 0.64823380 0.00142542
0.46231156 0.64815790 0.00161419
0.46733668 0.64829329 0.00177928
0.47236181 0.64843730 0.00195616
0.47738693 0.64869782 0.00208068
0.48241206 0.64898362 0.00219096
0.48743719 0.64931318 0.00226854
0.49246231 0.64966321 0.00232577
0.49748744 0.65002297 0.00236314
0.50251256 0.65038448 0.00237871
0.50753769 0.65074294 0.00238246
0.51256281 0.65107662 0.00236935
0.51758794 0.65140537 0.00235197
0.52261307 0.65168092 0.00232800
0.52763819 0.65194421 0.00230439
0.53266332 0.65215439 0.00228061
0.53768844 0.65233411 0.00225512
0.54271357 0.65247326 0.00222739
0.54773869 0.65256511 0.00219884
0.55276382 0.65263707 0.00216987
0.55778894 0.65264943 0.00214655
0.56281407 0.65265391 0.00212872
0.56783920 0.65260977 0.00212069
0.57286432 0.65255571 0.00213074
0.57788945 0.65247043 0.00215333
0.58291457 0.65237622 0.00221729
0.58793970 0.65226663 0.00229412
0.59296482 0.65216302 0.00243801
0.59798995 0.65207552 0.00262619
0.60301508 0.65199773 0.00287184
0.60804020 0.65199600 0.00322502
0.61306533 0.65198812 0.00360765
0.61809045 0.65210504 0.00412839
0.62311558 0.65222658 0.00467528
0.62814070 0.65242956 0.00529179
0.63316583 0.65265738 0.00589047
0.63819095 0.65288834 0.00643861
0.64321608 0.65306645 0.00681573
0.64824121 0.65320603 0.00700588
0.65326633 0.65330164 0.00709250
0.65829146 0.65343364 0.00696290
0.66331658 0.65360692 0.00681959
0.66834171 0.65387607 0.00664749
0.67336683 0.65430740 0.00648098
0.67839196 0.65479533 0.00637307
0.68341709 0.65535231 0.00632207
0.68844221 0.65581646 0.00622541
0.69346734 0.65622438 0.00611221
0.69849246 0.65645156 0.00580358
0.70351759 0.65661696 0.00538063
0.70854271 0.65674881 0.00487366
0.71356784 0.65690036 0.00427700
0.71859296 0.65706979 0.00366255
0.72361809 0.65724393 0.00304615
0.72864322 0.65738452 0.00247915
0.73366834 0.65747094 0.00198791
0.73869347 0.65752540 0.00153683
0.74371859 0.65748135 0.00122770
0.74874372 0.65740526 0.00096274
0.75376884 0.65729137 0.00075364
0.75879397 0.65713171 0.00061328
0.76381910 0.65696000 0.00049269
0.76884422 0.65677276 0.00039839
0.77386935 0.65657250 0.00032975
0.77889447 0.65636725 0.00027544
0.78391960 0.65615616 0.00023999
0.78894472 0.65594037 0.00022319
0.79396985 0.65572358 0.00022046
0.79899497 0.65550397 0.00022992
0.80402010 0.65528524 0.00024644
0.80904523 0.65506588 0.00026776
0.81407035 0.65484638 0.00029056
0.81909548 0.65462726 0.00031417
0.82412060 0.65440807 0.00033738
0.82914573 0.65418813 0.00035994
0.83417085 0.65396860 0.00038151
0.83919598 0.65374884 0.00040189
0.84422111 0.65353116 0.00042093
0.84924623 0.65331477 0.00043928
0.85427136 0.65310180 0.00045564
0.85929648 0.65289213 0.00047144
0.86432161 0.65268481 0.00048618
0.86934673 0.65248089 0.00049946
0.87437186 0.65227752 0.00051224
0.87939698 0.65207480 0.00052346
0.88442211 0.65187226 0.00053418
0.88944724 0.65166583 0.00054397
0.89447236 0.65146070 0.00055297
0.89949749 0.65124266 0.00056097
0.90452261 0.65102405 0.00056892
0.90954774 0.65079946 0.00057504
0.91457286 0.65057232 0.00058108
0.91959799 0.65036679 0.00058704
0.92462312 0.65017379 0.00059369
0.92964824 0.65002844 0.00060106
0.93467337 0.64991146 0.00060307
0.93969849 0.64977407 0.00060473
0.94472362 0.64959412 0.00060440
0.94974874 0.64941243 0.00060588
0.95477387 0.64922822 0.00060777
0.95979899 0.64904248 0.00060868
0.96482412 0.64886099 0.00060952
0.96984925 0.64869854 0.00060889
0.97487437 0.64854075 0.00060780
0.97989950 0.64838286 0.00060657
0.98492462 0.64822075 0.00060499
0.98994975 0.64805859 0.00060344
0.99497487 0.64822358 0.00060191
1.00000000 0.65001552 0.00060155
