# y/t    WL_mean   WL_std
0.00000000 0.99922932 0.00038157
0.00502513 0.99920628 0.00055056
0.01005025 0.99920885 0.00063356
0.01507538 0.99925926 0.00057441
0.02010050 0.99930967 0.00051596
0.02512563 0.99935532 0.00046112
0.03015075 0.99936903 0.00040332
0.03517588 0.99938274 0.00034607
0.04020101 0.99940021 0.00029124
0.04522613 0.99934620 0.00028196
0.05025126 0.99929385 0.00027167
0.05527638 0.99924454 0.00026179
0.06030151 0.99912474 0.00032835
0.06532663 0.99900664 0.00039315
0.07035176 0.99888770 0.00046161
0.07537688 0.99875045 0.00057025
0.08040201 0.99860935 0.00067903
0.08542714 0.99847895 0.00077874
0.09045226 0.99838110 0.00085600
0.09547739 0.99827766 0.00094125
0.10050251 0.99820812 0.00099462
0.10552764 0.99817915 0.00101043
0.11055276 0.99814290 0.00103336
0.11557789 0.99814433 0.00101891
0.12060302 0.99816246 0.00098919
0.12562814 0.99817762 0.00096497
0.13065327 0.99820777 0.00093025
0.13567839 0.99824165 0.00089511
0.14070352 0.99827369 0.00086414
0.14572864 0.99829637 0.00084255
0.15075377 0.99832375 0.00082073
0.15577889 0.99834313 0.00080800
0.16080402 0.99835717 0.00080125
0.16582915 0.99837245 0.00079346
0.17085427 0.99838218 0.00079126
0.17587940 0.99838986 0.00079075
0.18090452 0.99839738 0.00079128
0.18592965 0.99840619 0.00079215
0.19095477 0.99841193 0.00079329
0.19597990 0.99841618 0.00079345
0.20100503 0.99841965 0.00079276
0.20603015 0.99842241 0.00079110
0.21105528 0.99842605 0.00079037
0.21608040 0.99842918 0.00078829
0.22110553 0.99842740 0.00078944
0.22613065 0.99842523 0.00079094
0.23115578 0.99842180 0.00079257
0.23618090 0.99841499 0.00079582
0.24120603 0.99840798 0.00080018
0.24623116 0.99840354 0.00080193
0.25125628 0.99839910 0.00080369
0.25628141 0.99839665 0.00079861
0.26130653 0.99839757 0.00079497
0.26633166 0.99840057 0.00079002
0.27135678 0.99840489 0.00078011
0.27638191 0.99841047 0.00077001
0.28140704 0.99842251 0.00075747
0.28643216 0.99843448 0.00074386
0.29145729 0.99844469 0.00073426
0.29648241 0.99845515 0.00072485
0.30150754 0.99846456 0.00071877
0.30653266 0.99847252 0.00071435
0.31155779 0.99847803 0.00071341
0.31658291 0.99848382 0.00071666
0.32160804 0.99848607 0.00071949
0.32663317 0.99848704 0.00072556
0.33165829 0.99848819 0.00073118
0.33668342 0.99849222 0.00073559
0.34170854 0.99849624 0.00074004
0.34673367 0.99851179 0.00073833
0.35175879 0.99852603 0.00073704
0.35678392 0.99855118 0.00072787
0.36180905 0.99857692 0.00071695
0.36683417 0.99861419 0.00070619
0.37185930 0.99865483 0.00069288
0.37688442 0.99870930 0.00068766
0.38190955 0.99876819 0.00068684
0.38693467 0.99883254 0.00067719
0.39195980 0.99890072 0.00066737
0.39698492 0.99887743 0.00054400
0.40201005 0.99883230 0.00039504
0.40703518 0.99835871 0.00011225
0.41206030 0.99778762 0.00071407
0.41708543 0.99623653 0.00187397
0.42211055 0.99432996 0.00327340
