# s/c   P_w_mean    P_w_std
0.00000000 0.99999630 0.00002875
0.00130087 0.99959456 0.00002256
0.00260174 0.99918415 0.00001745
0.00390261 0.99876595 0.00001359
0.00520348 0.99834074 0.00001129
0.00650435 0.99790927 0.00001073
0.00780522 0.99747219 0.00001159
0.00910609 0.99703014 0.00001323
0.01040697 0.99658368 0.00001516
0.01170784 0.99613332 0.00001713
0.01300871 0.99567951 0.00001904
0.01430958 0.99522266 0.00002085
0.01561045 0.99476314 0.00002257
0.01691132 0.99430125 0.00002420
0.01821219 0.99383728 0.00002577
0.01951306 0.99337144 0.00002730
0.02081393 0.99290393 0.00002879
0.02211480 0.99243488 0.00003028
0.02341567 0.99196440 0.00003178
0.02470176 0.99149258 0.00003329
0.02600263 0.99101943 0.00003483
0.02730350 0.99054497 0.00003639
0.02860437 0.99006917 0.00003798
0.02990524 0.98959196 0.00003959
0.03120611 0.98911325 0.00004122
0.03250698 0.98863294 0.00004287
0.03380786 0.98815087 0.00004453
0.03510873 0.98766688 0.00004619
0.03640960 0.98718078 0.00004785
0.03771047 0.98669235 0.00004950
0.03901134 0.98620136 0.00005114
0.04029743 0.98570755 0.00005276
0.04159830 0.98521066 0.00005435
0.04289917 0.98471039 0.00005590
0.04420004 0.98420643 0.00005742
0.04550091 0.98369847 0.00005891
0.04680178 0.98318617 0.00006035
0.04810265 0.98266919 0.00006174
0.04940352 0.98214717 0.00006309
0.05068961 0.98161974 0.00006439
0.05199048 0.98108652 0.00006565
0.05329135 0.98054713 0.00006686
0.05459222 0.98000118 0.00006803
0.05589309 0.97944826 0.00006916
0.05719396 0.97888798 0.00007025
0.05849483 0.97831993 0.00007130
0.05978092 0.97774370 0.00007232
0.06108179 0.97715887 0.00007331
0.06238266 0.97656503 0.00007427
0.06368353 0.97596176 0.00007522
0.06498440 0.97534866 0.00007615
0.06628528 0.97472531 0.00007708
0.06757136 0.97409129 0.00007801
0.06887223 0.97344620 0.00007894
0.07017310 0.97278963 0.00007989
0.07147398 0.97212119 0.00008085
0.07277485 0.97144047 0.00008185
0.07407572 0.97074709 0.00008288
0.07536180 0.97004065 0.00008395
0.07666268 0.96932079 0.00008507
0.07796355 0.96858713 0.00008626
0.07926442 0.96783931 0.00008751
0.08056529 0.96707698 0.00008883
0.08185138 0.96629979 0.00009024
0.08315225 0.96550740 0.00009174
0.08445312 0.96469950 0.00009333
0.08575399 0.96387576 0.00009503
0.08704008 0.96303589 0.00009685
0.08834095 0.96217958 0.00009878
0.08964182 0.96130657 0.00010084
0.09094269 0.96041658 0.00010304
0.09224356 0.95950936 0.00010537
0.09352965 0.95858467 0.00010784
0.09483052 0.95764226 0.00011046
0.09613139 0.95668194 0.00011324
0.09743226 0.95570349 0.00011617
0.09871835 0.95470673 0.00011926
0.10001922 0.95369148 0.00012252
0.10132009 0.95265758 0.00012594
0.10260618 0.95160489 0.00012953
0.10390705 0.95053327 0.00013329
0.10520792 0.94944261 0.00013723
0.10650879 0.94833280 0.00014133
0.10779488 0.94720377 0.00014561
0.10909575 0.94605543 0.00015007
0.11039662 0.94488773 0.00015470
0.11169749 0.94370063 0.00015950
0.11298358 0.94249410 0.00016447
0.11428445 0.94126812 0.00016962
0.11558532 0.94002271 0.00017493
0.11687141 0.93875786 0.00018041
0.11817228 0.93747363 0.00018606
0.11947315 0.93617005 0.00019187
0.12075924 0.93484718 0.00019784
0.12206011 0.93350510 0.00020397
0.12336098 0.93214388 0.00021025
0.12466185 0.93076365 0.00021668
0.12594794 0.92936450 0.00022326
0.12724881 0.92794657 0.00022998
0.12854968 0.92651000 0.00023683
0.12983577 0.92502381 0.00024381
0.13113664 0.92347282 0.00025548
0.13243751 0.92191638 0.00026603
0.13372359 0.92035032 0.00027504
0.13502447 0.91876954 0.00028268
0.13632534 0.91717764 0.00029009
0.13761142 0.91557724 0.00029700
0.13891229 0.91396712 0.00030436
0.14019838 0.91232925 0.00031273
0.14149925 0.91063098 0.00031985
0.14280012 0.90886196 0.00032419
0.14408621 0.90705382 0.00032922
0.14538708 0.90526412 0.00034212
0.14668795 0.90352389 0.00035884
0.14797404 0.90182792 0.00037246
0.14927491 0.90015757 0.00038338
0.15056100 0.89848138 0.00039083
0.15186187 0.89678112 0.00039458
0.15316274 0.89507312 0.00039843
0.15444883 0.89338030 0.00040518
0.15574970 0.89169643 0.00041168
0.15703579 0.88999879 0.00041520
0.15833666 0.88829602 0.00041746
0.15963753 0.88661476 0.00042102
0.16092362 0.88496078 0.00042818
0.16222449 0.88327455 0.00043312
0.16351058 0.88147644 0.00042687
0.16481145 0.87957658 0.00041517
0.16611232 0.87763804 0.00041181
0.16739841 0.87571227 0.00042308
0.16869928 0.87381959 0.00044204
0.16998537 0.87195685 0.00046145
0.17128624 0.87011886 0.00047930
0.17257232 0.86829941 0.00049434
0.17387319 0.86649297 0.00050682
0.17517407 0.86469424 0.00051694
0.17646015 0.86289797 0.00052515
0.17776102 0.86109994 0.00053185
0.17904711 0.85929789 0.00053778
0.18034798 0.85748881 0.00054329
0.18163407 0.85566945 0.00054860
0.18293494 0.85382968 0.00055321
0.18422103 0.85195028 0.00055538
0.18552190 0.85002064 0.00055258
0.18680799 0.84805383 0.00054667
0.18810886 0.84609314 0.00054790
0.18939495 0.84417815 0.00055995
0.19069582 0.84230215 0.00057718
0.19199669 0.84039730 0.00058973
0.19328278 0.83837412 0.00058431
0.19458365 0.83623769 0.00056712
0.19586974 0.83405212 0.00055705
0.19717061 0.83185195 0.00056185
0.19845669 0.82964530 0.00057634
0.19975757 0.82741457 0.00059004
0.20104365 0.82515928 0.00060152
0.20234452 0.82291260 0.00061736
0.20363061 0.82069762 0.00063911
0.20493148 0.81852671 0.00066478
0.20621757 0.81635221 0.00068786
0.20750366 0.81407327 0.00069608
0.20880453 0.81167332 0.00069140
0.21009062 0.80920025 0.00068658
0.21139149 0.80670395 0.00069389
0.21267758 0.80421060 0.00071275
0.21397845 0.80170468 0.00073421
0.21526454 0.79916247 0.00075459
0.21656541 0.79656992 0.00077172
0.21785149 0.79392413 0.00078642
0.21915236 0.79123120 0.00080042
0.22043845 0.78850236 0.00081510
0.22173932 0.78575388 0.00083253
0.22302541 0.78299605 0.00085309
0.22432628 0.78023091 0.00087630
0.22561237 0.77744321 0.00090010
0.22689846 0.77460250 0.00091898
0.22819933 0.77170172 0.00093209
0.22948542 0.76875703 0.00094303
0.23078629 0.76578893 0.00095562
0.23207238 0.76281410 0.00097327
0.23337325 0.75984306 0.00099707
0.23465933 0.75688394 0.00102509
0.23594542 0.75394690 0.00105536
0.23724629 0.75104136 0.00108686
0.23853238 0.74816520 0.00111761
0.23983325 0.74530637 0.00114634
0.24111934 0.74244777 0.00117262
0.24240543 0.73957610 0.00119626
0.24370630 0.73669069 0.00121768
0.24499239 0.73380315 0.00123733
0.24629326 0.73092878 0.00125613
0.24757935 0.72808080 0.00127576
0.24886543 0.72527016 0.00129800
0.25016630 0.72249717 0.00132310
0.25145239 0.71975574 0.00134922
0.25275326 0.71703987 0.00137411
0.25403935 0.71434290 0.00139499
0.25532544 0.71166522 0.00141138
0.25662631 0.70901002 0.00142412
0.25791240 0.70638413 0.00143503
0.25919849 0.70380236 0.00144833
0.26049936 0.70127748 0.00146691
0.26178545 0.69881324 0.00148977
0.26307153 0.69640273 0.00151430
0.26437240 0.69403462 0.00153845
0.26565849 0.69168665 0.00155764
0.26695936 0.68932586 0.00156786
0.26824545 0.68694146 0.00156854
0.26953154 0.68454852 0.00156646
0.27083241 0.68218513 0.00157307
0.27211850 0.67990555 0.00159142
0.27340459 0.67773279 0.00161951
0.27470546 0.67564941 0.00165044
0.27599154 0.67360993 0.00167265
0.27727763 0.67157309 0.00168283
0.27857850 0.66953865 0.00168300
0.27986459 0.66752458 0.00168004
0.28115068 0.66555553 0.00168712
0.28243677 0.66364549 0.00170588
0.28373764 0.66180126 0.00172696
0.28502373 0.66004319 0.00174790
0.28630981 0.65835685 0.00176448
0.28761068 0.65670929 0.00176958
0.28889677 0.65506718 0.00176486
0.29018286 0.65344239 0.00176061
0.29148373 0.65190508 0.00176630
0.29276982 0.65048746 0.00178032
0.29405591 0.64918027 0.00179714
0.29534200 0.64795185 0.00181090
0.29664287 0.64675999 0.00181557
0.29792895 0.64558475 0.00181161
0.29921504 0.64443850 0.00180316
0.30051591 0.64335135 0.00179504
0.30180200 0.64235786 0.00179198
0.30308809 0.64147098 0.00179321
0.30437418 0.64067608 0.00179436
0.30567505 0.63994191 0.00179101
0.30696114 0.63923055 0.00178113
0.30824722 0.63851934 0.00176578
0.30953331 0.63780885 0.00174754
0.31083418 0.63711968 0.00172775
0.31212027 0.63648546 0.00170948
0.31340636 0.63593284 0.00169762
0.31469245 0.63546470 0.00169224
0.31599332 0.63506965 0.00169149
0.31727941 0.63474584 0.00169354
0.31856549 0.63449858 0.00169599
0.31985158 0.63431392 0.00169596
0.32115245 0.63416142 0.00169148
0.32243854 0.63400669 0.00168173
0.32372463 0.63381667 0.00166357
0.32501072 0.63358078 0.00163656
0.32629681 0.63330973 0.00160445
0.32759768 0.63302248 0.00157275
0.32888376 0.63274193 0.00154805
0.33016985 0.63248839 0.00153417
0.33145594 0.63227041 0.00152914
0.33275681 0.63208627 0.00152979
0.33404290 0.63192380 0.00153062
0.33532899 0.63176462 0.00152461
0.33661508 0.63160403 0.00151219
0.33790116 0.63145001 0.00149684
0.33918725 0.63131078 0.00148223
0.34048812 0.63118395 0.00147057
0.34177421 0.63105976 0.00146198
0.34306030 0.63092401 0.00145519
0.34434639 0.63076213 0.00144854
0.34563247 0.63056159 0.00144023
0.34693335 0.63031508 0.00142532
0.34821943 0.63003842 0.00140438
0.34950552 0.62975893 0.00138131
0.35079161 0.62949795 0.00135915
0.35207770 0.62926998 0.00134361
0.35336379 0.62908061 0.00133658
0.35466466 0.62891978 0.00133502
0.35595074 0.62876085 0.00133509
0.35723683 0.62857348 0.00133201
0.35852292 0.62834056 0.00132271
0.35980901 0.62806978 0.00130933
0.36109510 0.62777755 0.00129440
0.36238118 0.62746703 0.00127794
0.36368206 0.62714156 0.00126122
0.36496814 0.62681852 0.00124834
0.36625423 0.62651729 0.00124210
0.36754032 0.62624865 0.00124210
0.36882641 0.62600382 0.00124475
0.37011250 0.62575276 0.00124296
0.37139858 0.62546594 0.00123101
0.37269945 0.62514270 0.00120949
0.37398554 0.62480757 0.00118489
0.37527163 0.62447960 0.00116200
0.37655772 0.62416595 0.00114391
0.37784381 0.62386707 0.00113495
0.37912989 0.62356730 0.00113438
0.38041598 0.62324898 0.00113901
0.38170207 0.62291424 0.00114733
0.38298816 0.62258262 0.00115762
0.38428903 0.62227274 0.00116869
0.38557512 0.62198068 0.00117690
0.38686121 0.62169117 0.00117818
0.38814729 0.62139598 0.00117361
0.38943338 0.62108684 0.00116486
0.39071947 0.62075463 0.00115234
0.39200556 0.62039799 0.00113808
0.39329165 0.62002233 0.00112398
0.39457773 0.61963190 0.00111124
0.39586382 0.61922239 0.00109912
0.39714991 0.61878752 0.00108780
0.39843600 0.61832336 0.00107626
0.39973687 0.61784839 0.00106579
0.40102296 0.61741053 0.00106344
0.40230905 0.61705189 0.00107413
0.40359513 0.61676995 0.00109328
0.40488122 0.61651242 0.00110506
0.40616731 0.61623576 0.00110340
0.40745340 0.61593004 0.00109520
0.40873949 0.61560603 0.00108736
0.41002557 0.61529644 0.00108698
0.41131166 0.61502654 0.00109724
0.41259775 0.61478472 0.00111342
0.41388384 0.61453709 0.00112763
0.41516993 0.61426752 0.00113905
0.41645601 0.61397415 0.00114785
0.41774210 0.61362023 0.00114503
0.41902819 0.61315653 0.00112458
0.42031428 0.61255847 0.00108695
0.42160037 0.61187706 0.00104380
0.42288645 0.61121974 0.00101853
0.42417254 0.61063081 0.00101836
0.42545863 0.61009259 0.00103171
0.42674472 0.60957702 0.00104612
0.42803081 0.60906969 0.00105887
0.42931690 0.60856615 0.00107185
0.43060298 0.60805332 0.00108214
0.43188907 0.60751627 0.00108599
0.43317516 0.60694961 0.00108319
0.43446125 0.60635684 0.00107610
0.43574734 0.60574232 0.00106674
0.43703342 0.60511005 0.00105685
0.43831951 0.60446420 0.00104814
0.43960560 0.60380772 0.00104156
0.44089169 0.60314248 0.00103721
0.44217778 0.60247501 0.00103603
0.44346386 0.60182101 0.00103913
0.44474995 0.60119336 0.00104855
0.44603604 0.60058516 0.00106244
0.44732213 0.59995414 0.00106678
