# s/c   P_w_mean    P_w_std
0.00000000 0.99999824 0.00002818
0.00130087 0.99960127 0.00002224
0.00260174 0.99919599 0.00001736
0.00390261 0.99878323 0.00001373
0.00520348 0.99836377 0.00001163
0.00650435 0.99793831 0.00001118
0.00780522 0.99750750 0.00001205
0.00910609 0.99707194 0.00001366
0.01040697 0.99663216 0.00001557
0.01170784 0.99618867 0.00001754
0.01300871 0.99574189 0.00001947
0.01430958 0.99529223 0.00002132
0.01561045 0.99484003 0.00002310
0.01691132 0.99438558 0.00002482
0.01821219 0.99392915 0.00002648
0.01951306 0.99347094 0.00002810
0.02081393 0.99301115 0.00002971
0.02211480 0.99254989 0.00003132
0.02341567 0.99208727 0.00003293
0.02470176 0.99162336 0.00003456
0.02600263 0.99115818 0.00003621
0.02730350 0.99069173 0.00003788
0.02860437 0.99022398 0.00003957
0.02990524 0.98975487 0.00004129
0.03120611 0.98928429 0.00004302
0.03250698 0.98881214 0.00004476
0.03380786 0.98833827 0.00004651
0.03510873 0.98786251 0.00004825
0.03640960 0.98738466 0.00004999
0.03771047 0.98690453 0.00005172
0.03901134 0.98642186 0.00005343
0.04029743 0.98593642 0.00005511
0.04159830 0.98544793 0.00005677
0.04289917 0.98495610 0.00005839
0.04420004 0.98446064 0.00005998
0.04550091 0.98396122 0.00006153
0.04680178 0.98345753 0.00006303
0.04810265 0.98294920 0.00006449
0.04940352 0.98243590 0.00006590
0.05068961 0.98191727 0.00006727
0.05199048 0.98139292 0.00006860
0.05329135 0.98086249 0.00006988
0.05459222 0.98032558 0.00007112
0.05589309 0.97978181 0.00007231
0.05719396 0.97923078 0.00007347
0.05849483 0.97867209 0.00007460
0.05978092 0.97810534 0.00007569
0.06108179 0.97753012 0.00007676
0.06238266 0.97694602 0.00007781
0.06368353 0.97635264 0.00007884
0.06498440 0.97574957 0.00007986
0.06628528 0.97513641 0.00008087
0.06757136 0.97451275 0.00008189
0.06887223 0.97387820 0.00008291
0.07017310 0.97323235 0.00008395
0.07147398 0.97257481 0.00008501
0.07277485 0.97190520 0.00008610
0.07407572 0.97122312 0.00008723
0.07536180 0.97052822 0.00008840
0.07666268 0.96982010 0.00008963
0.07796355 0.96909842 0.00009091
0.07926442 0.96836281 0.00009227
0.08056529 0.96761294 0.00009370
0.08185138 0.96684846 0.00009521
0.08315225 0.96606904 0.00009682
0.08445312 0.96527437 0.00009852
0.08575399 0.96446414 0.00010033
0.08704008 0.96363805 0.00010226
0.08834095 0.96279582 0.00010430
0.08964182 0.96193716 0.00010647
0.09094269 0.96106183 0.00010878
0.09224356 0.96016957 0.00011122
0.09352965 0.95926014 0.00011381
0.09483052 0.95833331 0.00011655
0.09613139 0.95738888 0.00011944
0.09743226 0.95642665 0.00012249
0.09871835 0.95544643 0.00012570
0.10001922 0.95444805 0.00012908
0.10132009 0.95343135 0.00013262
0.10260618 0.95239620 0.00013634
0.10390705 0.95134247 0.00014022
0.10520792 0.95027003 0.00014428
0.10650879 0.94917879 0.00014852
0.10779488 0.94806867 0.00015293
0.10909575 0.94693960 0.00015751
0.11039662 0.94579151 0.00016227
0.11169749 0.94462438 0.00016721
0.11298358 0.94343816 0.00017232
0.11428445 0.94223286 0.00017760
0.11558532 0.94100846 0.00018306
0.11687141 0.93976500 0.00018869
0.11817228 0.93850249 0.00019448
0.11947315 0.93722099 0.00020044
0.12075924 0.93592056 0.00020656
0.12206011 0.93460126 0.00021284
0.12336098 0.93326318 0.00021928
0.12466185 0.93190642 0.00022587
0.12594794 0.93053109 0.00023261
0.12724881 0.92913733 0.00023949
0.12854968 0.92772526 0.00024651
0.12983577 0.92626387 0.00025366
0.13113664 0.92473961 0.00026536
0.13243751 0.92320979 0.00027603
0.13372359 0.92167038 0.00028527
0.13502447 0.92011650 0.00029312
0.13632534 0.91855167 0.00030079
0.13761142 0.91697840 0.00030804
0.13891229 0.91539557 0.00031574
0.14019838 0.91378564 0.00032438
0.14149925 0.91211700 0.00033166
0.14280012 0.91037958 0.00033608
0.14408621 0.90860413 0.00034102
0.14538708 0.90684650 0.00035373
0.14668795 0.90513681 0.00037042
0.14797404 0.90346993 0.00038421
0.14927491 0.90182780 0.00039544
0.15056100 0.90017994 0.00040323
0.15186187 0.89850863 0.00040733
0.15316274 0.89682985 0.00041147
0.15444883 0.89516568 0.00041850
0.15574970 0.89351009 0.00042533
0.15703579 0.89184106 0.00042924
0.15833666 0.89016694 0.00043194
0.15963753 0.88851357 0.00043601
0.16092362 0.88688651 0.00044371
0.16222449 0.88522797 0.00044922
0.16351058 0.88346105 0.00044365
0.16481145 0.88159586 0.00043247
0.16611232 0.87969340 0.00042916
0.16739841 0.87780349 0.00044016
0.16869928 0.87594562 0.00045878
0.16998537 0.87411668 0.00047789
0.17128624 0.87231151 0.00049560
0.17257232 0.87052412 0.00051062
0.17387319 0.86874916 0.00052315
0.17517407 0.86698148 0.00053341
0.17646015 0.86521599 0.00054185
0.17776102 0.86344853 0.00054887
0.17904711 0.86167694 0.00055518
0.18034798 0.85989824 0.00056111
0.18163407 0.85810930 0.00056691
0.18293494 0.85630033 0.00057197
0.18422103 0.85445283 0.00057463
0.18552190 0.85255657 0.00057233
0.18680799 0.85062413 0.00056693
0.18810886 0.84869726 0.00056853
0.18939495 0.84681420 0.00058098
0.19069582 0.84496837 0.00059880
0.19199669 0.84309394 0.00061197
0.19328278 0.84110493 0.00060745
0.19458365 0.83900655 0.00059122
0.19586974 0.83686063 0.00058179
0.19717061 0.83470045 0.00058676
0.19845669 0.83253381 0.00060121
0.19975757 0.83034343 0.00061483
0.20104365 0.82812880 0.00062626
0.20234452 0.82592213 0.00064220
0.20363061 0.82374547 0.00066415
0.20493148 0.82161074 0.00069030
0.20621757 0.81947201 0.00071408
0.20750366 0.81723191 0.00072304
0.20880453 0.81487510 0.00071915
0.21009062 0.81244786 0.00071500
0.21139149 0.80999809 0.00072259
0.21267758 0.80755104 0.00074147
0.21397845 0.80509156 0.00076308
0.21526454 0.80259669 0.00078366
0.21656541 0.80005299 0.00080098
0.21785149 0.79745783 0.00081592
0.21915236 0.79481712 0.00083014
0.22043845 0.79214168 0.00084501
0.22173932 0.78944731 0.00086258
0.22302541 0.78674380 0.00088337
0.22432628 0.78403322 0.00090689
0.22561237 0.78130100 0.00093105
0.22689846 0.77851780 0.00095024
0.22819933 0.77567717 0.00096363
0.22948542 0.77279475 0.00097474
0.23078629 0.76989016 0.00098739
0.23207238 0.76697948 0.00100492
0.23337325 0.76407267 0.00102852
0.23465933 0.76117748 0.00105636
0.23594542 0.75830381 0.00108652
0.23724629 0.75546083 0.00111796
0.23853238 0.75264665 0.00114883
0.23983325 0.74984968 0.00117781
0.24111934 0.74705332 0.00120430
0.24240543 0.74424492 0.00122824
0.24370630 0.74142382 0.00124993
0.24499239 0.73860132 0.00126980
0.24629326 0.73579233 0.00128885
0.24757935 0.73300948 0.00130866
0.24886543 0.73026347 0.00133117
0.25016630 0.72755435 0.00135655
0.25145239 0.72487626 0.00138302
0.25275326 0.72222367 0.00140831
0.25403935 0.71959028 0.00142960
0.25532544 0.71697675 0.00144642
0.25662631 0.71438632 0.00145960
0.25791240 0.71182540 0.00147093
0.25919849 0.70930790 0.00148456
0.26049936 0.70684602 0.00150345
0.26178545 0.70444318 0.00152673
0.26307153 0.70209260 0.00155178
0.26437240 0.69978366 0.00157655
0.26565849 0.69749529 0.00159642
0.26695936 0.69519632 0.00160731
0.26824545 0.69287638 0.00160868
0.26953154 0.69054943 0.00160711
0.27083241 0.68825192 0.00161386
0.27211850 0.68603567 0.00163217
0.27340459 0.68392283 0.00166035
0.27470546 0.68189688 0.00169156
0.27599154 0.67991431 0.00171423
0.27727763 0.67793640 0.00172489
0.27857850 0.67596305 0.00172559
0.27986459 0.67401096 0.00172308
0.28115068 0.67210303 0.00173023
0.28243677 0.67025226 0.00174887
0.28373764 0.66846529 0.00176998
0.28502373 0.66676264 0.00179092
0.28630981 0.66513120 0.00180759
0.28761068 0.66353940 0.00181306
0.28889677 0.66195444 0.00180875
0.29018286 0.66038710 0.00180468
0.29148373 0.65890482 0.00181041
0.29276982 0.65753842 0.00182452
0.29405591 0.65627910 0.00184158
0.29534200 0.65509670 0.00185585
0.29664287 0.65395083 0.00186115
0.29792895 0.65282286 0.00185785
0.29921504 0.65172468 0.00185003
0.30051591 0.65068478 0.00184245
0.30180200 0.64973643 0.00183983
0.30308809 0.64889201 0.00184151
0.30437418 0.64813748 0.00184321
0.30567505 0.64744287 0.00184053
0.30696114 0.64677191 0.00183135
0.30824722 0.64610252 0.00181677
0.30953331 0.64543488 0.00179922
0.31083418 0.64478873 0.00178010
0.31212027 0.64419639 0.00176244
0.31340636 0.64368317 0.00175091
0.31469245 0.64325143 0.00174577
0.31599332 0.64288957 0.00174528
0.31727941 0.64259559 0.00174776
0.31856549 0.64237473 0.00175091
0.31985158 0.64221395 0.00175200
0.32115245 0.64208444 0.00174892
0.32243854 0.64195366 0.00174036
0.32372463 0.64179111 0.00172368
0.32501072 0.64158679 0.00169833
0.32629681 0.64135035 0.00166768
0.32759768 0.64109965 0.00163730
0.32888376 0.64085587 0.00161342
0.33016985 0.64063799 0.00159993
0.33145594 0.64045377 0.00159493
0.33275681 0.64030154 0.00159545
0.33404290 0.64017004 0.00159634
0.33532899 0.64004192 0.00159058
0.33661508 0.63991322 0.00157868
0.33790116 0.63979170 0.00156406
0.33918725 0.63968448 0.00155011
0.34048812 0.63958883 0.00153906
0.34177421 0.63949514 0.00153110
0.34306030 0.63938948 0.00152501
0.34434639 0.63925812 0.00151915
0.34563247 0.63908959 0.00151166
0.34693335 0.63887772 0.00149787
0.34821943 0.63863839 0.00147825
0.34950552 0.63839800 0.00145656
0.35079161 0.63817676 0.00143569
0.35207770 0.63798746 0.00142104
0.35336379 0.63783475 0.00141448
0.35466466 0.63770857 0.00141321
0.35595074 0.63758333 0.00141362
0.35723683 0.63743049 0.00141108
0.35852292 0.63723422 0.00140248
0.35980901 0.63700255 0.00139005
0.36109510 0.63675166 0.00137616
0.36238118 0.63648436 0.00136078
0.36368206 0.63620332 0.00134513
0.36496814 0.63592500 0.00133301
0.36625423 0.63566755 0.00132717
0.36754032 0.63544132 0.00132735
0.36882641 0.63523825 0.00133006
0.37011250 0.63502995 0.00132858
0.37139858 0.63478901 0.00131741
0.37269945 0.63451497 0.00129722
0.37398554 0.63423102 0.00127410
0.37527163 0.63395495 0.00125257
0.37655772 0.63369296 0.00123545
0.37784381 0.63344469 0.00122679
0.37912989 0.63319443 0.00122583
