# y/t    d_mean   d_std
0.65326633 0.66288839 0.00304571
0.65829146 0.66251081 0.00307768
0.66331658 0.66215740 0.00308726
0.66834171 0.66187772 0.00301450
0.67336683 0.66173514 0.00294640
0.67839196 0.66165140 0.00298465
0.68341709 0.66164181 0.00313039
0.68844221 0.66162934 0.00331370
0.69346734 0.66159286 0.00351854
0.69849246 0.66147520 0.00356837
0.70351759 0.66132140 0.00348444
0.70854271 0.66115562 0.00330353
0.71356784 0.66103325 0.00300398
0.71859296 0.66094643 0.00266501
0.72361809 0.66088060 0.00230327
0.72864322 0.66082332 0.00193084
0.73366834 0.66074753 0.00158442
0.73869347 0.66065929 0.00124983
0.74371859 0.66051007 0.00100640
0.74874372 0.66033620 0.00079866
0.75376884 0.66013417 0.00063556
0.75879397 0.65989712 0.00052860
0.76381910 0.65965057 0.00044072
0.76884422 0.65939258 0.00037734
0.77386935 0.65912441 0.00033716
0.77889447 0.65885255 0.00031130
0.78391960 0.65857636 0.00030017
0.78894472 0.65829670 0.00030077
0.79396985 0.65801798 0.00030812
0.79899497 0.65773771 0.00032134
0.80402010 0.65745898 0.00033705
0.80904523 0.65718043 0.00035471
0.81407035 0.65690293 0.00037242
0.81909548 0.65662623 0.00039060
0.82412060 0.65634926 0.00040809
0.82914573 0.65607200 0.00042532
0.83417085 0.65579511 0.00044174
0.83919598 0.65551837 0.00045734
0.84422111 0.65524456 0.00047209
0.84924623 0.65497233 0.00048610
0.85427136 0.65470411 0.00049899
0.85929648 0.65444005 0.00051104
0.86432161 0.65417859 0.00052228
0.86934673 0.65392083 0.00053237
0.87437186 0.65366333 0.00054176
0.87939698 0.65340550 0.00054998
0.88442211 0.65314781 0.00055805
0.88944724 0.65288351 0.00056507
0.89447236 0.65262057 0.00057203
0.89949749 0.65234224 0.00057739
0.90452261 0.65206294 0.00058291
0.90954774 0.65177782 0.00058718
0.91457286 0.65149024 0.00059124
0.91959799 0.65122764 0.00059515
0.92462312 0.65098020 0.00059998
0.92964824 0.65078389 0.00060529
0.93467337 0.65062062 0.00060597
0.93969849 0.65042876 0.00060637
0.94472362 0.65018867 0.00060502
0.94974874 0.64994696 0.00060508
0.95477387 0.64970262 0.00060567
0.95979899 0.64945651 0.00060577
0.96482412 0.64921469 0.00060554
0.96984925 0.64899244 0.00060407
0.97487437 0.64877503 0.00060238
0.97989950 0.64855770 0.00060071
0.98492462 0.64833242 0.00059876
0.98994975 0.64810706 0.00059687
0.99497487 0.64832729 0.00059636
1.00000000 0.65076718 0.00060547
