# y/t    d_mean   d_std
0.38190955 0.65201042 0.00009887
0.38693467 0.65221043 0.00014385
0.39195980 0.65237567 0.00022518
0.39698492 0.65241355 0.00036159
0.40201005 0.65241447 0.00051865
0.40703518 0.65229565 0.00067710
0.41206030 0.65214058 0.00085537
0.41708543 0.65199275 0.00093326
0.42211055 0.65184149 0.00099128
0.42713568 0.65183675 0.00090112
0.43216080 0.65188815 0.00076451
0.43718593 0.65216481 0.00058753
0.44221106 0.65250512 0.00041972
0.44723618 0.65308424 0.00033423
0.45226131 0.65368283 0.00025477
0.45728643 0.65449219 0.00023754
0.46231156 0.65529549 0.00027044
0.46733668 0.65621827 0.00043621
0.47236181 0.65714273 0.00063105
0.47738693 0.65811292 0.00088256
0.48241206 0.65908445 0.00114849
0.48743719 0.66005650 0.00144016
0.49246231 0.66101022 0.00173790
0.49748744 0.66194223 0.00204477
0.50251256 0.66282085 0.00234394
0.50753769 0.66366930 0.00264091
0.51256281 0.66441813 0.00291143
0.51758794 0.66514199 0.00317555
0.52261307 0.66571726 0.00338964
0.52763819 0.66625674 0.00359030
0.53266332 0.66667471 0.00375345
0.53768844 0.66702314 0.00390095
0.54271357 0.66728613 0.00402957
0.54773869 0.66745028 0.00414666
0.55276382 0.66757041 0.00425746
0.55778894 0.66755855 0.00435757
0.56281407 0.66751543 0.00445328
0.56783920 0.66736811 0.00454122
0.57286432 0.66716803 0.00461565
0.57788945 0.66690126 0.00468210
0.58291457 0.66655323 0.00471484
0.58793970 0.66616609 0.00473831
0.59296482 0.66569237 0.00470817
0.59798995 0.66518749 0.00464836
0.60301508 0.66462840 0.00454969
0.60804020 0.66405305 0.00438006
0.61306533 0.66344403 0.00419560
0.61809045 0.66286703 0.00390382
0.62311558 0.66228719 0.00358687
0.62814070 0.66176191 0.00321715
0.63316583 0.66129506 0.00282036
0.63819095 0.66086761 0.00248559
0.64321608 0.66049024 0.00225655
0.64824121 0.66014187 0.00217524
0.65326633 0.65979534 0.00226160
0.65829146 0.65949196 0.00229655
0.66331658 0.65920039 0.00234619
0.66834171 0.65895245 0.00231192
0.67336683 0.65879250 0.00221659
0.67839196 0.65868031 0.00221562
0.68341709 0.65863923 0.00232861
0.68844221 0.65861475 0.00252740
0.69346734 0.65857683 0.00277558
0.69849246 0.65848001 0.00291311
0.70351759 0.65834511 0.00293237
0.70854271 0.65819647 0.00286018
0.71356784 0.65808244 0.00265760
0.71859296 0.65800808 0.00240560
0.72361809 0.65795895 0.00212373
0.72864322 0.65793083 0.00181541
0.73366834 0.65789428 0.00151774
0.73869347 0.65785243 0.00122338
0.74371859 0.65776909 0.00098914
0.74874372 0.65766312 0.00078699
0.75376884 0.65753160 0.00062246
0.75879397 0.65736458 0.00051161
0.76381910 0.65718706 0.00041614
0.76884422 0.65699637 0.00034125
0.77386935 0.65679504 0.00028454
0.77889447 0.65658930 0.00023551
0.78391960 0.65637874 0.00019646
0.78894472 0.65616403 0.00016695
0.79396985 0.65594930 0.00014363
0.79899497 0.65573227 0.00012917
0.80402010 0.65551601 0.00012099
0.80904523 0.65529950 0.00011874
0.81407035 0.65508309 0.00012123
0.81909548 0.65486704 0.00012671
0.82412060 0.65465057 0.00013430
0.82914573 0.65443364 0.00014247
0.83417085 0.65421662 0.00015136
0.83919598 0.65399909 0.00016000
0.84422111 0.65378349 0.00016857
0.84924623 0.65356890 0.00017679
0.85427136 0.65335768 0.00018471
0.85929648 0.65314945 0.00019219
0.86432161 0.65294302 0.00019931
0.86934673 0.65273972 0.00020579
0.87437186 0.65253706 0.00021209
0.87939698 0.65233435 0.00021797
0.88442211 0.65213193 0.00022342
0.88944724 0.65192464 0.00022888
0.89447236 0.65171922 0.00023374
0.89949749 0.65150027 0.00023819
0.90452261 0.65128044 0.00024303
0.90954774 0.65105401 0.00024708
0.91457286 0.65082493 0.00025098
0.91959799 0.65061706 0.00025521
0.92462312 0.65042181 0.00026053
0.92964824 0.65027440 0.00026653
0.93467337 0.65015423 0.00026889
0.93969849 0.65001319 0.00027145
0.94472362 0.64982859 0.00027278
0.94974874 0.64964274 0.00027507
0.95477387 0.64945447 0.00027803
0.95979899 0.64926436 0.00028101
0.96482412 0.64907829 0.00028364
0.96984925 0.64891076 0.00028546
0.97487437 0.64874780 0.00028718
0.97989950 0.64858469 0.00028909
0.98492462 0.64841678 0.00029102
0.98994975 0.64824882 0.00029298
0.99497487 0.64841770 0.00029054
1.00000000 0.65026107 0.00026674
