# y/t    WL_mean   WL_std
0.00000000 0.99895155 0.00065867
0.00502513 0.99898273 0.00072102
0.01005025 0.99902377 0.00074821
0.01507538 0.99908286 0.00068092
0.02010050 0.99914196 0.00061482
0.02512563 0.99919674 0.00055227
0.03015075 0.99921339 0.00049480
0.03517588 0.99923003 0.00043847
0.04020101 0.99924754 0.00038105
0.04522613 0.99918912 0.00037473
0.05025126 0.99913214 0.00036689
0.05527638 0.99907716 0.00035637
0.06030151 0.99895364 0.00041731
0.06532663 0.99883130 0.00047809
0.07035176 0.99870875 0.00054282
0.07537688 0.99857562 0.00063914
0.08040201 0.99843797 0.00073587
0.08542714 0.99831234 0.00082426
0.09045226 0.99822352 0.00089136
0.09547739 0.99812879 0.00096296
0.10050251 0.99806474 0.00100742
0.10552764 0.99803781 0.00102030
0.11055276 0.99800574 0.00103994
0.11557789 0.99800405 0.00103212
0.12060302 0.99801774 0.00101215
0.12562814 0.99803153 0.00099538
0.13065327 0.99805352 0.00096800
0.13567839 0.99807894 0.00094086
0.14070352 0.99810374 0.00091561
0.14572864 0.99812289 0.00089228
0.15075377 0.99814450 0.00087187
0.15577889 0.99816046 0.00085431
0.16080402 0.99817287 0.00083850
0.16582915 0.99818663 0.00082218
0.17085427 0.99819477 0.00081385
0.17587940 0.99820297 0.00080775
0.18090452 0.99820976 0.00080264
0.18592965 0.99821417 0.00079750
0.19095477 0.99821795 0.00079547
0.19597990 0.99822310 0.00079241
0.20100503 0.99822751 0.00078826
0.20603015 0.99823163 0.00078332
0.21105528 0.99823889 0.00078054
0.21608040 0.99824516 0.00077697
0.22110553 0.99825062 0.00077487
0.22613065 0.99825606 0.00077293
0.23115578 0.99825864 0.00077307
0.23618090 0.99825961 0.00077702
0.24120603 0.99825991 0.00078040
0.24623116 0.99825725 0.00078724
0.25125628 0.99825458 0.00079413
0.25628141 0.99825198 0.00079938
0.26130653 0.99824922 0.00080449
0.26633166 0.99825437 0.00080704
0.27135678 0.99825869 0.00080404
0.27638191 0.99826378 0.00080016
0.28140704 0.99827485 0.00079048
0.28643216 0.99828815 0.00077947
0.29145729 0.99830390 0.00076198
0.29648241 0.99832124 0.00074671
0.30150754 0.99833791 0.00073068
0.30653266 0.99835406 0.00071373
0.31155779 0.99836847 0.00069815
0.31658291 0.99838120 0.00068579
0.32160804 0.99839457 0.00067428
0.32663317 0.99840427 0.00066518
0.33165829 0.99841339 0.00065667
0.33668342 0.99842244 0.00064819
0.34170854 0.99843149 0.00063972
0.34673367 0.99844443 0.00063529
0.35175879 0.99845349 0.00062944
0.35678392 0.99846825 0.00062829
0.36180905 0.99848123 0.00062500
0.36683417 0.99850765 0.00062611
0.37185930 0.99853823 0.00062720
0.37688442 0.99858694 0.00063084
0.38190955 0.99864138 0.00063602
0.38693467 0.99870004 0.00062071
0.39195980 0.99876099 0.00059540
0.39698492 0.99867464 0.00042549
0.40201005 0.99855051 0.00021403
0.40703518 0.99785176 0.00036326
0.41206030 0.99701893 0.00103595
0.41708543 0.99503747 0.00221083
0.42211055 0.99263164 0.00361188
0.42713568 0.98891171 0.00520166
0.43216080 0.98466240 0.00692891
0.43718593 0.97942429 0.00801177
0.44221106 0.97390054 0.00896571
0.44723618 0.96787641 0.00863307
0.45226131 0.96177350 0.00820833
0.45728643 0.95559004 0.00688074
0.46231156 0.94937172 0.00558834
0.46733668 0.94350846 0.00424206
0.47236181 0.93770702 0.00314792
0.47738693 0.93236784 0.00266502
0.48241206 0.92721456 0.00294829
0.48743719 0.92242568 0.00378420
0.49246231 0.91792525 0.00485176
0.49748744 0.91368437 0.00600409
0.50251256 0.90983500 0.00716229
0.50753769 0.90618473 0.00832063
0.51256281 0.90304230 0.00942256
0.51758794 0.90003121 0.01050715
0.52261307 0.89766562 0.01149928
0.52763819 0.89546369 0.01247350
0.53266332 0.89374445 0.01339239
0.53768844 0.89231303 0.01429686
0.54271357 0.89121394 0.01518118
0.54773869 0.89050996 0.01606918
0.55276382 0.88998878 0.01695920
0.55778894 0.88998107 0.01789614
0.56281407 0.89012544 0.01885279
0.56783920 0.89064424 0.01986617
0.57286432 0.89141948 0.02092615
0.57788945 0.89241208 0.02202452
0.58291457 0.89379598 0.02319094
0.58793970 0.89530648 0.02438047
0.59296482 0.89727668 0.02562985
0.59798995 0.89946086 0.02689737
0.60301508 0.90193072 0.02819197
0.60804020 0.90481988 0.02951371
0.61306533 0.90783981 0.03084704
0.61809045 0.91142414 0.03222188
0.62311558 0.91518585 0.03361522
0.62814070 0.91930695 0.03504171
0.63316583 0.92380196 0.03643784
0.63819095 0.92845177 0.03774802
0.64321608 0.93330852 0.03879996
0.64824121 0.93808533 0.03935317
0.65326633 0.94284836 0.03966657
0.65829146 0.94728097 0.03888382
0.66331658 0.95163101 0.03781413
0.66834171 0.95580217 0.03619027
0.67336683 0.95997371 0.03424143
0.67839196 0.96416806 0.03234687
0.68341709 0.96844966 0.03056021
0.68844221 0.97250523 0.02878037
0.69346734 0.97642585 0.02704632
0.69849246 0.97973916 0.02489774
0.70351759 0.98255614 0.02237526
0.70854271 0.98504164 0.01957734
0.71356784 0.98712575 0.01647263
0.71859296 0.98908880 0.01346560
0.72361809 0.99095844 0.01057548
0.72864322 0.99266615 0.00810846
0.73366834 0.99410785 0.00601798
0.73869347 0.99540413 0.00413158
0.74371859 0.99619723 0.00289282
0.74874372 0.99680927 0.00184505
0.75376884 0.99718163 0.00104644
0.75879397 0.99724187 0.00065580
0.76381910 0.99720310 0.00078268
0.76884422 0.99705725 0.00123993
0.77386935 0.99707982 0.00140514
0.77889447 0.99721206 0.00137869
0.78391960 0.99769343 0.00078718
0.78894472 0.99826698 0.00052190
0.79396985 0.99845420 0.00105744
0.79899497 0.99842242 0.00154327
0.80402010 0.99812053 0.00202704
0.80904523 0.99775634 0.00252709
0.81407035 0.99760590 0.00260124
0.81909548 0.99752840 0.00251502
0.82412060 0.99772543 0.00156787
0.82914573 0.99806676 0.00084067
0.83417085 0.99816457 0.00123668
0.83919598 0.99811233 0.00175297
0.84422111 0.99819979 0.00187622
0.84924623 0.99836880 0.00176550
0.85427136 0.99876553 0.00114783
0.85929648 0.99932205 0.00028106
0.86432161 0.99961690 0.00044832
0.86934673 0.99954860 0.00074627
0.87437186 0.99949508 0.00094856
0.87939698 0.99947975 0.00094893
0.88442211 0.99942500 0.00090342
0.88944724 0.99934879 0.00080887
0.89447236 0.99924982 0.00068960
0.89949749 0.99912328 0.00056592
0.90452261 0.99901705 0.00049192
0.90954774 0.99898607 0.00049604
0.91457286 0.99896548 0.00051152
0.91959799 0.99895404 0.00056089
0.92462312 0.99896244 0.00061454
0.92964824 0.99895489 0.00065722
