# y/t    WL_mean   WL_std
0.00000000 1.00004294 0.00016132
0.00502513 1.00001507 0.00011899
0.01005025 1.00000017 0.00010152
0.01507538 1.00000205 0.00010045
0.02010050 1.00000393 0.00009950
0.02512563 1.00000452 0.00009922
0.03015075 1.00000452 0.00009911
0.03517588 1.00000452 0.00009908
0.04020101 1.00000463 0.00009920
0.04522613 1.00000701 0.00009871
0.05025126 1.00000936 0.00009885
0.05527638 1.00001207 0.00010149
0.06030151 1.00002142 0.00010134
0.06532663 1.00003071 0.00010078
0.07035176 1.00004057 0.00010005
0.07537688 1.00005393 0.00010185
0.08040201 1.00006728 0.00010336
0.08542714 1.00007961 0.00010490
0.09045226 1.00008938 0.00010661
0.09547739 1.00010021 0.00010738
0.10050251 1.00010938 0.00010884
0.10552764 1.00011624 0.00011034
0.11055276 1.00012227 0.00010904
0.11557789 1.00012429 0.00010866
0.12060302 1.00012560 0.00010913
0.12562814 1.00012859 0.00011021
0.13065327 1.00013056 0.00010903
0.13567839 1.00012889 0.00010790
0.14070352 1.00012655 0.00010710
0.14572864 1.00012648 0.00010715
0.15075377 1.00012336 0.00010936
0.15577889 1.00012203 0.00011030
0.16080402 1.00012149 0.00011070
0.16582915 1.00011984 0.00011195
0.17085427 1.00011977 0.00011200
0.17587940 1.00011861 0.00011276
0.18090452 1.00011814 0.00011438
0.18592965 1.00011973 0.00011662
0.19095477 1.00011977 0.00011669
0.19597990 1.00011977 0.00011932
0.20100503 1.00011977 0.00012145
0.20603015 1.00011977 0.00012145
0.21105528 1.00011977 0.00012145
0.21608040 1.00011977 0.00012575
0.22110553 1.00011977 0.00012627
0.22613065 1.00011977 0.00012627
0.23115578 1.00011977 0.00012741
0.23618090 1.00011977 0.00012968
0.24120603 1.00011977 0.00013115
0.24623116 1.00011977 0.00013115
0.25125628 1.00011977 0.00013115
0.25628141 1.00012121 0.00013170
0.26130653 1.00012320 0.00013247
0.26633166 1.00012440 0.00013304
0.27135678 1.00012557 0.00013470
0.27638191 1.00012655 0.00013608
0.28140704 1.00012588 0.00013661
0.28643216 1.00012444 0.00013776
0.29145729 1.00012429 0.00013787
0.29648241 1.00012592 0.00014017
0.30150754 1.00012655 0.00014106
0.30653266 1.00012655 0.00014106
0.31155779 1.00012597 0.00014152
0.31658291 1.00012472 0.00014254
0.32160804 1.00012429 0.00014289
0.32663317 1.00012429 0.00014289
0.33165829 1.00012421 0.00014296
0.33668342 1.00012312 0.00014386
0.34170854 1.00012203 0.00014477
0.34673367 1.00012429 0.00014954
0.35175879 1.00012429 0.00015270
0.35678392 1.00013068 0.00015867
0.36180905 1.00013671 0.00016770
0.36683417 1.00014951 0.00017772
0.37185930 1.00016647 0.00018864
0.37688442 1.00015562 0.00017578
0.38190955 1.00013398 0.00015765
0.38693467 0.99996002 0.00004525
0.39195980 0.99971747 0.00013720
0.39698492 0.99898331 0.00056139
0.40201005 0.99810959 0.00108263
0.40703518 0.99630516 0.00198923
0.41206030 0.99424862 0.00303836
0.41708543 0.99116723 0.00421274
0.42211055 0.98768839 0.00548812
0.42713568 0.98358227 0.00630066
0.43216080 0.97920958 0.00695494
0.43718593 0.97454132 0.00682438
0.44221106 0.96978512 0.00649852
0.44723618 0.96497929 0.00571083
0.45226131 0.96013761 0.00494605
0.45728643 0.95552587 0.00422659
0.46231156 0.95088232 0.00375578
0.46733668 0.94658393 0.00366499
0.47236181 0.94231649 0.00395702
0.47738693 0.93835052 0.00456241
0.48241206 0.93451346 0.00536555
0.48743719 0.93092126 0.00629097
0.49246231 0.92755731 0.00727760
0.49748744 0.92438617 0.00829717
0.50251256 0.92154546 0.00930661
0.50753769 0.91886777 0.01031597
0.51256281 0.91663432 0.01126693
0.51758794 0.91451684 0.01220376
0.52261307 0.91297373 0.01305675
0.52763819 0.91157650 0.01389746
0.53266332 0.91060112 0.01469920
0.53768844 0.90987508 0.01549348
0.54271357 0.90943840 0.01627791
0.54773869 0.90934270 0.01708380
0.55276382 0.90940393 0.01789935
0.55778894 0.90990876 0.01877447
0.56281407 0.91054964 0.01966825
0.56783920 0.91151974 0.02061846
0.57286432 0.91272569 0.02159864
0.57788945 0.91413257 0.02260959
0.58291457 0.91591428 0.02364712
