# s/c   cf_mean    cf_std
0.00000000 0.00238145 0.00024345
0.00130087 0.00384621 0.00026185
0.00260174 0.00520844 0.00028742
0.00390261 0.00647395 0.00031959
0.00520348 0.00764833 0.00035785
0.00650435 0.00873699 0.00040171
0.00780522 0.00974514 0.00045073
0.00910609 0.01067780 0.00050450
0.01040697 0.01153981 0.00056262
0.01170784 0.01233581 0.00062473
0.01300871 0.01307029 0.00069048
0.01430958 0.01374755 0.00075954
0.01561045 0.01437171 0.00083159
0.01691132 0.01494675 0.00090636
0.01821219 0.01547646 0.00098356
0.01951306 0.01596450 0.00106295
0.02081393 0.01641436 0.00114429
0.02211480 0.01682937 0.00122735
0.02341567 0.01721274 0.00131194
0.02470176 0.01756750 0.00139787
0.02600263 0.01789657 0.00148496
0.02730350 0.01820273 0.00157307
0.02860437 0.01848861 0.00166204
0.02990524 0.01875673 0.00175176
0.03120611 0.01900947 0.00184210
0.03250698 0.01924909 0.00193296
0.03380786 0.01947774 0.00202426
0.03510873 0.01969745 0.00211591
0.03640960 0.01991013 0.00220786
0.03771047 0.02011758 0.00230003
0.03901134 0.02032151 0.00239240
0.04029743 0.02052351 0.00248492
0.04159830 0.02072508 0.00257757
0.04289917 0.02092761 0.00267032
0.04420004 0.02113242 0.00276318
0.04550091 0.02134071 0.00285614
0.04680178 0.02155362 0.00294920
0.04810265 0.02177217 0.00304239
0.04940352 0.02199734 0.00313571
0.05068961 0.02223001 0.00322921
0.05199048 0.02247096 0.00332290
0.05329135 0.02272094 0.00341683
0.05459222 0.02298061 0.00351104
0.05589309 0.02325055 0.00360558
0.05719396 0.02353128 0.00370050
0.05849483 0.02382327 0.00379585
0.05978092 0.02412691 0.00389170
0.06108179 0.02444256 0.00398811
0.06238266 0.02477048 0.00408514
0.06368353 0.02511093 0.00418286
0.06498440 0.02546407 0.00428135
0.06628528 0.02583005 0.00438066
0.06757136 0.02620894 0.00448088
0.06887223 0.02660079 0.00458208
0.07017310 0.02700561 0.00468434
0.07147398 0.02742336 0.00478774
0.07277485 0.02785395 0.00489234
0.07407572 0.02829728 0.00499823
0.07536180 0.02875320 0.00510548
0.07666268 0.02922154 0.00521418
0.07796355 0.02970209 0.00532439
0.07926442 0.03019463 0.00543619
0.08056529 0.03069889 0.00554965
0.08185138 0.03121460 0.00566485
0.08315225 0.03174144 0.00578186
0.08445312 0.03227911 0.00590075
0.08575399 0.03282726 0.00602158
0.08704008 0.03338553 0.00614442
0.08834095 0.03395355 0.00626933
0.08964182 0.03453093 0.00639638
0.09094269 0.03511729 0.00652561
0.09224356 0.03571221 0.00665709
0.09352965 0.03631529 0.00679087
0.09483052 0.03692609 0.00692699
0.09613139 0.03754420 0.00706549
0.09743226 0.03816917 0.00720644
0.09871835 0.03880059 0.00734985
0.10001922 0.03943801 0.00749576
0.10132009 0.04008100 0.00764422
0.10260618 0.04072912 0.00779523
0.10390705 0.04138194 0.00794883
0.10520792 0.04203903 0.00810504
0.10650879 0.04269997 0.00826387
0.10779488 0.04336435 0.00842533
0.10909575 0.04403174 0.00858943
0.11039662 0.04470174 0.00875618
0.11169749 0.04537396 0.00892556
0.11298358 0.04604801 0.00909758
0.11428445 0.04672352 0.00927222
0.11558532 0.04740012 0.00944947
0.11687141 0.04807745 0.00962931
0.11817228 0.04875518 0.00981173
0.11947315 0.04943298 0.00999668
0.12075924 0.05011054 0.01018414
0.12206011 0.05078756 0.01037408
