# y/t    Temp_mean   Temp_std
0.00000000 0.79858889 0.00148524
0.00502513 0.80164322 0.00148397
0.01005025 0.80350617 0.00148586
0.01507538 0.80397446 0.00149248
0.02010050 0.80444274 0.00149912
0.02512563 0.80493710 0.00150340
0.03015075 0.80545617 0.00151106
0.03517588 0.80597524 0.00151874
0.04020101 0.80651262 0.00152613
0.04522613 0.80706676 0.00153427
0.05025126 0.80762256 0.00154272
0.05527638 0.80818850 0.00155287
0.06030151 0.80876344 0.00156173
0.06532663 0.80934235 0.00157188
0.07035176 0.80992736 0.00158341
0.07537688 0.81051200 0.00159199
0.08040201 0.81110240 0.00160280
0.08542714 0.81169300 0.00161367
0.09045226 0.81227588 0.00162135
0.09547739 0.81286027 0.00163053
0.10050251 0.81343809 0.00163922
0.10552764 0.81400631 0.00164708
0.11055276 0.81456743 0.00165517
0.11557789 0.81512094 0.00166383
0.12060302 0.81566288 0.00167174
0.12562814 0.81619494 0.00167835
0.13065327 0.81672225 0.00168790
0.13567839 0.81723241 0.00169463
0.14070352 0.81773581 0.00170094
0.14572864 0.81823726 0.00170921
0.15075377 0.81871912 0.00171305
0.15577889 0.81919944 0.00171762
0.16080402 0.81967534 0.00172222
0.16582915 0.82014455 0.00172594
0.17085427 0.82061241 0.00172932
0.17587940 0.82107970 0.00173320
0.18090452 0.82154662 0.00173701
0.18592965 0.82201341 0.00174030
0.19095477 0.82248538 0.00174901
0.19597990 0.82295783 0.00175665
0.20100503 0.82343303 0.00176593
0.20603015 0.82391454 0.00177957
0.21105528 0.82439648 0.00179377
0.21608040 0.82488295 0.00181041
0.22110553 0.82537282 0.00182958
0.22613065 0.82586278 0.00184886
0.23115578 0.82635950 0.00186912
0.23618090 0.82685719 0.00189069
0.24120603 0.82735703 0.00191215
0.24623116 0.82786085 0.00193267
0.25125628 0.82836468 0.00195320
0.25628141 0.82887263 0.00197273
0.26130653 0.82938153 0.00199030
0.26633166 0.82989051 0.00200730
0.27135678 0.83040619 0.00201972
0.27638191 0.83092124 0.00203234
0.28140704 0.83143878 0.00204327
0.28643216 0.83196281 0.00205116
0.29145729 0.83248238 0.00205844
0.29648241 0.83301520 0.00206257
0.30150754 0.83354772 0.00206631
0.30653266 0.83408274 0.00206889
0.31155779 0.83462865 0.00206841
0.31658291 0.83517423 0.00206858
0.32160804 0.83572822 0.00206700
0.32663317 0.83628779 0.00206504
0.33165829 0.83684827 0.00206307
0.33668342 0.83742014 0.00205954
0.34170854 0.83799201 0.00205603
0.34673367 0.83856796 0.00205255
0.35175879 0.83914926 0.00204928
0.35678392 0.83972716 0.00204536
0.36180905 0.84031388 0.00204253
0.36683417 0.84089601 0.00203804
0.37185930 0.84147921 0.00203275
0.37688442 0.84206693 0.00203217
0.38190955 0.84265501 0.00203342
0.38693467 0.84328257 0.00206579
0.39195980 0.84392633 0.00211304
0.39698492 0.84469670 0.00223503
0.40201005 0.84550763 0.00238596
0.40703518 0.84653736 0.00261150
0.41206030 0.84763265 0.00287344
0.41708543 0.84884832 0.00306681
0.42211055 0.85012061 0.00324704
0.42713568 0.85114171 0.00324222
0.43216080 0.85207113 0.00316145
0.43718593 0.85241362 0.00306460
0.44221106 0.85259340 0.00297453
0.44723618 0.85216108 0.00315280
0.45226131 0.85165939 0.00335852
0.45728643 0.85069260 0.00380383
0.46231156 0.84970717 0.00425171
0.46733668 0.84847790 0.00482976
0.47236181 0.84722598 0.00541964
0.47738693 0.84588518 0.00606647
0.48241206 0.84454466 0.00672803
0.48743719 0.84318513 0.00741423
0.49246231 0.84187518 0.00810568
0.49748744 0.84058144 0.00880315
0.50251256 0.83939771 0.00948488
0.50753769 0.83825867 0.01016017
0.51256281 0.83730297 0.01079379
0.51758794 0.83639696 0.01141640
0.52261307 0.83575170 0.01196555
0.52763819 0.83518589 0.01249662
0.53266332 0.83482557 0.01297262
0.53768844 0.83460073 0.01342683
0.54271357 0.83452859 0.01385290
0.54773869 0.83463766 0.01426155
0.55276382 0.83483302 0.01466168
0.55778894 0.83524759 0.01505037
0.56281407 0.83573601 0.01543495
0.56783920 0.83637123 0.01580879
0.57286432 0.83711910 0.01616737
0.57788945 0.83793966 0.01651342
0.58291457 0.83890817 0.01680989
0.58793970 0.83990744 0.01708813
0.59296482 0.84104626 0.01727163
0.59798995 0.84222764 0.01739185
0.60301508 0.84345665 0.01742630
0.60804020 0.84473862 0.01729106
0.61306533 0.84600117 0.01710641
0.61809045 0.84724715 0.01661907
0.62311558 0.84841202 0.01601991
0.62814070 0.84950409 0.01520096
0.63316583 0.85046527 0.01416409
0.63819095 0.85139003 0.01307851
0.64321608 0.85226094 0.01193526
0.64824121 0.85316518 0.01087692
0.65326633 0.85406430 0.00989447
0.65829146 0.85504078 0.00904098
0.66331658 0.85598723 0.00824013
0.66834171 0.85691108 0.00746015
0.67336683 0.85760411 0.00654767
0.67839196 0.85814677 0.00554951
0.68341709 0.85843725 0.00438583
0.68844221 0.85853745 0.00315645
0.69346734 0.85856010 0.00192634
0.69849246 0.85851508 0.00083622
0.70351759 0.85849687 0.00026308
0.70854271 0.85849382 0.00085452
0.71356784 0.85850890 0.00122698
0.71859296 0.85843464 0.00141937
0.72361809 0.85828681 0.00148277
0.72864322 0.85794155 0.00135348
0.73366834 0.85752081 0.00114543
0.73869347 0.85694085 0.00099937
0.74371859 0.85621809 0.00106139
0.74874372 0.85512404 0.00182586
0.75376884 0.85351368 0.00342381
0.75879397 0.85108012 0.00632246
0.76381910 0.84775951 0.01050236
0.76884422 0.84369304 0.01579427
0.77386935 0.83976615 0.02088134
0.77889447 0.83599775 0.02572823
0.78391960 0.83384014 0.02798376
0.78894472 0.83236403 0.02914133
0.79396985 0.83129697 0.02840817
0.79899497 0.83028190 0.02713196
0.80402010 0.82788079 0.02511114
0.80904523 0.82511696 0.02346787
0.81407035 0.82096810 0.02262333
0.81909548 0.81653484 0.02313323
0.82412060 0.81250117 0.02324546
0.82914573 0.80872335 0.02295256
0.83417085 0.80540333 0.02006320
0.83919598 0.80221829 0.01593086
0.84422111 0.79914363 0.01093563
0.84924623 0.79614130 0.00558565
0.85427136 0.79419128 0.00188469
0.85929648 0.79317395 0.00190549
0.86432161 0.79283780 0.00329488
0.86934673 0.79327507 0.00341276
0.87437186 0.79379548 0.00333451
0.87939698 0.79448409 0.00283416
0.88442211 0.79518082 0.00232393
0.88944724 0.79585096 0.00184802
0.89447236 0.79648774 0.00147151
0.89949749 0.79690370 0.00137475
0.90452261 0.79729754 0.00130923
0.90954774 0.79758693 0.00132534
0.91457286 0.79785610 0.00135542
0.91959799 0.79810201 0.00139672
