# y/t    Temp_mean   Temp_std
0.00000000 0.87509841 0.00008170
0.00502513 0.87416651 0.00005055
0.01005025 0.87362026 0.00006019
0.01507538 0.87352912 0.00006404
0.02010050 0.87343797 0.00006822
0.02512563 0.87335133 0.00007179
0.03015075 0.87326686 0.00007575
0.03517588 0.87318240 0.00007990
0.04020101 0.87310362 0.00008447
0.04522613 0.87302655 0.00008889
0.05025126 0.87295013 0.00009341
0.05527638 0.87287740 0.00009780
0.06030151 0.87280512 0.00010300
0.06532663 0.87273512 0.00010800
0.07035176 0.87266880 0.00011276
0.07537688 0.87260308 0.00011805
0.08040201 0.87254083 0.00012369
0.08542714 0.87248124 0.00012938
0.09045226 0.87242347 0.00013459
0.09547739 0.87237070 0.00013967
0.10050251 0.87231927 0.00014468
0.10552764 0.87226983 0.00014943
0.11055276 0.87222586 0.00015313
0.11557789 0.87218400 0.00015691
0.12060302 0.87214594 0.00016098
0.12562814 0.87211138 0.00016537
0.13065327 0.87207935 0.00016786
0.13567839 0.87205335 0.00017080
0.14070352 0.87203000 0.00017398
0.14572864 0.87200840 0.00017718
0.15075377 0.87199417 0.00017917
0.15577889 0.87198041 0.00018133
0.16080402 0.87197028 0.00018333
0.16582915 0.87196680 0.00018475
0.17085427 0.87196376 0.00018692
0.17587940 0.87196639 0.00018918
0.18090452 0.87197292 0.00019110
0.18592965 0.87198074 0.00019245
0.19095477 0.87199768 0.00019420
0.19597990 0.87201587 0.00019496
0.20100503 0.87203747 0.00019570
0.20603015 0.87206693 0.00019656
0.21105528 0.87209731 0.00019712
0.21608040 0.87213484 0.00019819
0.22110553 0.87217654 0.00019829
0.22613065 0.87221826 0.00019830
0.23115578 0.87227104 0.00019808
0.23618090 0.87232539 0.00019764
0.24120603 0.87238500 0.00019726
0.24623116 0.87245118 0.00019646
0.25125628 0.87251737 0.00019566
0.25628141 0.87259190 0.00019426
0.26130653 0.87267089 0.00019259
0.26633166 0.87275049 0.00019045
0.27135678 0.87284171 0.00018797
0.27638191 0.87293287 0.00018568
0.28140704 0.87302972 0.00018325
0.28643216 0.87313332 0.00017964
0.29145729 0.87323752 0.00017767
0.29648241 0.87335193 0.00017402
0.30150754 0.87346767 0.00017002
0.30653266 0.87358651 0.00016581
0.31155779 0.87371460 0.00016130
0.31658291 0.87384219 0.00015709
0.32160804 0.87397784 0.00015223
0.32663317 0.87411755 0.00014700
0.33165829 0.87425823 0.00014121
0.33668342 0.87440807 0.00013635
0.34170854 0.87455792 0.00013151
0.34673367 0.87471247 0.00012735
0.35175879 0.87487244 0.00012291
0.35678392 0.87503476 0.00011764
0.36180905 0.87520584 0.00011323
0.36683417 0.87539493 0.00009962
0.37185930 0.87558959 0.00009031
0.37688442 0.87583070 0.00008531
0.38190955 0.87608695 0.00011892
0.38693467 0.87642628 0.00020322
0.39195980 0.87680115 0.00032042
0.39698492 0.87722602 0.00043049
0.40201005 0.87768390 0.00054706
0.40703518 0.87797503 0.00059361
0.41206030 0.87825116 0.00061675
0.41708543 0.87812360 0.00066877
0.42211055 0.87785351 0.00075316
0.42713568 0.87716289 0.00101075
0.43216080 0.87629588 0.00133081
0.43718593 0.87510042 0.00179436
0.44221106 0.87380940 0.00232195
0.44723618 0.87230285 0.00299231
0.45226131 0.87077080 0.00369601
0.45728643 0.86913247 0.00449719
0.46231156 0.86748661 0.00530916
0.46733668 0.86581545 0.00617817
0.47236181 0.86414445 0.00705413
0.47738693 0.86250224 0.00795451
0.48241206 0.86089549 0.00885217
0.48743719 0.85934470 0.00974786
0.49246231 0.85788318 0.01061623
0.49748744 0.85648609 0.01146445
0.50251256 0.85524099 0.01225049
0.50753769 0.85406612 0.01300700
0.51256281 0.85310715 0.01366461
0.51758794 0.85220702 0.01429661
0.52261307 0.85158926 0.01479400
0.52763819 0.85104611 0.01526026
0.53266332 0.85070803 0.01563534
0.53768844 0.85049123 0.01597044
0.54271357 0.85041315 0.01625695
0.54773869 0.85048995 0.01650187
0.55276382 0.85063931 0.01672702
0.55778894 0.85099116 0.01690731
0.56281407 0.85140924 0.01707262
0.56783920 0.85197159 0.01720238
0.57286432 0.85264433 0.01730024
0.57788945 0.85340108 0.01737215
0.58291457 0.85432358 0.01737663
0.58793970 0.85529049 0.01736167
0.59296482 0.85643497 0.01725273
0.59798995 0.85764657 0.01710001
0.60301508 0.85894782 0.01688638
0.60804020 0.86036282 0.01658253
0.61306533 0.86179689 0.01625584
0.61809045 0.86333866 0.01581087
0.62311558 0.86487839 0.01533220
0.62814070 0.86645319 0.01478370
0.63316583 0.86799687 0.01413277
0.63819095 0.86951107 0.01342903
0.64321608 0.87093360 0.01260494
0.64824121 0.87225325 0.01170124
0.65326633 0.87350848 0.01077048
0.65829146 0.87459381 0.00977644
0.66331658 0.87561779 0.00881609
0.66834171 0.87653659 0.00786297
0.67336683 0.87727675 0.00686923
