# s/c   M_is_mean    M_is_std
0.00000000 0.01868968 0.00128748
0.00130087 0.02916317 0.00063822
0.00260174 0.03705821 0.00036366
0.00390261 0.04377990 0.00020380
0.00520348 0.04978915 0.00010216
0.00650435 0.05530407 0.00004945
0.00780522 0.06044746 0.00006170
0.00910609 0.06529626 0.00009298
0.01040697 0.06990229 0.00011962
0.01170784 0.07430245 0.00014004
0.01300871 0.07852414 0.00015513
0.01430958 0.08258846 0.00016593
0.01561045 0.08651210 0.00017330
0.01691132 0.09030864 0.00017798
0.01821219 0.09398936 0.00018054
0.01951306 0.09756381 0.00018144
0.02081393 0.10104025 0.00018106
0.02211480 0.10442588 0.00017971
0.02341567 0.10772713 0.00017763
0.02470176 0.11094975 0.00017501
0.02600263 0.11409899 0.00017203
0.02730350 0.11717967 0.00016881
0.02860437 0.12019626 0.00016545
0.02990524 0.12315292 0.00016202
0.03120611 0.12605357 0.00015860
0.03250698 0.12890193 0.00015522
0.03380786 0.13170152 0.00015192
0.03510873 0.13445570 0.00014873
0.03640960 0.13716770 0.00014566
0.03771047 0.13984063 0.00014272
0.03901134 0.14247747 0.00013994
0.04029743 0.14508111 0.00013733
0.04159830 0.14765434 0.00013489
0.04289917 0.15019989 0.00013264
0.04420004 0.15272037 0.00013060
0.04550091 0.15521834 0.00012879
0.04680178 0.15769628 0.00012723
0.04810265 0.16015660 0.00012595
0.04940352 0.16260164 0.00012499
0.05068961 0.16503367 0.00012437
0.05199048 0.16745491 0.00012413
0.05329135 0.16986749 0.00012428
0.05459222 0.17227350 0.00012488
0.05589309 0.17467495 0.00012592
0.05719396 0.17707379 0.00012743
0.05849483 0.17947191 0.00012943
0.05978092 0.18187114 0.00013190
0.06108179 0.18427322 0.00013484
0.06238266 0.18667987 0.00013825
0.06368353 0.18909269 0.00014209
0.06498440 0.19151326 0.00014635
0.06628528 0.19394308 0.00015099
0.06757136 0.19638357 0.00015598
0.06887223 0.19883610 0.00016128
0.07017310 0.20130197 0.00016686
0.07147398 0.20378241 0.00017267
0.07277485 0.20627859 0.00017869
0.07407572 0.20879161 0.00018488
0.07536180 0.21132250 0.00019120
0.07666268 0.21387224 0.00019761
0.07796355 0.21644172 0.00020409
0.07926442 0.21903180 0.00021061
0.08056529 0.22164324 0.00021714
0.08185138 0.22427677 0.00022366
0.08315225 0.22693303 0.00023013
0.08445312 0.22961261 0.00023654
0.08575399 0.23231604 0.00024287
0.08704008 0.23504380 0.00024910
0.08834095 0.23779629 0.00025521
0.08964182 0.24057388 0.00026119
0.09094269 0.24337687 0.00026703
0.09224356 0.24620551 0.00027271
0.09352965 0.24905998 0.00027823
0.09483052 0.25194044 0.00028358
0.09613139 0.25484699 0.00028875
0.09743226 0.25777966 0.00029373
0.09871835 0.26073845 0.00029853
0.10001922 0.26372334 0.00030313
0.10132009 0.26673422 0.00030755
0.10260618 0.26977098 0.00031178
0.10390705 0.27283344 0.00031581
0.10520792 0.27592141 0.00031966
0.10650879 0.27903463 0.00032333
0.10779488 0.28217284 0.00032681
0.10909575 0.28533573 0.00033012
0.11039662 0.28852295 0.00033327
0.11169749 0.29173414 0.00033625
0.11298358 0.29496891 0.00033907
0.11428445 0.29822682 0.00034175
0.11558532 0.30150743 0.00034429
0.11687141 0.30481027 0.00034670
0.11817228 0.30813485 0.00034899
0.11947315 0.31148065 0.00035117
0.12075924 0.31484715 0.00035324
0.12206011 0.31823379 0.00035522
0.12336098 0.32164002 0.00035711
0.12466185 0.32506524 0.00035893
0.12594794 0.32850888 0.00036069
0.12724881 0.33197033 0.00036238
0.12854968 0.33544897 0.00036403
0.12983577 0.34082797 0.00036801
0.13113664 0.34452589 0.00036669
0.13243751 0.34819834 0.00036368
0.13372359 0.35186368 0.00036169
0.13502447 0.35553164 0.00036168
0.13632534 0.35919565 0.00036135
0.13761142 0.36285002 0.00036018
0.13891229 0.36649876 0.00035720
0.14019838 0.37017997 0.00035567
0.14149925 0.37395949 0.00036750
0.14280012 0.37785800 0.00039472
0.14408621 0.38181037 0.00042538
0.14538708 0.38569817 0.00044002
0.14668795 0.38945805 0.00043407
0.14797404 0.39309947 0.00041848
0.14927491 0.39666123 0.00040198
0.15056100 0.40020768 0.00039227
0.15186187 0.40377656 0.00039275
0.15316274 0.40733867 0.00039579
0.15444883 0.41085064 0.00039321
0.15574970 0.41432368 0.00038867
0.15703579 0.41780272 0.00038908
0.15833666 0.42127336 0.00039054
0.15963753 0.42468701 0.00038470
0.16092362 0.42803276 0.00036822
0.16222449 0.43142029 0.00035814
0.16351058 0.43499979 0.00038490
0.16481145 0.43875187 0.00044094
0.16611232 0.44255833 0.00049351
0.16739841 0.44632477 0.00052181
