# s/c   M_is_mean    M_is_std
0.00000000 0.01810636 0.00131779
0.00130087 0.02857881 0.00068457
0.00260174 0.03640876 0.00043126
0.00390261 0.04305164 0.00029169
0.00520348 0.04897724 0.00020842
0.00650435 0.05440659 0.00016003
0.00780522 0.05946386 0.00013526
0.00910609 0.06422666 0.00012573
0.01040697 0.06874727 0.00012467
0.01170784 0.07306286 0.00012766
0.01300871 0.07720103 0.00013239
0.01430958 0.08118300 0.00013790
0.01561045 0.08502557 0.00014388
0.01691132 0.08874238 0.00015030
0.01821219 0.09234477 0.00015722
0.01951306 0.09584231 0.00016469
0.02081393 0.09924326 0.00017272
0.02211480 0.10255485 0.00018128
0.02341567 0.10578349 0.00019030
0.02470176 0.10893492 0.00019969
0.02600263 0.11201438 0.00020936
0.02730350 0.11502666 0.00021919
0.02860437 0.11797620 0.00022908
0.02990524 0.12086713 0.00023892
0.03120611 0.12370334 0.00024864
0.03250698 0.12648849 0.00025814
0.03380786 0.12922608 0.00026737
0.03510873 0.13191941 0.00027625
0.03640960 0.13457167 0.00028476
0.03771047 0.13718592 0.00029284
0.03901134 0.13976508 0.00030046
0.04029743 0.14231200 0.00030761
0.04159830 0.14482943 0.00031427
0.04289917 0.14732001 0.00032043
0.04420004 0.14978632 0.00032608
0.04550091 0.15223085 0.00033123
0.04680178 0.15465604 0.00033589
0.04810265 0.15706423 0.00034006
0.04940352 0.15945770 0.00034376
0.05068961 0.16183868 0.00034700
0.05199048 0.16420931 0.00034980
0.05329135 0.16657168 0.00035219
0.05459222 0.16892782 0.00035419
0.05589309 0.17127968 0.00035582
0.05719396 0.17362916 0.00035711
0.05849483 0.17597809 0.00035809
0.05978092 0.17832825 0.00035879
0.06108179 0.18068132 0.00035924
0.06238266 0.18303896 0.00035948
0.06368353 0.18540275 0.00035952
0.06498440 0.18777419 0.00035940
0.06628528 0.19015473 0.00035917
0.06757136 0.19254576 0.00035883
0.06887223 0.19494860 0.00035844
0.07017310 0.19736449 0.00035802
0.07147398 0.19979463 0.00035760
0.07277485 0.20224015 0.00035721
0.07407572 0.20470210 0.00035688
0.07536180 0.20718149 0.00035664
0.07666268 0.20967923 0.00035652
0.07796355 0.21219621 0.00035655
0.07926442 0.21473324 0.00035675
