# s/c   M_is_mean    M_is_std
0.00000000 0.01840921 0.00132319
0.00130087 0.02885915 0.00068976
0.00260174 0.03670765 0.00043299
0.00390261 0.04337860 0.00029056
0.00520348 0.04933597 0.00020496
0.00650435 0.05479883 0.00015479
0.00780522 0.05989042 0.00012898
0.00910609 0.06468789 0.00011912
0.01040697 0.06924322 0.00011812
0.01170784 0.07359340 0.00012122
0.01300871 0.07776588 0.00012595
0.01430958 0.08178180 0.00013130
0.01561045 0.08565790 0.00013699
0.01691132 0.08940778 0.00014303
0.01821219 0.09304271 0.00014951
0.01951306 0.09657227 0.00015652
0.02081393 0.10000470 0.00016409
0.02211480 0.10334721 0.00017221
0.02341567 0.10660621 0.00018081
0.02470176 0.10978744 0.00018982
0.02600263 0.11289615 0.00019914
0.02730350 0.11593712 0.00020864
0.02860437 0.11891481 0.00021823
0.02990524 0.12183336 0.00022779
0.03120611 0.12469667 0.00023724
0.03250698 0.12750842 0.00024649
0.03380786 0.13027211 0.00025547
0.03510873 0.13299108 0.00026411
0.03640960 0.13566853 0.00027237
0.03771047 0.13830752 0.00028021
0.03901134 0.14091102 0.00028760
0.04029743 0.14348189 0.00029450
0.04159830 0.14602289 0.00030091
0.04289917 0.14853669 0.00030682
0.04420004 0.15102589 0.00031221
0.04550091 0.15349302 0.00031710
0.04680178 0.15594051 0.00032149
0.04810265 0.15837075 0.00032538
0.04940352 0.16078603 0.00032879
0.05068961 0.16318861 0.00033174
0.05199048 0.16558065 0.00033425
0.05329135 0.16796427 0.00033634
0.05459222 0.17034150 0.00033803
0.05589309 0.17271435 0.00033934
0.05719396 0.17508472 0.00034032
0.05849483 0.17745446 0.00034098
0.05978092 0.17982537 0.00034135
0.06108179 0.18219918 0.00034147
0.06238266 0.18457755 0.00034136
0.06368353 0.18696207 0.00034106
0.06498440 0.18935428 0.00034061
0.06628528 0.19175565 0.00034003
0.06757136 0.19416759 0.00033935
0.06887223 0.19659142 0.00033861
0.07017310 0.19902842 0.00033784
0.07147398 0.20147981 0.00033707
0.07277485 0.20394672 0.00033633
0.07407572 0.20643022 0.00033566
0.07536180 0.20893134 0.00033508
0.07666268 0.21145102 0.00033461
0.07796355 0.21399015 0.00033430
0.07926442 0.21654954 0.00033416
0.08056529 0.21912996 0.00033422
0.08185138 0.22173209 0.00033450
0.08315225 0.22435659 0.00033504
0.08445312 0.22700401 0.00033584
0.08575399 0.22967489 0.00033693
0.08704008 0.23236967 0.00033833
0.08834095 0.23508876 0.00034005
0.08964182 0.23783250 0.00034211
0.09094269 0.24060119 0.00034452
0.09224356 0.24339506 0.00034731
0.09352965 0.24621431 0.00035046
0.09483052 0.24905906 0.00035400
0.09613139 0.25192942 0.00035794
0.09743226 0.25482541 0.00036227
0.09871835 0.25774705 0.00036700
0.10001922 0.26069427 0.00037213
0.10132009 0.26366700 0.00037767
0.10260618 0.26666510 0.00038361
0.10390705 0.26968840 0.00038996
0.10520792 0.27273671 0.00039670
0.10650879 0.27580977 0.00040384
0.10779488 0.27890732 0.00041136
0.10909575 0.28202905 0.00041927
0.11039662 0.28517462 0.00042755
0.11169749 0.28834366 0.00043620
0.11298358 0.29153579 0.00044520
0.11428445 0.29475058 0.00045455
0.11558532 0.29798759 0.00046423
0.11687141 0.30124635 0.00047423
0.11817228 0.30452639 0.00048454
0.11947315 0.30782718 0.00049515
0.12075924 0.31114820 0.00050605
0.12206011 0.31448892 0.00051721
0.12336098 0.31784878 0.00052862
0.12466185 0.32122720 0.00054028
0.12594794 0.32462361 0.00055215
0.12724881 0.32803740 0.00056424
0.12854968 0.33146797 0.00057652
0.12983577 0.33676818 0.00060444
0.13113664 0.34041393 0.00062585
0.13243751 0.34403529 0.00064533
0.13372359 0.34764991 0.00066106
0.13502447 0.35126706 0.00067391
0.13632534 0.35488048 0.00068584
0.13761142 0.35848454 0.00069677
0.13891229 0.36208322 0.00070824
0.14019838 0.36571286 0.00072118
0.14149925 0.36943609 0.00073106
0.14280012 0.37327291 0.00073507
0.14408621 0.37716118 0.00073977
0.14538708 0.38098773 0.00075994
0.14668795 0.38469170 0.00078830
0.14797404 0.38828177 0.00081164
0.14927491 0.39179462 0.00082981
0.15056100 0.39529185 0.00084080
0.15186187 0.39880965 0.00084433
0.15316274 0.40232036 0.00084751
0.15444883 0.40578270 0.00085579
0.15574970 0.40920729 0.00086386
0.15703579 0.41263708 0.00086650
0.15833666 0.41605853 0.00086677
0.15963753 0.41942539 0.00086968
0.16092362 0.42272747 0.00087898
0.16222449 0.42606899 0.00088393
0.16351058 0.42959287 0.00086918
0.16481145 0.43328001 0.00084442
0.16611232 0.43701834 0.00083281
0.16739841 0.44071827 0.00084569
0.16869928 0.44434085 0.00087265
0.16998537 0.44789003 0.00090143
0.17128624 0.45137672 0.00092834
0.17257232 0.45481394 0.00095099
0.17387319 0.45821388 0.00096950
0.17517407 0.46158831 0.00098423
0.17646015 0.46494767 0.00099569
0.17776102 0.46829945 0.00100459
0.17904711 0.47164606 0.00101213
0.18034798 0.47499122 0.00101856
0.18163407 0.47833911 0.00102461
0.18293494 0.48170561 0.00102944
0.18422103 0.48512308 0.00102935
0.18552190 0.48861089 0.00102084
0.18680799 0.49215107 0.00100738
0.18810886 0.49567605 0.00100514
0.18939495 0.49912144 0.00102122
