# s/c    cf
0.17128624 0.05601732
0.16998537 0.05583801
0.16869928 0.05557163
0.16739841 0.05516232
0.16611232 0.05455763
0.16481145 0.05376803
0.16351058 0.05302976
0.16222449 0.05257584
0.16092362 0.05238407
0.15963753 0.05221667
0.15833666 0.05193948
0.15703579 0.05164681
0.15574970 0.05141939
0.15444883 0.05122332
0.15316274 0.05094954
0.15186187 0.05063107
0.15056100 0.05038221
0.14927491 0.05023114
0.14797404 0.05009649
0.14668795 0.04987616
0.14538708 0.04946580
0.14408621 0.04883956
0.14280012 0.04810606
0.14149925 0.04742792
0.14019838 0.04689020
0.13891229 0.04643346
0.13761142 0.04598954
0.13632534 0.04552747
0.13502447 0.04504780
0.13372359 0.04456686
0.13243751 0.04409200
0.13113664 0.04357958
0.12983577 0.04297520
0.12854968 0.04273488
0.12724881 0.04225467
0.12594794 0.04177072
0.12466185 0.04128324
0.12336098 0.04079248
0.12206011 0.04029867
0.12075924 0.03980210
0.11947315 0.03930304
0.11817228 0.03880179
0.11687141 0.03829867
0.11558532 0.03779399
0.11428445 0.03728811
0.11298358 0.03678136
0.11169749 0.03627411
0.11039662 0.03576673
0.10909575 0.03525961
0.10779488 0.03475313
0.10650879 0.03424770
0.10520792 0.03374373
0.10390705 0.03324162
0.10260618 0.03274180
0.10132009 0.03224469
0.10001922 0.03175072
0.09871835 0.03126031
0.09743226 0.03077390
0.09613139 0.03029191
0.09483052 0.02981478
0.09352965 0.02934293
0.09224356 0.02887678
0.09094269 0.02841674
0.08964182 0.02796324
0.08834095 0.02751667
0.08704008 0.02707743
0.08575399 0.02664590
0.08445312 0.02622245
0.08315225 0.02580744
0.08185138 0.02540120
0.08056529 0.02500407
0.07926442 0.02461635
0.07796355 0.02423833
0.07666268 0.02387027
0.07536180 0.02351241
0.07407572 0.02316497
0.07277485 0.02282813
0.07147398 0.02250206
0.07017310 0.02218687
0.06887223 0.02188267
0.06757136 0.02158952
0.06628528 0.02130744
0.06498440 0.02103640
0.06368353 0.02077636
0.06238266 0.02052722
0.06108179 0.02028882
0.05978092 0.02006098
0.05849483 0.01984346
0.05719396 0.01963594
0.05589309 0.01943810
0.05459222 0.01924952
0.05329135 0.01906974
0.05199048 0.01889822
0.05068961 0.01873439
0.04940352 0.01857758
0.04810265 0.01842707
0.04680178 0.01828206
0.04550091 0.01814168
0.04420004 0.01800498
0.04289917 0.01787094
0.04159830 0.01773845
0.04029743 0.01760631
0.03901134 0.01747325
0.03771047 0.01733788
0.03640960 0.01719875
0.03510873 0.01705430
