# s/c    cf
0.46532736 0.15524983
0.46404127 0.15491497
0.46275519 0.15452571
0.46146910 0.15443284
0.46018301 0.15472339
0.45889692 0.15514268
0.45761083 0.15546467
0.45632474 0.15556875
0.45503866 0.15554337
0.45375257 0.15552075
0.45246648 0.15549872
0.45118039 0.15525640
0.44989430 0.15459162
0.44860822 0.15370373
0.44732213 0.15296893
0.44603604 0.15259033
0.44474995 0.15245038
0.44346386 0.15233393
0.44217778 0.15211379
0.44089169 0.15178700
0.43960560 0.15140045
0.43831951 0.15098766
0.43703342 0.15057362
0.43574734 0.15016327
0.43446125 0.14976299
0.43317516 0.14938341
0.43188907 0.14904695
0.43060298 0.14879623
0.42931690 0.14863197
0.42803081 0.14848316
0.42674472 0.14830828
0.42545863 0.14815169
0.42417254 0.14806121
0.42288645 0.14801289
0.42160037 0.14775768
0.42031428 0.14707999
0.41902819 0.14617570
0.41774210 0.14551754
0.41645601 0.14526939
0.41516993 0.14521038
0.41388384 0.14517202
0.41259775 0.14515627
0.41131166 0.14528352
0.41002557 0.14545684
0.40873949 0.14548536
0.40745340 0.14536719
0.40616731 0.14525413
0.40488122 0.14526898
0.40359513 0.14547210
0.40230905 0.14582434
0.40102296 0.14613609
0.39973687 0.14620290
0.39843600 0.14602460
0.39714991 0.14577269
0.39586382 0.14554073
0.39457773 0.14534917
0.39329165 0.14518597
0.39200556 0.14503070
0.39071947 0.14487358
0.38943338 0.14474739
0.38814729 0.14469393
0.38686121 0.14471727
0.38557512 0.14481061
0.38428903 0.14497287
0.38298816 0.14515269
0.38170207 0.14524717
0.38041598 0.14520990
0.37912989 0.14514618
0.37784381 0.14514198
0.37655772 0.14515801
0.37527163 0.14514701
0.37398554 0.14509655
0.37269945 0.14499481
0.37139858 0.14488823
0.37011250 0.14487578
0.36882641 0.14501626
0.36754032 0.14524047
0.36625423 0.14541943
0.36496814 0.14548803
0.36368206 0.14544820
0.36238118 0.14536282
0.36109510 0.14528641
0.35980901 0.14524366
0.35852292 0.14521458
0.35723683 0.14521508
0.35595074 0.14533880
0.35466466 0.14558535
0.35336379 0.14587722
0.35207770 0.14612109
0.35079161 0.14627764
0.34950552 0.14638696
0.34821943 0.14645693
0.34693335 0.14648959
0.34563247 0.14652345
0.34434639 0.14661226
0.34306030 0.14677149
0.34177421 0.14699651
0.34048812 0.14727259
0.33918725 0.14757477
0.33790116 0.14789272
0.33661508 0.14823313
0.33532899 0.14860925
0.33404290 0.14906545
0.33275681 0.14959386
0.33145594 0.15010050
0.33016985 0.15053565
0.32888376 0.15088899
0.32759768 0.15114041
0.32629681 0.15132680
0.32501072 0.15154037
0.32372463 0.15188890
0.32243854 0.15242479
0.32115245 0.15314305
0.31985158 0.15400685
0.31856549 0.15496440
0.31727941 0.15594642
0.31599332 0.15685223
0.31469245 0.15766995
0.31340636 0.15846286
0.31212027 0.15921016
0.31083418 0.15983481
0.30953331 0.16031778
0.30824722 0.16074461
0.30696114 0.16126143
0.30567505 0.16194797
0.30437418 0.16281039
0.30308809 0.16376078
0.30180200 0.16464517
0.30051591 0.16534280
0.29921504 0.16585847
0.29792895 0.16629391
0.29664287 0.16676502
0.29534200 0.16738104
0.29405591 0.16812385
0.29276982 0.16886600
0.29148373 0.16947303
0.29018286 0.16983105
0.28889677 0.16987428
0.28761068 0.16987998
0.28630981 0.17019028
0.28502373 0.17067242
0.28373764 0.17113233
0.28243677 0.17144352
0.28115068 0.17142856
