# s/c    cf
0.52439872 0.09305048
0.52312741 0.09294583
0.52184132 0.09269842
0.52055524 0.09247606
0.51926915 0.09236317
0.51798306 0.09239004
0.51669697 0.09257177
0.51542567 0.09283510
0.51413958 0.09310214
0.51285349 0.09331634
0.51156740 0.09343165
0.51028131 0.09345765
0.50899523 0.09344604
0.50770914 0.09346034
0.50643783 0.09355169
0.50515174 0.09370097
0.50386566 0.09385926
0.50257957 0.09397766
0.50129348 0.09402983
0.50000739 0.09401747
0.49872130 0.09395419
0.49743522 0.09386006
0.49616391 0.09375899
0.49487782 0.09368316
0.49359173 0.09365153
0.49230565 0.09367524
0.49101956 0.09375229
0.48973347 0.09387902
0.48844738 0.09404398
0.48716129 0.09419620
0.48587521 0.09426444
0.48460390 0.09418498
0.48331781 0.09400120
0.48203172 0.09382969
0.48074564 0.09377437
0.47945955 0.09387811
0.47817346 0.09406868
0.47688737 0.09425769
0.47560128 0.09435340
0.47431520 0.09429721
0.47302911 0.09409158
0.47174302 0.09381833
0.47045693 0.09362339
0.46917084 0.09363741
0.46789954 0.09386043
0.46661345 0.09409199
0.46532736 0.09405907
0.46404127 0.09369582
0.46275519 0.09328966
0.46146910 0.09324480
0.46018301 0.09364678
0.45889692 0.09422522
0.45761083 0.09471878
0.45632474 0.09501607
0.45503866 0.09520945
0.45375257 0.09542122
0.45246648 0.09561841
0.45118039 0.09550896
0.44989430 0.09491479
0.44860822 0.09409196
0.44732213 0.09345164
0.44603604 0.09321759
0.44474995 0.09324730
0.44346386 0.09331260
0.44217778 0.09326943
0.44089169 0.09310682
0.43960560 0.09287529
0.43831951 0.09260906
0.43703342 0.09233794
0.43574734 0.09206761
0.43446125 0.09180361
0.43317516 0.09155976
0.43188907 0.09136815
0.43060298 0.09127425
0.42931690 0.09127591
0.42803081 0.09129949
0.42674472 0.09132427
0.42545863 0.09138858
0.42417254 0.09152505
0.42288645 0.09165850
0.42160037 0.09147636
0.42031428 0.09079985
0.41902819 0.08988478
0.41774210 0.08922740
0.41645601 0.08898863
0.41516993 0.08894978
0.41388384 0.08894637
0.41259775 0.08899291
0.41131166 0.08918762
0.41002557 0.08940649
0.40873949 0.08946638
0.40745340 0.08937596
0.40616731 0.08929806
0.40488122 0.08938348
0.40359513 0.08969779
0.40230905 0.09017493
0.40102296 0.09058777
0.39973687 0.09072699
0.39843600 0.09061115
0.39714991 0.09040305
0.39586382 0.09020431
0.39457773 0.09004544
0.39329165 0.08991072
0.39200556 0.08977479
0.39071947 0.08963215
0.38943338 0.08952221
0.38814729 0.08948645
0.38686121 0.08953565
0.38557512 0.08966642
0.38428903 0.08986782
0.38298816 0.09007825
0.38170207 0.09018444
0.38041598 0.09015145
0.37912989 0.09009588
0.37784381 0.09008826
0.37655772 0.09009728
0.37527163 0.09007741
0.37398554 0.09000029
0.37269945 0.08986077
0.37139858 0.08971815
0.37011250 0.08968747
0.36882641 0.08981944
0.36754032 0.09003403
0.36625423 0.09020094
0.36496814 0.09023762
0.36368206 0.09015114
0.36238118 0.09000688
0.36109510 0.08985379
0.35980901 0.08972070
0.35852292 0.08959068
0.35723683 0.08950130
0.35595074 0.08954531
0.35466466 0.08971837
0.35336379 0.08993714
0.35207770 0.09009839
0.35079161 0.09015891
0.34950552 0.09014489
0.34821943 0.09005772
0.34693335 0.08992544
0.34563247 0.08978891
0.34434639 0.08969560
0.34306030 0.08967507
0.34177421 0.08971768
0.34048812 0.08980927
0.33918725 0.08991884
0.33790116 0.09003261
0.33661508 0.09016155
0.33532899 0.09033304
0.33404290 0.09059344
0.33275681 0.09091840
0.33145594 0.09121749
0.33016985 0.09141860
0.32888376 0.09150215
0.32759768 0.09144994
0.32629681 0.09130521
0.32501072 0.09117606
0.32372463 0.09118735
0.32243854 0.09140386
0.32115245 0.09182473
0.31985158 0.09242325
0.31856549 0.09313354
0.31727941 0.09387598
0.31599332 0.09455540
0.31469245 0.09515874
0.31340636 0.09572607
0.31212027 0.09622474
0.31083418 0.09658368
0.30953331 0.09679921
0.30824722 0.09696511
0.30696114 0.09723981
0.30567505 0.09772139
0.30437418 0.09840897
0.30308809 0.09920140
0.30180200 0.09992078
0.30051591 0.10044931
0.29921504 0.10079817
0.29792895 0.10107346
0.29664287 0.10142289
0.29534200 0.10196051
0.29405591 0.10265512
0.29276982 0.10336537
0.29148373 0.10391914
0.29018286 0.10419570
0.28889677 0.10418518
0.28761068 0.10418669
0.28630981 0.10448798
0.28502373 0.10495751
0.28373764 0.10543727
0.28243677 0.10576792
0.28115068 0.10576906
0.27986459 0.10556816
0.27857850 0.10536003
0.27727763 0.10524330
0.27599154 0.10533502
0.27470546 0.10565935
0.27340459 0.10604409
0.27211850 0.10622834
0.27083241 0.10610348
0.26953154 0.10568167
0.26824545 0.10512560
0.26695936 0.10469275
0.26565849 0.10449706
0.26437240 0.10447640
0.26307153 0.10448466
0.26178545 0.10445506
0.26049936 0.10436749
0.25919849 0.10417444
0.25791240 0.10389588
0.25662631 0.10357500
0.25532544 0.10324622
0.25403935 0.10294179
0.25275326 0.10265800
0.25145239 0.10236238
0.25016630 0.10203110
0.24886543 0.10163857
0.24757935 0.10117661
0.24629326 0.10064477
0.24499239 0.10004818
0.24370630 0.09938868
0.24240543 0.09869407
0.24111934 0.09803162
0.23983325 0.09744969
0.23853238 0.09694742
0.23724629 0.09646693
0.23594542 0.09592954
0.23465933 0.09527305
0.23337325 0.09448636
0.23207238 0.09358521
0.23078629 0.09257587
0.22948542 0.09148029
0.22819933 0.09035073
0.22689846 0.08929027
0.22561237 0.08835183
0.22432628 0.08749605
0.22302541 0.08663464
0.22173932 0.08568861
0.22043845 0.08467104
0.21915236 0.08360895
0.21785149 0.08254136
0.21656541 0.08151460
0.21526454 0.08056447
0.21397845 0.07970528
0.21267758 0.07888897
0.21139149 0.07796743
0.21009062 0.07681509
0.20880453 0.07551812
0.20750366 0.07438061
0.20621757 0.07365631
0.20493148 0.07325444
0.20363061 0.07282499
0.20234452 0.07217896
0.20104365 0.07140771
0.19975757 0.07061988
0.19845669 0.06986929
0.19717061 0.06907890
0.19586974 0.06809747
0.19458365 0.06687967
0.19328278 0.06572849
0.19199669 0.06499109
0.19069582 0.06462989
0.18939495 0.06431426
0.18810886 0.06375934
0.18680799 0.06300394
0.18552190 0.06222365
0.18422103 0.06155375
0.18293494 0.06099585
0.18163407 0.06050517
0.18034798 0.06005563
0.17904711 0.05962928
0.17776102 0.05923516
0.17646015 0.05888246
0.17517407 0.05858072
0.17387319 0.05832469
0.17257232 0.05810327
0.17128624 0.05789883
0.16998537 0.05768855
0.16869928 0.05741359
0.16739841 0.05698594
0.16611232 0.05629409
0.16481145 0.05532140
0.16351058 0.05437884
0.16222449 0.05380578
0.16092362 0.05357951
0.15963753 0.05336701
0.15833666 0.05300672
0.15703579 0.05262611
0.15574970 0.05233720
0.15444883 0.05210333
0.15316274 0.05176577
0.15186187 0.05136074
0.15056100 0.05104902
0.14927491 0.05087583
0.14797404 0.05075289
0.14668795 0.05056512
0.14538708 0.05017781
0.14408621 0.04951934
0.14280012 0.04871693
0.14149925 0.04799327
0.14019838 0.04743588
0.13891229 0.04696743
0.13761142 0.04651555
0.13632534 0.04604281
0.13502447 0.04555242
0.13372359 0.04506501
0.13243751 0.04459534
0.13113664 0.04409697
0.12983577 0.04350575
0.12854968 0.04326216
0.12724881 0.04277581
0.12594794 0.04228609
0.12466185 0.04179314
0.12336098 0.04129709
0.12206011 0.04079810
0.12075924 0.04029635
0.11947315 0.03979204
0.11817228 0.03928541
0.11687141 0.03877669
0.11558532 0.03826615
0.11428445 0.03775407
0.11298358 0.03724074
0.11169749 0.03672650
0.11039662 0.03621166
0.10909575 0.03569659
0.10779488 0.03518164
0.10650879 0.03466719
0.10520792 0.03415364
0.10390705 0.03364139
0.10260618 0.03313086
0.10132009 0.03262246
0.10001922 0.03211663
0.09871835 0.03161382
0.09743226 0.03111446
0.09613139 0.03061901
0.09483052 0.03012792
0.09352965 0.02964165
0.09224356 0.02916066
0.09094269 0.02868540
0.08964182 0.02821632
0.08834095 0.02775388
0.08704008 0.02729853
0.08575399 0.02685068
0.08445312 0.02641078
0.08315225 0.02597924
0.08185138 0.02555646
0.08056529 0.02514284
0.07926442 0.02473873
0.07796355 0.02434451
0.07666268 0.02396050
0.07536180 0.02358700
0.07407572 0.02322431
0.07277485 0.02287269
0.07147398 0.02253236
0.07017310 0.02220351
0.06887223 0.02188633
0.06757136 0.02158092
0.06628528 0.02128738
0.06498440 0.02100576
0.06368353 0.02073607
0.06238266 0.02047825
0.06108179 0.02023222
0.05978092 0.01999783
0.05849483 0.01977489
0.05719396 0.01956315
0.05589309 0.01936229
0.05459222 0.01917194
0.05329135 0.01899165
0.05199048 0.01882091
0.05068961 0.01865915
0.04940352 0.01850570
0.04810265 0.01835984
0.04680178 0.01822074
0.04550091 0.01808752
0.04420004 0.01795918
0.04289917 0.01783466
0.04159830 0.01771278
0.04029743 0.01759227
0.03901134 0.01747177
0.03771047 0.01734980
0.03640960 0.01722479
0.03510873 0.01709506
0.03380786 0.01695878
0.03250698 0.01681405
0.03120611 0.01665881
0.02990524 0.01649090
0.02860437 0.01630801
0.02730350 0.01610771
0.02600263 0.01588742
0.02470176 0.01564444
0.02341567 0.01537591
0.02211480 0.01507881
0.02081393 0.01474998
0.01951306 0.01438611
0.01821219 0.01398372
0.01691132 0.01353914
0.01561045 0.01304858
0.01430958 0.01250802
0.01300871 0.01191331
0.01170784 0.01126007
0.01040697 0.01054378
0.00910609 0.00975968
0.00780522 0.00890286
0.00650435 0.00796816
0.00520348 0.00695024
0.00390261 0.00584356
0.00260174 0.00464234
0.00130087 0.00334058
0.00000000 0.00193208
-0.00000000 0.00829837
-0.00130087 0.00726102
-0.00260335 0.00500808
-0.00390746 0.00411427
-0.00521317 0.00319504
-0.00652048 0.00252209
-0.00782941 0.00184846
-0.00913993 0.00124141
-0.01045207 0.00063835
-0.01176578 0.00022274
-0.01308110 0.00045869
-0.01439801 0.00110880
-0.01571644 0.00177112
-0.01703653 0.00246738
-0.01835824 0.00319056
-0.01968143 0.00396010
-0.02100625 0.00476222
-0.02233255 0.00559854
-0.02366047 0.00644684
-0.02499002 0.00728576
-0.02632105 0.00792782
-0.02765326 0.00802894
-0.02898739 0.00766148
-0.03032315 0.00728467
-0.03166038 0.00707898
-0.03299939 0.00697676
-0.03433973 0.00692955
-0.03568185 0.00691911
-0.03702529 0.00693461
-0.03837051 0.00697339
-0.03971706 0.00703599
-0.04106524 0.00713284
-0.04241504 0.00727499
-0.04376617 0.00740140
-0.04511893 0.00728886
