# s/c   cf_mean    cf_std
0.00000000 0.00215071 0.00029021
0.00130087 0.00345607 0.00030177
0.00260174 0.00466985 0.00032184
0.00390261 0.00579726 0.00034941
0.00520348 0.00684331 0.00038355
0.00650435 0.00781285 0.00042349
0.00780522 0.00871053 0.00046859
0.00910609 0.00954085 0.00051832
0.01040697 0.01030814 0.00057224
0.01170784 0.01101657 0.00062997
0.01300871 0.01167013 0.00069116
0.01430958 0.01227268 0.00075548
0.01561045 0.01282790 0.00082265
0.01691132 0.01333935 0.00089240
0.01821219 0.01381043 0.00096446
0.01951306 0.01424440 0.00103859
0.02081393 0.01464437 0.00111458
0.02211480 0.01501333 0.00119220
0.02341567 0.01535413 0.00127127
0.02470176 0.01566950 0.00135160
0.02600263 0.01596203 0.00143302
0.02730350 0.01623420 0.00151538
0.02860437 0.01648835 0.00159854
0.02990524 0.01672674 0.00168238
0.03120611 0.01695149 0.00176678
0.03250698 0.01716462 0.00185163
0.03380786 0.01736803 0.00193685
0.03510873 0.01756353 0.00202237
0.03640960 0.01775282 0.00210810
0.03771047 0.01793751 0.00219400
0.03901134 0.01811912 0.00228002
0.04029743 0.01829906 0.00236613
0.04159830 0.01847865 0.00245229
0.04289917 0.01865915 0.00253849
0.04420004 0.01884171 0.00262472
0.04550091 0.01902740 0.00271097
0.04680178 0.01921723 0.00279726
0.04810265 0.01941212 0.00288359
0.04940352 0.01961291 0.00296998
0.05068961 0.01982038 0.00305646
0.05199048 0.02003525 0.00314306
0.05329135 0.02025814 0.00322982
0.05459222 0.02048965 0.00331677
0.05589309 0.02073029 0.00340397
0.05719396 0.02098053 0.00349146
0.05849483 0.02124075 0.00357930
0.05978092 0.02151132 0.00366755
0.06108179 0.02179253 0.00375626
0.06238266 0.02208463 0.00384550
0.06368353 0.02238781 0.00393534
0.06498440 0.02270223 0.00402584
0.06628528 0.02302801 0.00411708
0.06757136 0.02336521 0.00420912
0.06887223 0.02371386 0.00430203
0.07017310 0.02407397 0.00439590
0.07147398 0.02444548 0.00449079
0.07277485 0.02482832 0.00458678
0.07407572 0.02522240 0.00468394
0.07536180 0.02562756 0.00478235
0.07666268 0.02604366 0.00488208
0.07796355 0.02647050 0.00498320
0.07926442 0.02690788 0.00508579
0.08056529 0.02735555 0.00518991
0.08185138 0.02781326 0.00529564
0.08315225 0.02828075 0.00540305
0.08445312 0.02875770 0.00551219
0.08575399 0.02924383 0.00562314
0.08704008 0.02973881 0.00573595
0.08834095 0.03024230 0.00585069
0.08964182 0.03075397 0.00596742
0.09094269 0.03127344 0.00608618
0.09224356 0.03180037 0.00620704
0.09352965 0.03233438 0.00633003
0.09483052 0.03287509 0.00645522
0.09613139 0.03342212 0.00658263
0.09743226 0.03397510 0.00671230
0.09871835 0.03453362 0.00684429
0.10001922 0.03509731 0.00697861
0.10132009 0.03566577 0.00711529
0.10260618 0.03623863 0.00725437
0.10390705 0.03681549 0.00739586
0.10520792 0.03739599 0.00753977
0.10650879 0.03797974 0.00768613
0.10779488 0.03856637 0.00783494
0.10909575 0.03915553 0.00798621
0.11039662 0.03974684 0.00813994
0.11169749 0.04033998 0.00829611
0.11298358 0.04093459 0.00845474
0.11428445 0.04153034 0.00861579
0.11558532 0.04212693 0.00877927
0.11687141 0.04272403 0.00894514
0.11817228 0.04332136 0.00911338
0.11947315 0.04391862 0.00928397
0.12075924 0.04451555 0.00945686
0.12206011 0.04511190 0.00963202
0.12336098 0.04570740 0.00980942
0.12466185 0.04630185 0.00998899
0.12594794 0.04689502 0.01017070
0.12724881 0.04748671 0.01035449
0.12854968 0.04807675 0.01054029
0.12983577 0.04866332 0.01072769
0.13113664 0.04930555 0.01092750
0.13243751 0.04991378 0.01113524
0.13372359 0.05052542 0.01134501
0.13502447 0.05114046 0.01155373
0.13632534 0.05173968 0.01176318
0.13761142 0.05232256 0.01197340
0.13891229 0.05291757 0.01217962
0.14019838 0.05358998 0.01237918
0.14149925 0.05440842 0.01257728
0.14280012 0.05528955 0.01277131
0.14408621 0.05604928 0.01296157
0.14538708 0.05658587 0.01316129
0.14668795 0.05695381 0.01338235
0.14797404 0.05726051 0.01361602
0.14927491 0.05759949 0.01384823
0.15056100 0.05804794 0.01407567
0.15186187 0.05856800 0.01429538
0.15316274 0.05902438 0.01450259
0.15444883 0.05939085 0.01470756
0.15574970 0.05980198 0.01492006
0.15703579 0.06028438 0.01512994
0.15833666 0.06074542 0.01533563
0.15963753 0.06107831 0.01553403
0.16092362 0.06142532 0.01572602
0.16222449 0.06206407 0.01591713
0.16351058 0.06300466 0.01609325
0.16481145 0.06396636 0.01624169
0.16611232 0.06471074 0.01638806
0.16739841 0.06525379 0.01655259
0.16869928 0.06567528 0.01673878
0.16998537 0.06603600 0.01694148
0.17128624 0.06637230 0.01714871
0.17257232 0.06670333 0.01735643
0.17387319 0.06704290 0.01756075
0.17517407 0.06740400 0.01776082
0.17646015 0.06779678 0.01795590
0.17776102 0.06822181 0.01814539
0.17904711 0.06867693 0.01832995
0.18034798 0.06915772 0.01850970
0.18163407 0.06967688 0.01868444
0.18293494 0.07025210 0.01885333
0.18422103 0.07091259 0.01901841
0.18552190 0.07165220 0.01918567
0.18680799 0.07236655 0.01935057
0.18810886 0.07292577 0.01950540
0.18939495 0.07330588 0.01966238
0.19069582 0.07372445 0.01982691
0.19199669 0.07443452 0.02000220
0.19328278 0.07545959 0.02017270
0.19458365 0.07653376 0.02031664
0.19586974 0.07744343 0.02044892
0.19717061 0.07822076 0.02058462
0.19845669 0.07897180 0.02074006
0.19975757 0.07974924 0.02091317
0.20104365 0.08050780 0.02108940
0.20234452 0.08116845 0.02126645
0.20363061 0.08165412 0.02143754
0.20493148 0.08210967 0.02161981
0.20621757 0.08281120 0.02181249
0.20750366 0.08383051 0.02199901
0.20880453 0.08497457 0.02217753
0.21009062 0.08600860 0.02233982
0.21139149 0.08686212 0.02249147
0.21267758 0.08763410 0.02265648
0.21397845 0.08845119 0.02283940
0.21526454 0.08935449 0.02302616
0.21656541 0.09032276 0.02321285
0.21785149 0.09131803 0.02339700
0.21915236 0.09230622 0.02358046
0.22043845 0.09326049 0.02376503
0.22173932 0.09415776 0.02395056
0.22302541 0.09498690 0.02413457
0.22432628 0.09580599 0.02432155
0.22561237 0.09668518 0.02451253
0.22689846 0.09766046 0.02470785
0.22819933 0.09868616 0.02490383
0.22948542 0.09966372 0.02509418
0.23078629 0.10055366 0.02527922
0.23207238 0.10136419 0.02546331
0.23337325 0.10211295 0.02565120
0.23465933 0.10278717 0.02584346
0.23594542 0.10336196 0.02604097
0.23724629 0.10384472 0.02624374
0.23853238 0.10428666 0.02645184
0.23983325 0.10475644 0.02666341
0.24111934 0.10528815 0.02687295
0.24240543 0.10587562 0.02707922
0.24370630 0.10646988 0.02728365
0.24499239 0.10700648 0.02748680
0.24629326 0.10745419 0.02769082
