# s/c   cf_mean    cf_std
0.00000000 0.00220755 0.00027675
0.00130087 0.00354727 0.00029604
0.00260174 0.00479320 0.00032277
0.00390261 0.00595064 0.00035615
0.00520348 0.00702475 0.00039550
0.00650435 0.00802047 0.00044023
0.00780522 0.00894258 0.00048985
0.00910609 0.00979569 0.00054391
0.01040697 0.01058422 0.00060202
0.01170784 0.01131244 0.00066382
0.01300871 0.01198444 0.00072898
0.01430958 0.01260418 0.00079718
0.01561045 0.01317542 0.00086814
0.01691132 0.01370181 0.00094159
0.01821219 0.01418683 0.00101726
0.01951306 0.01463381 0.00109493
0.02081393 0.01504595 0.00117436
0.02211480 0.01542630 0.00125536
0.02341567 0.01577778 0.00133773
0.02470176 0.01610319 0.00142129
0.02600263 0.01640519 0.00150589
0.02730350 0.01668630 0.00159138
0.02860437 0.01694895 0.00167762
0.02990524 0.01719542 0.00176449
0.03120611 0.01742789 0.00185189
0.03250698 0.01764844 0.00193973
0.03380786 0.01785901 0.00202791
0.03510873 0.01806146 0.00211637
0.03640960 0.01825753 0.00220505
0.03771047 0.01844887 0.00229390
0.03901134 0.01863703 0.00238288
0.04029743 0.01882346 0.00247196
0.04159830 0.01900953 0.00256111
0.04289917 0.01919650 0.00265033
0.04420004 0.01938556 0.00273961
0.04550091 0.01957783 0.00282895
0.04680178 0.01977431 0.00291837
0.04810265 0.01997596 0.00300787
0.04940352 0.02018366 0.00309749
0.05068961 0.02039818 0.00318726
0.05199048 0.02062027 0.00327720
0.05329135 0.02085059 0.00336736
0.05459222 0.02108972 0.00345778
0.05589309 0.02133820 0.00354852
0.05719396 0.02159651 0.00363962
0.05849483 0.02186505 0.00373114
0.05978092 0.02214419 0.00382315
0.06108179 0.02243424 0.00391570
0.06238266 0.02273544 0.00400887
0.06368353 0.02304801 0.00410271
0.06498440 0.02337211 0.00419730
0.06628528 0.02370785 0.00429271
0.06757136 0.02405530 0.00438901
0.06887223 0.02441451 0.00448628
0.07017310 0.02478546 0.00458459
0.07147398 0.02516812 0.00468401
0.07277485 0.02556242 0.00478462
0.07407572 0.02596824 0.00488650
0.07536180 0.02638546 0.00498972
0.07666268 0.02681390 0.00509435
0.07796355 0.02725339 0.00520046
0.07926442 0.02770370 0.00530813
0.08056529 0.02816460 0.00541743
0.08185138 0.02863582 0.00552843
0.08315225 0.02911710 0.00564119
0.08445312 0.02960813 0.00575578
0.08575399 0.03010860 0.00587227
0.08704008 0.03061819 0.00599071
0.08834095 0.03113656 0.00611117
0.08964182 0.03166335 0.00623370
0.09094269 0.03219820 0.00635835
0.09224356 0.03274075 0.00648517
0.09352965 0.03329062 0.00661422
0.09483052 0.03384742 0.00674553
0.09613139 0.03441077 0.00687914
0.09743226 0.03498027 0.00701510
0.09871835 0.03555554 0.00715344
0.10001922 0.03613617 0.00729418
0.10132009 0.03672178 0.00743736
0.10260618 0.03731196 0.00758299
0.10390705 0.03790634 0.00773110
0.10520792 0.03850453 0.00788169
0.10650879 0.03910613 0.00803478
0.10779488 0.03971079 0.00819037
0.10909575 0.04031812 0.00834847
0.11039662 0.04092776 0.00850907
0.11169749 0.04153936 0.00867217
0.11298358 0.04215258 0.00883775
0.11428445 0.04276707 0.00900580
0.11558532 0.04338252 0.00917630
0.11687141 0.04399861 0.00934922
0.11817228 0.04461503 0.00952453
0.11947315 0.04523151 0.00970221
0.12075924 0.04584776 0.00988221
0.12206011 0.04646352 0.01006449
0.12336098 0.04707854 0.01024901
0.12466185 0.04769259 0.01043572
0.12594794 0.04830546 0.01062455
0.12724881 0.04891694 0.01081546
0.12854968 0.04952684 0.01100838
0.12983577 0.05013332 0.01120287
0.13113664 0.05079541 0.01141114
0.13243751 0.05142268 0.01162741
0.13372359 0.05205412 0.01184554
0.13502447 0.05268954 0.01206236
0.13632534 0.05330886 0.01227979
0.13761142 0.05391148 0.01249788
0.13891229 0.05452724 0.01271160
0.14019838 0.05522406 0.01291813
