# s/c   cf_mean    cf_std
0.00000000 0.00238041 0.00023741
0.00130087 0.00379251 0.00027504
0.00260174 0.00510665 0.00031999
0.00390261 0.00632835 0.00037114
0.00520348 0.00746297 0.00042758
0.00650435 0.00851567 0.00048865
0.00780522 0.00949142 0.00055379
0.00910609 0.01039501 0.00062253
0.01040697 0.01123105 0.00069451
0.01170784 0.01200400 0.00076938
0.01300871 0.01271811 0.00084684
0.01430958 0.01337750 0.00092663
0.01561045 0.01398611 0.00100850
0.01691132 0.01454773 0.00109222
0.01821219 0.01506598 0.00117761
0.01951306 0.01554434 0.00126445
0.02081393 0.01598616 0.00135260
0.02211480 0.01639462 0.00144188
0.02341567 0.01677276 0.00153217
0.02470176 0.01712350 0.00162333
0.02600263 0.01744962 0.00171524
0.02730350 0.01775376 0.00180781
0.02860437 0.01803844 0.00190095
0.02990524 0.01830607 0.00199456
0.03120611 0.01855892 0.00208859
0.03250698 0.01879915 0.00218298
0.03380786 0.01902881 0.00227767
0.03510873 0.01924983 0.00237263
0.03640960 0.01946405 0.00246782
0.03771047 0.01967318 0.00256323
0.03901134 0.01987886 0.00265884
0.04029743 0.02008261 0.00275464
0.04159830 0.02028585 0.00285064
0.04289917 0.02048993 0.00294684
0.04420004 0.02069609 0.00304325
0.04550091 0.02090549 0.00313991
0.04680178 0.02111922 0.00323682
0.04810265 0.02133827 0.00333404
0.04940352 0.02156356 0.00343158
0.05068961 0.02179593 0.00352950
0.05199048 0.02203616 0.00362784
0.05329135 0.02228493 0.00372665
0.05459222 0.02254289 0.00382598
0.05589309 0.02281060 0.00392589
0.05719396 0.02308857 0.00402644
0.05849483 0.02337723 0.00412769
0.05978092 0.02367699 0.00422971
0.06108179 0.02398816 0.00433256
0.06238266 0.02431103 0.00443630
0.06368353 0.02464582 0.00454102
0.06498440 0.02499272 0.00464678
0.06628528 0.02535186 0.00475365
0.06757136 0.02572333 0.00486171
0.06887223 0.02610717 0.00497102
0.07017310 0.02650339 0.00508167
0.07147398 0.02691197 0.00519372
0.07277485 0.02733284 0.00530724
0.07407572 0.02776590 0.00542232
0.07536180 0.02821102 0.00553901
0.07666268 0.02866804 0.00565738
0.07796355 0.02913678 0.00577751
0.07926442 0.02961702 0.00589947
0.08056529 0.03010853 0.00602331
0.08185138 0.03061104 0.00614909
0.08315225 0.03112429 0.00627689
0.08445312 0.03164796 0.00640675
0.08575399 0.03218175 0.00653874
0.08704008 0.03272532 0.00667290
0.08834095 0.03327834 0.00680929
0.08964182 0.03384043 0.00694795
0.09094269 0.03441124 0.00708893
0.09224356 0.03499040 0.00723226
0.09352965 0.03557750 0.00737799
0.09483052 0.03617217 0.00752615
0.09613139 0.03677401 0.00767677
0.09743226 0.03738262 0.00782987
0.09871835 0.03799758 0.00798548
0.10001922 0.03861852 0.00814361
0.10132009 0.03924500 0.00830429
0.10260618 0.03987664 0.00846752
0.10390705 0.04051304 0.00863330
0.10520792 0.04115379 0.00880165
0.10650879 0.04179851 0.00897256
