# s/c    cf
1.28119503 0.00762955
1.27992372 0.00994393
1.27865242 0.01219870
1.27738111 0.01439157
1.27610981 0.01652050
1.27483850 0.01858368
1.27356719 0.02057948
1.27229589 0.02250651
1.27102458 0.02436354
1.26975328 0.02614956
1.26848197 0.02786374
1.26721067 0.02950542
1.26593936 0.03107413
1.26466806 0.03256954
1.26339675 0.03399150
1.26212545 0.03534002
1.26085414 0.03661524
1.25958283 0.03781744
1.25831153 0.03894705
1.25704022 0.04000464
1.25576892 0.04099087
1.25449761 0.04190656
1.25322631 0.04275261
1.25195500 0.04353005
1.25068370 0.04424001
1.24941239 0.04488370
1.24814109 0.04546244
1.24686978 0.04597764
1.24559847 0.04643078
1.24432717 0.04682342
1.24305586 0.04715720
1.24178456 0.04743383
1.24051325 0.04765506
1.23924195 0.04782273
1.23797064 0.04793872
1.23669934 0.04800495
1.23542803 0.04802339
1.23415673 0.04799606
1.23288542 0.04792502
1.23161411 0.04781234
1.23034281 0.04766014
1.22907150 0.04747055
1.22780020 0.04724573
1.22652889 0.04698786
1.22525759 0.04669911
1.22398628 0.04638170
1.22271498 0.04603781
1.22144367 0.04566965
1.22017237 0.04527943
1.21890106 0.04486935
1.21762975 0.04444159
1.21635845 0.04399833
1.21508714 0.04354175
1.21381584 0.04307398
1.21254453 0.04259717
1.21127323 0.04211342
1.21000192 0.04162480
1.20873062 0.04113337
1.20744453 0.04064116
1.20617322 0.04015016
1.20490192 0.03966231
1.20363061 0.03917953
1.20235931 0.03870371
1.20108800 0.03823666
1.19981670 0.03778019
1.19854539 0.03733603
1.19727408 0.03690587
1.19600278 0.03649137
1.19473147 0.03609411
1.19346017 0.03571562
1.19218886 0.03535739
1.19091756 0.03502085
1.18964625 0.03470735
1.18837495 0.03441821
1.18710364 0.03415467
1.18583234 0.03391792
1.18456103 0.03370906
1.18328972 0.03352917
1.18201842 0.03337922
1.18074711 0.03326014
1.17946103 0.03317278
1.17818972 0.03311793
1.17691841 0.03309631
1.17564711 0.03310857
1.17437580 0.03315530
1.17310450 0.03323699
1.17183319 0.03335408
1.17056189 0.03350696
1.16929058 0.03369591
1.16801928 0.03392116
1.16674797 0.03418287
1.16547667 0.03448112
1.16420536 0.03481593
1.16293405 0.03518725
1.16166275 0.03559494
1.16039144 0.03603881
1.15912014 0.03651860
1.15783405 0.03703397
1.15656274 0.03758452
1.15529144 0.03816978
1.15402013 0.03946928
1.15274883 0.04041928
1.15147752 0.04122899
1.15020622 0.04208567
1.14893491 0.04313045
1.14766361 0.04427823
1.14639230 0.04538093
1.14512100 0.04636870
1.14384969 0.04723930
1.14257838 0.04802062
1.14130708 0.04876630
1.14002099 0.04949409
1.13874969 0.05020642
1.13747838 0.05084172
1.13620707 0.05145445
1.13493577 0.05218697
1.13366446 0.05305880
1.13239316 0.05405954
1.13112185 0.05517290
1.12985055 0.05637988
1.12857924 0.05766525
1.12730794 0.05901072
1.12603663 0.06039428
1.12475054 0.06177606
1.12347924 0.06308812
1.12220793 0.06426878
1.12093663 0.06529816
1.11966532 0.06622739
1.11839402 0.06712218
1.11712271 0.06802350
1.11585141 0.06895746
1.11458010 0.06992817
1.11330879 0.07093484
1.11203749 0.07197071
1.11075140 0.07302826
1.10948010 0.07409862
1.10820879 0.07517205
1.10693748 0.07623858
1.10566618 0.07729005
1.10439487 0.07832002
1.10312357 0.07932483
1.10185226 0.08029954
1.10058096 0.08124225
1.09930965 0.08214566
1.09802356 0.08300250
1.09675226 0.08380813
1.09548095 0.08455624
1.09420965 0.08524489
1.09293834 0.08587179
1.09166704 0.08643681
1.09039573 0.08693911
1.08912443 0.08737688
1.08783834 0.08775181
1.08656703 0.08806778
1.08529573 0.08833060
1.08402442 0.08854460
1.08275312 0.08871018
1.08148181 0.08883678
1.08021050 0.08896757
1.07893920 0.08917329
1.07766789 0.08948217
1.07638181 0.08984871
1.07511050 0.09020877
1.07383919 0.09052325
1.07256789 0.09077301
1.07129658 0.09095010
1.07002528 0.09105229
1.06875397 0.09108252
1.06746788 0.09105004
1.06619658 0.09096950
1.06492527 0.09085307
1.06365397 0.09070872
1.06238266 0.09053172
1.06111136 0.09032828
1.05984005 0.09012023
1.05856875 0.08994418
1.05728266 0.08983409
1.05601135 0.08979286
1.05474005 0.08981062
1.05346874 0.08987219
1.05219744 0.08996509
1.05092613 0.09008400
1.04965483 0.09021608
1.04836874 0.09034655
1.04709743 0.09046681
1.04582613 0.09057084
1.04455482 0.09066128
1.04328352 0.09074141
1.04201221 0.09081289
1.04072612 0.09087803
1.03945482 0.09093843
1.03818351 0.09100021
1.03691221 0.09106916
1.03564090 0.09115320
1.03436960 0.09126961
1.03309829 0.09142923
1.03181220 0.09163049
1.03054090 0.09186233
1.02926959 0.09211833
1.02799829 0.09238972
1.02672698 0.09266722
1.02545567 0.09293628
1.02416959 0.09316824
1.02289828 0.09334119
1.02162698 0.09345644
1.02035567 0.09353943
1.01908436 0.09361765
1.01779828 0.09370658
1.01652697 0.09381213
1.01525567 0.09393479
1.01398436 0.09407288
1.01271305 0.09422339
1.01144175 0.09438336
1.01015566 0.09455023
1.00888436 0.09472165
1.00761305 0.09489541
1.00634174 0.09506997
1.00507044 0.09524570
1.00378435 0.09542625
1.00251305 0.09561875
1.00124174 0.09582777
0.99997043 0.09604959
0.99869913 0.09626726
0.99742782 0.09646079
0.99614174 0.09662095
0.99487043 0.09675268
0.99359912 0.09686506
0.99232782 0.09695680
0.99105651 0.09702364
0.98977043 0.09706191
0.98849912 0.09706710
0.98722781 0.09704048
0.98595651 0.09698895
0.98468520 0.09692404
0.98339912 0.09685536
0.98212781 0.09679305
0.98085651 0.09675315
0.97958520 0.09675423
0.97829911 0.09681289
0.97702781 0.09693450
0.97575650 0.09710628
0.97448520 0.09730834
0.97321389 0.09751389
0.97192780 0.09769918
0.97065650 0.09784695
0.96938519 0.09793687
0.96811389 0.09795006
0.96682780 0.09787299
0.96555649 0.09771553
0.96428519 0.09750192
0.96301388 0.09725697
0.96174258 0.09699365
0.96045649 0.09672521
0.95918518 0.09650435
0.95791388 0.09641546
0.95664257 0.09652651
0.95535648 0.09680698
0.95408518 0.09714824
0.95281387 0.09746887
0.95154257 0.09773607
0.95025648 0.09794487
0.94898517 0.09809311
0.94771387 0.09817465
0.94644256 0.09818698
0.94515647 0.09812915
0.94388517 0.09800308
0.94261386 0.09780546
0.94134256 0.09752901
0.94005647 0.09720163
0.93878516 0.09690319
0.93751386 0.09670379
0.93624255 0.09661935
0.93495647 0.09664467
0.93368516 0.09674556
0.93241385 0.09687860
0.93114255 0.09702076
0.92985646 0.09716111
0.92858516 0.09729540
0.92731385 0.09741352
0.92604254 0.09749779
0.92475646 0.09752484
0.92348515 0.09746643
0.92221385 0.09732905
0.92094254 0.09715602
0.91965645 0.09699892
0.91838515 0.09689734
0.91711384 0.09686654
0.91582775 0.09691293
0.91455645 0.09703459
0.91328514 0.09722114
0.91201384 0.09746528
0.91072775 0.09774762
0.90945644 0.09804245
0.90818514 0.09832417
0.90691383 0.09856796
0.90562774 0.09876546
0.90435644 0.09891356
0.90308513 0.09901389
0.90179905 0.09907411
0.90052774 0.09909892
0.89925643 0.09909740
0.89797035 0.09907563
0.89669904 0.09903603
0.89542774 0.09899041
0.89415643 0.09895262
0.89287034 0.09893756
0.89159904 0.09895351
0.89032773 0.09901389
0.88904164 0.09915915
0.88777034 0.09941444
0.88649903 0.09975846
0.88521294 0.10015566
0.88394164 0.10057873
0.88267033 0.10101877
0.88138424 0.10145842
0.88011294 0.10186703
0.87884163 0.10221004
0.87757033 0.10245843
0.87628424 0.10258366
0.87501293 0.10257465
0.87374163 0.10241833
0.87245554 0.10212356
0.87118424 0.10170677
0.86991293 0.10119259
0.86862684 0.10065788
0.86735554 0.10018673
0.86608423 0.09985836
0.86479814 0.09968817
0.86352684 0.09966942
0.86225553 0.09976268
0.86096944 0.09990463
0.85969814 0.10005126
0.85842683 0.10016767
0.85714075 0.10024085
0.85586944 0.10026244
0.85459813 0.10023017
0.85331205 0.10014749
0.85204074 0.10002603
0.85076944 0.09989735
0.84948335 0.09982272
0.84821204 0.09984193
0.84692595 0.09994328
0.84565465 0.10008179
0.84438334 0.10021951
0.84309725 0.10032879
0.84182595 0.10039071
0.84055464 0.10039999
0.83926856 0.10035591
0.83799725 0.10026195
0.83672594 0.10012279
0.83543986 0.09994741
0.83416855 0.09975028
0.83288246 0.09954687
0.83161116 0.09935394
0.83033985 0.09918903
0.82905376 0.09907371
0.82778246 0.09903790
0.82651115 0.09910568
0.82522507 0.09925772
0.82395376 0.09941397
0.82266767 0.09950013
0.82139637 0.09950326
0.82012506 0.09944378
0.81883897 0.09933782
0.81756767 0.09919410
0.81628158 0.09901682
0.81501027 0.09881103
0.81373897 0.09859469
0.81245288 0.09839788
0.81118157 0.09823650
0.80989549 0.09810848
0.80862418 0.09801263
0.80735288 0.09796602
0.80606679 0.09798483
0.80479548 0.09806834
0.80350939 0.09819037
0.80223809 0.09831167
0.80096678 0.09841120
0.79968070 0.09847473
0.79840939 0.09849851
0.79712330 0.09847978
0.79585200 0.09841378
0.79458069 0.09831390
