# s/c    cf
0.16998537 0.05593080
0.16869928 0.05567448
0.16739841 0.05527162
0.16611232 0.05461679
0.16481145 0.05369565
0.16351058 0.05280345
0.16222449 0.05226200
0.16092362 0.05205022
0.15963753 0.05185136
0.15833666 0.05151161
0.15703579 0.05115206
0.15574970 0.05087940
0.15444883 0.05065830
0.15316274 0.05033805
0.15186187 0.04995345
0.15056100 0.04965716
0.14927491 0.04949202
0.14797404 0.04937334
0.14668795 0.04919077
0.14538708 0.04881578
0.14408621 0.04818142
0.14280012 0.04740981
0.14149925 0.04671259
0.14019838 0.04617349
0.13891229 0.04571907
0.13761142 0.04527979
0.13632534 0.04481998
0.13502447 0.04434272
0.13372359 0.04386767
0.13243751 0.04340867
0.13113664 0.04292108
0.12983577 0.04234365
0.12854968 0.04210711
0.12724881 0.04163471
0.12594794 0.04115889
0.12466185 0.04067976
0.12336098 0.04019748
0.12206011 0.03971222
0.12075924 0.03922416
0.11947315 0.03873352
0.11817228 0.03824051
0.11687141 0.03774540
0.11558532 0.03724845
0.11428445 0.03674993
0.11298358 0.03625016
0.11169749 0.03574945
0.11039662 0.03524814
0.10909575 0.03474656
0.10779488 0.03424509
0.10650879 0.03374411
0.10520792 0.03324399
0.10390705 0.03274514
0.10260618 0.03224797
0.10132009 0.03175290
0.10001922 0.03126034
0.09871835 0.03077075
0.09743226 0.03028454
0.09613139 0.02980218
0.09483052 0.02932409
0.09352965 0.02885074
0.09224356 0.02838256
0.09094269 0.02792000
0.08964182 0.02746350
0.08834095 0.02701351
0.08704008 0.02657046
0.08575399 0.02613477
0.08445312 0.02570685
0.08315225 0.02528712
0.08185138 0.02487595
0.08056529 0.02447374
0.07926442 0.02408084
0.07796355 0.02369759
0.07666268 0.02332431
0.07536180 0.02296131
0.07407572 0.02260885
0.07277485 0.02226719
0.07147398 0.02193655
0.07017310 0.02161711
0.06887223 0.02130903
0.06757136 0.02101243
0.06628528 0.02072738
0.06498440 0.02045395
0.06368353 0.02019211
0.06238266 0.01994183
0.06108179 0.01970301
0.05978092 0.01947552
0.05849483 0.01925915
0.05719396 0.01905365
0.05589309 0.01885871
0.05459222 0.01867396
0.05329135 0.01849898
0.05199048 0.01833325
0.05068961 0.01817621
0.04940352 0.01802722
0.04810265 0.01788556
0.04680178 0.01775043
0.04550091 0.01762097
0.04420004 0.01749619
0.04289917 0.01737507
0.04159830 0.01725645
0.04029743 0.01713911
0.03901134 0.01702172
0.03771047 0.01690284
0.03640960 0.01678093
0.03510873 0.01665436
0.03380786 0.01652138
0.03250698 0.01638011
0.03120611 0.01622856
0.02990524 0.01606463
0.02860437 0.01588609
0.02730350 0.01569058
0.02600263 0.01547559
0.02470176 0.01523851
0.02341567 0.01497655
0.02211480 0.01468679
0.02081393 0.01436619
0.01951306 0.01401151
0.01821219 0.01361939
0.01691132 0.01318630
0.01561045 0.01270853
0.01430958 0.01218222
0.01300871 0.01160333
0.01170784 0.01096765
0.01040697 0.01027078
0.00910609 0.00950813
0.00780522 0.00867493
0.00650435 0.00776622
0.00520348 0.00677683
0.00390261 0.00570138
0.00260174 0.00453431
0.00130087 0.00326981
0.00000000 0.00190188
-0.00000000 0.00808905
-0.00130087 0.00707761
-0.00260335 0.00489008
-0.00390746 0.00401911
-0.00521317 0.00312426
-0.00652048 0.00246865
-0.00782941 0.00181381
-0.00913993 0.00122404
-0.01045207 0.00063883
-0.01176578 0.00022364
-0.01308110 0.00043604
-0.01439801 0.00106634
-0.01571644 0.00170886
-0.01703653 0.00238467
-0.01835824 0.00308822
-0.01968143 0.00383609
-0.02100625 0.00461613
-0.02233255 0.00542878
-0.02366047 0.00625325
-0.02499002 0.00706809
-0.02632105 0.00769259
-0.02765326 0.00779509
-0.02898739 0.00744424
-0.03032315 0.00708193
-0.03166038 0.00688334
-0.03299939 0.00678427
-0.03433973 0.00673847
-0.03568185 0.00672825
-0.03702529 0.00674312
-0.03837051 0.00678055
-0.03971706 0.00684099
-0.04106524 0.00693432
-0.04241504 0.00707123
-0.04376617 0.00719298
-0.04511893 0.00708479
-0.04647316 0.00669026
-0.04782902 0.00626371
-0.04918636 0.00596318
-0.05054518 0.00575869
-0.05190548 0.00561161
-0.05326740 0.00550282
-0.05463080 0.00541747
-0.05599568 0.00534789
-0.05736204 0.00528813
-0.05872988 0.00523518
-0.06009919 0.00518732
-0.06146998 0.00514547
-0.06284240 0.00511555
-0.06421615 0.00511447
-0.06559138 0.00515410
-0.06696823 0.00521345
-0.06834642 0.00526313
-0.06972608 0.00529897
-0.07110722 0.00532739
-0.07248984 0.00535068
-0.07387393 0.00537000
-0.07525951 0.00538631
-0.07664641 0.00540020
-0.07803480 0.00541215
-0.07942466 0.00542250
-0.08081600 0.00543154
-0.08220867 0.00543944
-0.08360282 0.00544635
-0.08499845 0.00545238
-0.08639541 0.00545763
-0.08779384 0.00546218
-0.08919376 0.00546610
-0.09059500 0.00546945
-0.09199772 0.00547228
-0.09340178 0.00547464
-0.09480731 0.00547661
-0.09621417 0.00547825
-0.09762236 0.00547963
-0.09903203 0.00548087
-0.10044304 0.00548214
-0.10185551 0.00548372
-0.10326932 0.00548604
-0.10468446 0.00548985
-0.10610108 0.00549664
-0.10751888 0.00550911
-0.10893816 0.00552819
-0.11035892 0.00554731
-0.11178086 0.00555862
-0.11320413 0.00556247
-0.11462888 0.00556272
-0.11605496 0.00556110
-0.11748222 0.00555830
-0.11891096 0.00555481
-0.12034104 0.00555090
-0.12177229 0.00554678
-0.12320502 0.00554255
-0.12463893 0.00553833
-0.12607433 0.00553418
-0.12751090 0.00553016
-0.12894881 0.00552631
-0.13038804 0.00552268
-0.13182846 0.00551929
-0.13327021 0.00551617
-0.13471344 0.00551334
-0.13615770 0.00551084
-0.13760344 0.00550869
-0.13905022 0.00550690
-0.14049847 0.00550549
-0.14194791 0.00550450
-0.14339867 0.00550393
-0.14485062 0.00550381
-0.14630375 0.00550415
-0.14775822 0.00550497
-0.14921430 0.00550628
-0.15067039 0.00550809
-0.15212944 0.00551042
-0.15358848 0.00551328
-0.15504900 0.00551667
-0.15651101 0.00552061
-0.15797449 0.00552511
-0.15943796 0.00553017
-0.16090440 0.00553579
-0.16237084 0.00554199
-0.16383875 0.00554876
-0.16530667 0.00555611
-0.16677754 0.00556404
-0.16824841 0.00557255
-0.16972223 0.00558165
-0.17119606 0.00559134
-0.17266989 0.00560161
-0.17414667 0.00561248
-0.17562346 0.00562396
-0.17710172 0.00563605
-0.17858146 0.00564878
-0.18006268 0.00566219
-0.18154390 0.00567630
-0.18302659 0.00569119
-0.18451077 0.00570699
-0.18599642 0.00572412
-0.18748355 0.00574275
-0.18897069 0.00576147
-0.19045930 0.00577758
-0.19194791 0.00578907
-0.19343947 0.00579612
-0.19493104 0.00580020
-0.19642408 0.00580239
-0.19791861 0.00580322
-0.19941313 0.00580303
-0.20090913 0.00580206
-0.20240661 0.00580047
-0.20390557 0.00579842
-0.20540453 0.00579601
-0.20690496 0.00579337
-0.20840540 0.00579060
-0.20990879 0.00578782
-0.21141218 0.00578515
