# s/c    M_iso
-0.21442193 0.13525220
-0.21592827 0.13558818
-0.21743610 0.13592335
-0.21894541 0.13625773
-0.22045471 0.13655799
-0.22196550 0.13689087
-0.22347628 0.13722297
-0.22499002 0.13755429
-0.22650376 0.13788484
-0.22801750 0.13821464
-0.22953272 0.13854367
-0.23104942 0.13890473
-0.23256759 0.13929759
-0.23408577 0.13968939
-0.23560542 0.14014514
-0.23712508 0.14059948
-0.23864621 0.14108469
-0.24016882 0.14156831
-0.24169143 0.14201824
-0.24321552 0.14249880
-0.24474108 0.14294592
-0.24626665 0.14339169
-0.24779369 0.14383614
-0.24932074 0.14427926
-0.25084926 0.14468956
-0.25237926 0.14513018
-0.25390926 0.14556951
-0.25544074 0.14597632
-0.25697222 0.14641321
-0.25850518 0.14684885
-0.26003962 0.14725226
-0.26157405 0.14768552
-0.26310997 0.14808674
-0.26464588 0.14851767
-0.26618327 0.14891673
-0.26772067 0.14934535
-0.26925954 0.14974230
-0.27079989 0.15016866
-0.27234024 0.15056353
-0.27388059 0.15098766
-0.27542241 0.15138048
-0.27696572 0.15180242
-0.27850902 0.15219322
-0.28005381 0.15261301
-0.28159859 0.15300182
-0.28314485 0.15338969
-0.28469112 0.15380635
-0.28623886 0.15419229
-0.28778808 0.15457730
-0.28933730 0.15496139
-0.29088651 0.15534458
-0.29243721 0.15572686
-0.29398791 0.15610825
-0.29554008 0.15648875
-0.29709226 0.15686836
-0.29864591 0.15721800
-0.30019957 0.15756689
-0.30175470 0.15791505
-0.30330983 0.15823355
-0.30486644 0.15858032
-0.30642305 0.15889754
-0.30798114 0.15924292
-0.30953923 0.15958759
-0.31109731 0.15993155
-0.31265688 0.16027480
-0.31421793 0.16064587
-0.31577749 0.16098767
-0.31734002 0.16135717
-0.31890106 0.16172587
-0.32046358 0.16209377
-0.32202758 0.16246087
-0.32359159 0.16285534
-0.32515559 0.16322081
-0.32672107 0.16361353
-0.32828655 0.16400535
-0.32985350 0.16439628
-0.33142046 0.16478633
-0.33298742 0.16517550
-0.33455586 0.16556381
-0.33612429 0.16595125
-0.33769273 0.16636541
-0.33926264 0.16677859
-0.34083256 0.16716335
-0.34240395 0.16757467
-0.34397534 0.16801235
-0.34554674 0.16842170
-0.34711961 0.16883010
-0.34869248 0.16923757
-0.35026535 0.16967117
-0.35183970 0.17010373
-0.35341405 0.17053525
-0.35498840 0.17096574
-0.35656422 0.17139520
-0.35814005 0.17182365
-0.35971588 0.17225108
-0.36129171 0.17270414
-0.36286901 0.17312951
-0.36444780 0.17358039
-0.36602510 0.17400374
-0.36760388 0.17445249
-0.36918267 0.17490014
-0.37076145 0.17534672
-0.37234172 0.17579222
-0.37392198 0.17623666
-0.37550224 0.17670609
-0.37708398 0.17714836
-0.37866424 0.17761552
-0.38024598 0.17808152
-0.38182920 0.17854637
-0.38341094 0.17903581
-0.38499416 0.17949834
-0.38657738 0.17998534
-0.38816060 0.18047110
-0.38974382 0.18098110
-0.39132851 0.18146436
-0.39291321 0.18197174
-0.39449791 0.18247780
-0.39608261 0.18298253
-0.39766878 0.18348597
-0.39925496 0.18401318
-0.40084113 0.18453897
-0.40242731 0.18506337
-0.40401348 0.18558637
-0.40560114 0.18613280
-0.40718731 0.18667772
-0.40877496 0.18722116
-0.41036262 0.18776313
-0.41195175 0.18832816
-0.41353940 0.18886715
-0.41512853 0.18945350
-0.41671619 0.19001383
-0.41830532 0.19059688
-0.41989445 0.19115407
-0.42148358 0.19175800
-0.42307419 0.19233610
-0.42466333 0.19293657
-0.42625394 0.19353530
-0.42784307 0.19413231
-0.42943368 0.19472761
-0.43102429 0.19534493
-0.43261490 0.19596044
-0.43420551 0.19657415
-0.43579612 0.19720958
-0.43738821 0.19781968
-0.43897882 0.19845140
-0.44057090 0.19910455
-0.44216151 0.19973249
-0.44375360 0.20038176
-0.44534569 0.20102908
-0.44693778 0.20167447
-0.44852839 0.20231796
-0.45012048 0.20298243
-0.45171257 0.20364489
-0.45330613 0.20430536
-0.45489822 0.20496387
-0.45649031 0.20562042
-0.45808240 0.20629758
-0.45967449 0.20695022
-0.46126658 0.20760096
-0.46286014 0.20827217
-0.46445223 0.20891911
-0.46604432 0.20956421
-0.46763788 0.21020749
-0.46922997 0.21087104
-0.47082206 0.21155470
-0.47241563 0.21223633
-0.47400772 0.21295974
-0.47559980 0.21368089
-0.47719337 0.21442156
-0.47878546 0.21518158
-0.48037755 0.21593914
-0.48196964 0.21669427
-0.48356320 0.21746846
-0.48515529 0.21826155
-0.48674738 0.21905200
-0.48833947 0.21983985
-0.48993156 0.22064633
-0.49152364 0.22145011
-0.49311573 0.22225125
-0.49470782 0.22307074
-0.49629843 0.22388749
-0.49789052 0.22472238
-0.49948261 0.22555445
-0.50107322 0.22638374
-0.50266383 0.22723091
-0.50425592 0.22807522
-0.50584653 0.22891670
-0.50743714 0.22975539
-0.50902775 0.23061167
-0.51061836 0.23146508
-0.51220897 0.23233587
-0.51379958 0.23320372
-0.51538871 0.23406866
-0.51697932 0.23495075
-0.51856845 0.23580991
-0.52015758 0.23670602
-0.52174671 0.23757927
-0.52333585 0.23848914
-0.52492498 0.23937622
-0.52651263 0.24027998
-0.52810029 0.24120024
-0.52968942 0.24209788
-0.53127707 0.24303139
-0.53286472 0.24396169
-0.53445090 0.24490812
-0.53603855 0.24585129
-0.53762473 0.24682954
-0.53921090 0.24780435
-0.54079708 0.24879476
-0.54238325 0.24981957
-0.54396943 0.25085953
-0.54555413 0.25193328
-0.54713882 0.25302171
-0.54872352 0.25412467
-0.55030822 0.25522341
-0.55189144 0.25629946
-0.55347466 0.25737154
-0.55505787 0.25845808
-0.55664109 0.25952229
-0.55822283 0.26058267
-0.55980605 0.26163927
-0.56138779 0.26271026
-0.56296805 0.26377742
-0.56454980 0.26484082
-0.56613006 0.26591842
-0.56771032 0.26699222
-0.56929058 0.26806226
-0.57086937 0.26914632
-0.57244815 0.27022659
-0.57402693 0.27132073
-0.57560424 0.27242861
-0.57718302 0.27353258
-0.57875885 0.27465014
-0.58033616 0.27576377
-0.58191198 0.27689084
-0.58348781 0.27803120
-0.58506364 0.27918472
-0.58663799 0.28033416
-0.58821234 0.28149661
-0.58978669 0.28267196
-0.59135956 0.28386007
-0.59293243 0.28504393
-0.59450530 0.28625724
-0.59607669 0.28746617
-0.59764808 0.28868748
-0.59921800 0.28992104
-0.60078939 0.29116672
-0.60235783 0.29242441
-0.60392774 0.29369399
-0.60549618 0.29495893
-0.60706461 0.29625198
-0.60863157 0.29755655
-0.61019853 0.29885631
-0.61176401 0.30018365
-0.61333097 0.30150608
-0.61489497 0.30283969
-0.61646045 0.30420035
-0.61802445 0.30555595
-0.61958697 0.30692240
-0.62114950 0.30829959
-0.62271202 0.30967169
-0.62427306 0.31107013
-0.62583411 0.31246337
-0.62739368 0.31386705
-0.62895324 0.31528109
-0.63051133 0.31668991
-0.63207090 0.31810898
-0.63362751 0.31953822
-0.63518412 0.32096223
-0.63674073 0.32238110
-0.63829586 0.32381005
-0.63985099 0.32521877
-0.64140464 0.32662253
-0.64295830 0.32803643
-0.64451047 0.32944541
-0.64606265 0.33086444
-0.64761335 0.33232316
-0.64916404 0.33379154
-0.65071326 0.33528426
-0.65226248 0.33680106
-0.65381022 0.33832706
-0.65535796 0.33986218
-0.65690570 0.34140634
-0.65845049 0.34297394
-0.65999675 0.34455032
-0.66154005 0.34612101
-0.66308484 0.34771475
-0.66462666 0.34931705
-0.66616849 0.35091360
-0.66771032 0.35253282
-0.66925067 0.35416039
-0.67078954 0.35578214
-0.67232841 0.35741219
-0.67386728 0.35906445
-0.67540467 0.36071084
-0.67694059 0.36236534
-0.67847650 0.36402787
-0.68001094 0.36568460
-0.68154390 0.36736306
-0.68307685 0.36903569
-0.68460833 0.37072985
-0.68613981 0.37241815
-0.68766982 0.37411422
-0.68919982 0.37581801
-0.69072834 0.37751600
-0.69225538 0.37923509
-0.69378243 0.38094837
-0.69530800 0.38268256
-0.69683356 0.38441092
-0.69835765 0.38615999
-0.69988026 0.38790323
-0.70140287 0.38965385
-0.70292400 0.39142490
-0.70444366 0.39320316
-0.70596331 0.39497557
-0.70748148 0.39676815
-0.70899966 0.39858072
-0.71051488 0.40038736
-0.71203158 0.40222666
-0.71354532 0.40405995
-0.71505906 0.40592558
-0.71657132 0.40781055
-0.71808358 0.40971469
-0.71959436 0.41165049
-0.72110367 0.41363025
-0.72261150 0.41564102
-0.72411933 0.41767001
-0.72562567 0.41969216
-0.72713202 0.42168274
-0.72863542 0.42364208
-0.73014029 0.42558286
-0.73164220 0.42750529
-0.73314412 0.42942184
-0.73464307 0.43133259
-0.73614351 0.43323762
-0.73764099 0.43514918
-0.73913847 0.43706724
-0.74063447 0.43900386
-0.74212899 0.44094686
-0.74362352 0.44292024
-0.74511656 0.44491179
-0.74660813 0.44694528
-0.74809822 0.44899655
-0.74958830 0.45108923
-0.75107691 0.45322298
-0.75256405 0.45539747
-0.75405118 0.45760061
-0.75553535 0.45984391
-0.75701953 0.46212705
-0.75850222 0.46443805
-0.75998492 0.46678832
-0.76146466 0.46915439
-0.76294440 0.47154770
-0.76442266 0.47395657
-0.76590093 0.47638090
-0.76737623 0.47880917
-0.76885154 0.48125281
-0.77032537 0.48370037
-0.77179771 0.48614056
-0.77326859 0.48857349
-0.77473946 0.49099930
-0.77620885 0.49341810
-0.77767528 0.49581882
-0.77914320 0.49820166
-0.78060816 0.50057798
-0.78207164 0.50292566
-0.78353512 0.50525605
-0.78499712 0.50758042
-0.78645764 0.50989885
-0.78791669 0.51221144
-0.78937573 0.51451829
-0.79083182 0.51683044
-0.79228791 0.51913698
-0.79374252 0.52145979
-0.79519565 0.52377706
-0.79664730 0.52612142
-0.79809748 0.52847109
-0.79954765 0.53083688
-0.80099487 0.53322950
-0.80244209 0.53564881
-0.80388783 0.53809470
-0.80533209 0.54056702
-0.80677488 0.54307634
-0.80821618 0.54560117
-0.80965749 0.54817332
-0.81109584 0.55076076
-0.81253418 0.55338458
-0.81397106 0.55602353
-0.81540645 0.55868809
-0.81684036 0.56137816
-0.81827280 0.56408318
-0.81970376 0.56679268
-0.82113324 0.56952756
-0.82256272 0.57225652
-0.82398924 0.57500044
-0.82541576 0.57774895
-0.82684081 0.58049176
-0.82826289 0.58323931
-0.82968498 0.58599164
-0.83110559 0.58873853
-0.83252472 0.59148010
-0.83394238 0.59421644
-0.83536003 0.59695789
-0.83677473 0.59969431
-0.83818795 0.60242578
-0.83960116 0.60515242
-0.84101143 0.60788448
-0.84242169 0.61061187
-0.84382899 0.61333470
-0.84523630 0.61606315
-0.84664213 0.61879728
-0.84804648 0.62152707
-0.84944787 0.62426267
-0.85084926 0.62699409
-0.85224918 0.62973144
-0.85364761 0.63247477
-0.85504457 0.63522413
-0.85644005 0.63797957
-0.85783405 0.64073118
-0.85922657 0.64349894
-0.86061762 0.64626300
-0.86200866 0.64903337
-0.86339675 0.65181010
-0.86478336 0.65460313
-0.86616849 0.65739272
-0.86755215 0.66019870
-0.86893580 0.66300137
-0.87031650 0.66582051
-0.87169571 0.66864631
-0.87307345 0.67147882
-0.87445120 0.67432792
-0.87582598 0.67718382
-0.87719928 0.68005639
-0.87857259 0.68292607
-0.87994294 0.68582230
-0.88131181 0.68872553
-0.88267920 0.69164560
-0.88404659 0.69458253
-0.88541103 0.69752663
-0.88677399 0.70048769
-0.88813547 0.70347549
-0.88949695 0.70647061
-0.89085547 0.70949254
-0.89221251 0.71253161
-0.89356808 0.71558788
-0.89492217 0.71867108
-0.89627478 0.72177157
-0.89762591 0.72490878
-0.89897556 0.72806337
-0.90032374 0.73125477
-0.90167044 0.73447334
-0.90301565 0.73771913
-0.90435940 0.74101153
-0.90570166 0.74433127
-0.90704096 0.74768808
-0.90838027 0.75109165
-0.90971810 0.75454206
-0.91105297 0.75802974
-0.91238784 0.76157403
-0.91371975 0.76515577
-0.91505167 0.76882318
-0.91638062 0.77258597
-0.91770810 0.77646347
-0.91903410 0.78046541
-0.92036010 0.78457269
-0.92168315 0.78879510
-0.92300472 0.79313283
-0.92432480 0.79759575
-0.92564341 0.80221298
-0.92695907 0.80697523
-0.92827472 0.81191175
-0.92958890 0.81705191
-0.93090011 0.82241553
-0.93221133 0.82802260
-0.93351959 0.83393185
-0.93482786 0.84016370
-0.93613316 0.84678043
-0.93743699 0.85384480
-0.93873934 0.86143671
-0.94004021 0.86960793
-0.94133960 0.87831406
-0.94263604 0.88740493
-0.94393247 0.89710065
-0.94522743 0.90804276
-0.94651943 0.92204726
-0.94781143 0.94206889
-0.94910048 0.97268693
-0.95038804 1.00530742
-0.95167118 1.00759412
-0.95295431 0.97226646
-0.95423744 0.93881442
-0.95551909 0.92459781
-0.95679779 0.91819553
-0.95807353 0.91528118
-0.95934927 0.91377154
-0.96062353 0.91257259
-0.96189631 0.91103874
-0.96316762 0.90834351
