# s/c    M_iso
0.83672594 1.11314794
0.83543986 1.11259391
0.83416855 1.11203264
0.83288246 1.11146295
0.83161116 1.11088496
0.83033985 1.11029972
0.82905376 1.10971022
0.82778246 1.10912228
0.82651115 1.10854674
0.82522507 1.10799944
0.82395376 1.10749242
0.82266767 1.10702324
0.82139637 1.10658083
0.82012506 1.10615359
0.81883897 1.10573087
0.81756767 1.10530707
0.81628158 1.10487718
0.81501027 1.10443478
0.81373897 1.10397354
0.81245288 1.10348933
0.81118157 1.10298326
0.80989549 1.10245865
0.80862418 1.10191984
0.80735288 1.10137052
0.80606679 1.10081754
0.80479548 1.10027441
0.80350939 1.09975282
0.80223809 1.09926007
0.80096678 1.09879935
0.79968070 1.09836991
0.79840939 1.09796915
0.79712330 1.09759227
0.79585200 1.09723246
0.79458069 1.09688202
0.79329460 1.09653385
0.79202330 1.09618255
0.79073721 1.09582545
0.78946590 1.09546142
0.78817982 1.09509057
0.78690851 1.09471405
0.78563720 1.09433396
0.78435112 1.09395302
0.78307981 1.09357675
0.78179372 1.09321520
0.78052242 1.09287886
0.77923633 1.09257545
0.77796502 1.09230812
0.77669372 1.09207581
0.77540763 1.09187547
0.77413633 1.09170208
0.77285024 1.09154975
0.77157893 1.09140967
0.77029284 1.09126819
0.76902154 1.09111330
0.76773545 1.09094062
0.76646414 1.09075342
0.76517806 1.09055821
0.76390675 1.09036022
0.76263545 1.09016226
0.76134936 1.08996585
0.76007805 1.08977180
0.75879196 1.08958023
0.75752066 1.08939115
0.75623457 1.08920461
0.75496327 1.08902084
0.75367718 1.08884039
0.75240587 1.08866426
0.75111978 1.08849404
0.74984848 1.08833208
0.74856239 1.08818121
0.74729108 1.08804358
0.74600500 1.08791940
0.74473369 1.08780537
0.74344760 1.08769647
0.74217630 1.08758688
0.74089021 1.08746976
0.73961890 1.08734036
0.73833282 1.08719455
0.73706151 1.08702806
0.73577542 1.08683724
0.73450412 1.08661798
0.73321803 1.08637032
0.73194672 1.08610105
0.73066064 1.08582415
0.72938933 1.08555923
0.72810324 1.08531968
0.72683194 1.08510730
0.72554585 1.08491650
0.72427454 1.08473989
0.72298845 1.08457274
0.72171715 1.08441166
0.72043106 1.08425161
0.71915976 1.08408420
0.71787367 1.08389731
0.71660236 1.08367339
0.71531627 1.08339537
0.71404497 1.08306500
0.71275888 1.08269993
0.71148758 1.08232085
0.71020149 1.08194528
0.70893018 1.08157771
0.70764409 1.08122088
0.70635801 1.08087971
0.70508670 1.08055835
0.70380061 1.08026488
0.70252931 1.08000567
0.70124322 1.07977242
0.69997191 1.07953838
0.69868582 1.07927885
0.69741452 1.07898214
0.69612843 1.07864912
0.69484234 1.07828812
0.69357104 1.07790585
0.69228495 1.07750733
0.69101364 1.07709355
0.68972756 1.07666456
0.68845625 1.07621885
0.68717016 1.07574774
0.68589886 1.07524421
0.68461277 1.07471800
0.68332668 1.07419392
0.68205538 1.07369008
0.68076929 1.07320793
0.67949798 1.07274405
0.67821189 1.07229788
0.67692581 1.07187090
0.67565450 1.07146682
0.67436841 1.07108229
0.67309711 1.07069293
0.67181102 1.07026424
0.67053971 1.06977580
0.66925363 1.06922190
0.66796754 1.06860707
0.66669623 1.06794926
0.66541014 1.06727490
0.66413884 1.06661367
0.66285275 1.06598850
0.66156666 1.06540463
0.66029536 1.06485447
0.65900927 1.06432721
0.65772318 1.06381895
0.65645188 1.06333056
0.65516579 1.06286087
0.65389448 1.06240486
0.65260839 1.06195536
0.65132231 1.06150624
0.65005100 1.06105221
0.64876491 1.06058921
0.64749361 1.06011400
0.64620752 1.05962410
0.64492143 1.05911771
0.64365012 1.05859300
0.64236404 1.05804653
0.64107795 1.05747191
0.63980664 1.05686326
0.63852056 1.05622376
0.63723447 1.05556558
0.63596316 1.05490391
0.63467707 1.05425245
0.63339099 1.05362628
0.63211968 1.05304212
0.63083359 1.05251117
0.62954750 1.05203640
0.62827620 1.05161703
0.62699011 1.05122987
0.62571880 1.05083099
0.62443272 1.05039445
0.62314663 1.04991086
0.62187532 1.04938592
0.62058924 1.04883422
0.61930315 1.04826699
0.61801706 1.04769288
0.61674575 1.04711696
0.61545967 1.04654445
0.61417358 1.04597215
0.61290227 1.04538945
0.61161618 1.04478740
0.61033010 1.04417187
0.60905879 1.04356005
0.60777270 1.04297917
0.60648661 1.04245280
0.60521531 1.04197246
0.60392922 1.04151893
0.60264313 1.04106618
0.60137183 1.04058455
0.60008574 1.04005865
0.59879965 1.03948567
0.59751356 1.03887557
0.59624226 1.03825022
0.59495617 1.03764065
0.59367008 1.03707486
0.59239878 1.03655979
0.59111269 1.03607546
0.58982660 1.03559332
0.58854051 1.03509919
0.58726921 1.03459783
0.58598312 1.03410321
0.58469703 1.03363536
0.58341094 1.03321425
0.58213964 1.03284388
0.58085355 1.03251414
0.57956746 1.03219624
0.57829616 1.03184933
0.57701007 1.03145103
0.57572398 1.03099266
0.57443789 1.03047571
0.57316659 1.02991117
0.57188050 1.02931518
0.57059441 1.02870854
0.56930832 1.02811403
0.56803702 1.02754856
0.56675093 1.02701496
0.56546484 1.02650821
0.56417875 1.02602229
0.56289266 1.02554127
0.56162136 1.02503931
0.56033527 1.02450166
0.55904918 1.02392631
0.55776309 1.02333215
0.55649179 1.02274978
0.55520570 1.02219563
0.55391961 1.02166292
0.55263352 1.02112188
0.55134744 1.02053740
0.55007613 1.01989477
0.54879004 1.01920149
0.54750395 1.01847944
0.54621787 1.01776466
0.54494656 1.01707486
0.54366047 1.01639755
0.54237438 1.01570773
0.54108830 1.01497561
0.53980221 1.01417674
0.53853090 1.01331789
0.53724481 1.01244772
0.53595873 1.01161427
0.53467264 1.01083302
0.53338655 1.01008475
0.53210046 1.00931529
0.53082916 1.00848376
0.52954307 1.00759145
0.52825698 1.00667282
0.52697089 1.00577747
0.52568480 1.00493196
0.52439872 1.00413573
0.52312741 1.00335806
0.52184132 1.00254633
0.52055524 1.00167087
0.51926915 1.00072586
0.51798306 0.99971911
0.51669697 0.99867320
0.51542567 0.99761446
0.51413958 0.99656611
0.51285349 0.99553523
0.51156740 0.99451723
0.51028131 0.99349752
0.50899523 0.99245579
0.50770914 0.99138141
0.50643783 0.99027604
0.50515174 0.98915091
0.50386566 0.98801997
0.50257957 0.98688958
0.50129348 0.98575738
0.50000739 0.98461712
0.49872130 0.98346046
0.49743522 0.98227839
0.49616391 0.98106414
0.49487782 0.97981446
0.49359173 0.97853028
0.49230565 0.97721793
0.49101956 0.97588524
0.48973347 0.97454252
0.48844738 0.97320499
0.48716129 0.97188818
0.48587521 0.97059963
0.48460390 0.96933454
0.48331781 0.96806967
0.48203172 0.96677368
0.48074564 0.96544092
0.47945955 0.96408713
0.47817346 0.96273317
0.47688737 0.96139507
0.47560128 0.96007822
0.47431520 0.95877037
0.47302911 0.95744120
0.47174302 0.95606344
0.47045693 0.95461937
0.46917084 0.95311311
0.46789954 0.95159120
0.46661345 0.95010631
0.46532736 0.94867992
0.46404127 0.94727078
0.46275519 0.94578609
0.46146910 0.94421496
0.46018301 0.94262090
0.45889692 0.94106809
0.45761083 0.93959849
0.45632474 0.93819810
0.45503866 0.93683147
0.45375257 0.93549166
0.45246648 0.93419944
0.45118039 0.93298945
0.44989430 0.93182555
0.44860822 0.93059578
0.44732213 0.92925261
0.44603604 0.92782282
0.44474995 0.92637122
0.44346386 0.92495955
0.44217778 0.92360195
0.44089169 0.92228408
0.43960560 0.92098229
0.43831951 0.91968267
0.43703342 0.91837943
0.43574734 0.91706705
0.43446125 0.91574565
0.43317516 0.91441432
0.43188907 0.91307384
0.43060298 0.91173523
0.42931690 0.91041644
0.42803081 0.90912969
0.42674472 0.90787543
0.42545863 0.90664625
0.42417254 0.90545507
0.42288645 0.90433754
0.42160037 0.90332087
0.42031428 0.90236582
0.41902819 0.90135673
0.41774210 0.90024015
0.41645601 0.89905824
0.41516993 0.89787466
0.41388384 0.89671841
0.41259775 0.89557806
0.41131166 0.89446133
0.41002557 0.89339478
0.40873949 0.89238303
0.40745340 0.89139096
0.40616731 0.89037976
0.40488122 0.88934538
0.40359513 0.88830540
0.40230905 0.88730814
0.40102296 0.88641118
0.39973687 0.88561488
0.39843600 0.88487470
0.39714991 0.88414503
0.39586382 0.88340489
0.39457773 0.88265367
0.39329165 0.88189490
0.39200556 0.88113173
0.39071947 0.88035987
0.38943338 0.87957441
0.38814729 0.87877889
0.38686121 0.87798615
0.38557512 0.87721474
0.38428903 0.87648698
0.38298816 0.87582596
0.38170207 0.87523759
0.38041598 0.87469580
0.37912989 0.87416617
0.37784381 0.87363594
0.37655772 0.87310837
0.37527163 0.87258486
0.37398554 0.87206192
0.37269945 0.87153489
0.37139858 0.87098977
0.37011250 0.87042314
0.36882641 0.86986375
0.36754032 0.86934228
0.36625423 0.86887646
0.36496814 0.86846143
0.36368206 0.86807424
0.36238118 0.86769395
0.36109510 0.86730774
0.35980901 0.86691646
0.35852292 0.86652231
0.35723683 0.86612017
0.35595074 0.86571141
0.35466466 0.86531288
0.35336379 0.86494065
0.35207770 0.86460126
0.35079161 0.86428369
0.34950552 0.86396829
0.34821943 0.86365508
0.34693335 0.86333956
0.34563247 0.86300915
0.34434639 0.86266180
0.34306030 0.86229598
0.34177421 0.86191108
0.34048812 0.86150646
0.33918725 0.86107910
0.33790116 0.86062527
0.33661508 0.86013972
0.33532899 0.85962125
0.33404290 0.85907965
0.33275681 0.85853038
0.33145594 0.85798026
0.33016985 0.85742105
0.32888376 0.85683436
0.32759768 0.85619284
0.32629681 0.85546416
0.32501072 0.85462686
0.32372463 0.85367247
0.32243854 0.85261409
0.32115245 0.85148501
0.31985158 0.85031102
0.31856549 0.84911464
0.31727941 0.84791433
0.31599332 0.84670847
0.31469245 0.84547536
0.31340636 0.84419835
0.31212027 0.84287448
0.31083418 0.84149587
0.30953331 0.84003755
0.30824722 0.83846787
0.30696114 0.83676703
0.30567505 0.83494389
0.30437418 0.83303665
0.30308809 0.83108463
0.30180200 0.82911361
0.30051591 0.82711942
0.29921504 0.82507203
0.29792895 0.82294064
0.29664287 0.82071155
0.29534200 0.81840057
0.29405591 0.81604571
0.29276982 0.81367723
0.29148373 0.81130747
0.29018286 0.80892320
0.28889677 0.80646670
0.28761068 0.80387308
0.28630981 0.80115298
0.28502373 0.79836592
0.28373764 0.79557423
0.28243677 0.79280110
0.28115068 0.78999719
0.27986459 0.78710867
0.27857850 0.78410364
0.27727763 0.78097526
0.27599154 0.77774452
0.27470546 0.77446484
0.27340459 0.77118671
0.27211850 0.76792560
0.27083241 0.76465959
0.26953154 0.76133321
0.26824545 0.75789512
0.26695936 0.75432350
0.26565849 0.75064037
0.26437240 0.74689867
0.26307153 0.74312926
0.26178545 0.73933765
0.26049936 0.73552141
0.25919849 0.73167011
0.25791240 0.72777128
0.25662631 0.72381443
0.25532544 0.71980081
0.25403935 0.71573891
0.25275326 0.71164273
0.25145239 0.70752671
0.25016630 0.70339450
0.24886543 0.69924469
0.24757935 0.69507378
0.24629326 0.69087594
0.24499239 0.68664892
0.24370630 0.68239093
0.24240543 0.67809461
0.24111934 0.67375654
0.23983325 0.66938498
0.23853238 0.66499751
0.23724629 0.66061459
0.23594542 0.65625015
0.23465933 0.65190337
0.23337325 0.64756319
0.23207238 0.64321589
0.23078629 0.63884704
0.22948542 0.63444399
0.22819933 0.62999874
0.22689846 0.62550861
0.22561237 0.62098986
0.22432628 0.61647670
0.22302541 0.61198668
0.22173932 0.60751784
0.22043845 0.60306096
0.21915236 0.59860514
0.21785149 0.59414149
0.21656541 0.58966976
0.21526454 0.58520005
0.21397845 0.58074568
0.21267758 0.57632664
0.21139149 0.57195823
0.21009062 0.56761450
0.20880453 0.56324628
0.20750366 0.55881825
0.20621757 0.55435916
0.20493148 0.54997546
0.20363061 0.54571269
0.20234452 0.54154543
0.20104365 0.53744088
0.19975757 0.53336213
0.19845669 0.52930934
0.19717061 0.52530194
0.19586974 0.52132837
0.19458365 0.51734917
0.19328278 0.51329649
0.19199669 0.50917437
0.19069582 0.50509382
0.18939495 0.50112227
0.18810886 0.49725252
0.18680799 0.49343147
0.18552190 0.48960612
0.18422103 0.48576833
0.18293494 0.48193569
0.18163407 0.47812970
0.18034798 0.47435710
0.17904711 0.47061609
0.17776102 0.46690477
0.17646015 0.46322004
0.17517407 0.45956282
0.17387319 0.45593651
0.17257232 0.45234516
0.17128624 0.44879287
0.16998537 0.44528468
0.16869928 0.44182276
0.16739841 0.43840771
0.16611232 0.43501238
0.16481145 0.43157048
0.16351058 0.42800704
0.16222449 0.42432138
0.16092362 0.42062870
0.15963753 0.41700146
0.15833666 0.41342298
0.15703579 0.40985787
0.15574970 0.40629708
0.15444883 0.40277337
0.15316274 0.39929188
0.15186187 0.39581873
0.15056100 0.39233545
0.14927491 0.38886991
0.14797404 0.38546273
0.14668795 0.38213007
0.14538708 0.37887282
0.14408621 0.37564574
0.14280012 0.37236117
0.14149925 0.36898676
0.14019838 0.36555402
0.13891229 0.36211055
0.13761142 0.35868365
0.13632534 0.35527663
0.13502447 0.35188571
0.13372359 0.34850705
0.13243751 0.34514705
0.13113664 0.34181791
0.12983577 0.33851172
0.12854968 0.33687366
0.12724881 0.33360602
0.12594794 0.33034966
0.12466185 0.32710458
0.12336098 0.32387073
0.12206011 0.32064810
0.12075924 0.31743666
0.11947315 0.31423637
0.11817228 0.31104723
0.11687141 0.30786919
0.11558532 0.30470224
0.11428445 0.30154634
0.11298358 0.29840147
0.11169749 0.29526761
0.11039662 0.29214472
0.10909575 0.28903278
0.10779488 0.28593176
0.10650879 0.28284164
0.10520792 0.27976238
0.10390705 0.27669395
0.10260618 0.27363633
0.10132009 0.27058947
0.10001922 0.26755336
0.09871835 0.26452796
0.09743226 0.26151322
0.09613139 0.25850912
0.09483052 0.25551562
0.09352965 0.25253268
0.09224356 0.24956025
0.09094269 0.24659830
0.08964182 0.24364678
0.08834095 0.24070564
0.08704008 0.23777483
0.08575399 0.23485430
0.08445312 0.23194400
0.08315225 0.22904386
0.08185138 0.22615383
0.08056529 0.22327384
0.07926442 0.22040381
0.07796355 0.21754369
0.07666268 0.21469339
0.07536180 0.21185282
0.07407572 0.20902190
0.07277485 0.20620054
0.07147398 0.20338864
0.07017310 0.20058609
0.06887223 0.19779278
0.06757136 0.19500860
0.06628528 0.19223340
0.06498440 0.18946707
0.06368353 0.18670944
0.06238266 0.18396038
0.06108179 0.18121970
0.05978092 0.17848725
0.05849483 0.17576282
0.05719396 0.17304621
0.05589309 0.17033721
0.05459222 0.16763559
0.05329135 0.16494110
0.05199048 0.16225347
0.05068961 0.15957241
0.04940352 0.15689763
0.04810265 0.15422878
0.04680178 0.15156552
0.04550091 0.14890747
0.04420004 0.14625421
0.04289917 0.14360530
0.04159830 0.14096027
0.04029743 0.13831860
0.03901134 0.13567972
0.03771047 0.13304305
0.03640960 0.13040792
0.03510873 0.12777362
0.03380786 0.12513939
0.03250698 0.12250438
0.03120611 0.11986768
0.02990524 0.11722829
0.02860437 0.11458511
0.02730350 0.11193693
0.02600263 0.10928245
0.02470176 0.10662019
0.02341567 0.10394856
0.02211480 0.10126575
0.02081393 0.09856979
0.01951306 0.09585846
0.01821219 0.09312925
0.01691132 0.09037938
0.01561045 0.08760566
0.01430958 0.08480449
0.01300871 0.08197172
0.01170784 0.07910258
0.01040697 0.07619155
0.00910609 0.07323211
0.00780522 0.07021660
0.00650435 0.06713580
0.00520348 0.06397855
0.00390261 0.06073109
0.00260174 0.05737617
0.00130087 0.05389163
0.00000000 0.05024827
-0.00000000 0.04316664
-0.00130087 0.03412086
-0.00260335 0.02931934
-0.00390746 0.02393759
-0.00521317 0.01962033
-0.00652048 0.01495982
-0.00782941 0.01078742
-0.00913993 0.00518200
-0.01045207 nan
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00299182
-0.01571644 0.00946114
-0.01703653 0.01434890
-0.01835824 0.01915854
-0.01968143 0.02393759
-0.02100625 0.02870179
-0.02233255 0.03372466
-0.02366047 0.03879147
-0.02499002 0.04388761
-0.02632105 0.04891295
-0.02765326 0.05330178
-0.02898739 0.05680688
-0.03032315 0.05943300
-0.03166038 0.06165790
-0.03299939 0.06366483
-0.03433973 0.06547374
-0.03568185 0.06730116
-0.03702529 0.06895039
-0.03837051 0.07062509
-0.03971706 0.07226132
-0.04106524 0.07392252
-0.04241504 0.07554754
-0.04376617 0.07725526
-0.04511893 0.07881230
-0.04647316 0.08005886
-0.04782902 0.08095352
-0.04918636 0.08161816
-0.05054518 0.08227750
-0.05190548 0.08287734
-0.05326740 0.08347292
-0.05463080 0.08406433
-0.05599568 0.08465166
-0.05736204 0.08518213
-0.05872988 0.08570936
-0.06009919 0.08628565
-0.06146998 0.08680626
-0.06284240 0.08732382
-0.06421615 0.08783836
-0.06559138 0.08840095
-0.06696823 0.08896003
-0.06834642 0.08961633
-0.06972608 0.09021797
-0.07110722 0.09086532
-0.07248984 0.09145886
-0.07387393 0.09209761
-0.07525951 0.09273203
-0.07664641 0.09331388
-0.07803480 0.09394021
-0.07942466 0.09456246
-0.08081600 0.09513329
-0.08220867 0.09574791
-0.08360282 0.09631182
-0.08499845 0.09691909
-0.08639541 0.09747635
-0.08779384 0.09803049
-0.08919376 0.09862735
-0.09059500 0.09917517
-0.09199772 0.09972004
-0.09340178 0.10026199
-0.09480731 0.10084588
-0.09621417 0.10138193
-0.09762236 0.10191521
-0.09903203 0.10244576
-0.10044304 0.10292974
-0.10185551 0.10345519
-0.10326932 0.10397804
-0.10468446 0.10449831
-0.10610108 0.10501607
-0.10751888 0.10548848
-0.10893816 0.10600149
-0.11035892 0.10655452
-0.11178086 0.10706253
-0.11320413 0.10756818
-0.11462888 0.10807152
-0.11605496 0.10857258
-0.11748222 0.10902990
-0.11891096 0.10952666
-0.12034104 0.10998009
-0.12177229 0.11047268
-0.12320502 0.11092233
-0.12463893 0.11137021
-0.12607433 0.11185680
-0.12751090 0.11230103
-0.12894881 0.11274356
-0.13038804 0.11318439
-0.13182846 0.11362355
-0.13327021 0.11402135
-0.13471344 0.11445738
-0.13615770 0.11489179
-0.13760344 0.11532460
-0.13905022 0.11571669
-0.14049847 0.11614650
-0.14194791 0.11653589
-0.14339867 0.11696276
-0.14485062 0.11738812
-0.14630375 0.11777351
-0.14775822 0.11815767
-0.14921430 0.11857885
-0.15067039 0.11896048
-0.15212944 0.11937890
-0.15358848 0.11975804
-0.15504900 0.12017375
-0.15651101 0.12055046
-0.15797449 0.12092602
-0.15943796 0.12133783
-0.16090440 0.12171103
-0.16237084 0.12212027
-0.16383875 0.12249114
-0.16530667 0.12289785
-0.16677754 0.12326645
-0.16824841 0.12367068
-0.16972223 0.12403704
-0.17119606 0.12443884
-0.17266989 0.12480301
-0.17414667 0.12520241
-0.17562346 0.12556443
-0.17710172 0.12596149
-0.17858146 0.12635733
-0.18006268 0.12675198
-0.18154390 0.12710971
-0.18302659 0.12750209
-0.18451077 0.12789330
-0.18599642 0.12828336
-0.18748355 0.12867226
-0.18897069 0.12909523
-0.19045930 0.12948177
-0.19194791 0.12986719
-0.19343947 0.13025151
-0.19493104 0.13063473
-0.19642408 0.13101686
-0.19791861 0.13139792
-0.19941313 0.13174341
-0.20090913 0.13212244
-0.20240661 0.13250042
-0.20390557 0.13284313
-0.20540453 0.13318498
-0.20690496 0.13356005
-0.20840540 0.13390013
-0.20990879 0.13423938
-0.21141218 0.13457781
-0.21291705 0.13491541
