# s/c    M_is
0.65132231 0.92964782
0.65005100 0.92968487
0.64876491 0.92970861
0.64749361 0.92971574
0.64620752 0.92970373
0.64492143 0.92966998
0.64365012 0.92961212
0.64236404 0.92952590
0.64107795 0.92940374
0.63980664 0.92924034
0.63852056 0.92903851
0.63723447 0.92880812
0.63596316 0.92856423
0.63467707 0.92831983
0.63339099 0.92808972
0.63211968 0.92789197
0.63083359 0.92773499
0.62954750 0.92762181
0.62827620 0.92754909
0.62699011 0.92749416
0.62571880 0.92742208
0.62443272 0.92730774
0.62314663 0.92714412
0.62187532 0.92693679
0.62058924 0.92669819
0.61930315 0.92644165
0.61801706 0.92617227
0.61674575 0.92589385
0.61545967 0.92560998
0.61417358 0.92531531
0.61290227 0.92499990
0.61161618 0.92465696
0.61033010 0.92429209
0.60905879 0.92392486
0.60777270 0.92358212
0.60648661 0.92328009
0.60521531 0.92301199
0.60392922 0.92276196
0.60264313 0.92250571
0.60137183 0.92221514
0.60008574 0.92187642
0.59879965 0.92148846
0.59751356 0.92106075
0.59624226 0.92061426
0.59495617 0.92017906
0.59367008 0.91977913
0.59239878 0.91941857
0.59111269 0.91908041
0.58982660 0.91873851
0.58854051 0.91838398
0.58726921 0.91802134
0.58598312 0.91766601
0.58469703 0.91734358
0.58341094 0.91706830
0.58213964 0.91684118
0.58085355 0.91665422
0.57956746 0.91648052
0.57829616 0.91628097
0.57701007 0.91603409
0.57572398 0.91573191
0.57443789 0.91537530
0.57316659 0.91497724
0.57188050 0.91455454
0.57059441 0.91413008
0.56930832 0.91372827
0.56803702 0.91336225
0.56675093 0.91303475
0.56546484 0.91274166
0.56417875 0.91247422
0.56289266 0.91221611
0.56162136 0.91194318
0.56033527 0.91164168
0.55904918 0.91131037
0.55776309 0.91096909
0.55649179 0.91064882
0.55520570 0.91036144
0.55391961 0.91009852
0.55263352 0.90983241
0.55134744 0.90952808
0.55007613 0.90917441
0.54879004 0.90877860
0.54750395 0.90836479
0.54621787 0.90797319
0.54494656 0.90761209
0.54366047 0.90726767
0.54237438 0.90691887
0.54108830 0.90653164
0.53980221 0.90608181
0.53853090 0.90558526
0.53724481 0.90509213
0.53595873 0.90463947
0.53467264 0.90424208
0.53338655 0.90388053
0.53210046 0.90349821
0.53082916 0.90306067
0.52954307 0.90257092
0.52825698 0.90206633
0.52697089 0.90160247
0.52568480 0.90119908
0.52439872 0.90085071
0.52312741 0.90052865
0.52184132 0.90018105
0.52055524 0.89977809
0.51926915 0.89931346
0.51798306 0.89879657
0.51669697 0.89825355
0.51542567 0.89771235
0.51413958 0.89719354
0.51285349 0.89670365
0.51156740 0.89623727
0.51028131 0.89577890
0.50899523 0.89530722
0.50770914 0.89481285
0.50643783 0.89429812
0.50515174 0.89377419
0.50386566 0.89325720
0.50257957 0.89275181
0.50129348 0.89225438
0.50000739 0.89175863
0.49872130 0.89125486
0.49743522 0.89073181
0.49616391 0.89018200
0.49487782 0.88960148
0.49359173 0.88899114
0.49230565 0.88835684
0.49101956 0.88770759
0.48973347 0.88705686
0.48844738 0.88641834
0.48716129 0.88580613
0.48587521 0.88522466
0.48460390 0.88466549
0.48331781 0.88410512
0.48203172 0.88351181
0.48074564 0.88288130
0.47945955 0.88223050
0.47817346 0.88158100
0.47688737 0.88095075
0.47560128 0.88034223
0.47431520 0.87973986
0.47302911 0.87911270
0.47174302 0.87843389
0.47045693 0.87768636
0.46917084 0.87688180
0.46789954 0.87607060
0.46661345 0.87529449
0.46532736 0.87456654
0.46404127 0.87384121
0.46275519 0.87302595
0.46146910 0.87211373
0.46018301 0.87117261
0.45889692 0.87026992
0.45761083 0.86944773
0.45632474 0.86869169
0.45503866 0.86797287
0.45375257 0.86729370
0.45246648 0.86666566
0.45118039 0.86610918
0.44989430 0.86558461
0.44860822 0.86498192
0.44732213 0.86425789
0.44603604 0.86344625
0.44474995 0.86261484
0.44346386 0.86181884
0.44217778 0.86107138
0.44089169 0.86035919
0.43960560 0.85965610
0.43831951 0.85894742
0.43703342 0.85822697
0.43574734 0.85748887
0.43446125 0.85673311
0.43317516 0.85595880
0.43188907 0.85516726
0.43060298 0.85436990
0.42931690 0.85358346
0.42803081 0.85282089
0.42674472 0.85208258
0.42545863 0.85136894
0.42417254 0.85070419
0.42288645 0.85010930
0.42160037 0.84959633
0.42031428 0.84912250
0.41902819 0.84857700
0.41774210 0.84791619
0.41645601 0.84718080
0.41516993 0.84643090
0.41388384 0.84569465
0.41259775 0.84496533
0.41131166 0.84425434
0.41002557 0.84358419
0.40873949 0.84295443
0.40745340 0.84232955
0.40616731 0.84167631
0.40488122 0.84099241
0.40359513 0.84030419
0.40230905 0.83966475
0.40102296 0.83911775
0.39973687 0.83866025
0.39843600 0.83825204
0.39714991 0.83784868
0.39586382 0.83742919
0.39457773 0.83699276
0.39329165 0.83654380
0.39200556 0.83608453
0.39071947 0.83561107
0.38943338 0.83511993
0.38814729 0.83461687
0.38686121 0.83411558
0.38557512 0.83363465
0.38428903 0.83319757
0.38298816 0.83282431
0.38170207 0.83251549
0.38041598 0.83224583
0.37912989 0.83198226
0.37784381 0.83171268
0.37655772 0.83144090
0.37527163 0.83116780
0.37398554 0.83089304
0.37269945 0.83061152
0.37139858 0.83031169
0.37011250 0.82999396
0.36882641 0.82968355
0.36754032 0.82941124
0.36625423 0.82919222
0.36496814 0.82902106
0.36368206 0.82887645
0.36238118 0.82873523
0.36109510 0.82858787
0.35980901 0.82843462
0.35852292 0.82827428
0.35723683 0.82810355
0.35595074 0.82792607
0.35466466 0.82775826
0.35336379 0.82761762
0.35207770 0.82750955
0.35079161 0.82742202
0.34950552 0.82733979
0.34821943 0.82725992
0.34693335 0.82717387
0.34563247 0.82707002
0.34434639 0.82694834
0.34306030 0.82680751
0.34177421 0.82664703
0.34048812 0.82646711
0.33918725 0.82626532
0.33790116 0.82603820
0.33661508 0.82578036
0.33532899 0.82549140
0.33404290 0.82518087
0.33275681 0.82486528
0.33145594 0.82454836
0.33016985 0.82422236
0.32888376 0.82386785
0.32759768 0.82345095
0.32629681 0.82294347
0.32501072 0.82232745
0.32372463 0.82159378
0.32243854 0.82075608
0.32115245 0.81984910
0.31985158 0.81890077
0.31856549 0.81793433
0.31727941 0.81696780
0.31599332 0.81599697
0.31469245 0.81500381
0.31340636 0.81397229
0.31212027 0.81289233
0.31083418 0.81175321
0.30953331 0.81052981
0.30824722 0.80919151
0.30696114 0.80772271
0.30567505 0.80613570
0.30437418 0.80446973
0.30308809 0.80276221
0.30180200 0.80103609
0.30051591 0.79928340
0.29921504 0.79747128
0.29792895 0.79557301
0.29664287 0.79357897
0.29534200 0.79150710
0.29405591 0.78939818
0.29276982 0.78727898
0.29148373 0.78515914
0.29018286 0.78301792
0.28889677 0.78079367
0.28761068 0.77844061
0.28630981 0.77597439
0.28502373 0.77344298
0.28373764 0.77089722
0.28243677 0.76836112
0.28115068 0.76579351
0.27986459 0.76313671
0.27857850 0.76036421
0.27727763 0.75746819
0.27599154 0.75446908
0.27470546 0.75142607
0.27340459 0.74838656
0.27211850 0.74536545
0.27083241 0.74233614
0.26953154 0.73923482
0.26824545 0.73601702
0.26695936 0.73266604
0.26565849 0.72920232
0.26437240 0.72567832
0.26307153 0.72212611
0.26178545 0.71855466
0.26049936 0.71496172
0.25919849 0.71133368
0.25791240 0.70765511
0.25662631 0.70391624
0.25532544 0.70011782
0.25403935 0.69626791
0.25275326 0.69238048
0.25145239 0.68847212
0.25016630 0.68454772
0.24886543 0.68060681
0.24757935 0.67664525
0.24629326 0.67265333
0.24499239 0.66862784
0.24370630 0.66456627
0.24240543 0.66046199
0.24111934 0.65631409
0.23983325 0.65213401
0.23853238 0.64794062
0.23724629 0.64375400
0.23594542 0.63958593
0.23465933 0.63543531
0.23337325 0.63129024
0.23207238 0.62713340
0.23078629 0.62294982
0.22948542 0.61872480
0.22819933 0.61445009
0.22689846 0.61012593
0.22561237 0.60577040
0.22432628 0.60142036
0.22302541 0.59709320
0.22173932 0.59278663
0.22043845 0.58849022
0.21915236 0.58419013
0.21785149 0.57987812
0.21656541 0.57555487
0.21526454 0.57123302
0.21397845 0.56692811
0.21267758 0.56266175
0.21139149 0.55844025
0.21009062 0.55422674
0.20880453 0.54997680
0.20750366 0.54566179
0.20621757 0.54131794
0.20493148 0.53705781
0.20363061 0.53292805
0.20234452 0.52890061
0.20104365 0.52493886
0.19975757 0.52100393
0.19845669 0.51709643
0.19717061 0.51322824
0.19586974 0.50937312
0.19458365 0.50549591
0.19328278 0.50154158
0.19199669 0.49752085
0.19069582 0.49354898
0.18939495 0.48969307
0.18810886 0.48593908
0.18680799 0.48222805
0.18552190 0.47851165
0.18422103 0.47478124
0.18293494 0.47105198
0.18163407 0.46734863
0.18034798 0.46367941
0.17904711 0.46004295
0.17776102 0.45643760
0.17646015 0.45286072
0.17517407 0.44931378
0.17387319 0.44580064
0.17257232 0.44232589
0.17128624 0.43889516
0.16998537 0.43551134
0.16869928 0.43217708
0.16739841 0.42888283
0.16611232 0.42558060
0.16481145 0.42221447
0.16351058 0.41872505
0.16222449 0.41511864
0.16092362 0.41151180
0.15963753 0.40796997
0.15833666 0.40447706
0.15703579 0.40100034
0.15574970 0.39753231
0.15444883 0.39410183
0.15316274 0.39070832
0.15186187 0.38732149
0.15056100 0.38392922
0.14927491 0.38056131
0.14797404 0.37725817
0.14668795 0.37403659
0.14538708 0.37088314
0.14408621 0.36774102
0.14280012 0.36453784
0.14149925 0.36124651
0.14019838 0.35789477
0.13891229 0.35453115
0.13761142 0.35118418
0.13632534 0.34785816
0.13502447 0.34454886
0.13372359 0.34125433
0.13243751 0.33798182
0.13113664 0.33474110
0.12983577 0.33152298
0.12854968 0.32992466
0.12724881 0.32673596
0.12594794 0.32355786
0.12466185 0.32039032
0.12336098 0.31723334
0.12206011 0.31408689
0.12075924 0.31095094
0.11947315 0.30782549
0.11817228 0.30471050
0.11687141 0.30160595
0.11558532 0.29851183
0.11428445 0.29542812
0.11298358 0.29235479
0.11169749 0.28929181
0.11039662 0.28623918
0.10909575 0.28319687
0.10779488 0.28016485
0.10650879 0.27714311
0.10520792 0.27413161
0.10390705 0.27113034
0.10260618 0.26813928
0.10132009 0.26515839
0.10001922 0.26218765
0.09871835 0.25922704
0.09743226 0.25627653
0.09613139 0.25333608
0.09483052 0.25040567
0.09352965 0.24748527
0.09224356 0.24457485
0.09094269 0.24167436
0.08964182 0.23878377
0.08834095 0.23590305
0.08704008 0.23303216
0.08575399 0.23017105
0.08445312 0.22731967
0.08315225 0.22447799
0.08185138 0.22164595
0.08056529 0.21882349
0.07926442 0.21601056
0.07796355 0.21320710
0.07666268 0.21041305
0.07536180 0.20762834
0.07407572 0.20485289
0.07277485 0.20208663
0.07147398 0.19932948
0.07017310 0.19658135
0.06887223 0.19384214
0.06757136 0.19111176
0.06628528 0.18839010
0.06498440 0.18567705
0.06368353 0.18297248
0.06238266 0.18027626
0.06108179 0.17758826
0.05978092 0.17490833
0.05849483 0.17223630
0.05719396 0.16957201
0.05589309 0.16691528
0.05459222 0.16426590
0.05329135 0.16162366
0.05199048 0.15898835
0.05068961 0.15635972
0.04940352 0.15373751
0.04810265 0.15112143
0.04680178 0.14851118
0.04550091 0.14590645
0.04420004 0.14330688
0.04289917 0.14071209
0.04159830 0.13812167
0.04029743 0.13553518
0.03901134 0.13295216
0.03771047 0.13037207
0.03640960 0.12779436
0.03510873 0.12521842
0.03380786 0.12264360
0.03250698 0.12006916
0.03120611 0.11749433
0.02990524 0.11491826
0.02860437 0.11233999
0.02730350 0.10975851
0.02600263 0.10717268
0.02470176 0.10458125
0.02341567 0.10198285
0.02211480 0.09937596
0.02081393 0.09675888
0.01951306 0.09412973
0.01821219 0.09148638
0.01691132 0.08882647
0.01561045 0.08614730
0.01430958 0.08344585
0.01300871 0.08071864
0.01170784 0.07796168
0.01040697 0.07517037
0.00910609 0.07233933
0.00780522 0.06946226
0.00650435 0.06653167
0.00520348 0.06353853
0.00390261 0.06047188
0.00260174 0.05731812
0.00130087 0.05406010
0.00000000 0.05067568
-0.00000000 0.04281668
-0.00130087 0.03500236
-0.00260335 0.02993876
-0.00390746 0.02464616
-0.00521317 0.02020491
-0.00652048 0.01577682
-0.00782941 0.01180600
-0.00913993 0.00705529
-0.01045207 0.00000000
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00546498
-0.01571644 0.01046483
-0.01703653 0.01513252
-0.01835824 0.01945153
-0.01968143 0.02403231
-0.02100625 0.02875046
-0.02233255 0.03369678
-0.02366047 0.03852682
-0.02499002 0.04339502
-0.02632105 0.04818699
-0.02765326 0.05235512
-0.02898739 0.05568113
-0.03032315 0.05822313
-0.03166038 0.06032911
-0.03299939 0.06228432
-0.03433973 0.06410249
-0.03568185 0.06579496
-0.03702529 0.06751936
-0.03837051 0.06912887
-0.03971706 0.07070205
-0.04106524 0.07231048
-0.04241504 0.07388422
-0.04376617 0.07555800
-0.04511893 0.07700114
-0.04647316 0.07822629
-0.04782902 0.07911702
-0.04918636 0.07980998
-0.05054518 0.08043483
-0.05190548 0.08105492
-0.05326740 0.08160901
-0.05463080 0.08215942
-0.05599568 0.08270620
-0.05736204 0.08324944
-0.05872988 0.08378920
-0.06009919 0.08432555
-0.06146998 0.08479949
-0.06284240 0.08532957
-0.06421615 0.08585642
-0.06559138 0.08638009
-0.06696823 0.08695831
-0.06834642 0.08753276
-0.06972608 0.08816038
-0.07110722 0.08878364
-0.07248984 0.08934651
-0.07387393 0.08996166
-0.07525951 0.09057269
-0.07664641 0.09117969
-0.07803480 0.09178274
-0.07942466 0.09238190
-0.08081600 0.09292330
-0.08220867 0.09351527
-0.08360282 0.09410358
-0.08499845 0.09468829
-0.08639541 0.09521677
-0.08779384 0.09579480
-0.08919376 0.09631731
-0.09059500 0.09688888
-0.09199772 0.09745714
-0.09340178 0.09797094
-0.09480731 0.09848210
-0.09621417 0.09904139
-0.09762236 0.09954715
-0.09903203 0.10005040
-0.10044304 0.10055118
-0.10185551 0.10109922
-0.10326932 0.10159492
-0.10468446 0.10208826
-0.10610108 0.10257927
-0.10751888 0.10306798
-0.10893816 0.10355443
-0.11035892 0.10408695
-0.11178086 0.10456876
-0.11320413 0.10504839
-0.11462888 0.10557353
-0.11605496 0.10604871
-0.11748222 0.10652181
-0.11891096 0.10699287
-0.12034104 0.10741509
-0.12177229 0.10788232
-0.12320502 0.10834759
-0.12463893 0.10881090
-0.12607433 0.10922624
-0.12751090 0.10968592
-0.12894881 0.11009803
-0.13038804 0.11050863
-0.13182846 0.11096312
-0.13327021 0.11137060
-0.13471344 0.11177664
-0.13615770 0.11218123
-0.13760344 0.11262912
-0.13905022 0.11303073
-0.14049847 0.11343095
-0.14194791 0.11382980
-0.14339867 0.11422729
-0.14485062 0.11462343
-0.14630375 0.11501824
-0.14775822 0.11541173
-0.14921430 0.11580392
-0.15067039 0.11615145
-0.15212944 0.11654120
-0.15358848 0.11692969
-0.15504900 0.11731693
-0.15651101 0.11770292
-0.15797449 0.11808768
-0.15943796 0.11847122
-0.16090440 0.11885356
-0.16237084 0.11919241
-0.16383875 0.11957250
-0.16530667 0.11995141
-0.16677754 0.12032916
-0.16824841 0.12070577
-0.16972223 0.12108123
-0.17119606 0.12145556
-0.17266989 0.12182877
-0.17414667 0.12220087
-0.17562346 0.12257187
-0.17710172 0.12294178
-0.17858146 0.12331061
-0.18006268 0.12367837
-0.18154390 0.12408575
-0.18302659 0.12445129
-0.18451077 0.12481578
-0.18599642 0.12521957
-0.18748355 0.12558189
-0.18897069 0.12594320
-0.19045930 0.12634349
-0.19194791 0.12674254
-0.19343947 0.12710065
-0.19493104 0.12745778
-0.19642408 0.12785345
-0.19791861 0.12820855
-0.19941313 0.12856269
-0.20090913 0.12891589
-0.20240661 0.12926815
-0.20390557 0.12961948
-0.20540453 0.12996990
-0.20690496 0.13031940
-0.20840540 0.13062930
-0.20990879 0.13097709
-0.21141218 0.13128549
-0.21291705 0.13163160
