# s/c    M_iso
1.15656274 0.87063362
1.15529144 0.87076282
1.15402013 0.87108560
1.15274883 0.87139053
1.15147752 0.87173683
1.15020622 0.87210814
1.14893491 0.87249540
1.14766361 0.87289193
1.14639230 0.87330440
1.14512100 0.87374837
1.14384969 0.87422555
1.14257838 0.87472738
1.14130708 0.87523662
1.14002099 0.87572460
1.13874969 0.87614881
1.13747838 0.87648302
1.13620707 0.87673137
1.13493577 0.87690991
1.13366446 0.87703397
1.13239316 0.87711747
1.13112185 0.87717832
1.12985055 0.87723072
1.12857924 0.87728681
1.12730794 0.87735802
1.12603663 0.87745389
1.12475054 0.87758284
1.12347924 0.87774892
1.12220793 0.87794912
1.12093663 0.87817400
1.11966532 0.87841186
1.11839402 0.87865341
1.11712271 0.87889298
1.11585141 0.87912731
1.11458010 0.87935513
1.11330879 0.87957547
1.11203749 0.87978792
1.11075140 0.87999239
1.10948010 0.88018889
1.10820879 0.88037768
1.10693748 0.88055906
1.10566618 0.88073335
1.10439487 0.88090091
1.10312357 0.88106233
1.10185226 0.88121845
1.10058096 0.88137059
1.09930965 0.88152054
1.09802356 0.88167006
1.09675226 0.88182111
1.09548095 0.88197553
1.09420965 0.88213511
1.09293834 0.88230177
1.09166704 0.88247680
1.09039573 0.88266122
1.08912443 0.88285572
1.08783834 0.88306006
1.08656703 0.88327380
1.08529573 0.88349563
1.08402442 0.88372452
1.08275312 0.88395830
1.08148181 0.88419140
1.08021050 0.88441828
1.07893920 0.88463676
1.07766789 0.88485139
1.07638181 0.88507084
1.07511050 0.88530216
1.07383919 0.88554794
1.07256789 0.88580804
1.07129658 0.88608159
1.07002528 0.88636663
1.06875397 0.88666071
1.06746788 0.88696107
1.06619658 0.88726578
1.06492527 0.88757427
1.06365397 0.88788734
1.06238266 0.88820543
1.06111136 0.88852781
1.05984005 0.88885196
1.05856875 0.88917426
1.05728266 0.88949445
1.05601135 0.88981479
1.05474005 0.89013762
1.05346874 0.89046527
1.05219744 0.89079845
1.05092613 0.89113666
1.04965483 0.89148008
1.04836874 0.89182841
1.04709743 0.89218097
1.04582613 0.89253696
1.04455482 0.89289551
1.04328352 0.89325686
1.04201221 0.89362167
1.04072612 0.89399052
1.03945482 0.89436335
1.03818351 0.89473962
1.03691221 0.89511856
1.03564090 0.89549891
1.03436960 0.89587960
1.03309829 0.89626086
1.03181220 0.89664416
1.03054090 0.89703112
1.02926959 0.89742302
1.02799829 0.89782101
1.02672698 0.89822617
1.02545567 0.89864013
1.02416959 0.89906358
1.02289828 0.89949453
1.02162698 0.89992831
1.02035567 0.90035959
1.01908436 0.90078521
1.01779828 0.90120469
1.01652697 0.90161890
1.01525567 0.90202893
1.01398436 0.90243569
1.01271305 0.90283987
1.01144175 0.90324193
1.01015566 0.90364194
1.00888436 0.90403993
1.00761305 0.90443569
1.00634174 0.90482833
1.00507044 0.90521713
1.00378435 0.90560117
1.00251305 0.90597985
1.00124174 0.90635402
0.99997043 0.90672563
0.99869913 0.90709734
0.99742782 0.90747128
0.99614174 0.90784782
0.99487043 0.90822708
0.99359912 0.90861037
0.99232782 0.90899946
0.99105651 0.90939568
0.98977043 0.90979956
0.98849912 0.91021077
0.98722781 0.91062770
0.98595651 0.91104816
0.98468520 0.91146941
0.98339912 0.91188892
0.98212781 0.91230394
0.98085651 0.91271069
0.97958520 0.91310754
0.97829911 0.91349427
0.97702781 0.91387304
0.97575650 0.91424781
0.97448520 0.91462277
0.97321389 0.91500256
0.97192780 0.91538967
0.97065650 0.91578580
0.96938519 0.91619193
0.96811389 0.91660742
0.96682780 0.91702950
0.96555649 0.91745333
0.96428519 0.91787435
0.96301388 0.91828910
0.96174258 0.91869444
0.96045649 0.91908513
0.95918518 0.91945382
0.95791388 0.91979625
0.95664257 0.92011915
0.95535648 0.92043742
0.95408518 0.92076414
0.95281387 0.92110634
0.95154257 0.92146405
0.95025648 0.92183566
0.94898517 0.92222038
0.94771387 0.92261721
0.94644256 0.92302462
0.94515647 0.92343997
0.94388517 0.92386040
0.94261386 0.92428198
0.94134256 0.92469732
0.94005647 0.92509528
0.93878516 0.92546647
0.93751386 0.92581086
0.93624255 0.92613579
0.93495647 0.92645152
0.93368516 0.92676883
0.93241385 0.92709444
0.93114255 0.92743189
0.92985646 0.92778298
0.92858516 0.92814911
0.92731385 0.92853233
0.92604254 0.92893415
0.92475646 0.92935548
0.92348515 0.92979303
0.92221385 0.93023972
0.92094254 0.93068620
0.91965645 0.93112284
0.91838515 0.93154653
0.91711384 0.93195673
0.91582775 0.93235431
0.91455645 0.93274207
0.91328514 0.93312387
0.91201384 0.93350381
0.91072775 0.93388663
0.90945644 0.93427889
0.90818514 0.93468387
0.90691383 0.93510303
0.90562774 0.93553643
0.90435644 0.93598244
0.90308513 0.93643895
0.90179905 0.93690314
0.90052774 0.93737195
0.89925643 0.93784225
0.89797035 0.93831060
0.89669904 0.93877218
0.89542774 0.93922203
0.89415643 0.93965548
0.89287034 0.94006911
0.89159904 0.94046136
0.89032773 0.94083178
0.88904164 0.94118222
0.88777034 0.94151884
0.88649903 0.94185008
0.88521294 0.94218334
0.88394164 0.94252326
0.88267033 0.94287392
0.88138424 0.94324064
0.88011294 0.94362793
0.87884163 0.94403895
0.87757033 0.94447469
0.87628424 0.94493293
0.87501293 0.94540909
0.87374163 0.94589553
0.87245554 0.94638283
0.87118424 0.94685970
0.86991293 0.94731318
0.86862684 0.94773239
0.86735554 0.94811175
0.86608423 0.94845218
0.86479814 0.94876108
0.86352684 0.94904773
0.86225553 0.94932323
0.86096944 0.94960001
0.85969814 0.94988357
0.85842683 0.95017634
0.85714075 0.95047911
0.85586944 0.95079056
0.85459813 0.95110759
0.85331205 0.95142667
0.85204074 0.95174210
0.85076944 0.95204308
0.84948335 0.95232430
0.84821204 0.95258640
0.84692595 0.95283488
0.84565465 0.95307673
0.84438334 0.95331581
0.84309725 0.95355460
0.84182595 0.95379303
0.84055464 0.95402988
0.83926856 0.95426365
0.83799725 0.95449266
0.83672594 0.95471524
0.83543986 0.95492965
0.83416855 0.95513431
0.83288246 0.95532841
0.83161116 0.95551147
0.83033985 0.95568402
0.82905376 0.95584667
0.82778246 0.95600161
0.82651115 0.95615568
0.82522507 0.95631750
0.82395376 0.95649368
0.82266767 0.95668404
0.82139637 0.95688232
0.82012506 0.95708127
0.81883897 0.95727620
0.81756767 0.95746404
0.81628158 0.95764165
0.81501027 0.95780524
0.81373897 0.95795015
0.81245288 0.95807377
0.81118157 0.95817633
0.80989549 0.95826029
0.80862418 0.95832761
0.80735288 0.95838072
0.80606679 0.95842408
0.80479548 0.95846367
0.80350939 0.95850714
0.80223809 0.95855913
0.80096678 0.95862110
0.79968070 0.95869319
0.79840939 0.95877353
0.79712330 0.95885972
0.79585200 0.95894773
0.79458069 0.95903199
0.79329460 0.95910862
0.79202330 0.95917489
0.79073721 0.95922910
0.78946590 0.95927095
0.78817982 0.95930069
0.78690851 0.95931938
0.78563720 0.95932832
0.78435112 0.95932958
0.78307981 0.95932717
0.78179372 0.95932789
0.78052242 0.95933978
0.77923633 0.95936853
0.77796502 0.95941672
0.77669372 0.95948444
0.77540763 0.95957022
0.77413633 0.95967172
0.77285024 0.95978549
0.77157893 0.95990636
0.77029284 0.96002614
0.76902154 0.96013651
0.76773545 0.96023482
0.76646414 0.96032406
0.76517806 0.96040887
0.76390675 0.96049281
0.76263545 0.96057798
0.76134936 0.96066561
0.76007805 0.96075641
0.75879196 0.96085071
0.75752066 0.96094865
0.75623457 0.96105041
0.75496327 0.96115637
0.75367718 0.96126693
0.75240587 0.96138269
0.75111978 0.96150509
0.74984848 0.96163564
0.74856239 0.96177618
0.74729108 0.96192851
0.74600500 0.96209296
0.74473369 0.96226810
0.74344760 0.96245080
0.74217630 0.96263709
0.74089021 0.96282353
0.73961890 0.96300689
0.73833282 0.96318418
0.73706151 0.96335254
0.73577542 0.96350915
0.73450412 0.96365067
0.73321803 0.96377695
0.73194672 0.96389270
0.73066064 0.96400847
0.72938933 0.96414016
0.72810324 0.96429653
0.72683194 0.96447801
0.72554585 0.96467997
0.72427454 0.96489501
0.72298845 0.96511966
0.72171715 0.96535153
0.72043106 0.96558789
0.71915976 0.96582371
0.71787367 0.96604941
0.71660236 0.96625203
0.71531627 0.96641773
0.71404497 0.96654754
0.71275888 0.96665573
0.71148758 0.96675833
0.71020149 0.96686910
0.70893018 0.96699102
0.70764409 0.96712537
0.70635801 0.96727411
0.70508670 0.96743960
0.70380061 0.96762691
0.70252931 0.96783979
0.70124322 0.96807177
0.69997191 0.96830365
0.69868582 0.96851788
0.69741452 0.96870483
0.69612843 0.96886724
0.69484234 0.96901213
0.69357104 0.96914426
0.69228495 0.96926829
0.69101364 0.96938434
0.68972756 0.96949183
0.68845625 0.96958891
0.68717016 0.96966763
0.68589886 0.96972028
0.68461277 0.96975234
0.68332668 0.96978209
0.68205538 0.96982307
0.68076929 0.96987730
0.67949798 0.96994285
0.67821189 0.97001910
0.67692581 0.97010877
0.67565450 0.97021530
0.67436841 0.97033693
0.67309711 0.97045545
0.67181102 0.97054270
0.67053971 0.97058323
0.66925363 0.97057202
0.66796754 0.97051211
0.66669623 0.97041569
0.66541014 0.97030052
0.66413884 0.97019008
0.66285275 0.97010040
0.66156666 0.97003440
0.66029536 0.96998589
0.65900927 0.96994557
0.65772318 0.96991070
0.65645188 0.96988281
0.65516579 0.96986195
0.65389448 0.96984441
0.65260839 0.96982567
0.65132231 0.96980145
0.65005100 0.96976782
0.64876491 0.96972192
0.64749361 0.96966113
0.64620752 0.96958352
0.64492143 0.96948714
0.64365012 0.96937046
0.64236404 0.96923027
0.64107795 0.96905999
0.63980664 0.96885425
0.63852056 0.96861453
0.63723447 0.96834911
0.63596316 0.96806965
0.63467707 0.96778624
0.63339099 0.96751074
0.63211968 0.96725775
0.63083359 0.96703597
0.62954750 0.96684927
0.62827620 0.96669757
0.62699011 0.96656297
0.62571880 0.96641323
0.62443272 0.96622714
0.62314663 0.96599809
0.62187532 0.96573116
0.62058924 0.96543811
0.61930315 0.96512875
0.61801706 0.96480866
0.61674575 0.96448138
0.61545967 0.96414978
0.61417358 0.96381022
0.61290227 0.96345352
0.61161618 0.96307156
0.61033010 0.96266858
0.60905879 0.96225881
0.60777270 0.96186558
0.60648661 0.96150869
0.60521531 0.96118241
0.60392922 0.96087346
0.60264313 0.96056171
0.60137183 0.96022278
0.60008574 0.95984468
0.59879965 0.95942558
0.59751356 0.95897294
0.59624226 0.95850249
0.59495617 0.95803969
0.59367008 0.95760746
0.59239878 0.95721044
0.59111269 0.95683319
0.58982660 0.95645225
0.58854051 0.95605754
0.58726921 0.95565366
0.58598312 0.95525323
0.58469703 0.95487503
0.58341094 0.95453613
0.58213964 0.95424050
0.58085355 0.95398111
0.57956746 0.95373483
0.57829616 0.95346691
0.57701007 0.95315976
0.57572398 0.95280668
0.57443789 0.95240853
0.57316659 0.95197486
0.57188050 0.95151881
0.57059441 0.95105838
0.56930832 0.95061329
0.56803702 0.95019740
0.56675093 0.94981325
0.56546484 0.94945693
0.56417875 0.94912271
0.56289266 0.94879687
0.56162136 0.94845769
0.56033527 0.94809171
0.55904918 0.94769649
0.55776309 0.94728812
0.55649179 0.94689298
0.55520570 0.94652463
0.55391961 0.94617778
0.55263352 0.94582824
0.55134744 0.94544524
0.55007613 0.94501625
0.54879004 0.94454821
0.54750395 0.94406055
0.54621787 0.94358561
0.54494656 0.94313815
0.54366047 0.94270712
0.54237438 0.94227112
0.54108830 0.94180250
0.53980221 0.94127910
0.53853090 0.94070698
0.53724481 0.94012789
0.53595873 0.93958320
0.53467264 0.93908630
0.53338655 0.93862052
0.53210046 0.93813860
0.53082916 0.93760430
0.52954307 0.93701905
0.52825698 0.93641389
0.52697089 0.93583332
0.52568480 0.93530165
0.52439872 0.93481874
0.52312741 0.93435839
0.52184132 0.93387492
0.52055524 0.93334216
0.51926915 0.93275537
0.51798306 0.93212128
0.51669697 0.93146005
0.51542567 0.93079499
0.51413958 0.93014532
0.51285349 0.92951703
0.51156740 0.92890588
0.51028131 0.92829880
0.50899523 0.92767749
0.50770914 0.92703281
0.50643783 0.92636638
0.50515174 0.92568814
0.50386566 0.92501103
0.50257957 0.92434042
0.50129348 0.92367387
0.50000739 0.92300584
0.49872130 0.92232869
0.49743522 0.92163363
0.49616391 0.92091431
0.49487782 0.92016731
0.49359173 0.91939270
0.49230565 0.91859552
0.49101956 0.91778214
0.48973347 0.91696123
0.48844738 0.91614548
0.48716129 0.91534853
0.48587521 0.91457648
0.48460390 0.91382436
0.48331781 0.91307091
0.48203172 0.91228690
0.48074564 0.91146728
0.47945955 0.91062614
0.47817346 0.90978222
0.47688737 0.90895047
0.47560128 0.90813616
0.47431520 0.90732930
0.47302911 0.90650289
0.47174302 0.90563312
0.47045693 0.90470388
0.46917084 0.90371828
0.46789954 0.90271820
0.46661345 0.90174971
0.46532736 0.90083162
0.46404127 0.89992560
0.46275519 0.89894478
0.46146910 0.89787835
0.46018301 0.89678326
0.45889692 0.89571699
0.45761083 0.89471881
0.45632474 0.89377662
0.45503866 0.89285961
0.45375257 0.89196322
0.45246648 0.89110765
0.45118039 0.89032628
0.44989430 0.88958684
0.44860822 0.88878680
0.44732213 0.88788246
0.44603604 0.88689848
0.44474995 0.88589383
0.44346386 0.88492312
0.44217778 0.88399755
0.44089169 0.88310284
0.43960560 0.88221679
0.43831951 0.88132729
0.43703342 0.88042994
0.43574734 0.87951989
0.43446125 0.87859766
0.43317516 0.87766265
0.43188907 0.87671521
0.43060298 0.87576353
0.42931690 0.87482300
0.42803081 0.87390380
0.42674472 0.87300603
0.42545863 0.87212373
0.42417254 0.87126990
0.42288645 0.87047856
0.42160037 0.86977600
0.42031428 0.86912670
0.41902819 0.86842411
0.41774210 0.86761847
0.41645601 0.86674720
0.41516993 0.86586723
0.41388384 0.86500302
0.41259775 0.86414267
0.41131166 0.86329360
0.41002557 0.86248130
0.40873949 0.86171111
0.40745340 0.86095152
0.40616731 0.86016841
0.40488122 0.85935854
0.40359513 0.85853828
0.40230905 0.85775277
0.40102296 0.85705581
0.39973687 0.85644828
0.39843600 0.85588920
0.39714991 0.85533688
0.39586382 0.85477262
0.39457773 0.85419644
0.39329165 0.85361243
0.39200556 0.85302407
0.39071947 0.85242783
0.38943338 0.85181904
0.38814729 0.85120149
0.38686121 0.85058664
0.38557512 0.84999021
0.38428903 0.84943237
0.38298816 0.84893239
0.38170207 0.84849392
0.38041598 0.84809227
0.37912989 0.84769526
0.37784381 0.84729261
0.37655772 0.84688944
0.37527163 0.84648870
0.37398554 0.84609021
0.37269945 0.84569048
0.37139858 0.84527810
0.37011250 0.84484955
0.36882641 0.84442665
0.36754032 0.84403705
0.36625423 0.84369667
0.36496814 0.84340148
0.36368206 0.84313178
0.36238118 0.84286801
0.36109510 0.84260025
0.35980901 0.84232929
0.35852292 0.84205614
0.35723683 0.84177523
0.35595074 0.84148552
0.35466466 0.84120087
0.35336379 0.84093629
0.35207770 0.84069859
0.35079161 0.84047934
0.34950552 0.84026376
0.34821943 0.84005348
0.34693335 0.83984330
0.34563247 0.83961958
0.34434639 0.83937901
0.34306030 0.83911821
0.34177421 0.83883582
0.34048812 0.83853085
0.33918725 0.83820175
0.33790116 0.83784679
0.33661508 0.83746102
0.33532899 0.83704430
0.33404290 0.83660464
0.33275681 0.83615545
0.33145594 0.83570190
0.33016985 0.83523643
0.32888376 0.83474310
0.32759768 0.83419680
0.32629681 0.83356956
0.32501072 0.83284262
0.32372463 0.83200751
0.32243854 0.83107499
0.32115245 0.83007475
0.31985158 0.82902861
0.31856549 0.82795603
0.31727941 0.82687425
0.31599332 0.82578142
0.31469245 0.82465796
0.31340636 0.82348908
0.31212027 0.82227311
0.31083418 0.82100442
0.30953331 0.81966004
0.30824722 0.81820979
0.30696114 0.81663559
0.30567505 0.81494570
0.30437418 0.81317449
0.30308809 0.81135863
0.30180200 0.80952246
0.30051591 0.80766187
0.29921504 0.80574901
0.29792895 0.80375657
0.29664287 0.80167137
0.29534200 0.79950641
0.29405591 0.79729703
0.29276982 0.79507054
0.29148373 0.79283872
0.29018286 0.79059005
0.28889677 0.78827051
0.28761068 0.78582032
0.28630981 0.78325013
0.28502373 0.78061543
0.28373764 0.77797450
0.28243677 0.77534722
0.28115068 0.77268605
0.27986459 0.76994127
0.27857850 0.76708490
0.27727763 0.76411167
0.27599154 0.76104081
0.27470546 0.75792087
0.27340459 0.75479828
0.27211850 0.75168707
0.27083241 0.74856681
0.26953154 0.74538628
0.26824545 0.74209799
0.26695936 0.73868242
0.26565849 0.73516021
0.26437240 0.73157983
0.26307153 0.72796958
0.26178545 0.72433407
0.26049936 0.72067110
0.25919849 0.71697117
0.25791240 0.71322287
0.25662631 0.70941744
0.25532544 0.70555651
0.25403935 0.70164794
0.25275326 0.69770459
0.25145239 0.69374001
0.25016630 0.68975697
0.24886543 0.68575419
0.24757935 0.68172880
0.24629326 0.67767537
0.24499239 0.67359224
0.24370630 0.66947798
0.24240543 0.66532534
0.24111934 0.66113070
0.23983325 0.65690220
0.23853238 0.65265632
0.23724629 0.64841250
0.23594542 0.64418393
0.23465933 0.63996997
0.23337325 0.63576021
0.23207238 0.63154149
0.23078629 0.62730103
0.22948542 0.62302711
0.22819933 0.61871263
0.22689846 0.61435517
0.22561237 0.60996967
0.22432628 0.60558839
0.22302541 0.60122738
0.22173932 0.59688479
0.22043845 0.59255224
0.21915236 0.58821935
0.21785149 0.58387812
0.21656541 0.57952817
0.21526454 0.57517924
0.21397845 0.57084363
0.21267758 0.56654013
0.21139149 0.56228338
0.21009062 0.55804889
0.20880453 0.55379115
0.20750366 0.54947715
0.20621757 0.54513321
0.20493148 0.54085989
0.20363061 0.53669959
0.20234452 0.53262826
0.20104365 0.52861564
0.19975757 0.52462656
0.19845669 0.52066170
0.19717061 0.51673968
0.19586974 0.51284952
0.19458365 0.50895426
0.19328278 0.50498997
0.19199669 0.50096025
0.19069582 0.49696999
0.18939495 0.49308265
0.18810886 0.48929118
0.18680799 0.48554517
0.18552190 0.48179523
0.18422103 0.47803378
0.18293494 0.47427746
0.18163407 0.47054645
0.18034798 0.46684712
0.17904711 0.46317761
0.17776102 0.45953623
0.17646015 0.45591985
0.17517407 0.45232973
0.17387319 0.44876886
0.17257232 0.44524147
0.17128624 0.44175139
0.16998537 0.43830337
0.16869928 0.43489969
0.16739841 0.43154099
0.16611232 0.42820128
0.16481145 0.42481795
0.16351058 0.42131969
0.16222449 0.41770590
0.16092362 0.41408585
0.15963753 0.41052816
0.15833666 0.40701660
0.15703579 0.40351769
0.15574970 0.40002292
0.15444883 0.39656361
0.15316274 0.39314446
0.15186187 0.38973323
0.15056100 0.38631254
0.14927491 0.38290905
0.14797404 0.37956147
0.14668795 0.37628527
0.14538708 0.37308093
0.14408621 0.36990522
0.14280012 0.36667463
0.14149925 0.36335842
0.14019838 0.35998699
0.13891229 0.35660562
0.13761142 0.35323990
0.13632534 0.34989341
0.13502447 0.34656224
0.13372359 0.34324279
0.13243751 0.33994121
0.13113664 0.33666925
0.12983577 0.33341886
0.12854968 0.33180779
0.12724881 0.32859386
0.12594794 0.32539091
0.12466185 0.32219893
0.12336098 0.31901789
0.12206011 0.31584778
0.12075924 0.31268859
0.11947315 0.30954028
0.11817228 0.30640285
0.11687141 0.30327628
0.11558532 0.30016056
0.11428445 0.29705565
0.11298358 0.29396155
0.11169749 0.29087824
0.11039662 0.28780569
0.10909575 0.28474389
0.10779488 0.28169282
0.10650879 0.27865246
0.10520792 0.27562278
0.10390705 0.27260377
0.10260618 0.26959539
0.10132009 0.26659762
0.10001922 0.26361045
0.09871835 0.26063383
0.09743226 0.25766775
0.09613139 0.25471217
0.09483052 0.25176707
0.09352965 0.24883239
0.09224356 0.24590812
0.09094269 0.24299422
0.08964182 0.24009064
0.08834095 0.23719733
0.08704008 0.23431427
0.08575399 0.23144139
0.08445312 0.22857864
0.08315225 0.22572598
0.08185138 0.22288334
0.08056529 0.22005066
0.07926442 0.21722787
0.07796355 0.21441490
0.07666268 0.21161168
0.07536180 0.20881812
0.07407572 0.20603414
0.07277485 0.20325965
0.07147398 0.20049454
0.07017310 0.19773871
0.06887223 0.19499204
0.06757136 0.19225442
0.06628528 0.18952572
0.06498440 0.18680578
0.06368353 0.18409447
0.06238266 0.18139163
0.06108179 0.17869708
0.05978092 0.17601065
0.05849483 0.17333213
0.05719396 0.17066131
0.05589309 0.16799797
0.05459222 0.16534186
0.05329135 0.16269273
0.05199048 0.16005030
0.05068961 0.15741426
0.04940352 0.15478429
0.04810265 0.15216004
0.04680178 0.14954115
0.04550091 0.14692721
0.04420004 0.14431778
0.04289917 0.14171239
0.04159830 0.13911055
0.04029743 0.13651170
0.03901134 0.13391525
0.03771047 0.13132056
0.03640960 0.12872694
0.03510873 0.12613363
0.03380786 0.12353982
0.03250698 0.12094460
0.03120611 0.11834701
0.02990524 0.11574598
0.02860437 0.11314035
0.02730350 0.11052882
0.02600263 0.10791000
0.02470176 0.10528233
0.02341567 0.10264409
0.02211480 0.09999336
0.02081393 0.09732804
0.01951306 0.09464574
0.01821219 0.09194379
0.01691132 0.08921920
0.01561045 0.08646855
0.01430958 0.08368797
0.01300871 0.08087301
0.01170784 0.07801852
0.01040697 0.07511851
0.00910609 0.07216596
0.00780522 0.06915250
0.00650435 0.06606810
0.00520348 0.06290053
0.00390261 0.05963461
0.00260174 0.05625120
0.00130087 0.05272549
0.00000000 0.04902445
-0.00000000 0.04257482
-0.00130087 0.03367121
-0.00260335 0.02903334
-0.00390746 0.02349884
-0.00521317 0.01943677
-0.00652048 0.01459779
-0.00782941 0.01032195
-0.00913993 0.00440121
-0.01045207 nan
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00000000
-0.01571644 0.00880253
-0.01703653 0.01356594
-0.01835824 0.01841290
-0.01968143 0.02308279
-0.02100625 0.02801394
-0.02233255 0.03294352
-0.02366047 0.03787267
-0.02499002 0.04291525
-0.02632105 0.04783376
-0.02765326 0.05229337
-0.02898739 0.05570999
-0.03032315 0.05835003
-0.03166038 0.06055626
-0.03299939 0.06253013
-0.03433973 0.06436852
-0.03568185 0.06608269
-0.03702529 0.06775383
-0.03837051 0.06938505
-0.03971706 0.07104762
-0.04106524 0.07260552
-0.04241504 0.07426217
-0.04376617 0.07594713
-0.04511893 0.07747029
-0.04647316 0.07871731
-0.04782902 0.07957873
-0.04918636 0.08030982
-0.05054518 0.08091408
-0.05190548 0.08151390
-0.05326740 0.08210940
-0.05463080 0.08270066
-0.05599568 0.08328777
-0.05736204 0.08381270
-0.05872988 0.08433441
-0.06009919 0.08485294
-0.06146998 0.08542545
-0.06284240 0.08588075
-0.06421615 0.08644654
-0.06559138 0.08695264
-0.06696823 0.08756730
-0.06834642 0.08817773
-0.06972608 0.08878402
-0.07110722 0.08938625
-0.07248984 0.09003871
-0.07387393 0.09063273
-0.07525951 0.09122294
-0.07664641 0.09186254
-0.07803480 0.09244501
-0.07942466 0.09302390
-0.08081600 0.09359925
-0.08220867 0.09422297
-0.08360282 0.09479116
-0.08499845 0.09535603
-0.08639541 0.09591762
-0.08779384 0.09647599
-0.08919376 0.09703121
-0.09059500 0.09758331
-0.09199772 0.09813237
-0.09340178 0.09867842
-0.09480731 0.09922152
-0.09621417 0.09976172
-0.09762236 0.10029906
-0.09903203 0.10078511
-0.10044304 0.10131712
-0.10185551 0.10184640
-0.10326932 0.10232523
-0.10468446 0.10284942
-0.10610108 0.10332369
-0.10751888 0.10384293
-0.10893816 0.10435965
-0.11035892 0.10487386
-0.11178086 0.10538562
-0.11320413 0.10584874
-0.11462888 0.10635590
-0.11605496 0.10686070
-0.11748222 0.10731759
-0.11891096 0.10781798
-0.12034104 0.10827091
-0.12177229 0.10872200
-0.12320502 0.10917126
-0.12463893 0.10961872
-0.12607433 0.11006440
-0.12751090 0.11050833
-0.12894881 0.11095051
-0.13038804 0.11139098
-0.13182846 0.11182975
-0.13327021 0.11222321
-0.13471344 0.11265881
-0.13615770 0.11309278
-0.13760344 0.11348196
-0.13905022 0.11391285
-0.14049847 0.11429931
-0.14194791 0.11472721
-0.14339867 0.11511099
-0.14485062 0.11553596
-0.14630375 0.11591712
-0.14775822 0.11633922
-0.14921430 0.11671782
-0.15067039 0.11709524
-0.15212944 0.11751320
-0.15358848 0.11788813
-0.15504900 0.11826190
-0.15651101 0.11867586
-0.15797449 0.11904722
-0.15943796 0.11941745
-0.16090440 0.11982752
-0.16237084 0.12019541
-0.16383875 0.12056221
-0.16530667 0.12096849
-0.16677754 0.12133302
-0.16824841 0.12169648
-0.16972223 0.12209909
-0.17119606 0.12246033
-0.17266989 0.12286051
-0.17414667 0.12321958
-0.17562346 0.12361736
-0.17710172 0.12397430
-0.17858146 0.12436974
-0.18006268 0.12476395
-0.18154390 0.12511771
-0.18302659 0.12550964
-0.18451077 0.12590039
-0.18599642 0.12628996
-0.18748355 0.12667837
-0.18897069 0.12706562
-0.19045930 0.12745173
-0.19194791 0.12783671
-0.19343947 0.12822057
-0.19493104 0.12860331
-0.19642408 0.12894684
-0.19791861 0.12932750
-0.19941313 0.12970707
-0.20090913 0.13004777
-0.20240661 0.13042532
-0.20390557 0.13076420
-0.20540453 0.13110224
-0.20690496 0.13143943
-0.20840540 0.13181311
-0.20990879 0.13214854
-0.21141218 0.13248315
-0.21291705 0.13281695
-0.21442193 0.13311298
