# s/c    M_is
0.89542774 0.94309822
0.89415643 0.94346026
0.89287034 0.94381354
0.89159904 0.94415934
0.89032773 0.94449975
0.88904164 0.94483705
0.88777034 0.94517327
0.88649903 0.94551005
0.88521294 0.94584880
0.88394164 0.94619050
0.88267033 0.94653595
0.88138424 0.94688582
0.88011294 0.94724043
0.87884163 0.94759972
0.87757033 0.94796300
0.87628424 0.94832911
0.87501293 0.94869603
0.87374163 0.94906133
0.87245554 0.94942224
0.87118424 0.94977553
0.86991293 0.95011911
0.86862684 0.95045217
0.86735554 0.95077472
0.86608423 0.95108816
0.86479814 0.95139406
0.86352684 0.95169461
0.86225553 0.95199303
0.86096944 0.95229098
0.85969814 0.95258930
0.85842683 0.95288827
0.85714075 0.95318717
0.85586944 0.95348473
0.85459813 0.95377923
0.85331205 0.95406844
0.85204074 0.95434926
0.85076944 0.95461892
0.84948335 0.95487613
0.84821204 0.95512168
0.84692595 0.95535812
0.84565465 0.95558806
0.84438334 0.95581355
0.84309725 0.95603589
0.84182595 0.95625563
0.84055464 0.95647293
0.83926856 0.95668777
0.83799725 0.95689992
0.83672594 0.95710919
0.83543986 0.95731528
0.83416855 0.95751795
0.83288246 0.95771696
0.83161116 0.95791208
0.83033985 0.95810317
0.82905376 0.95829008
0.82778246 0.95847277
0.82651115 0.95865122
0.82522507 0.95882532
0.82395376 0.95899478
0.82266767 0.95915901
0.82139637 0.95931735
0.82012506 0.95946911
0.81883897 0.95961361
0.81756767 0.95975009
0.81628158 0.95987768
0.81501027 0.95999553
0.81373897 0.96010284
0.81245288 0.96019973
0.81118157 0.96028734
0.80989549 0.96036758
0.80862418 0.96044229
0.80735288 0.96051305
0.80606679 0.96058163
0.80479548 0.96064927
0.80350939 0.96071683
0.80223809 0.96078500
0.80096678 0.96085358
0.79968070 0.96092210
0.79840939 0.96098938
0.79712330 0.96105331
0.79585200 0.96111212
0.79458069 0.96116424
0.79329460 0.96120848
0.79202330 0.96124459
0.79073721 0.96127298
0.78946590 0.96129469
0.78817982 0.96131114
0.78690851 0.96132408
0.78563720 0.96133541
0.78435112 0.96134739
0.78307981 0.96136253
0.78179372 0.96138352
0.78052242 0.96141290
0.77923633 0.96145187
0.77796502 0.96150057
0.77669372 0.96155861
0.77540763 0.96162480
0.77413633 0.96169771
0.77285024 0.96177544
0.77157893 0.96185531
0.77029284 0.96193480
0.76902154 0.96201202
0.76773545 0.96208651
0.76646414 0.96215935
0.76517806 0.96223209
0.76390675 0.96230611
0.76263545 0.96238232
0.76134936 0.96246140
0.76007805 0.96254374
0.75879196 0.96262955
0.75752066 0.96271892
0.75623457 0.96281181
0.75496327 0.96290811
0.75367718 0.96300769
0.75240587 0.96311031
0.75111978 0.96321573
0.74984848 0.96332364
0.74856239 0.96343359
0.74729108 0.96354496
0.74600500 0.96365687
0.74473369 0.96376824
0.74344760 0.96387789
0.74217630 0.96398471
0.74089021 0.96408769
0.73961890 0.96418605
0.73833282 0.96427926
0.73706151 0.96436720
0.73577542 0.96445009
0.73450412 0.96452903
0.73321803 0.96460626
0.73194672 0.96468554
0.73066064 0.96477189
0.72938933 0.96486909
0.72810324 0.96497873
0.72683194 0.96509956
0.72554585 0.96522799
0.72427454 0.96535952
0.72298845 0.96548998
0.72171715 0.96561660
0.72043106 0.96573669
0.71915976 0.96584690
0.71787367 0.96594335
0.71660236 0.96602192
0.71531627 0.96608136
0.71404497 0.96612691
0.71275888 0.96616699
0.71148758 0.96620894
0.71020149 0.96625724
0.70893018 0.96631331
0.70764409 0.96637742
0.70635801 0.96644942
0.70508670 0.96652925
0.70380061 0.96661582
0.70252931 0.96670609
0.70124322 0.96679410
0.69997191 0.96687135
0.69868582 0.96693092
0.69741452 0.96697100
0.69612843 0.96699420
0.69484234 0.96700465
0.69357104 0.96700576
0.69228495 0.96699940
0.69101364 0.96698617
0.68972756 0.96696528
0.68845625 0.96693493
0.68717016 0.96689175
0.68589886 0.96683257
0.68461277 0.96675949
0.68332668 0.96667822
0.68205538 0.96659439
0.68076929 0.96651097
0.67949798 0.96642808
0.67821189 0.96634681
0.67692581 0.96626692
0.67565450 0.96618825
0.67436841 0.96610721
0.67309711 0.96601243
0.67181102 0.96589431
0.67053971 0.96574745
0.66925363 0.96557207
0.66796754 0.96537389
0.66669623 0.96516077
0.66541014 0.96494176
0.66413884 0.96472503
0.66285275 0.96451564
0.66156666 0.96431375
0.66029536 0.96411647
0.65900927 0.96392033
0.65772318 0.96372340
0.65645188 0.96352514
0.65516579 0.96332501
0.65389448 0.96312169
0.65260839 0.96291334
0.65132231 0.96269815
0.65005100 0.96247431
0.64876491 0.96224022
0.64749361 0.96199419
0.64620752 0.96173502
0.64492143 0.96146124
0.64365012 0.96117073
0.64236404 0.96086181
0.64107795 0.96053134
0.63980664 0.96017728
0.63852056 0.95980207
0.63723447 0.95941152
0.63596316 0.95901338
0.63467707 0.95861455
0.63339099 0.95822115
0.63211968 0.95783832
0.63083359 0.95746811
0.62954750 0.95710933
0.62827620 0.95675839
0.62699011 0.95640572
0.62571880 0.95603684
0.62443272 0.95564354
0.62314663 0.95522566
0.62187532 0.95478857
0.62058924 0.95433913
0.61930315 0.95388221
0.61801706 0.95342070
0.61674575 0.95295501
0.61545967 0.95248462
0.61417358 0.95200596
0.61290227 0.95151366
0.61161618 0.95100613
0.61033010 0.95048794
0.60905879 0.94996914
0.60777270 0.94946030
0.60648661 0.94896664
0.60521531 0.94848786
0.60392922 0.94801717
0.60264313 0.94754273
0.60137183 0.94705500
0.60008574 0.94654878
0.59879965 0.94602499
0.59751356 0.94549071
0.59624226 0.94495657
0.59495617 0.94443328
0.59367008 0.94392751
0.59239878 0.94343924
0.59111269 0.94296116
0.58982660 0.94248459
0.58854051 0.94200815
0.58726921 0.94153605
0.58598312 0.94107556
0.58469703 0.94063543
0.58341094 0.94021886
0.58213964 0.93982512
0.58085355 0.93944789
0.57956746 0.93907158
0.57829616 0.93867860
0.57701007 0.93825708
0.57572398 0.93780446
0.57443789 0.93732613
0.57316659 0.93683309
0.57188050 0.93633703
0.57059441 0.93584875
0.56930832 0.93537807
0.56803702 0.93492801
0.56675093 0.93449826
0.56546484 0.93408603
0.56417875 0.93368634
0.56289266 0.93329152
0.56162136 0.93289101
0.56033527 0.93247932
0.55904918 0.93205766
0.55776309 0.93163426
0.55649179 0.93121809
0.55520570 0.93081305
0.55391961 0.93041368
0.55263352 0.93000576
0.55134744 0.92957599
0.55007613 0.92912253
0.54879004 0.92865205
0.54750395 0.92817616
0.54621787 0.92770898
0.54494656 0.92725257
0.54366047 0.92680020
0.54237438 0.92634145
0.54108830 0.92586456
0.53980221 0.92536282
0.53853090 0.92484585
0.53724481 0.92433437
0.53595873 0.92384046
0.53467264 0.92336851
0.53338655 0.92290876
0.53210046 0.92243499
0.53082916 0.92193563
0.52954307 0.92141629
0.52825698 0.92089332
0.52697089 0.92038840
0.52568480 0.91990491
0.52439872 0.91943930
0.52312741 0.91897902
0.52184132 0.91849931
0.52055524 0.91798887
0.51926915 0.91744799
0.51798306 0.91688403
0.51669697 0.91631036
0.51542567 0.91573813
0.51413958 0.91517439
0.51285349 0.91462047
0.51156740 0.91407278
0.51028131 0.91352345
0.50899523 0.91296474
0.50770914 0.91239371
0.50643783 0.91181196
0.50515174 0.91122434
0.50386566 0.91063644
0.50257957 0.91004901
0.50129348 0.90945994
0.50000739 0.90886592
0.49872130 0.90826162
0.49743522 0.90764288
0.49616391 0.90700688
0.49487782 0.90635306
0.49359173 0.90568369
0.49230565 0.90500300
0.49101956 0.90431659
0.48973347 0.90363014
0.48844738 0.90294887
0.48716129 0.90227705
0.48587521 0.90161563
0.48460390 0.90095976
0.48331781 0.90029723
0.48203172 0.89961422
0.48074564 0.89890801
0.47945955 0.89818667
0.47817346 0.89745933
0.47688737 0.89673173
0.47560128 0.89600340
0.47431520 0.89526637
0.47302911 0.89450940
0.47174302 0.89372312
0.47045693 0.89290239
0.46917084 0.89205726
0.46789954 0.89121099
0.46661345 0.89038171
0.46532736 0.88957375
0.46404127 0.88876071
0.46275519 0.88789718
0.46146910 0.88698632
0.46018301 0.88606800
0.45889692 0.88517267
0.45761083 0.88431649
0.45632474 0.88349365
0.45503866 0.88269456
0.45375257 0.88192070
0.45246648 0.88117476
0.45118039 0.88046418
0.44989430 0.87976578
0.44860822 0.87902088
0.44732213 0.87820978
0.44603604 0.87735818
0.44474995 0.87650280
0.44346386 0.87566969
0.44217778 0.87486383
0.44089169 0.87407490
0.43960560 0.87328919
0.43831951 0.87249845
0.43703342 0.87170004
0.43574734 0.87089399
0.43446125 0.87008168
0.43317516 0.86926509
0.43188907 0.86844724
0.43060298 0.86763418
0.42931690 0.86683392
0.42803081 0.86605225
0.42674472 0.86529143
0.42545863 0.86455494
0.42417254 0.86385578
0.42288645 0.86320591
0.42160037 0.86261203
0.42031428 0.86204597
0.41902819 0.86143373
0.41774210 0.86074758
0.41645601 0.86001718
0.41516993 0.85927756
0.41388384 0.85854414
0.41259775 0.85781086
0.41131166 0.85708492
0.41002557 0.85638176
0.40873949 0.85570194
0.40745340 0.85502542
0.40616731 0.85433345
0.40488122 0.85362974
0.40359513 0.85293593
0.40230905 0.85228511
0.40102296 0.85170737
0.39973687 0.85119971
0.39843600 0.85072919
0.39714991 0.85026355
0.39586382 0.84978611
0.39457773 0.84929618
0.39329165 0.84879881
0.39200556 0.84829697
0.39071947 0.84778954
0.38943338 0.84727637
0.38814729 0.84676481
0.38686121 0.84626883
0.38557512 0.84580421
0.38428903 0.84538504
0.38298816 0.84502088
0.38170207 0.84470496
0.38041598 0.84440902
0.37912989 0.84410254
0.37784381 0.84377485
0.37655772 0.84343400
0.37527163 0.84309173
0.37398554 0.84275512
0.37269945 0.84242681
0.37139858 0.84210186
0.37011250 0.84177746
0.36882641 0.84146566
0.36754032 0.84118307
0.36625423 0.84093887
0.36496814 0.84072915
0.36368206 0.84054049
0.36238118 0.84036076
0.36109510 0.84018363
0.35980901 0.84001099
0.35852292 0.83984284
0.35723683 0.83967133
0.35595074 0.83949205
0.35466466 0.83931051
0.35336379 0.83913623
0.35207770 0.83897565
0.35079161 0.83882920
0.34950552 0.83869665
0.34821943 0.83857909
0.34693335 0.83847024
0.34563247 0.83835748
0.34434639 0.83822834
0.34306030 0.83807405
0.34177421 0.83788985
0.34048812 0.83767412
0.33918725 0.83742822
0.33790116 0.83715579
0.33661508 0.83686084
0.33532899 0.83654573
0.33404290 0.83621289
0.33275681 0.83586386
0.33145594 0.83549385
0.33016985 0.83509307
0.32888376 0.83464758
0.32759768 0.83414028
0.32629681 0.83355799
0.32501072 0.83289103
0.32372463 0.83213627
0.32243854 0.83130304
0.32115245 0.83040782
0.31985158 0.82946789
0.31856549 0.82849747
0.31727941 0.82750424
0.31599332 0.82647922
0.31469245 0.82540316
0.31340636 0.82426719
0.31212027 0.82307373
0.31083418 0.82182392
0.30953331 0.82050027
0.30824722 0.81907662
0.30696114 0.81753968
0.30567505 0.81589802
0.30437418 0.81417963
0.30308809 0.81241212
0.30180200 0.81060989
0.30051591 0.80876951
0.29921504 0.80687651
0.29792895 0.80491459
0.29664287 0.80287651
0.29534200 0.80077131
0.29405591 0.79861850
0.29276982 0.79643170
0.29148373 0.79421539
0.29018286 0.79195765
0.28889677 0.78962447
0.28761068 0.78718416
0.28630981 0.78465379
0.28502373 0.78207605
0.28373764 0.77948085
0.28243677 0.77686918
0.28115068 0.77419529
0.27986459 0.77142439
0.27857850 0.76855564
0.27727763 0.76559781
0.27599154 0.76256877
0.27470546 0.75949943
0.27340459 0.75640810
0.27211850 0.75329497
0.27083241 0.75014349
0.26953154 0.74692011
0.26824545 0.74360308
0.26695936 0.74018704
0.26565849 0.73668776
0.26437240 0.73313700
0.26307153 0.72954863
0.26178545 0.72592071
0.26049936 0.72224719
0.25919849 0.71852170
0.25791240 0.71474331
0.25662631 0.71091430
0.25532544 0.70704029
0.25403935 0.70312933
0.25275326 0.69919059
0.25145239 0.69522790
0.25016630 0.69123799
0.24886543 0.68721791
0.24757935 0.68316776
0.24629326 0.67908851
0.24499239 0.67498338
0.24370630 0.67085142
0.24240543 0.66668598
0.24111934 0.66248399
0.23983325 0.65825069
0.23853238 0.65399975
0.23724629 0.64974614
0.23594542 0.64549747
0.23465933 0.64125095
0.23337325 0.63699517
0.23207238 0.63271883
0.23078629 0.62841603
0.22948542 0.62408577
0.22819933 0.61972908
0.22689846 0.61534823
0.22561237 0.61095330
0.22432628 0.60656066
0.22302541 0.60217993
0.22173932 0.59781005
0.22043845 0.59344615
0.21915236 0.58908317
0.21785149 0.58471869
0.21656541 0.58035519
0.21526454 0.57599883
0.21397845 0.57165588
0.21267758 0.56733566
0.21139149 0.56303847
0.21009062 0.55874967
0.20880453 0.55445290
0.20750366 0.55013895
0.20621757 0.54583347
0.20493148 0.54159621
0.20363061 0.53744639
0.20234452 0.53336242
0.20104365 0.52932364
0.19975757 0.52531139
0.19845669 0.52132287
0.19717061 0.51735838
0.19586974 0.51340513
0.19458365 0.50944808
0.19328278 0.50546289
0.19199669 0.50146002
0.19069582 0.49750349
0.18939495 0.49362707
0.18810886 0.48981524
0.18680799 0.48603650
0.18552190 0.48226748
0.18422103 0.47850437
0.18293494 0.47475729
0.18163407 0.47103782
0.18034798 0.46735042
0.17904711 0.46369416
0.17776102 0.46006689
0.17646015 0.45646718
0.17517407 0.45289615
0.17387319 0.44935680
0.17257232 0.44585213
0.17128624 0.44238404
0.16998537 0.43895173
0.16869928 0.43555049
0.16739841 0.43216743
0.16611232 0.42877176
0.16481145 0.42532701
0.16351058 0.42179517
0.16222449 0.41818365
0.16092362 0.41457487
0.15963753 0.41101671
0.15833666 0.40749860
0.15703579 0.40399785
0.15574970 0.40051031
0.15444883 0.39705621
0.15316274 0.39363361
0.15186187 0.39022239
0.15056100 0.38681587
0.14927491 0.38343707
0.14797404 0.38011579
0.14668795 0.37685922
0.14538708 0.37365005
0.14408621 0.37044514
0.14280012 0.36718937
0.14149925 0.36386256
0.14019838 0.36048937
0.13891229 0.35710620
0.13761142 0.35373719
0.13632534 0.35038753
0.13502447 0.34705400
0.13372359 0.34373584
0.13243751 0.34043865
0.13113664 0.33716924
0.12983577 0.33391665
0.12854968 0.33230491
0.12724881 0.32908954
0.12594794 0.32588497
0.12466185 0.32269119
0.12336098 0.31950818
0.12206011 0.31633590
0.12075924 0.31317433
0.11947315 0.31002345
0.11817228 0.30688324
0.11687141 0.30375366
0.11558532 0.30063470
0.11428445 0.29752634
0.11298358 0.29442854
0.11169749 0.29134128
0.11039662 0.28826455
0.10909575 0.28519831
0.10779488 0.28214254
0.10650879 0.27909721
0.10520792 0.27606231
0.10390705 0.27303779
0.10260618 0.27002364
0.10132009 0.26701983
0.10001922 0.26402632
0.09871835 0.26104309
0.09743226 0.25807012
0.09613139 0.25510735
0.09483052 0.25215478
0.09352965 0.24921235
0.09224356 0.24628004
0.09094269 0.24335780
0.08964182 0.24044560
0.08834095 0.23754340
0.08704008 0.23465115
0.08575399 0.23176881
0.08445312 0.22889633
0.08315225 0.22603366
0.08185138 0.22318074
0.08056529 0.22033753
0.07926442 0.21750396
0.07796355 0.21467997
0.07666268 0.21186549
0.07536180 0.20906045
0.07407572 0.20626478
0.07277485 0.20347839
0.07147398 0.20070121
0.07017310 0.19793313
0.06887223 0.19517406
0.06757136 0.19242391
0.06628528 0.18968256
0.06498440 0.18694988
0.06368353 0.18422577
0.06238266 0.18151008
0.06108179 0.17880268
0.05978092 0.17610340
0.05849483 0.17341209
0.05719396 0.17072858
0.05589309 0.16805266
0.05459222 0.16538416
0.05329135 0.16272284
0.05199048 0.16006848
0.05068961 0.15742083
0.04940352 0.15477963
0.04810265 0.15214460
0.04680178 0.14951541
0.04550091 0.14689175
0.04420004 0.14427326
0.04289917 0.14165956
0.04159830 0.13905022
0.04029743 0.13644481
0.03901134 0.13384283
0.03771047 0.13124377
0.03640960 0.12864706
0.03510873 0.12605208
0.03380786 0.12345817
0.03250698 0.12086458
0.03120611 0.11827054
0.02990524 0.11567516
0.02860437 0.11307750
0.02730350 0.11047652
0.02600263 0.10787108
0.02470176 0.10525990
0.02341567 0.10264160
0.02211480 0.10001464
0.02081393 0.09737730
0.01951306 0.09472767
0.01821219 0.09206360
0.01691132 0.08938269
0.01561045 0.08668223
0.01430958 0.08395913
0.01300871 0.08120987
0.01170784 0.07843042
0.01040697 0.07561611
0.00910609 0.07276149
0.00780522 0.06986016
0.00650435 0.06690450
0.00520348 0.06388537
0.00390261 0.06079162
0.00260174 0.05760940
0.00130087 0.05432128
0.00000000 0.05090467
-0.00000000 0.04314072
-0.00130087 0.03521933
-0.00260335 0.03001819
-0.00390746 0.02470500
-0.00521317 0.02040938
-0.00652048 0.01586961
-0.00782941 0.01164481
-0.00913993 0.00695897
-0.01045207 0.00000000
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00622427
-0.01571644 0.01078095
-0.01703653 0.01524696
-0.01835824 0.01968443
-0.01968143 0.02450809
-0.02100625 0.02919978
-0.02233255 0.03395792
-0.02366047 0.03888347
-0.02499002 0.04381018
-0.02632105 0.04863859
-0.02765326 0.05284745
-0.02898739 0.05623058
-0.03032315 0.05868208
-0.03166038 0.06087635
-0.03299939 0.06284024
-0.03433973 0.06466988
-0.03568185 0.06637632
-0.03702529 0.06804030
-0.03837051 0.06966488
-0.03971706 0.07132098
-0.04106524 0.07287309
-0.04241504 0.07452385
-0.04376617 0.07613917
-0.04511893 0.07765860
-0.04647316 0.07884094
-0.04782902 0.07976213
-0.04918636 0.08043103
-0.05054518 0.08109448
-0.05190548 0.08169300
-0.05326740 0.08228722
-0.05463080 0.08281841
-0.05599568 0.08340471
-0.05736204 0.08392891
-0.05872988 0.08444991
-0.06009919 0.08496775
-0.06146998 0.08548250
-0.06284240 0.08599420
-0.06421615 0.08650292
-0.06559138 0.08706472
-0.06696823 0.08762296
-0.06834642 0.08823301
-0.06972608 0.08883893
-0.07110722 0.08944080
-0.07248984 0.09003871
-0.07387393 0.09068654
-0.07525951 0.09127641
-0.07664641 0.09186254
-0.07803480 0.09249779
-0.07942466 0.09307634
-0.08081600 0.09365138
-0.08220867 0.09422297
-0.08360282 0.09484265
-0.08499845 0.09540721
-0.08639541 0.09596851
-0.08779384 0.09652659
-0.08919376 0.09708152
-0.09059500 0.09763335
-0.09199772 0.09818213
-0.09340178 0.09872792
-0.09480731 0.09927075
-0.09621417 0.09981069
-0.09762236 0.10029906
-0.09903203 0.10083358
-0.10044304 0.10136534
-0.10185551 0.10184640
-0.10326932 0.10237299
-0.10468446 0.10284942
-0.10610108 0.10337100
-0.10751888 0.10384293
-0.10893816 0.10435965
-0.11035892 0.10487386
-0.11178086 0.10538562
-0.11320413 0.10584874
-0.11462888 0.10635590
-0.11605496 0.10686070
-0.11748222 0.10731759
-0.11891096 0.10781798
-0.12034104 0.10827091
-0.12177229 0.10872200
-0.12320502 0.10917126
-0.12463893 0.10961872
-0.12607433 0.11006440
-0.12751090 0.11050833
-0.12894881 0.11095051
-0.13038804 0.11139098
-0.13182846 0.11178595
-0.13327021 0.11222321
-0.13471344 0.11265881
-0.13615770 0.11304945
-0.13760344 0.11348196
-0.13905022 0.11386984
-0.14049847 0.11429931
-0.14194791 0.11468449
-0.14339867 0.11511099
-0.14485062 0.11549353
-0.14630375 0.11587483
-0.14775822 0.11629707
-0.14921430 0.11667582
-0.15067039 0.11705336
-0.15212944 0.11742973
-0.15358848 0.11784653
-0.15504900 0.11822043
-0.15651101 0.11859318
-0.15797449 0.11896479
-0.15943796 0.11937637
-0.16090440 0.11974562
-0.16237084 0.12011375
-0.16383875 0.12048079
-0.16530667 0.12088734
-0.16677754 0.12125210
-0.16824841 0.12161580
-0.16972223 0.12201867
-0.17119606 0.12238015
-0.17266989 0.12278057
-0.17414667 0.12313987
-0.17562346 0.12349816
-0.17710172 0.12389507
-0.17858146 0.12425124
-0.18006268 0.12464581
-0.18154390 0.12503918
-0.18302659 0.12539219
-0.18451077 0.12578329
-0.18599642 0.12617321
-0.18748355 0.12656197
-0.18897069 0.12691086
-0.19045930 0.12729742
-0.19194791 0.12768285
-0.19343947 0.12806716
-0.19493104 0.12845035
-0.19642408 0.12883243
-0.19791861 0.12917537
-0.19941313 0.12955537
-0.20090913 0.12989646
-0.20240661 0.13027443
-0.20390557 0.13061369
-0.20540453 0.13095210
-0.20690496 0.13128967
-0.20840540 0.13162640
-0.20990879 0.13196229
-0.21141218 0.13229736
-0.21291705 0.13263161
