# s/c    M_is
-0.21141218 0.13120846
-0.21291705 0.13151633
-0.21442193 0.13186186
-0.21592827 0.13216825
-0.21743610 0.13251213
-0.21894541 0.13281708
-0.22045471 0.13312135
-0.22196550 0.13342494
-0.22347628 0.13376569
-0.22499002 0.13406788
-0.22650376 0.13440705
-0.22801750 0.13470784
-0.22953272 0.13504546
-0.23104942 0.13538226
-0.23256759 0.13575554
-0.23408577 0.13612782
-0.23560542 0.13653620
-0.23712508 0.13698037
-0.23864621 0.13742315
-0.24016882 0.13790127
-0.24169143 0.13834120
-0.24321552 0.13877978
-0.24474108 0.13921703
-0.24626665 0.13965296
-0.24779369 0.14008758
-0.24932074 0.14052090
-0.25084926 0.14095294
-0.25237926 0.14138370
-0.25390926 0.14177746
-0.25544074 0.14220581
-0.25697222 0.14263292
-0.25850518 0.14302337
-0.26003962 0.14344813
-0.26157405 0.14383644
-0.26310997 0.14425891
-0.26464588 0.14464512
-0.26618327 0.14506532
-0.26772067 0.14544947
-0.26925954 0.14586744
-0.27079989 0.14624956
-0.27234024 0.14666534
-0.27388059 0.14704547
-0.27542241 0.14745908
-0.27696572 0.14783725
-0.27850902 0.14821449
-0.28005381 0.14862498
-0.28159859 0.14900031
-0.28314485 0.14937473
-0.28469112 0.14978217
-0.28623886 0.15015472
-0.28778808 0.15052638
-0.28933730 0.15089717
-0.29088651 0.15126708
-0.29243721 0.15163613
-0.29398791 0.15200432
-0.29554008 0.15237166
-0.29709226 0.15273815
-0.29864591 0.15307059
-0.30019957 0.15340234
-0.30175470 0.15373341
-0.30330983 0.15406379
-0.30486644 0.15439350
-0.30642305 0.15468966
-0.30798114 0.15501810
-0.30953923 0.15534587
-0.31109731 0.15567298
-0.31265688 0.15599943
-0.31421793 0.15635778
-0.31577749 0.15668287
-0.31734002 0.15703972
-0.31890106 0.15739580
-0.32046358 0.15775111
-0.32202758 0.15810566
-0.32359159 0.15845945
-0.32515559 0.15881249
-0.32672107 0.15916478
-0.32828655 0.15954826
-0.32985350 0.15993085
-0.33142046 0.16028079
-0.33298742 0.16066172
-0.33455586 0.16104179
-0.33612429 0.16142101
-0.33769273 0.16179937
-0.33926264 0.16220832
-0.34083256 0.16258495
-0.34240395 0.16299202
-0.34397534 0.16336692
-0.34554674 0.16377214
-0.34711961 0.16417640
-0.34869248 0.16457973
-0.35026535 0.16498211
-0.35183970 0.16538356
-0.35341405 0.16581486
-0.35498840 0.16621440
-0.35656422 0.16664366
-0.35814005 0.16704131
-0.35971588 0.16746855
-0.36129171 0.16789476
-0.36286901 0.16831995
-0.36444780 0.16874411
-0.36602510 0.16916727
-0.36760388 0.16958942
-0.36918267 0.17001058
-0.37076145 0.17043076
-0.37234172 0.17087986
-0.37392198 0.17129801
-0.37550224 0.17174496
-0.37708398 0.17216112
-0.37866424 0.17260595
-0.38024598 0.17307924
-0.38182920 0.17352185
-0.38341094 0.17396339
-0.38499416 0.17443320
-0.38657738 0.17490181
-0.38816060 0.17536924
-0.38974382 0.17583550
-0.39132851 0.17630059
-0.39291321 0.17679349
-0.39449791 0.17728509
-0.39608261 0.17777540
-0.39766878 0.17826445
-0.39925496 0.17875223
-0.40084113 0.17926734
-0.40242731 0.17975256
-0.40401348 0.18026497
-0.40560114 0.18080437
-0.40718731 0.18131399
-0.40877496 0.18185046
-0.41036262 0.18235733
-0.41195175 0.18289092
-0.41353940 0.18345101
-0.41512853 0.18398162
-0.41671619 0.18453861
-0.41830532 0.18509402
-0.41989445 0.18564787
-0.42148358 0.18620018
-0.42307419 0.18677845
-0.42466333 0.18735505
-0.42625394 0.18792999
-0.42784307 0.18850328
-0.42943368 0.18907495
-0.43102429 0.18967211
-0.43261490 0.19026752
-0.43420551 0.19086119
-0.43579612 0.19148000
-0.43738821 0.19207016
-0.43897882 0.19268535
-0.44057090 0.19329870
-0.44216151 0.19391025
-0.44375360 0.19454647
-0.44534569 0.19515437
-0.44693778 0.19578682
-0.44852839 0.19641738
-0.45012048 0.19704605
-0.45171257 0.19767287
-0.45330613 0.19832384
-0.45489822 0.19894691
-0.45649031 0.19959401
-0.45808240 0.20023918
-0.45967449 0.20085673
-0.46126658 0.20149814
-0.46286014 0.20213766
-0.46445223 0.20274984
-0.46604432 0.20338572
-0.46763788 0.20401975
-0.46922997 0.20465197
-0.47082206 0.20530757
-0.47241563 0.20596124
-0.47400772 0.20663802
-0.47559980 0.20733771
-0.47719337 0.20803524
-0.47878546 0.20875540
-0.48037755 0.20949799
-0.48196964 0.21023817
-0.48356320 0.21097595
-0.48515529 0.21173584
-0.48674738 0.21249323
-0.48833947 0.21324815
-0.48993156 0.21402485
-0.49152364 0.21479897
-0.49311573 0.21559460
-0.49470782 0.21638756
-0.49629843 0.21717786
-0.49789052 0.21796553
-0.49948261 0.21877436
-0.50107322 0.21958046
-0.50266383 0.22038387
-0.50425592 0.22118461
-0.50584653 0.22200615
-0.50743714 0.22282492
-0.50902775 0.22364096
-0.51061836 0.22447750
-0.51220897 0.22531120
-0.51379958 0.22614212
-0.51538871 0.22697026
-0.51697932 0.22781856
-0.51856845 0.22866400
-0.52015758 0.22950662
-0.52174671 0.23036910
-0.52333585 0.23122867
-0.52492498 0.23208536
-0.52651263 0.23296163
-0.52810029 0.23383493
-0.52968942 0.23470530
-0.53127707 0.23559497
-0.53286472 0.23648162
-0.53445090 0.23738735
-0.53603855 0.23831195
-0.53762473 0.23923334
-0.53921090 0.24017337
-0.54079708 0.24113186
-0.54238325 0.24210862
-0.54396943 0.24310345
-0.54555413 0.24413766
-0.54713882 0.24518939
-0.54872352 0.24623711
-0.55030822 0.24730213
-0.55189144 0.24836307
-0.55347466 0.24939890
-0.55505787 0.25043091
-0.55664109 0.25145916
-0.55822283 0.25248369
-0.55980605 0.25352534
-0.56138779 0.25454250
-0.56296805 0.25557671
-0.56454980 0.25658667
-0.56613006 0.25761364
-0.56771032 0.25865743
-0.56929058 0.25967717
-0.57086937 0.26071368
-0.57244815 0.26176680
-0.57402693 0.26281622
-0.57560424 0.26386197
-0.57718302 0.26492410
-0.57875885 0.26598252
-0.58033616 0.26705714
-0.58191198 0.26812799
-0.58348781 0.26921485
-0.58506364 0.27031756
-0.58663799 0.27141636
-0.58821234 0.27253083
-0.58978669 0.27366081
-0.59135956 0.27478675
-0.59293243 0.27592803
-0.59450530 0.27708447
-0.59607669 0.27823676
-0.59764808 0.27940404
-0.59921800 0.28058618
-0.60078939 0.28178300
-0.60235783 0.28297548
-0.60392774 0.28420130
-0.60549618 0.28542262
-0.60706461 0.28663948
-0.60863157 0.28788917
-0.61019853 0.28913426
-0.61176401 0.29039327
-0.61333097 0.29166607
-0.61489497 0.29295252
-0.61646045 0.29425246
-0.61802445 0.29554756
-0.61958697 0.29685602
-0.62114950 0.29815963
-0.62271202 0.29949447
-0.62427306 0.30082431
-0.62583411 0.30214924
-0.62739368 0.30350492
-0.62895324 0.30485556
-0.63051133 0.30620121
-0.63207090 0.30755955
-0.63362751 0.30891291
-0.63518412 0.31027885
-0.63674073 0.31163981
-0.63829586 0.31299586
-0.63985099 0.31434707
-0.64140464 0.31567627
-0.64295830 0.31701805
-0.64451047 0.31835517
-0.64606265 0.31972181
-0.64761335 0.32110066
-0.64916404 0.32249162
-0.65071326 0.32391145
-0.65226248 0.32534303
-0.65381022 0.32678626
-0.65535796 0.32824103
-0.65690570 0.32972385
-0.65845049 0.33120130
-0.65999675 0.33268996
-0.66154005 0.33418974
-0.66308484 0.33570051
-0.66462666 0.33722219
-0.66616849 0.33875467
-0.66771032 0.34028164
-0.66925067 0.34183548
-0.67078954 0.34338374
-0.67232841 0.34492647
-0.67386728 0.34649575
-0.67540467 0.34805943
-0.67694059 0.34961761
-0.67847650 0.35120198
-0.68001094 0.35278077
-0.68154390 0.35435406
-0.68307685 0.35595323
-0.68460833 0.35754683
-0.68613981 0.35913494
-0.68766982 0.36074862
-0.68919982 0.36235674
-0.69072834 0.36397477
-0.69225538 0.36558730
-0.69378243 0.36720969
-0.69530800 0.36884184
-0.69683356 0.37048369
-0.69835765 0.37212003
-0.69988026 0.37376602
-0.70140287 0.37542157
-0.70292400 0.37708662
-0.70444366 0.37874616
-0.70596331 0.38043003
-0.70748148 0.38210836
-0.70899966 0.38381077
-0.71051488 0.38550759
-0.71203158 0.38722827
-0.71354532 0.38897259
-0.71505906 0.39071117
-0.71657132 0.39248772
-0.71808358 0.39427290
-0.71959436 0.39609553
-0.72110367 0.39794088
-0.72261150 0.39982309
-0.72411933 0.40174181
-0.72562567 0.40363972
-0.72713202 0.40551707
-0.72863542 0.40735994
-0.73014029 0.40919689
-0.73164220 0.41099990
-0.73314412 0.41279733
-0.73464307 0.41458928
-0.73614351 0.41636189
-0.73764099 0.41814313
-0.73913847 0.41993296
-0.74063447 0.42173133
-0.74212899 0.42353819
-0.74362352 0.42535349
-0.74511656 0.42720457
-0.74660813 0.42909114
-0.74809822 0.43099931
-0.74958830 0.43294247
-0.75107691 0.43492034
-0.75256405 0.43693265
-0.75405118 0.43897910
-0.75553535 0.44107282
-0.75701953 0.44320004
-0.75850222 0.44534719
-0.75998492 0.44754064
-0.76146466 0.44974033
-0.76294440 0.45197260
-0.76442266 0.45422406
-0.76590093 0.45649457
-0.76737623 0.45875788
-0.76885154 0.46104015
-0.77032537 0.46331528
-0.77179771 0.46558341
-0.77326859 0.46785754
-0.77473946 0.47011194
-0.77620885 0.47235967
-0.77767528 0.47458805
-0.77914320 0.47679730
-0.78060816 0.47897489
-0.78207164 0.48114652
-0.78353512 0.48329961
-0.78499712 0.48543436
-0.78645764 0.48756354
-0.78791669 0.48967469
-0.78937573 0.49178049
-0.79083182 0.49388104
-0.79228791 0.49598886
-0.79374252 0.49809152
-0.79519565 0.50020149
-0.79664730 0.50233112
-0.79809748 0.50445564
-0.79954765 0.50661204
-0.80099487 0.50877559
-0.80244209 0.51095853
-0.80388783 0.51317298
-0.80533209 0.51540657
-0.80677488 0.51767137
-0.80821618 0.51996721
-0.80965749 0.52228182
-0.81109584 0.52462719
-0.81253418 0.52700314
-0.81397106 0.52938549
-0.81540645 0.53179822
-0.81684036 0.53422922
-0.81827280 0.53666648
-0.81970376 0.53912191
-0.82113324 0.54158359
-0.82256272 0.54405152
-0.82398924 0.54652572
-0.82541576 0.54899442
-0.82684081 0.55145771
-0.82826289 0.55392743
-0.82968498 0.55639189
-0.83110559 0.55883946
-0.83252472 0.56129368
-0.83394238 0.56373124
-0.83536003 0.56616395
-0.83677473 0.56859188
-0.83818795 0.57101511
-0.83960116 0.57342218
-0.84101143 0.57583630
-0.84242169 0.57823446
-0.84382899 0.58062829
-0.84523630 0.58301787
-0.84664213 0.58540327
-0.84804648 0.58779601
-0.84944787 0.59017326
-0.85084926 0.59255795
-0.85224918 0.59492734
-0.85364761 0.59730428
-0.85504457 0.59967744
-0.85644005 0.60205821
-0.85783405 0.60442398
-0.85922657 0.60679747
-0.86061762 0.60917869
-0.86200866 0.61154514
-0.86339675 0.61391941
-0.86478336 0.61629030
-0.86616849 0.61866908
-0.86755215 0.62104457
-0.86893580 0.62341683
-0.87031650 0.62579710
-0.87169571 0.62817424
-0.87307345 0.63055945
-0.87445120 0.63294162
-0.87582598 0.63533193
-0.87719928 0.63771929
-0.87857259 0.64011485
-0.87994294 0.64250756
-0.88131181 0.64490854
-0.88267920 0.64731781
-0.88404659 0.64972435
-0.88541103 0.65215027
-0.88677399 0.65456253
-0.88813547 0.65699420
-0.88949695 0.65943431
-0.89085547 0.66187189
-0.89221251 0.66432893
-0.89356808 0.66679447
-0.89492217 0.66925759
-0.89627478 0.67174023
-0.89762591 0.67423145
-0.89897556 0.67674219
-0.90032374 0.67925065
-0.90167044 0.68178958
-0.90301565 0.68433717
-0.90435940 0.68689346
-0.90570166 0.68948021
-0.90704096 0.69207570
-0.90838027 0.69469081
-0.90971810 0.69733639
-0.91105297 0.70000160
-0.91238784 0.70268647
-0.91371975 0.70540181
-0.91505167 0.70814764
-0.91638062 0.71095635
-0.91770810 0.71383868
-0.91903410 0.71679455
-0.92036010 0.71981311
-0.92168315 0.72290511
-0.92300472 0.72605972
-0.92432480 0.72929845
-0.92564341 0.73261050
-0.92695907 0.73601733
-0.92827472 0.73951032
-0.92958890 0.74311522
-0.93090011 0.74684165
-0.93221133 0.75070566
-0.93351959 0.75472439
-0.93482786 0.75891925
-0.93613316 0.76331809
-0.93743699 0.76794233
-0.93873934 0.77282844
-0.94004021 0.77797975
-0.94133960 0.78333014
-0.94263604 0.78876124
-0.94393247 0.79440507
-0.94522743 0.80047932
-0.94651943 0.80833210
-0.94781143 0.81925477
-0.94910048 0.83618492
-0.95038804 0.85250021
-0.95167118 0.85189375
-0.95295431 0.83884483
-0.95423744 0.83071546
-0.95551909 0.82849753
-0.95679779 0.82730035
-0.95807353 0.82670556
-0.95934927 0.82633263
-0.96062353 0.82579791
-0.96189631 0.82502427
-0.96316762 0.82148574
