# s/c    M_is
1.10820879 1.11523083
1.10693748 1.11699304
1.10566618 1.11870111
1.10439487 1.12035794
1.10312357 1.12196634
1.10185226 1.12352995
1.10058096 1.12505215
1.09930965 1.12653671
1.09802356 1.12798854
1.09675226 1.12941004
1.09548095 1.13080295
1.09420965 1.13216862
1.09293834 1.13350698
1.09166704 1.13481750
1.09039573 1.13609871
1.08912443 1.13734813
1.08783834 1.13856164
1.08656703 1.13973451
1.08529573 1.14086110
1.08402442 1.14193411
1.08275312 1.14294515
1.08148181 1.14388225
1.08021050 1.14473274
1.07893920 1.14549579
1.07766789 1.14618811
1.07638181 1.14683363
1.07511050 1.14745226
1.07383919 1.14805490
1.07256789 1.14864458
1.07129658 1.14922130
1.07002528 1.14978311
1.06875397 1.15032653
1.06746788 1.15084747
1.06619658 1.15134198
1.06492527 1.15180740
1.06365397 1.15224085
1.06238266 1.15263945
1.06111136 1.15299650
1.05984005 1.15330045
1.05856875 1.15354536
1.05728266 1.15373196
1.05601135 1.15386628
1.05474005 1.15395779
1.05346874 1.15401478
1.05219744 1.15404483
1.05092613 1.15405467
1.04965483 1.15405135
1.04836874 1.15404214
1.04709743 1.15403060
1.04582613 1.15401855
1.04455482 1.15400722
1.04328352 1.15399674
1.04201221 1.15398705
1.04072612 1.15397677
1.03945482 1.15396434
1.03818351 1.15394724
1.03691221 1.15392157
1.03564090 1.15388444
1.03436960 1.15383432
1.03309829 1.15377286
1.03181220 1.15370462
1.03054090 1.15363508
1.02926959 1.15356868
1.02799829 1.15350972
1.02672698 1.15346367
1.02545567 1.15343425
1.02416959 1.15342282
1.02289828 1.15342520
1.02162698 1.15343226
1.02035567 1.15343424
1.01908436 1.15342404
1.01779828 1.15339929
1.01652697 1.15336001
1.01525567 1.15330729
1.01398436 1.15324267
1.01271305 1.15316751
1.01144175 1.15308282
1.01015566 1.15298916
1.00888436 1.15288663
1.00761305 1.15277481
1.00634174 1.15265276
1.00507044 1.15251906
1.00378435 1.15237245
1.00251305 1.15221305
1.00124174 1.15204397
0.99997043 1.15187074
0.99869913 1.15169959
0.99742782 1.15153565
0.99614174 1.15138053
0.99487043 1.15123444
0.99359912 1.15109887
0.99232782 1.15097562
0.99105651 1.15086593
0.98977043 1.15076944
0.98849912 1.15068364
0.98722781 1.15060368
0.98595651 1.15052339
0.98468520 1.15043581
0.98339912 1.15033355
0.98212781 1.15021017
0.98085651 1.15005997
0.97958520 1.14987964
0.97829911 1.14967104
0.97702781 1.14944106
0.97575650 1.14920056
0.97448520 1.14895986
0.97321389 1.14872753
0.97192780 1.14851046
0.97065650 1.14831059
0.96938519 1.14812722
0.96811389 1.14795641
0.96682780 1.14778905
0.96555649 1.14761268
0.96428519 1.14741586
0.96301388 1.14718951
0.96174258 1.14692433
0.96045649 1.14661137
0.95918518 1.14623961
0.95791388 1.14580794
0.95664257 1.14533979
0.95535648 1.14487120
0.95408518 1.14443267
0.95281387 1.14403873
0.95154257 1.14369000
0.95025648 1.14338180
0.94898517 1.14310854
0.94771387 1.14286492
0.94644256 1.14264383
0.94515647 1.14243692
0.94388517 1.14223420
0.94261386 1.14202220
0.94134256 1.14178345
0.94005647 1.14149464
0.93878516 1.14113900
0.93751386 1.14071880
0.93624255 1.14025186
0.93495647 1.13976241
0.93368516 1.13927605
0.93241385 1.13881373
0.93114255 1.13838535
0.92985646 1.13799640
0.92858516 1.13765126
0.92731385 1.13735233
0.92604254 1.13710074
0.92475646 1.13689300
0.92348515 1.13671975
0.92221385 1.13656267
0.92094254 1.13639813
0.91965645 1.13620959
0.91838515 1.13598871
0.91711384 1.13573389
0.91582775 1.13544940
0.91455645 1.13514208
0.91328514 1.13482182
0.91201384 1.13449835
0.91072775 1.13418239
0.90945644 1.13388600
0.90818514 1.13361483
0.90691383 1.13337041
0.90562774 1.13315139
0.90435644 1.13295277
0.90308513 1.13276849
0.90179905 1.13259044
0.90052774 1.13241134
0.89925643 1.13222310
0.89797035 1.13201520
0.89669904 1.13177883
0.89542774 1.13150405
0.89415643 1.13118132
0.89287034 1.13080515
0.89159904 1.13037326
0.89032773 1.12988752
0.88904164 1.12935503
0.88777034 1.12879280
0.88649903 1.12822533
0.88521294 1.12767136
0.88394164 1.12714374
0.88267033 1.12665348
0.88138424 1.12620932
0.88011294 1.12581821
0.87884163 1.12548300
0.87757033 1.12520003
0.87628424 1.12496085
0.87501293 1.12474942
0.87374163 1.12454495
0.87245554 1.12432272
0.87118424 1.12405052
0.86991293 1.12370133
0.86862684 1.12325324
0.86735554 1.12269741
0.86608423 1.12204220
0.86479814 1.12131070
0.86352684 1.12053616
0.86225553 1.11974939
0.86096944 1.11897831
0.85969814 1.11823831
0.85842683 1.11753572
0.85714075 1.11687256
0.85586944 1.11624455
0.85459813 1.11564526
0.85331205 1.11506401
0.85204074 1.11448502
0.85076944 1.11389208
0.84948335 1.11327483
0.84821204 1.11263584
0.84692595 1.11198759
0.84565465 1.11134413
0.84438334 1.11071447
0.84309725 1.11010098
0.84182595 1.10950354
0.84055464 1.10891880
0.83926856 1.10834197
0.83799725 1.10776845
0.83672594 1.10719332
0.83543986 1.10661215
0.83416855 1.10602136
0.83288246 1.10541937
0.83161116 1.10480600
0.83033985 1.10418316
0.82905376 1.10355615
0.82778246 1.10293370
0.82651115 1.10233145
0.82522507 1.10177008
0.82395376 1.10126221
0.82266767 1.10080294
0.82139637 1.10037588
0.82012506 1.09996323
0.81883897 1.09955130
0.81756767 1.09913103
0.81628158 1.09869450
0.81501027 1.09823334
0.81373897 1.09773965
0.81245288 1.09720980
0.81118157 1.09664658
0.80989549 1.09605615
0.80862418 1.09544620
0.80735288 1.09482459
0.80606679 1.09420289
0.80479548 1.09359954
0.80350939 1.09303039
0.80223809 1.09250463
0.80096678 1.09202530
0.79968070 1.09159016
0.79840939 1.09119395
0.79712330 1.09082751
0.79585200 1.09048119
0.79458069 1.09014399
0.79329460 1.08980478
0.79202330 1.08945756
0.79073721 1.08909942
0.78946590 1.08872968
0.78817982 1.08834993
0.78690851 1.08796319
0.78563720 1.08757376
0.78435112 1.08718790
0.78307981 1.08681433
0.78179372 1.08646698
0.78052242 1.08616144
0.77923633 1.08590620
0.77796502 1.08570419
0.77669372 1.08555336
0.77540763 1.08544733
0.77413633 1.08537777
0.77285024 1.08533448
0.77157893 1.08530243
0.77029284 1.08526270
0.76902154 1.08520055
0.76773545 1.08511097
0.76646414 1.08499860
0.76517806 1.08487259
0.76390675 1.08474118
0.76263545 1.08460900
0.76134936 1.08447876
0.76007805 1.08435243
0.75879196 1.08423040
0.75752066 1.08411273
0.75623457 1.08399949
0.75496327 1.08389089
0.75367718 1.08378727
0.75240587 1.08368970
0.75111978 1.08359991
0.74984848 1.08352004
0.74856239 1.08345295
0.74729108 1.08340035
0.74600500 1.08336047
0.74473369 1.08332795
0.74344760 1.08329446
0.74217630 1.08325017
0.74089021 1.08318645
0.73961890 1.08309630
0.73833282 1.08297361
0.73706151 1.08281346
0.73577542 1.08261151
0.73450412 1.08236507
0.73321803 1.08207684
0.73194672 1.08175991
0.73066064 1.08143674
0.72938933 1.08113111
0.72810324 1.08085892
0.72683194 1.08062362
0.72554585 1.08041841
0.72427454 1.08023463
0.72298845 1.08006472
0.72171715 1.07990025
0.72043106 1.07973168
0.71915976 1.07954582
0.71787367 1.07932390
0.71660236 1.07904101
0.71531627 1.07867850
0.71404497 1.07824246
0.71275888 1.07775778
0.71148758 1.07725299
0.71020149 1.07675061
0.70893018 1.07625937
0.70764409 1.07578497
0.70635801 1.07533461
0.70508670 1.07491580
0.70380061 1.07453880
0.70252931 1.07420960
0.70124322 1.07391349
0.69997191 1.07361422
0.69868582 1.07328023
0.69741452 1.07289516
0.69612843 1.07246032
0.69484234 1.07198572
0.69357104 1.07147994
0.69228495 1.07095046
0.69101364 1.07039792
0.68972756 1.06982244
0.68845625 1.06922200
0.68717016 1.06858650
0.68589886 1.06791135
0.68461277 1.06721308
0.68332668 1.06652262
0.68205538 1.06586099
0.68076929 1.06523115
0.67949798 1.06462900
0.67821189 1.06405140
0.67692581 1.06349948
0.67565450 1.06297422
0.67436841 1.06246532
0.67309711 1.06194043
0.67181102 1.06135742
0.67053971 1.06069025
0.66925363 1.05993278
0.66796754 1.05909444
0.66669623 1.05820159
0.66541014 1.05729321
0.66413884 1.05640886
0.66285275 1.05557482
0.66156666 1.05479866
0.66029536 1.05407235
0.65900927 1.05338240
0.65772318 1.05272195
0.65645188 1.05209058
0.65516579 1.05148591
0.65389448 1.05089808
0.65260839 1.05031806
0.65132231 1.04973813
0.65005100 1.04915080
0.64876491 1.04855142
0.64749361 1.04793584
0.64620752 1.04730200
0.64492143 1.04664741
0.64365012 1.04597006
0.64236404 1.04526729
0.64107795 1.04453101
0.63980664 1.04375638
0.63852056 1.04295023
0.63723447 1.04212830
0.63596316 1.04131239
0.63467707 1.04051992
0.63339099 1.03977025
0.63211968 1.03908606
0.63083359 1.03847606
0.62954750 1.03794076
0.62827620 1.03747330
0.62699011 1.03704005
0.62571880 1.03658991
0.62443272 1.03608910
0.62314663 1.03552638
0.62187532 1.03490947
0.62058924 1.03425611
0.61930315 1.03358440
0.61801706 1.03290372
0.61674575 1.03222217
0.61545967 1.03155066
0.61417358 1.03088323
0.61290227 1.03020866
0.61161618 1.02952026
0.61033010 1.02882551
0.60905879 1.02814923
0.60777270 1.02752380
0.60648661 1.02696800
0.60521531 1.02646913
0.60392922 1.02600254
0.60264313 1.02553418
0.60137183 1.02502761
0.60008574 1.02446494
0.59879965 1.02384431
0.59751356 1.02318245
0.59624226 1.02251129
0.59495617 1.02186938
0.59367008 1.02129292
0.59239878 1.02078724
0.59111269 1.02032506
0.58982660 1.01987241
0.58854051 1.01941468
0.58726921 1.01895410
0.58598312 1.01850822
0.58469703 1.01810775
0.58341094 1.01776778
0.58213964 1.01748766
0.58085355 1.01725496
0.57956746 1.01703306
0.57829616 1.01677219
0.57701007 1.01644363
0.57572398 1.01603641
0.57443789 1.01555222
0.57316659 1.01500748
0.57188050 1.01442420
0.57059441 1.01383131
0.56930832 1.01325857
0.56803702 1.01272276
0.56675093 1.01222775
0.56546484 1.01176819
0.56417875 1.01133437
0.56289266 1.01090654
0.56162136 1.01045493
0.56033527 1.00996402
0.55904918 1.00943389
0.55776309 1.00889026
0.55649179 1.00837014
0.55520570 1.00788831
0.55391961 1.00743301
0.55263352 1.00696727
0.55134744 1.00644862
0.55007613 1.00586231
0.54879004 1.00521632
0.54750395 1.00453988
0.54621787 1.00387975
0.54494656 1.00324755
0.54366047 1.00262749
0.54237438 1.00199436
0.54108830 1.00131181
0.53980221 1.00055319
0.53853090 0.99973838
0.53724481 0.99893011
0.53595873 0.99817424
0.53467264 0.99748895
0.53338655 0.99685054
0.53210046 0.99619050
0.53082916 0.99546703
0.52954307 0.99468268
0.52825698 0.99388002
0.52697089 0.99312233
0.52568480 0.99243087
0.52439872 0.99179678
0.52312741 0.99118413
0.52184132 0.99052982
0.52055524 0.98979812
0.51926915 0.98898102
0.51798306 0.98809042
0.51669697 0.98715743
0.51542567 0.98621553
0.51413958 0.98529215
0.51285349 0.98439595
0.51156740 0.98352096
0.51028131 0.98264903
0.50899523 0.98175532
0.50770914 0.98082761
0.50643783 0.97986787
0.50515174 0.97888902
0.50386566 0.97790766
0.50257957 0.97692904
0.50129348 0.97594896
0.50000739 0.97495937
0.49872130 0.97394872
0.49743522 0.97290490
0.49616391 0.97181925
0.49487782 0.97068777
0.49359173 0.96951289
0.49230565 0.96830261
0.49101956 0.96706878
0.48973347 0.96582796
0.48844738 0.96459794
0.48716129 0.96339634
0.48587521 0.96222981
0.48460390 0.96109021
0.48331781 0.95995143
0.48203172 0.95877899
0.48074564 0.95756804
0.47945955 0.95633817
0.47817346 0.95511413
0.47688737 0.95391501
0.47560128 0.95274150
0.47431520 0.95157240
0.47302911 0.95037039
0.47174302 0.94910305
0.47045693 0.94775030
0.46917084 0.94632678
0.46789954 0.94489060
0.46661345 0.94349240
0.46532736 0.94215071
0.46404127 0.94081503
0.46275519 0.93938403
0.46146910 0.93785299
0.46018301 0.93630234
0.45889692 0.93481046
0.45761083 0.93342312
0.45632474 0.93212110
0.45503866 0.93086802
0.45375257 0.92966319
0.45246648 0.92851664
0.45118039 0.92744860
0.44989430 0.92641224
0.44860822 0.92528287
0.44732213 0.92401207
0.44603604 0.92263800
0.44474995 0.92123917
0.44346386 0.91988208
0.44217778 0.91858488
0.44089169 0.91733420
0.43960560 0.91610085
0.43831951 0.91486718
0.43703342 0.91362451
0.43574734 0.91236448
0.43446125 0.91108723
0.43317516 0.90979170
0.43188907 0.90848026
0.43060298 0.90716961
0.42931690 0.90588125
0.42803081 0.90463142
0.42674472 0.90342059
0.42545863 0.90224743
0.42417254 0.90113696
0.42288645 0.90011074
0.42160037 0.89918034
0.42031428 0.89829566
0.41902819 0.89733214
0.41774210 0.89624183
0.41645601 0.89507441
0.41516993 0.89390164
0.41388384 0.89275931
0.41259775 0.89164204
0.41131166 0.89056195
0.41002557 0.88954280
0.40873949 0.88858212
0.40745340 0.88763774
0.40616731 0.88667037
0.40488122 0.88567589
0.40359513 0.88468350
0.40230905 0.88375265
0.40102296 0.88293213
0.39973687 0.88221793
0.39843600 0.88156329
0.39714991 0.88091779
0.39586382 0.88025684
0.39457773 0.87957808
0.39329165 0.87888521
0.39200556 0.87817992
0.39071947 0.87745699
0.38943338 0.87671234
0.38814729 0.87595192
0.38686121 0.87519230
0.38557512 0.87445718
0.38428903 0.87377512
0.38298816 0.87317254
0.38170207 0.87265314
0.38041598 0.87218954
0.37912989 0.87174343
0.37784381 0.87129887
0.37655772 0.87085622
0.37527163 0.87041151
0.37398554 0.86996115
0.37269945 0.86949796
0.37139858 0.86900702
0.37011250 0.86849042
0.36882641 0.86798282
0.36754032 0.86752055
0.36625423 0.86712196
0.36496814 0.86677986
0.36368206 0.86646718
0.36238118 0.86615752
0.36109510 0.86583816
0.35980901 0.86550945
0.35852292 0.86517177
0.35723683 0.86482419
0.35595074 0.86447361
0.35466466 0.86414038
0.35336379 0.86384374
0.35207770 0.86358797
0.35079161 0.86335574
0.34950552 0.86312601
0.34821943 0.86289518
0.34693335 0.86265502
0.34563247 0.86239529
0.34434639 0.86211790
0.34306030 0.86182397
0.34177421 0.86151471
0.34048812 0.86118884
0.33918725 0.86084297
0.33790116 0.86047252
0.33661508 0.86006786
0.33532899 0.85962894
0.33404290 0.85917057
0.33275681 0.85871156
0.33145594 0.85825681
0.33016985 0.85779825
0.32888376 0.85731192
0.32759768 0.85675648
0.32629681 0.85609888
0.32501072 0.85531776
0.32372463 0.85440308
0.32243854 0.85337306
0.32115245 0.85226953
0.31985158 0.85112716
0.31856549 0.84997456
0.31727941 0.84883272
0.31599332 0.84769681
0.31469245 0.84654454
0.31340636 0.84535587
0.31212027 0.84411871
0.31083418 0.84281995
0.30953331 0.84143046
0.30824722 0.83991623
0.30696114 0.83825851
0.30567505 0.83647085
0.30437418 0.83459906
0.30308809 0.83268623
0.30180200 0.83075796
0.30051591 0.82880500
0.29921504 0.82679054
0.29792895 0.82468304
0.29664287 0.82247152
0.29534200 0.82017860
0.29405591 0.81785021
0.29276982 0.81551815
0.29148373 0.81319338
0.29018286 0.81085097
0.28889677 0.80842206
0.28761068 0.80585182
0.28630981 0.80315756
0.28502373 0.80039593
0.28373764 0.79762434
0.28243677 0.79487141
0.28115068 0.79209103
0.27986459 0.78921737
0.27857850 0.78621949
0.27727763 0.78308725
0.27599154 0.77984435
0.27470546 0.77655899
0.27340459 0.77328512
0.27211850 0.77003953
0.27083241 0.76679200
0.26953154 0.76347093
0.26824545 0.76002589
0.26695936 0.75643722
0.26565849 0.75272809
0.26437240 0.74895833
0.26307153 0.74516430
0.26178545 0.74135635
0.26049936 0.73753185
0.25919849 0.73367465
0.25791240 0.72976755
0.25662631 0.72579861
0.25532544 0.72176807
0.25403935 0.71768499
0.25275326 0.71356548
0.25145239 0.70942732
0.25016630 0.70527678
0.24886543 0.70111301
0.24757935 0.69693066
0.24629326 0.69271948
0.24499239 0.68847552
0.24370630 0.68419566
0.24240543 0.67987300
0.24111934 0.67550688
0.23983325 0.67110909
0.23853238 0.66670038
0.23724629 0.66230290
0.23594542 0.65792939
0.23465933 0.65357833
0.23337325 0.64923653
0.23207238 0.64488497
0.23078629 0.64050623
0.22948542 0.63608413
0.22819933 0.63160924
0.22689846 0.62708177
0.22561237 0.62252233
0.22432628 0.61797062
0.22302541 0.61344655
0.22173932 0.60894756
0.22043845 0.60446148
0.21915236 0.59997359
0.21785149 0.59547454
0.21656541 0.59096506
0.21526454 0.58645902
0.21397845 0.58197340
0.21267758 0.57753153
0.21139149 0.57314003
0.21009062 0.56875899
0.20880453 0.56433856
0.20750366 0.55984707
0.20621757 0.55532525
0.20493148 0.55089592
0.20363061 0.54661041
0.20234452 0.54243778
0.20104365 0.53833729
0.19975757 0.53426703
0.19845669 0.53022711
0.19717061 0.52622977
0.19586974 0.52224662
0.19458365 0.51823907
0.19328278 0.51414725
0.19199669 0.50998337
0.19069582 0.50587288
0.18939495 0.50188854
0.18810886 0.49801549
0.18680799 0.49418965
0.18552190 0.49035772
0.18422103 0.48651013
0.18293494 0.48266380
0.18163407 0.47884530
0.18034798 0.47506359
0.17904711 0.47131758
0.17776102 0.46760543
0.17646015 0.46392419
0.17517407 0.46027512
0.17387319 0.45666240
0.17257232 0.45309103
0.17128624 0.44956692
0.16998537 0.44609336
0.16869928 0.44267315
0.16739841 0.43929575
0.16611232 0.43590908
0.16481145 0.43245214
0.16351058 0.42886044
0.16222449 0.42514211
0.16092362 0.42142315
0.15963753 0.41777485
0.15833666 0.41417996
0.15703579 0.41060256
0.15574970 0.40703442
0.15444883 0.40350656
0.15316274 0.40001856
0.15186187 0.39653763
0.15056100 0.39304999
0.14927491 0.38958798
0.14797404 0.38619513
0.14668795 0.38289036
0.14538708 0.37965986
0.14408621 0.37644210
0.14280012 0.37315871
0.14149925 0.36977993
0.14019838 0.36633572
0.13891229 0.36287848
0.13761142 0.35943932
0.13632534 0.35602270
0.13502447 0.35262417
0.13372359 0.34924120
0.13243751 0.34588192
0.13113664 0.34255706
0.12983577 0.33925725
0.12854968 0.33761832
0.12724881 0.33434875
0.12594794 0.33109025
0.12466185 0.32784276
0.12336098 0.32460626
0.12206011 0.32138070
0.12075924 0.31816606
0.11947315 0.31496229
0.11817228 0.31176936
0.11687141 0.30858724
0.11558532 0.30541589
0.11428445 0.30225528
0.11298358 0.29910536
0.11169749 0.29596611
0.11039662 0.29283749
0.10909575 0.28971947
0.10779488 0.28661200
0.10650879 0.28351507
0.10520792 0.28042862
0.10390705 0.27735263
0.10260618 0.27428706
0.10132009 0.27123187
0.10001922 0.26818703
0.09871835 0.26515250
0.09743226 0.26212823
0.09613139 0.25911420
0.09483052 0.25611035
0.09352965 0.25311666
0.09224356 0.25013308
0.09094269 0.24715955
0.08964182 0.24419605
0.08834095 0.24124252
0.08704008 0.23829892
0.08575399 0.23536519
0.08445312 0.23244128
0.08315225 0.22952715
0.08185138 0.22662273
0.08056529 0.22372797
0.07926442 0.22084280
0.07796355 0.21796716
0.07666268 0.21510098
0.07536180 0.21224420
0.07407572 0.20939674
0.07277485 0.20655851
0.07147398 0.20372945
0.07017310 0.20090945
0.06887223 0.19809843
0.06757136 0.19529630
0.06628528 0.19250294
0.06498440 0.18971825
0.06368353 0.18694211
0.06238266 0.18417441
0.06108179 0.18141500
0.05978092 0.17866375
0.05849483 0.17592051
0.05719396 0.17318512
0.05589309 0.17045741
0.05459222 0.16773721
0.05329135 0.16502432
0.05199048 0.16231853
0.05068961 0.15961963
0.04940352 0.15692737
0.04810265 0.15424151
0.04680178 0.15156178
0.04550091 0.14888787
0.04420004 0.14621948
0.04289917 0.14355627
0.04159830 0.14089788
0.04029743 0.13824391
0.03901134 0.13559393
0.03771047 0.13294750
0.03640960 0.13030411
0.03510873 0.12766323
0.03380786 0.12502426
0.03250698 0.12238657
0.03120611 0.11974948
0.02990524 0.11711222
0.02860437 0.11447397
0.02730350 0.11183382
0.02600263 0.10919077
0.02470176 0.10654373
0.02341567 0.10389149
0.02211480 0.10123272
0.02081393 0.09856592
0.01951306 0.09588944
0.01821219 0.09320144
0.01691132 0.09049984
0.01561045 0.08778229
0.01430958 0.08504616
0.01300871 0.08228842
0.01170784 0.07950563
0.01040697 0.07669381
0.00910609 0.07384833
0.00780522 0.07096379
0.00650435 0.06803380
0.00520348 0.06505072
0.00390261 0.06200533
0.00260174 0.05888630
0.00130087 0.05567949
0.00000000 0.05236691
-0.00000000 0.04347709
-0.00130087 0.03528284
-0.00260335 0.03022205
-0.00390746 0.02467451
-0.00521317 0.02029335
-0.00652048 0.01554677
-0.00782941 0.01119466
-0.00913993 0.00668997
-0.01045207 nan
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00518200
-0.01571644 0.01036420
-0.01703653 0.01525611
-0.01835824 0.02007152
-0.01968143 0.02485532
-0.02100625 0.02962329
-0.02233255 0.03451252
-0.02366047 0.03959193
-0.02499002 0.04469739
-0.02632105 0.04955068
-0.02765326 0.05388783
-0.02898739 0.05727901
-0.03032315 0.05980953
-0.03166038 0.06202101
-0.03299939 0.06394643
-0.03433973 0.06581595
-0.03568185 0.06756772
-0.03702529 0.06927556
-0.03837051 0.07094265
-0.03971706 0.07257179
-0.04106524 0.07422610
-0.04241504 0.07584469
-0.04376617 0.07748789
-0.04511893 0.07904039
-0.04647316 0.08028345
-0.04782902 0.08117567
-0.04918636 0.08189352
-0.05054518 0.08255068
-0.05190548 0.08314858
-0.05326740 0.08368845
-0.05463080 0.08427837
-0.05599568 0.08481115
-0.05736204 0.08539341
-0.05872988 0.08591936
-0.06009919 0.08644216
-0.06146998 0.08696185
-0.06284240 0.08747849
-0.06421615 0.08799215
-0.06559138 0.08855377
-0.06696823 0.08911191
-0.06834642 0.08971688
-0.06972608 0.09036776
-0.07110722 0.09096451
-0.07248984 0.09160665
-0.07387393 0.09219549
-0.07525951 0.09282925
-0.07664641 0.09345878
-0.07803480 0.09403620
-0.07942466 0.09465783
-0.08081600 0.09522810
-0.08220867 0.09584212
-0.08360282 0.09645230
-0.08499845 0.09701219
-0.08639541 0.09756892
-0.08779384 0.09816854
-0.08919376 0.09871886
-0.09059500 0.09926619
-0.09199772 0.09985580
-0.09340178 0.10039703
-0.09480731 0.10093542
-0.09621417 0.10147100
-0.09762236 0.10200382
-0.09903203 0.10253392
-0.10044304 0.10306135
-0.10185551 0.10358615
-0.10326932 0.10406493
-0.10468446 0.10458478
-0.10610108 0.10510211
-0.10751888 0.10561696
-0.10893816 0.10612937
-0.11035892 0.10663936
-0.11178086 0.10714697
-0.11320413 0.10765223
-0.11462888 0.10815519
-0.11605496 0.10865587
-0.11748222 0.10911284
-0.11891096 0.10960924
-0.12034104 0.11010344
-0.12177229 0.11055456
-0.12320502 0.11100389
-0.12463893 0.11145145
-0.12607433 0.11193770
-0.12751090 0.11238162
-0.12894881 0.11282383
-0.13038804 0.11326436
-0.13182846 0.11366339
-0.13327021 0.11410075
-0.13471344 0.11453648
-0.13615770 0.11497060
-0.13760344 0.11536386
-0.13905022 0.11579495
-0.14049847 0.11622448
-0.14194791 0.11661362
-0.14339867 0.11704021
-0.14485062 0.11742672
-0.14630375 0.11781198
-0.14775822 0.11823436
-0.14921430 0.11861707
-0.15067039 0.11903666
-0.15212944 0.11941686
-0.15358848 0.11979589
-0.15504900 0.12021147
-0.15651101 0.12058806
-0.15797449 0.12096351
-0.15943796 0.12137520
-0.16090440 0.12174829
-0.16237084 0.12212027
-0.16383875 0.12252817
-0.16530667 0.12289785
-0.16677754 0.12330325
-0.16824841 0.12367068
-0.16972223 0.12403704
-0.17119606 0.12443884
-0.17266989 0.12480301
-0.17414667 0.12520241
-0.17562346 0.12556443
-0.17710172 0.12596149
-0.17858146 0.12635733
-0.18006268 0.12671615
-0.18154390 0.12710971
-0.18302659 0.12750209
-0.18451077 0.12789330
-0.18599642 0.12828336
-0.18748355 0.12867226
-0.18897069 0.12906003
-0.19045930 0.12944667
-0.19194791 0.12983220
-0.19343947 0.13021662
-0.19493104 0.13059994
-0.19642408 0.13098217
-0.19791861 0.13136333
-0.19941313 0.13174341
-0.20090913 0.13208803
-0.20240661 0.13246610
-0.20390557 0.13280889
-0.20540453 0.13315084
-0.20690496 0.13349193
-0.20840540 0.13386616
-0.20990879 0.13420550
-0.21141218 0.13454400
-0.21291705 0.13484796
-0.21442193 0.13518491
