# s/c    M_is
0.63339099 0.96725235
0.63211968 0.96691428
0.63083359 0.96662263
0.62954750 0.96638033
0.62827620 0.96618359
0.62699011 0.96600703
0.62571880 0.96581133
0.62443272 0.96556900
0.62314663 0.96527204
0.62187532 0.96492649
0.62058924 0.96454614
0.61930315 0.96414537
0.61801706 0.96373012
0.61674575 0.96330501
0.61545967 0.96287452
0.61417358 0.96243275
0.61290227 0.96196949
0.61161618 0.96147776
0.61033010 0.96096400
0.60905879 0.96044986
0.60777270 0.95996449
0.60648661 0.95952563
0.60521531 0.95912544
0.60392922 0.95874597
0.60264313 0.95836030
0.60137183 0.95793781
0.60008574 0.95746329
0.59879965 0.95693544
0.59751356 0.95636543
0.59624226 0.95577671
0.59495617 0.95520220
0.59367008 0.95466939
0.59239878 0.95418282
0.59111269 0.95372349
0.58982660 0.95326342
0.58854051 0.95279265
0.58726921 0.95231592
0.58598312 0.95184984
0.58469703 0.95142222
0.58341094 0.95104822
0.58213964 0.95072861
0.58085355 0.95045452
0.57956746 0.95019626
0.57829616 0.94991104
0.57701007 0.94957558
0.57572398 0.94918104
0.57443789 0.94872837
0.57316659 0.94823160
0.57188050 0.94770902
0.57059441 0.94718540
0.56930832 0.94668673
0.56803702 0.94622731
0.56675093 0.94580998
0.56546484 0.94543007
0.56417875 0.94507818
0.56289266 0.94473677
0.56162136 0.94437944
0.56033527 0.94399146
0.55904918 0.94357228
0.55776309 0.94314330
0.55649179 0.94273746
0.55520570 0.94236801
0.55391961 0.94202547
0.55263352 0.94167950
0.55134744 0.94129281
0.55007613 0.94085254
0.54879004 0.94036619
0.54750395 0.93985977
0.54621787 0.93937553
0.54494656 0.93892241
0.54366047 0.93848556
0.54237438 0.93804196
0.54108830 0.93755583
0.53980221 0.93700197
0.53853090 0.93639712
0.53724481 0.93579551
0.53595873 0.93523742
0.53467264 0.93473898
0.53338655 0.93427958
0.53210046 0.93379876
0.53082916 0.93325989
0.52954307 0.93266624
0.52825698 0.93205771
0.52697089 0.93149285
0.52568480 0.93099229
0.52439872 0.93055036
0.52312741 0.93013558
0.52184132 0.92969210
0.52055524 0.92918821
0.51926915 0.92861682
0.51798306 0.92798806
0.51669697 0.92732966
0.51542567 0.92667142
0.51413958 0.92603604
0.51285349 0.92543067
0.51156740 0.92484964
0.51028131 0.92427646
0.50899523 0.92368855
0.50770914 0.92307558
0.50643783 0.92243988
0.50515174 0.92179347
0.50386566 0.92115287
0.50257957 0.92052301
0.50129348 0.91990012
0.50000739 0.91927728
0.49872130 0.91864403
0.49743522 0.91798866
0.49616391 0.91730306
0.49487782 0.91658305
0.49359173 0.91582959
0.49230565 0.91504904
0.49101956 0.91425125
0.48973347 0.91345030
0.48844738 0.91266113
0.48716129 0.91189895
0.48587521 0.91116875
0.48460390 0.91046199
0.48331781 0.90975392
0.48203172 0.90901157
0.48074564 0.90823048
0.47945955 0.90742866
0.47817346 0.90662925
0.47688737 0.90585082
0.47560128 0.90509567
0.47431520 0.90434677
0.47302911 0.90357039
0.47174302 0.90273770
0.47045693 0.90183057
0.46917084 0.90086145
0.46789954 0.89988362
0.46661345 0.89894167
0.46532736 0.89805023
0.46404127 0.89716132
0.46275519 0.89617843
0.46146910 0.89509488
0.46018301 0.89398313
0.45889692 0.89291499
0.45761083 0.89193443
0.45632474 0.89102572
0.45503866 0.89015761
0.45375257 0.88933148
0.45246648 0.88855894
0.45118039 0.88786105
0.44989430 0.88719552
0.44860822 0.88644645
0.44732213 0.88556855
0.44603604 0.88459709
0.44474995 0.88360375
0.44346386 0.88264800
0.44217778 0.88174432
0.44089169 0.88087907
0.43960560 0.88002481
0.43831951 0.87916579
0.43703342 0.87829517
0.43574734 0.87740616
0.43446125 0.87649881
0.43317516 0.87557207
0.43188907 0.87462743
0.43060298 0.87367794
0.42931690 0.87274169
0.42803081 0.87183274
0.42674472 0.87095155
0.42545863 0.87009806
0.42417254 0.86929725
0.42288645 0.86857086
0.42160037 0.86793110
0.42031428 0.86733261
0.41902819 0.86665904
0.41774210 0.86586489
0.41645601 0.86499377
0.41516993 0.86410962
0.41388384 0.86324300
0.41259775 0.86238742
0.41131166 0.86155470
0.41002557 0.86076813
0.40873949 0.86002679
0.40745340 0.85929307
0.40616731 0.85853145
0.40488122 0.85773926
0.40359513 0.85694402
0.40230905 0.85620130
0.40102296 0.85555691
0.39973687 0.85500765
0.39843600 0.85451138
0.39714991 0.85402141
0.39586382 0.85351547
0.39457773 0.85299260
0.39329165 0.85245696
0.39200556 0.85191083
0.39071947 0.85134982
0.38943338 0.85077020
0.38814729 0.85017785
0.38686121 0.84958718
0.38557512 0.84901816
0.38428903 0.84849594
0.38298816 0.84804223
0.38170207 0.84765850
0.38041598 0.84731863
0.37912989 0.84698803
0.37784381 0.84665353
0.37655772 0.84631824
0.37527163 0.84598176
0.37398554 0.84564292
0.37269945 0.84529590
0.37139858 0.84492821
0.37011250 0.84454058
0.36882641 0.84416100
0.36754032 0.84382202
0.36625423 0.84353978
0.36496814 0.84330837
0.36368206 0.84310500
0.36238118 0.84290497
0.36109510 0.84269790
0.35980901 0.84248407
0.35852292 0.84226238
0.35723683 0.84203054
0.35595074 0.84179279
0.35466466 0.84156696
0.35336379 0.84137137
0.35207770 0.84121123
0.35079161 0.84107285
0.34950552 0.84093913
0.34821943 0.84080684
0.34693335 0.84066742
0.34563247 0.84050934
0.34434639 0.84033342
0.34306030 0.84013917
0.34177421 0.83992641
0.34048812 0.83969508
0.33918725 0.83944250
0.33790116 0.83916469
0.33661508 0.83885489
0.33532899 0.83851281
0.33404290 0.83814953
0.33275681 0.83778243
0.33145594 0.83741582
0.33016985 0.83704178
0.32888376 0.83663948
0.32759768 0.83617254
0.32629681 0.83561109
0.32501072 0.83493606
0.32372463 0.83413774
0.32243854 0.83323116
0.32115245 0.83225398
0.31985158 0.83123610
0.31856549 0.83020237
0.31727941 0.82917194
0.31599332 0.82814042
0.31469245 0.82708860
0.31340636 0.82599916
0.31212027 0.82486117
0.31083418 0.82366282
0.30953331 0.82237756
0.30824722 0.82097377
0.30696114 0.81943505
0.30567505 0.81777422
0.30437418 0.81603281
0.30308809 0.81424997
0.30180200 0.81244947
0.30051591 0.81062292
0.29921504 0.80873580
0.29792895 0.80675989
0.29664287 0.80468511
0.29534200 0.80253118
0.29405591 0.80034081
0.29276982 0.79814250
0.29148373 0.79594620
0.29018286 0.79372962
0.28889677 0.79142853
0.28761068 0.78899451
0.28630981 0.78644377
0.28502373 0.78382659
0.28373764 0.78119591
0.28243677 0.77857765
0.28115068 0.77592962
0.27986459 0.77319128
0.27857850 0.77033415
0.27727763 0.76734945
0.27599154 0.76425851
0.27470546 0.76112402
0.27340459 0.75799586
0.27211850 0.75488968
0.27083241 0.75177772
0.26953154 0.74859316
0.26824545 0.74528922
0.26695936 0.74184814
0.26565849 0.73829123
0.26437240 0.73467380
0.26307153 0.73102960
0.26178545 0.72736817
0.26049936 0.72368734
0.25919849 0.71997235
0.25791240 0.71620714
0.25662631 0.71238100
0.25532544 0.70849444
0.25403935 0.70455571
0.25275326 0.70057970
0.25145239 0.69658351
0.25016630 0.69257273
0.24886543 0.68854687
0.24757935 0.68450129
0.24629326 0.68042582
0.24499239 0.67631693
0.24370630 0.67217182
0.24240543 0.66798393
0.24111934 0.66375247
0.23983325 0.65948904
0.23853238 0.65521330
0.23724629 0.65094598
0.23594542 0.64669929
0.23465933 0.64247198
0.23337325 0.63825182
0.23207238 0.63402092
0.23078629 0.62976318
0.22948542 0.62546324
0.22819933 0.62111224
0.22689846 0.61671025
0.22561237 0.61227657
0.22432628 0.60784917
0.22302541 0.60344664
0.22173932 0.59906644
0.22043845 0.59469762
0.21915236 0.59032575
0.21785149 0.58594205
0.21656541 0.58154727
0.21526454 0.57715457
0.21397845 0.57278013
0.21267758 0.56844641
0.21139149 0.56415989
0.21009062 0.55988229
0.20880453 0.55556677
0.20750366 0.55118343
0.20621757 0.54677031
0.20493148 0.54244444
0.20363061 0.53825435
0.20234452 0.53417107
0.20104365 0.53015611
0.19975757 0.52616926
0.19845669 0.52221096
0.19717061 0.51829361
0.19586974 0.51438984
0.19458365 0.51046292
0.19328278 0.50645554
0.19199669 0.50237899
0.19069582 0.49835302
0.18939495 0.49444749
0.18810886 0.49064791
0.18680799 0.48689309
0.18552190 0.48313246
0.18422103 0.47935693
0.18293494 0.47558235
0.18163407 0.47183436
0.18034798 0.46812167
0.17904711 0.46444280
0.17776102 0.46079617
0.17646015 0.45717891
0.17517407 0.45359243
0.17387319 0.45004078
0.17257232 0.44652863
0.17128624 0.44306179
0.16998537 0.43964338
0.16869928 0.43627611
0.16739841 0.43295026
0.16611232 0.42961616
0.16481145 0.42621580
0.16351058 0.42268730
0.16222449 0.41903756
0.16092362 0.41538730
0.15963753 0.41180440
0.15833666 0.40827223
0.15703579 0.40475663
0.15574970 0.40124988
0.15444883 0.39778177
0.15316274 0.39435169
0.15186187 0.39092834
0.15056100 0.38749898
0.14927491 0.38409437
0.14797404 0.38075630
0.14668795 0.37750238
0.14538708 0.37431901
0.14408621 0.37114764
0.14280012 0.36791329
0.14149925 0.36458792
0.14019838 0.36120015
0.13891229 0.35779983
0.13761142 0.35441684
0.13632534 0.35105519
0.13502447 0.34771090
0.13372359 0.34438161
0.13243751 0.34107502
0.13113664 0.33780132
0.12983577 0.33455111
0.12854968 0.33293696
0.12724881 0.32971672
0.12594794 0.32650725
0.12466185 0.32330852
0.12336098 0.32012050
0.12206011 0.31694316
0.12075924 0.31377648
0.11947315 0.31062044
0.11817228 0.30747500
0.11687141 0.30434013
0.11558532 0.30121582
0.11428445 0.29810204
0.11298358 0.29499875
0.11169749 0.29190594
0.11039662 0.28882358
0.10909575 0.28575164
0.10779488 0.28269009
0.10650879 0.27963890
0.10520792 0.27659806
0.10390705 0.27356752
0.10260618 0.27054727
0.10132009 0.26753727
0.10001922 0.26453749
0.09871835 0.26154791
0.09743226 0.25856849
0.09613139 0.25559919
0.09483052 0.25263999
0.09352965 0.24969085
0.09224356 0.24675173
0.09094269 0.24382259
0.08964182 0.24090341
0.08834095 0.23799412
0.08704008 0.23509471
0.08575399 0.23220510
0.08445312 0.22932527
0.08315225 0.22645516
0.08185138 0.22359472
0.08056529 0.22074390
0.07926442 0.21790263
0.07796355 0.21507085
0.07666268 0.21224851
0.07536180 0.20943553
0.07407572 0.20663183
0.07277485 0.20383735
0.07147398 0.20105200
0.07017310 0.19827569
0.06887223 0.19550834
0.06757136 0.19274984
0.06628528 0.19000009
0.06498440 0.18725897
0.06368353 0.18452638
0.06238266 0.18180218
0.06108179 0.17908623
0.05978092 0.17637840
0.05849483 0.17367853
0.05719396 0.17098645
0.05589309 0.16830199
0.05459222 0.16562496
0.05329135 0.16295516
0.05199048 0.16029236
0.05068961 0.15763634
0.04940352 0.15498686
0.04810265 0.15234363
0.04680178 0.14970637
0.04550091 0.14707477
0.04420004 0.14444849
0.04289917 0.14182719
0.04159830 0.13921046
0.04029743 0.13659788
0.03901134 0.13398901
0.03771047 0.13138335
0.03640960 0.12878037
0.03510873 0.12617950
0.03380786 0.12358009
0.03250698 0.12098148
0.03120611 0.11838291
0.02990524 0.11578357
0.02860437 0.11318257
0.02730350 0.11057894
0.02600263 0.10797160
0.02470176 0.10535937
0.02341567 0.10274094
0.02211480 0.10011488
0.02081393 0.09747958
0.01951306 0.09483326
0.01821219 0.09217390
0.01691132 0.08949927
0.01561045 0.08680684
0.01430958 0.08409373
0.01300871 0.08135667
0.01170784 0.07859191
0.01040697 0.07579512
0.00910609 0.07296126
0.00780522 0.07008441
0.00650435 0.06715757
0.00520348 0.06417234
0.00390261 0.06111852
0.00260174 0.05798355
0.00130087 0.05475163
0.00000000 0.05140251
-0.00000000 0.04314072
-0.00130087 0.03521933
-0.00260335 0.03017921
-0.00390746 0.02490035
-0.00521317 0.02040938
-0.00652048 0.01586961
-0.00782941 0.01164481
-0.00913993 0.00695897
-0.01045207 0.00000000
-0.01176578 nan
-0.01308110 nan
-0.01439801 0.00622427
-0.01571644 0.01078095
-0.01703653 0.01524696
-0.01835824 0.01992901
-0.01968143 0.02450809
-0.02100625 0.02919978
-0.02233255 0.03410038
-0.02366047 0.03900798
-0.02499002 0.04392077
-0.02632105 0.04873826
-0.02765326 0.05303086
-0.02898739 0.05631688
-0.03032315 0.05884740
-0.03166038 0.06095611
-0.03299939 0.06291753
-0.03433973 0.06474500
-0.03568185 0.06652265
-0.03702529 0.06818309
-0.03837051 0.06980437
-0.03971706 0.07145727
-0.04106524 0.07307313
-0.04241504 0.07465434
-0.04376617 0.07633074
-0.04511893 0.07778390
-0.04647316 0.07902603
-0.04782902 0.07988416
-0.04918636 0.08061251
-0.05054518 0.08127450
-0.05190548 0.08187171
-0.05326740 0.08240555
-0.05463080 0.08299473
-0.05599568 0.08352148
-0.05736204 0.08410293
-0.05872988 0.08462287
-0.06009919 0.08513967
-0.06146998 0.08565340
-0.06284240 0.08616410
-0.06421615 0.08667183
-0.06559138 0.08723256
-0.06696823 0.08778976
-0.06834642 0.08839867
-0.06972608 0.08900348
-0.07110722 0.08960426
-0.07248984 0.09025516
-0.07387393 0.09084779
-0.07525951 0.09143663
-0.07664641 0.09207477
-0.07803480 0.09265593
-0.07942466 0.09323352
-0.08081600 0.09385963
-0.08220867 0.09442998
-0.08360282 0.09499695
-0.08499845 0.09556062
-0.08639541 0.09617182
-0.08779384 0.09672875
-0.08919376 0.09728255
-0.09059500 0.09783326
-0.09199772 0.09838095
-0.09340178 0.09892565
-0.09480731 0.09946743
-0.09621417 0.09995744
-0.09762236 0.10049375
-0.09903203 0.10102727
-0.10044304 0.10155803
-0.10185551 0.10203819
-0.10326932 0.10256382
-0.10468446 0.10303938
-0.10610108 0.10356003
-0.10751888 0.10407811
-0.10893816 0.10454692
-0.11035892 0.10506024
-0.11178086 0.10557111
-0.11320413 0.10607956
-0.11462888 0.10658565
-0.11605496 0.10704369
-0.11748222 0.10754532
-0.11891096 0.10799938
-0.12034104 0.10845157
-0.12177229 0.10894686
-0.12320502 0.10939522
-0.12463893 0.10984178
-0.12607433 0.11028658
-0.12751090 0.11072963
-0.12894881 0.11117096
-0.13038804 0.11156669
-0.13182846 0.11200479
-0.13327021 0.11244122
-0.13471344 0.11287600
-0.13615770 0.11326591
-0.13760344 0.11369760
-0.13905022 0.11408477
-0.14049847 0.11451345
-0.14194791 0.11489793
-0.14339867 0.11532366
-0.14485062 0.11570552
-0.14630375 0.11608614
-0.14775822 0.11650763
-0.14921430 0.11688571
-0.15067039 0.11726260
-0.15212944 0.11767998
-0.15358848 0.11805440
-0.15504900 0.11842766
-0.15651101 0.11884105
-0.15797449 0.11921191
-0.15943796 0.11958164
-0.16090440 0.11995027
-0.16237084 0.12035857
-0.16383875 0.12072488
-0.16530667 0.12109012
-0.16677754 0.12149469
-0.16824841 0.12185768
-0.16972223 0.12221962
-0.17119606 0.12262055
-0.17266989 0.12298031
-0.17414667 0.12337884
-0.17562346 0.12373645
-0.17710172 0.12413262
-0.17858146 0.12448813
-0.18006268 0.12488198
-0.18154390 0.12527463
-0.18302659 0.12562699
-0.18451077 0.12601738
-0.18599642 0.12640660
-0.18748355 0.12679466
-0.18897069 0.12718157
-0.19045930 0.12756734
-0.19194791 0.12795199
-0.19343947 0.12829721
-0.19493104 0.12867973
-0.19642408 0.12906115
-0.19791861 0.12944148
-0.19941313 0.12978286
-0.20090913 0.13016115
-0.20240661 0.13050070
-0.20390557 0.13087697
-0.20540453 0.13121473
-0.20690496 0.13155164
-0.20840540 0.13188772
-0.20990879 0.13222297
