# y/t    WL_mean   WL_std
0.00000000 0.99919799 0.00033559
0.00502513 0.99925900 0.00043427
0.01005025 0.99931080 0.00047736
0.01507538 0.99935686 0.00042190
0.02010050 0.99940292 0.00036657
0.02512563 0.99944493 0.00030912
0.03015075 0.99945473 0.00026335
0.03517588 0.99946452 0.00021758
0.04020101 0.99947554 0.00016925
0.04522613 0.99942484 0.00016966
0.05025126 0.99937560 0.00016961
0.05527638 0.99932920 0.00017095
0.06030151 0.99922298 0.00023752
0.06532663 0.99911781 0.00030160
0.07035176 0.99901149 0.00036765
0.07537688 0.99889071 0.00046522
0.08040201 0.99876835 0.00056593
0.08542714 0.99865529 0.00065905
0.09045226 0.99856798 0.00072988
0.09547739 0.99847340 0.00080912
0.10050251 0.99840423 0.00086114
0.10552764 0.99836667 0.00088005
0.11055276 0.99832763 0.00090351
0.11557789 0.99831454 0.00089936
0.12060302 0.99831454 0.00088177
0.12562814 0.99831454 0.00086577
0.13065327 0.99832581 0.00084160
0.13567839 0.99833927 0.00081779
0.14070352 0.99835279 0.00079619
0.14572864 0.99836493 0.00077826
0.15075377 0.99837645 0.00076272
0.15577889 0.99838619 0.00075028
0.16080402 0.99839484 0.00074047
0.16582915 0.99840401 0.00073176
0.17085427 0.99841046 0.00072739
0.17587940 0.99841701 0.00072473
0.18090452 0.99842163 0.00072489
0.18592965 0.99842310 0.00072810
0.19095477 0.99842497 0.00072778
0.19597990 0.99842523 0.00073614
0.20100503 0.99842523 0.00074455
0.20603015 0.99842478 0.00074983
0.21105528 0.99842356 0.00075490
0.21608040 0.99842500 0.00075914
0.22110553 0.99842823 0.00076085
0.22613065 0.99843150 0.00076250
0.23115578 0.99843604 0.00076384
0.23618090 0.99844090 0.00076108
0.24120603 0.99844863 0.00076011
0.24623116 0.99845219 0.00076088
0.25125628 0.99845574 0.00076174
0.25628141 0.99845589 0.00076488
0.26130653 0.99845497 0.00076896
0.26633166 0.99845218 0.00077750
0.27135678 0.99845002 0.00078410
0.27638191 0.99844772 0.00079097
0.28140704 0.99844612 0.00079790
0.28643216 0.99844612 0.00080334
0.29145729 0.99845152 0.00080272
0.29648241 0.99845840 0.00080010
0.30150754 0.99847257 0.00079275
0.30653266 0.99848914 0.00078245
0.31155779 0.99850696 0.00076880
0.31658291 0.99853011 0.00075422
0.32160804 0.99855717 0.00073933
0.32663317 0.99858045 0.00072452
0.33165829 0.99860459 0.00070903
0.33668342 0.99862874 0.00069487
0.34170854 0.99865288 0.00068088
0.34673367 0.99867444 0.00067062
0.35175879 0.99869646 0.00065713
0.35678392 0.99871261 0.00064982
0.36180905 0.99873080 0.00064054
0.36683417 0.99874990 0.00063769
0.37185930 0.99876786 0.00063513
0.37688442 0.99879263 0.00064198
0.38190955 0.99882041 0.00065282
0.38693467 0.99886028 0.00066253
0.39195980 0.99890263 0.00067488
0.39698492 0.99888221 0.00059977
0.40201005 0.99885086 0.00050299
0.40703518 0.99845962 0.00008192
0.41206030 0.99799275 0.00044728
0.41708543 0.99663180 0.00152814
0.42211055 0.99494924 0.00285047
0.42713568 0.99196400 0.00459139
0.43216080 0.98846060 0.00657881
0.43718593 0.98375247 0.00845769
0.44221106 0.97869968 0.01039435
0.44723618 0.97282336 0.01123354
0.45226131 0.96684254 0.01206063
0.45728643 0.96031127 0.01122171
0.46231156 0.95376671 0.01044151
0.46733668 0.94708775 0.00868272
0.47236181 0.94045845 0.00696841
0.47738693 0.93416341 0.00521426
0.48241206 0.92808587 0.00375882
0.48743719 0.92242797 0.00297007
0.49246231 0.91710651 0.00316614
0.49748744 0.91209389 0.00410081
0.50251256 0.90751715 0.00531692
0.50753769 0.90316103 0.00662517
0.51256281 0.89935402 0.00789166
0.51758794 0.89568782 0.00915317
0.52261307 0.89272003 0.01028568
0.52763819 0.88993188 0.01138846
0.53266332 0.88767001 0.01239142
0.53768844 0.88572261 0.01334956
0.54271357 0.88414293 0.01425357
0.54773869 0.88300375 0.01512461
0.55276382 0.88206436 0.01598017
0.55778894 0.88169039 0.01683917
0.56281407 0.88148490 0.01771241
0.56783920 0.88168705 0.01862120
0.57286432 0.88216509 0.01957286
0.57788945 0.88287807 0.02055949
0.58291457 0.88400452 0.02161528
0.58793970 0.88526509 0.02269225
0.59296482 0.88700438 0.02384166
0.59798995 0.88896692 0.02501132
0.60301508 0.89122795 0.02621150
0.60804020 0.89393140 0.02743281
0.61306533 0.89676300 0.02866451
0.61809045 0.90019549 0.02991865
0.62311558 0.90381505 0.03118195
0.62814070 0.90782327 0.03246202
0.63316583 0.91230642 0.03376413
0.63819095 0.91704276 0.03506436
0.64321608 0.92224494 0.03635977
0.64824121 0.92770592 0.03752098
0.65326633 0.93334374 0.03863898
0.65829146 0.93907043 0.03907883
0.66331658 0.94470342 0.03915814
0.66834171 0.95016262 0.03858084
0.67336683 0.95530879 0.03712655
0.67839196 0.96032150 0.03541973
0.68341709 0.96519231 0.03343466
0.68844221 0.96977922 0.03135437
0.69346734 0.97420866 0.02932261
0.69849246 0.97802149 0.02691508
0.70351759 0.98128311 0.02412087
0.70854271 0.98416946 0.02103874
0.71356784 0.98655463 0.01761374
0.71859296 0.98875651 0.01429049
0.72361809 0.99082035 0.01110091
0.72864322 0.99265590 0.00841525
0.73366834 0.99418967 0.00618651
0.73869347 0.99555971 0.00420571
0.74371859 0.99638781 0.00296409
0.74874372 0.99706127 0.00193263
0.75376884 0.99753071 0.00116941
0.75879397 0.99775574 0.00071281
0.76381910 0.99787740 0.00037309
0.76884422 0.99789091 0.00042304
0.77386935 0.99780718 0.00073766
0.77889447 0.99768423 0.00109384
0.78391960 0.99766949 0.00122977
0.78894472 0.99770726 0.00123420
0.79396985 0.99801030 0.00083233
0.79899497 0.99837958 0.00062670
