# y/t    WL_mean   WL_std
0.80402010 0.99848867 0.00109228
0.80904523 0.99851123 0.00169982
0.81407035 0.99816469 0.00211795
0.81909548 0.99778120 0.00248507
0.82412060 0.99772540 0.00234503
0.82914573 0.99789139 0.00193821
0.83417085 0.99827619 0.00099254
0.83919598 0.99874250 0.00077569
0.84422111 0.99875878 0.00140029
0.84924623 0.99854168 0.00180661
0.85427136 0.99842282 0.00193679
0.85929648 0.99841767 0.00177136
0.86432161 0.99861679 0.00129987
0.86934673 0.99903841 0.00048726
0.87437186 0.99937931 0.00022175
0.87939698 0.99952627 0.00059197
0.88442211 0.99962586 0.00082975
0.88944724 0.99963827 0.00085723
0.89447236 0.99966154 0.00090184
0.89949749 0.99960941 0.00082790
0.90452261 0.99953333 0.00072386
0.90954774 0.99938290 0.00051555
0.91457286 0.99923397 0.00032352
0.91959799 0.99920509 0.00029648
0.92462312 0.99920971 0.00029939
0.92964824 0.99920116 0.00033332
0.93467337 0.99916629 0.00038823
0.93969849 0.99912630 0.00045428
0.94472362 0.99908675 0.00051572
0.94974874 0.99906623 0.00057059
0.95477387 0.99907536 0.00061349
0.95979899 0.99910403 0.00064778
0.96482412 0.99913484 0.00067215
0.96984925 0.99914181 0.00067622
0.97487437 0.99913927 0.00067843
0.97989950 0.99914551 0.00067302
0.98492462 0.99915777 0.00065043
0.98994975 0.99916987 0.00062831
0.99497487 0.99918189 0.00057073
1.00000000 0.99919799 0.00033559
