# s/c    M_iso_mean    M_iso_std
0.30824722 0.81058990 0.00121921
0.30953331 0.81159014 0.00120896
0.31083418 0.81255746 0.00120274
0.31212027 0.81345194 0.00119825
0.31340636 0.81424226 0.00119171
0.31469245 0.81492579 0.00117673
0.31599332 0.81551774 0.00114983
0.31727941 0.81602276 0.00111252
0.31856549 0.81643349 0.00106775
0.31985158 0.81676287 0.00101946
0.32115245 0.81704247 0.00097174
0.32243854 0.81730830 0.00093002
0.32372463 0.81759652 0.00090153
0.32501072 0.81792139 0.00088892
0.32629681 0.81827710 0.00089001
0.32759768 0.81864956 0.00090124
0.32888376 0.81901792 0.00091576
0.33016985 0.81936115 0.00092460
0.33145594 0.81966971 0.00092488
0.33275681 0.81994297 0.00091788
0.33404290 0.82018997 0.00090793
0.33532899 0.82042638 0.00090220
0.33661508 0.82065702 0.00090397
0.33790116 0.82087580 0.00091133
0.33918725 0.82107676 0.00091928
0.34048812 0.82126536 0.00092453
0.34177421 0.82145502 0.00092637
0.34306030 0.82166273 0.00092657
0.34434639 0.82190575 0.00092813
0.34563247 0.82219533 0.00093500
0.34693335 0.82253477 0.00095277
0.34821943 0.82290790 0.00098137
0.34950552 0.82328315 0.00101620
0.35079161 0.82363660 0.00105229
0.35207770 0.82395426 0.00108274
0.35336379 0.82423068 0.00110285
0.35466466 0.82447714 0.00111408
0.35595074 0.82472186 0.00112228
0.35723683 0.82499777 0.00113415
0.35852292 0.82532342 0.00115398
0.35980901 0.82569219 0.00118181
0.36109510 0.82608631 0.00121437
0.36238118 0.82650067 0.00125049
0.36368206 0.82693197 0.00128873
0.36496814 0.82736443 0.00132407
0.36625423 0.82777783 0.00135292
0.36754032 0.82815876 0.00137462
0.36882641 0.82851264 0.00139282
0.37011250 0.82886605 0.00141523
0.37139858 0.82924957 0.00144906
0.37269945 0.82966674 0.00149457
0.37398554 0.83009489 0.00154521
0.37527163 0.83051618 0.00159599
0.37655772 0.83092419 0.00164326
0.37784381 0.83132017 0.00168259
0.37912989 0.83172211 0.00171368
0.38041598 0.83215083 0.00173836
0.38170207 0.83260590 0.00175757
0.38298816 0.83306451 0.00177251
0.38428903 0.83350406 0.00178578
0.38557512 0.83392374 0.00180212
0.38686121 0.83433388 0.00182520
0.38814729 0.83474318 0.00185533
0.38943338 0.83516243 0.00189155
0.39071947 0.83560292 0.00193321
0.39200556 0.83606899 0.00197858
0.39329165 0.83655717 0.00202534
0.39457773 0.83706400 0.00207205
0.39586382 0.83759359 0.00211873
0.39714991 0.83815296 0.00216514
0.39843600 0.83874481 0.00221171
0.39973687 0.83934948 0.00225665
0.40102296 0.83992178 0.00229474
0.40230905 0.84041434 0.00232157
0.40359513 0.84082168 0.00234001
0.40488122 0.84119105 0.00236342
0.40616731 0.84156664 0.00239840
0.40745340 0.84196680 0.00244119
0.40873949 0.84238679 0.00248578
0.41002557 0.84279706 0.00252497
0.41131166 0.84317190 0.00255536
0.41259775 0.84351909 0.00258023
0.41388384 0.84387210 0.00260720
0.41516993 0.84425208 0.00263769
0.41645601 0.84466179 0.00267172
0.41774210 0.84513462 0.00271668
0.41902819 0.84571935 0.00277692
0.42031428 0.84644660 0.00285245
0.42160037 0.84727342 0.00293263
0.42288645 0.84809070 0.00299944
0.42417254 0.84885104 0.00304746
0.42545863 0.84956411 0.00308381
0.42674472 0.85024883 0.00311764
0.42803081 0.85092277 0.00315117
0.42931690 0.85159281 0.00318379
0.43060298 0.85227131 0.00321878
0.43188907 0.85297304 0.00325973
0.43317516 0.85370442 0.00330750
0.43446125 0.85446354 0.00336000
0.43574734 0.85524675 0.00341539
0.43703342 0.85605057 0.00347220
0.43831951 0.85687157 0.00352850
0.43960560 0.85770688 0.00358296
0.44089169 0.85855421 0.00363534
0.44217778 0.85940756 0.00368541
0.44346386 0.86025173 0.00373103
0.44474995 0.86107402 0.00377094
0.44603604 0.86187832 0.00380701
0.44732213 0.86270082 0.00384986
0.44860822 0.86359738 0.00391221
0.44989430 0.86460234 0.00399651
0.45118039 0.86567910 0.00409097
0.45246648 0.86672158 0.00416951
0.45375257 0.86768462 0.00422372
0.45503866 0.86858087 0.00426246
0.45632474 0.86941135 0.00429003
0.45761083 0.87017495 0.00430684
0.45889692 0.87085024 0.00430586
0.46018301 0.87143734 0.00428957
0.46146910 0.87198557 0.00427543
0.46275519 0.87255325 0.00427761
0.46404127 0.87320249 0.00430583
0.46532736 0.87393244 0.00435324
0.46661345 0.87465918 0.00439622
0.46789954 0.87533595 0.00442560
0.46917084 0.87596931 0.00444608
0.47045693 0.87659293 0.00447166
0.47174302 0.87724367 0.00451224
0.47302911 0.87792371 0.00456339
0.47431520 0.87861285 0.00461677
0.47560128 0.87928717 0.00466346
0.47688737 0.87992741 0.00469891
0.47817346 0.88052934 0.00472410
0.47945955 0.88110230 0.00474332
0.48074564 0.88166575 0.00476309
0.48203172 0.88224173 0.00478870
0.48331781 0.88284961 0.00482424
0.48460390 0.88348976 0.00486902
0.48587521 0.88413626 0.00491437
0.48716129 0.88476630 0.00495406
0.48844738 0.88536897 0.00498581
0.48973347 0.88594359 0.00501051
0.49101956 0.88649784 0.00503192
0.49230565 0.88704034 0.00505351
0.49359173 0.88757955 0.00507760
0.49487782 0.88812256 0.00510517
0.49616391 0.88867519 0.00513712
0.49743522 0.88923943 0.00517296
0.49872130 0.88981340 0.00521146
0.50000739 0.89039157 0.00525085
0.50129348 0.89096486 0.00528825
0.50257957 0.89152405 0.00532176
0.50386566 0.89206207 0.00534963
0.50515174 0.89257390 0.00537096
0.50643783 0.89306180 0.00538756
0.50770914 0.89353846 0.00540376
0.50899523 0.89401490 0.00542298
0.51028131 0.89449559 0.00544608
0.51156740 0.89497555 0.00547066
0.51285349 0.89544001 0.00549138
0.51413958 0.89587788 0.00550581
0.51542567 0.89628434 0.00551364
0.51669697 0.89666002 0.00551547
0.51798306 0.89701614 0.00551569
0.51926915 0.89737291 0.00552091
0.52055524 0.89775273 0.00553594
0.52184132 0.89816743 0.00556193
0.52312741 0.89861690 0.00559709
0.52439872 0.89907990 0.00563359
0.52568480 0.89951071 0.00565903
0.52697089 0.89987966 0.00566392
0.52825698 0.90018141 0.00564844
0.52954307 0.90043347 0.00562316
0.53082916 0.90068388 0.00560264
0.53210046 0.90097086 0.00559756
0.53338655 0.90130657 0.00560814
0.53467264 0.90166785 0.00562303
0.53595873 0.90200820 0.00562946
0.53724481 0.90230804 0.00562177
0.53853090 0.90257472 0.00560272
0.53980221 0.90283868 0.00558572
0.54108830 0.90314299 0.00558402
0.54237438 0.90350154 0.00559797
0.54366047 0.90389616 0.00561970
0.54494656 0.90429772 0.00563967
0.54621787 0.90468195 0.00565031
0.54750395 0.90503147 0.00564710
0.54879004 0.90534983 0.00563389
0.55007613 0.90566759 0.00562140
0.55134744 0.90600743 0.00561569
0.55263352 0.90638178 0.00561872
0.55391961 0.90678770 0.00562722
0.55520570 0.90720009 0.00563197
0.55649179 0.90759651 0.00562723
0.55776309 0.90797131 0.00561270
0.55904918 0.90833627 0.00559322
0.56033527 0.90871702 0.00557876
0.56162136 0.90913053 0.00557411
0.56289266 0.90957673 0.00557761
0.56417875 0.91004446 0.00558515
0.56546484 0.91051210 0.00559037
0.56675093 0.91096267 0.00558850
0.56803702 0.91138448 0.00557713
0.56930832 0.91176845 0.00555422
0.57059441 0.91211098 0.00551991
0.57188050 0.91241824 0.00547873
0.57316659 0.91270744 0.00543660
0.57443789 0.91299739 0.00539910
0.57572398 0.91330549 0.00536912
0.57701007 0.91364846 0.00534836
0.57829616 0.91403460 0.00533619
0.57956746 0.91446386 0.00533159
0.58085355 0.91492266 0.00533157
0.58213964 0.91537935 0.00532611
0.58341094 0.91580850 0.00530925
0.58469703 0.91619862 0.00527901
0.58598312 0.91654659 0.00523556
0.58726921 0.91686104 0.00518437
0.58854051 0.91715915 0.00513204
0.58982660 0.91745325 0.00508199
0.59111269 0.91775041 0.00503601
0.59239878 0.91804599 0.00499086
0.59367008 0.91832360 0.00494021
0.59495617 0.91857349 0.00488166
0.59624226 0.91880141 0.00481871
0.59751356 0.91902618 0.00476021
0.59879965 0.91926356 0.00471087
0.60008574 0.91952605 0.00467325
0.60137183 0.91982085 0.00464791
0.60264313 0.92014597 0.00463305
0.60392922 0.92048898 0.00462413
0.60521531 0.92082502 0.00461182
0.60648661 0.92112984 0.00458898
0.60777270 0.92138443 0.00454910
0.60905879 0.92158439 0.00449127
0.61033010 0.92174729 0.00442424
0.61161618 0.92189852 0.00435763
0.61290227 0.92205895 0.00429754
0.61417358 0.92223862 0.00424562
0.61545967 0.92243651 0.00420054
0.61674575 0.92264638 0.00416066
0.61801706 0.92286138 0.00412397
0.61930315 0.92307837 0.00409052
0.62058924 0.92329405 0.00405962
0.62187532 0.92350653 0.00402990
0.62314663 0.92372121 0.00400321
0.62443272 0.92394715 0.00398162
0.62571880 0.92419137 0.00396613
0.62699011 0.92445285 0.00395500
0.62827620 0.92471588 0.00394187
0.62954750 0.92495446 0.00391826
0.63083359 0.92515095 0.00387865
0.63211968 0.92530061 0.00382327
0.63339099 0.92540343 0.00375362
0.63467707 0.92546476 0.00367272
0.63596316 0.92549871 0.00358735
0.63723447 0.92551992 0.00350289
0.63852056 0.92554365 0.00342399
0.63980664 0.92558764 0.00335600
0.64107795 0.92566448 0.00330175
0.64236404 0.92577879 0.00326163
0.64365012 0.92592651 0.00323350
0.64492143 0.92609906 0.00321331
0.64620752 0.92629052 0.00319914
0.64749361 0.92649625 0.00318986
0.64876491 0.92671112 0.00318372
0.65005100 0.92692994 0.00317907
0.65132231 0.92714715 0.00317409
0.65260839 0.92735666 0.00316658
0.65389448 0.92755217 0.00315426
0.65516579 0.92772770 0.00313490
0.65645188 0.92787715 0.00310598
0.65772318 0.92799946 0.00306792
0.65900927 0.92809664 0.00302236
0.66029536 0.92817194 0.00297162
0.66156666 0.92822525 0.00291654
0.66285275 0.92825009 0.00285475
0.66413884 0.92824082 0.00278451
0.66541014 0.92819891 0.00270732
0.66669623 0.92813836 0.00263021
0.66796754 0.92807556 0.00256078
0.66925363 0.92802263 0.00250319
0.67053971 0.92798787 0.00245913
0.67181102 0.92797403 0.00242694
0.67309711 0.92797975 0.00240469
0.67436841 0.92799409 0.00238719
0.67565450 0.92799416 0.00236424
0.67692581 0.92796106 0.00233009
0.67821189 0.92788969 0.00228388
0.67949798 0.92778003 0.00222592
0.68076929 0.92763097 0.00215613
0.68205538 0.92744221 0.00207437
0.68332668 0.92721576 0.00198117
0.68461277 0.92696450 0.00188228
0.68589886 0.92671268 0.00178876
0.68717016 0.92648052 0.00170896
0.68845625 0.92627222 0.00164420
0.68972756 0.92607799 0.00158973
0.69101364 0.92588777 0.00154065
0.69228495 0.92569689 0.00149496
0.69357104 0.92550164 0.00145095
0.69484234 0.92530026 0.00140726
0.69612843 0.92509588 0.00136473
0.69741452 0.92489472 0.00132533
0.69868582 0.92470551 0.00129148
0.69997191 0.92453268 0.00126329
0.70124322 0.92437358 0.00123882
0.70252931 0.92421911 0.00121419
0.70380061 0.92406048 0.00118643
0.70508670 0.92389764 0.00115756
0.70635801 0.92373152 0.00112944
0.70764409 0.92355982 0.00110176
0.70893018 0.92337755 0.00107274
0.71020149 0.92318066 0.00104086
0.71148758 0.92296550 0.00100471
0.71275888 0.92273048 0.00096385
0.71404497 0.92248391 0.00092219
0.71531627 0.92223972 0.00088517
0.71660236 0.92201360 0.00085783
0.71787367 0.92181281 0.00084140
0.71915976 0.92163079 0.00083149
0.72043106 0.92145809 0.00082303
0.72171715 0.92128987 0.00081377
0.72298845 0.92112469 0.00080355
0.72427454 0.92096365 0.00079322
0.72554585 0.92080804 0.00078393
0.72683194 0.92065534 0.00077579
0.72810324 0.92049854 0.00076675
0.72938933 0.92032878 0.00075415
0.73066064 0.92014145 0.00073679
0.73194672 0.91993952 0.00071626
0.73321803 0.91973214 0.00069615
0.73450412 0.91952793 0.00067944
0.73577542 0.91933133 0.00066739
0.73706151 0.91914315 0.00065958
0.73833282 0.91896218 0.00065478
0.73961890 0.91878730 0.00065196
0.74089021 0.91861718 0.00065007
0.74217630 0.91845057 0.00064836
0.74344760 0.91828614 0.00064617
0.74473369 0.91812198 0.00064250
0.74600500 0.91795738 0.00063729
0.74729108 0.91779293 0.00063103
0.74856239 0.91763037 0.00062458
0.74984848 0.91747239 0.00061908
0.75111978 0.91732148 0.00061553
0.75240587 0.91717947 0.00061456
0.75367718 0.91704744 0.00061624
0.75496327 0.91692586 0.00062071
0.75623457 0.91681454 0.00062774
0.75752066 0.91671303 0.00063701
0.75879196 0.91662062 0.00064828
0.76007805 0.91653651 0.00066126
0.76134936 0.91645997 0.00067575
0.76263545 0.91639051 0.00069157
0.76390675 0.91632821 0.00070876
0.76517806 0.91627396 0.00072755
0.76646414 0.91622961 0.00074845
0.76773545 0.91619821 0.00077229
0.76902154 0.91618287 0.00079989
0.77029284 0.91618433 0.00083151
0.77157893 0.91619927 0.00086643
0.77285024 0.91622089 0.00090280
0.77413633 0.91624236 0.00093834
0.77540763 0.91625868 0.00097134
0.77669372 0.91626557 0.00100039
0.77796502 0.91625950 0.00102463
0.77923633 0.91623766 0.00104340
0.78052242 0.91619931 0.00105675
0.78179372 0.91614537 0.00106560
0.78307981 0.91607804 0.00107099
0.78435112 0.91600242 0.00107469
0.78563720 0.91592284 0.00107815
0.78690851 0.91584183 0.00108217
0.78817982 0.91576098 0.00108718
0.78946590 0.91568117 0.00109327
0.79073721 0.91560345 0.00110054
0.79202330 0.91552850 0.00110895
0.79329460 0.91545667 0.00111842
0.79458069 0.91538736 0.00112858
0.79585200 0.91531934 0.00113894
0.79712330 0.91525020 0.00114884
0.79840939 0.91517673 0.00115734
0.79968070 0.91509641 0.00116388
0.80096678 0.91500646 0.00116790
0.80223809 0.91490496 0.00116913
0.80350939 0.91479155 0.00116784
0.80479548 0.91466820 0.00116481
0.80606679 0.91453972 0.00116151
0.80735288 0.91440941 0.00115887
0.80862418 0.91427871 0.00115731
0.80989549 0.91414847 0.00115714
0.81118157 0.91401932 0.00115844
0.81245288 0.91389300 0.00116145
0.81373897 0.91377177 0.00116659
0.81501027 0.91365668 0.00117387
0.81628158 0.91354610 0.00118295
0.81756767 0.91343674 0.00119308
0.81883897 0.91332528 0.00120307
0.82012506 0.91320918 0.00121198
0.82139637 0.91308491 0.00121864
0.82266767 0.91294765 0.00122169
0.82395376 0.91279399 0.00122046
0.82522507 0.91262518 0.00121540
0.82651115 0.91244778 0.00120849
0.82778246 0.91226950 0.00120211
0.82905376 0.91209549 0.00119753
0.83033985 0.91192697 0.00119537
0.83161116 0.91176341 0.00119554
0.83288246 0.91160367 0.00119758
0.83416855 0.91144584 0.00120102
0.83543986 0.91128765 0.00120526
0.83672594 0.91112631 0.00120962
0.83799725 0.91095897 0.00121334
0.83926856 0.91078290 0.00121566
0.84055464 0.91059554 0.00121581
0.84182595 0.91039442 0.00121316
0.84309725 0.91017740 0.00120714
0.84438334 0.90994301 0.00119755
0.84565465 0.90969132 0.00118477
0.84692595 0.90942500 0.00116950
0.84821204 0.90914953 0.00115337
0.84948335 0.90887357 0.00113821
0.85076944 0.90860518 0.00112523
0.85204074 0.90834860 0.00111504
0.85331205 0.90810185 0.00110719
0.85459813 0.90785730 0.00110082
0.85586944 0.90760986 0.00109481
0.85714075 0.90735575 0.00108834
0.85842683 0.90709114 0.00108092
0.85969814 0.90681340 0.00107229
0.86096944 0.90652118 0.00106259
0.86225553 0.90621511 0.00105226
0.86352684 0.90589949 0.00104217
0.86479814 0.90558431 0.00103279
0.86608423 0.90528019 0.00102412
0.86735554 0.90499469 0.00101600
0.86862684 0.90473053 0.00100868
0.86991293 0.90448517 0.00100320
0.87118424 0.90425377 0.00100032
0.87245554 0.90403046 0.00100000
0.87374163 0.90380771 0.00100162
0.87501293 0.90357805 0.00100373
0.87628424 0.90333451 0.00100485
0.87757033 0.90307052 0.00100362
0.87884163 0.90278143 0.00099933
0.88011294 0.90246465 0.00099213
0.88138424 0.90211998 0.00098295
0.88267033 0.90174933 0.00097354
0.88394164 0.90135598 0.00096595
0.88521294 0.90094409 0.00096206
0.88649903 0.90051827 0.00096317
0.88777034 0.90008411 0.00096941
0.88904164 0.89964748 0.00097957
0.89032773 0.89921274 0.00099219
0.89159904 0.89878230 0.00100660
0.89287034 0.89835838 0.00102222
0.89415643 0.89794395 0.00103809
0.89542774 0.89754135 0.00105342
0.89669904 0.89715094 0.00106789
0.89797035 0.89677150 0.00108159
0.89925643 0.89640090 0.00109495
0.90052774 0.89603635 0.00110846
0.90179905 0.89567537 0.00112239
0.90308513 0.89531548 0.00113728
0.90435644 0.89495388 0.00115385
0.90562774 0.89458767 0.00117294
0.90691383 0.89421422 0.00119541
0.90818514 0.89383112 0.00122216
0.90945644 0.89343729 0.00125362
0.91072775 0.89303299 0.00128974
0.91201384 0.89262039 0.00132964
0.91328514 0.89220486 0.00137080
0.91455645 0.89179141 0.00141116
0.91582775 0.89138519 0.00144875
0.91711384 0.89099152 0.00148140
0.91838515 0.89061526 0.00150726
0.91965645 0.89025979 0.00152511
0.92094254 0.88992719 0.00153421
0.92221385 0.88961667 0.00153493
0.92348515 0.88932121 0.00153067
0.92475646 0.88903280 0.00152514
0.92604254 0.88874430 0.00152146
0.92731385 0.88845117 0.00152140
0.92858516 0.88815238 0.00152482
0.92985646 0.88784794 0.00153120
0.93114255 0.88753813 0.00153989
0.93241385 0.88722289 0.00155063
0.93368516 0.88690337 0.00156223
0.93495647 0.88658188 0.00157312
0.93624255 0.88626122 0.00158135
0.93751386 0.88594545 0.00158471
0.93878516 0.88563938 0.00158199
0.94005647 0.88534973 0.00157062
0.94134256 0.88507998 0.00154985
0.94261386 0.88482571 0.00152317
0.94388517 0.88457920 0.00149496
0.94515647 0.88433379 0.00146840
0.94644256 0.88408552 0.00144501
0.94771387 0.88383097 0.00142610
0.94898517 0.88356662 0.00141302
0.95025648 0.88328972 0.00140673
0.95154257 0.88299720 0.00140861
0.95281387 0.88268707 0.00141959
0.95408518 0.88235778 0.00144068
0.95535648 0.88201146 0.00147085
0.95664257 0.88165774 0.00150459
0.95791388 0.88130968 0.00153502
0.95918518 0.88097969 0.00155582
0.96045649 0.88067322 0.00156452
0.96174258 0.88038760 0.00156336
0.96301388 0.88011699 0.00155582
0.96428519 0.87985556 0.00154465
0.96555649 0.87959889 0.00153216
0.96682780 0.87934204 0.00152103
0.96811389 0.87907979 0.00151399
0.96938519 0.87880799 0.00151318
0.97065650 0.87852405 0.00151974
0.97192780 0.87822678 0.00153415
0.97321389 0.87791657 0.00155602
0.97448520 0.87759446 0.00158478
0.97575650 0.87726246 0.00161942
0.97702781 0.87692502 0.00165757
0.97829911 0.87658663 0.00169696
0.97958520 0.87625198 0.00173525
0.98085651 0.87592482 0.00177066
0.98212781 0.87560670 0.00180257
0.98339912 0.87529762 0.00183105
0.98468520 0.87499576 0.00185720
0.98595651 0.87469923 0.00188195
0.98722781 0.87440595 0.00190627
0.98849912 0.87411347 0.00193135
0.98977043 0.87381933 0.00195837
0.99105651 0.87352143 0.00198834
0.99232782 0.87321858 0.00202169
0.99359912 0.87291022 0.00205848
0.99487043 0.87259610 0.00209862
