# s/c    M_iso_mean    M_iso_std
0.99105651 0.91246555 0.00317033
0.99232782 0.91211761 0.00321790
0.99359912 0.91176355 0.00326970
0.99487043 0.91140297 0.00332571
0.99614174 0.91103478 0.00338643
0.99742782 0.91065709 0.00345301
0.99869913 0.91026826 0.00352650
0.99997043 0.90986819 0.00360703
1.00124174 0.90945909 0.00369326
1.00251305 0.90904390 0.00378346
1.00378435 0.90862552 0.00387601
1.00507044 0.90820609 0.00396974
1.00634174 0.90778654 0.00406428
1.00761305 0.90736728 0.00415947
1.00888436 0.90694865 0.00425518
1.01015566 0.90653095 0.00435124
1.01144175 0.90611461 0.00444739
1.01271305 0.90570031 0.00454316
1.01398436 0.90528880 0.00463805
1.01525567 0.90488092 0.00473150
1.01652697 0.90447778 0.00482276
1.01779828 0.90408063 0.00491099
1.01908436 0.90369052 0.00499545
1.02035567 0.90330757 0.00507609
1.02162698 0.90292999 0.00515406
1.02289828 0.90255417 0.00523179
1.02416959 0.90217583 0.00531207
1.02545567 0.90179133 0.00539727
1.02672698 0.90139914 0.00548835
1.02799829 0.90100023 0.00558457
1.02926959 0.90059657 0.00568461
1.03054090 0.90019035 0.00578698
1.03181220 0.89978374 0.00589024
1.03309829 0.89937912 0.00599281
1.03436960 0.89897927 0.00609287
1.03564090 0.89858692 0.00618862
1.03691221 0.89820367 0.00627900
1.03818351 0.89782956 0.00636399
1.03945482 0.89746430 0.00644378
1.04072612 0.89710733 0.00651868
1.04201221 0.89675811 0.00658902
1.04328352 0.89641627 0.00665500
1.04455482 0.89608118 0.00671700
1.04582613 0.89575161 0.00677585
1.04709743 0.89542550 0.00683296
1.04836874 0.89510069 0.00688988
1.04965483 0.89477549 0.00694790
1.05092613 0.89444898 0.00700793
1.05219744 0.89412124 0.00707040
1.05346874 0.89379387 0.00713501
1.05474005 0.89346996 0.00720090
1.05601135 0.89315314 0.00726688
1.05728266 0.89284764 0.00733072
1.05856875 0.89255723 0.00738958
1.05984005 0.89228487 0.00743993
1.06111136 0.89203124 0.00747898
1.06238266 0.89179334 0.00750646
1.06365397 0.89156823 0.00752239
1.06492527 0.89135360 0.00752700
1.06619658 0.89114746 0.00752080
1.06746788 0.89094758 0.00750477
1.06875397 0.89075044 0.00748099
1.07002528 0.89055194 0.00745204
1.07129658 0.89034792 0.00742064
1.07256789 0.89013498 0.00738906
1.07383919 0.88991034 0.00735928
1.07511050 0.88967220 0.00733268
1.07638181 0.88941986 0.00731000
1.07766789 0.88915560 0.00729005
1.07893920 0.88888652 0.00726847
1.08021050 0.88862215 0.00723949
1.08148181 0.88836961 0.00719918
1.08275312 0.88813037 0.00714770
1.08402442 0.88790201 0.00708804
1.08529573 0.88768146 0.00702359
1.08656703 0.88746759 0.00695647
1.08783834 0.88726000 0.00688841
1.08912443 0.88705804 0.00682127
1.09039573 0.88686123 0.00675684
1.09166704 0.88666919 0.00669683
1.09293834 0.88648179 0.00664272
1.09420965 0.88629911 0.00659579
1.09548095 0.88612143 0.00655717
1.09675226 0.88594852 0.00652795
1.09802356 0.88577981 0.00650904
1.09930965 0.88561474 0.00650090
1.10058096 0.88545260 0.00650369
1.10185226 0.88529279 0.00651723
1.10312357 0.88513506 0.00654078
1.10439487 0.88497887 0.00657363
1.10566618 0.88482354 0.00661501
1.10693748 0.88466853 0.00666398
1.10820879 0.88451329 0.00671950
1.10948010 0.88435754 0.00678033
1.11075140 0.88420129 0.00684499
1.11203749 0.88404476 0.00691188
1.11330879 0.88388840 0.00697921
1.11458010 0.88373268 0.00704509
1.11585141 0.88357779 0.00710793
1.11712271 0.88342431 0.00716582
1.11839402 0.88327212 0.00721717
1.11966532 0.88311903 0.00726174
1.12093663 0.88296062 0.00730050
1.12220793 0.88278823 0.00733676
1.12347924 0.88259090 0.00737518
1.12475054 0.88236102 0.00741914
1.12603663 0.88210034 0.00746950
1.12730794 0.88181907 0.00752526
1.12857924 0.88153177 0.00758563
1.12985055 0.88125384 0.00765053
1.13112185 0.88100114 0.00772051
1.13239316 0.88079220 0.00779635
1.13366446 0.88064228 0.00787782
1.13493577 0.88055856 0.00796265
1.13620707 0.88054315 0.00804601
1.13747838 0.88058101 0.00811748
1.13874969 0.88065001 0.00816850
1.14002099 0.88071630 0.00819755
1.14130708 0.88075146 0.00820893
1.14257838 0.88074556 0.00820731
1.14384969 0.88068878 0.00819483
1.14512100 0.88057715 0.00817436
1.14639230 0.88041827 0.00814998
1.14766361 0.88023076 0.00812143
1.14893491 0.88002384 0.00808721
1.15020622 0.87978461 0.00804402
1.15147752 0.87949334 0.00798653
1.15274883 0.87913891 0.00791547
1.15402013 0.87871089 0.00782755
1.15529144 0.87832942 0.00769641
1.15656274 0.87790450 0.00755495
1.15783405 0.87746622 0.00740351
1.15912014 0.87701514 0.00724219
1.16039144 0.87655190 0.00707112
1.16166275 0.87607717 0.00689045
1.16293405 0.87559169 0.00670036
1.16420536 0.87509621 0.00650105
1.16547667 0.87459157 0.00629277
1.16674797 0.87407862 0.00607577
1.16801928 0.87355828 0.00585033
1.16929058 0.87303149 0.00561677
1.17056189 0.87249924 0.00537543
1.17183319 0.87196255 0.00512669
1.17310450 0.87142248 0.00487096
1.17437580 0.87088012 0.00460867
1.17564711 0.87033659 0.00434031
1.17691841 0.86979304 0.00406641
1.17818972 0.86925064 0.00378754
1.17946103 0.86871058 0.00350437
1.18074711 0.86817408 0.00321763
1.18201842 0.86764236 0.00292822
1.18328972 0.86711666 0.00263718
1.18456103 0.86659823 0.00234589
1.18583234 0.86608833 0.00205620
1.18710364 0.86558821 0.00177084
1.18837495 0.86509913 0.00149414
1.18964625 0.86462234 0.00123364
1.19091756 0.86415909 0.00100340
1.19218886 0.86371058 0.00082980
1.19346017 0.86327805 0.00075288
1.19473147 0.86286267 0.00079988
1.19600278 0.86246562 0.00095086
1.19727408 0.86208802 0.00116400
1.19854539 0.86173096 0.00140912
1.19981670 0.86139552 0.00166983
1.20108800 0.86108269 0.00193742
1.20235931 0.86079345 0.00220693
1.20363061 0.86052869 0.00247526
1.20490192 0.86028928 0.00274030
1.20617322 0.86007599 0.00300046
1.20744453 0.85988954 0.00325450
1.20873062 0.85973055 0.00350135
1.21000192 0.85959959 0.00374010
1.21127323 0.85949711 0.00396990
1.21254453 0.85942350 0.00418998
1.21381584 0.85937902 0.00439963
1.21508714 0.85936384 0.00459815
1.21635845 0.85937801 0.00478492
1.21762975 0.85942147 0.00495931
1.21890106 0.85949403 0.00512074
1.22017237 0.85959536 0.00526865
1.22144367 0.85972501 0.00540254
1.22271498 0.85988236 0.00552189
1.22398628 0.86006666 0.00562625
1.22525759 0.86027698 0.00571519
1.22652889 0.86051225 0.00578830
1.22780020 0.86077120 0.00584523
1.22907150 0.86105239 0.00588565
1.23034281 0.86135418 0.00590927
1.23161411 0.86167476 0.00591585
1.23288542 0.86201207 0.00590519
1.23415673 0.86236388 0.00587714
1.23542803 0.86272772 0.00583160
1.23669934 0.86310089 0.00576851
1.23797064 0.86348045 0.00568790
1.23924195 0.86386322 0.00558984
1.24051325 0.86424577 0.00547448
1.24178456 0.86462440 0.00534203
1.24305586 0.86499513 0.00519281
1.24432717 0.86535372 0.00502723
1.24559847 0.86569561 0.00484581
1.24686978 0.86601597 0.00464922
1.24814109 0.86630964 0.00443829
1.24941239 0.86657117 0.00421405
1.25068370 0.86679474 0.00397782
1.25195500 0.86697422 0.00373125
1.25322631 0.86710315 0.00347650
1.25449761 0.86717467 0.00321643
1.25576892 0.86718158 0.00295488
1.25704022 0.86711631 0.00269714
1.25831153 0.86697088 0.00245062
1.25958283 0.86673693 0.00222572
1.26085414 0.86640568 0.00203663
1.26212545 0.86596794 0.00190121
1.26339675 0.86541410 0.00183826
1.26466806 0.86473408 0.00186142
1.26593936 0.86391737 0.00197299
1.26721067 0.86295300 0.00216365
1.26848197 0.86182952 0.00241813
1.26975328 0.86053499 0.00272118
1.27102458 0.85905699 0.00306036
1.27229589 0.85738258 0.00342648
1.27356719 0.85549830 0.00381299
1.27483850 0.85339015 0.00421532
1.27610981 0.85104362 0.00463032
1.27738111 0.84844361 0.00505596
1.27865242 0.84557447 0.00549102
1.27992372 0.84241996 0.00593503
1.28119503 0.83896327 0.00638814
-0.96316762 0.84717981 0.00522412
-0.96189631 0.85052176 0.00584677
-0.96062353 0.85189030 0.00585229
-0.95934927 0.85272796 0.00585301
-0.95807353 0.85368630 0.00571629
-0.95679779 0.85543048 0.00517271
-0.95551909 0.85873402 0.00399857
-0.95423744 0.86549782 0.00436396
-0.95295431 0.88261348 0.01208414
-0.95167118 0.90456816 0.01850330
-0.95038804 0.90563123 0.01800992
-0.94910048 0.88345632 0.01505340
-0.94781143 0.86159941 0.01299158
-0.94651943 0.84768166 0.01166443
-0.94522743 0.83796710 0.01082428
-0.94393247 0.83049501 0.01013318
-0.94263604 0.82367576 0.00958396
-0.94133960 0.81714334 0.00908571
-0.94004021 0.81074443 0.00862710
-0.93873934 0.80463255 0.00822446
-0.93743699 0.79887859 0.00787046
-0.93613316 0.79347001 0.00755563
-0.93482786 0.78835420 0.00727209
-0.93351959 0.78349883 0.00701458
-0.93221133 0.77886718 0.00677829
-0.93090011 0.77443371 0.00655931
-0.92958890 0.77017187 0.00635803
-0.92827472 0.76606176 0.00617139
-0.92695907 0.76208383 0.00599984
-0.92564341 0.75823073 0.00583124
-0.92432480 0.75448815 0.00567644
-0.92300472 0.75084145 0.00553437
-0.92168315 0.74728365 0.00539212
-0.92036010 0.74381124 0.00525867
-0.91903410 0.74042073 0.00513377
-0.91770810 0.73710864 0.00500860
-0.91638062 0.73388891 0.00488811
-0.91505167 0.73075460 0.00477172
-0.91371975 0.72769879 0.00466826
-0.91238784 0.72469008 0.00456926
-0.91105297 0.72171102 0.00447031
-0.90971810 0.71876506 0.00437548
-0.90838027 0.71584868 0.00428921
-0.90704096 0.71295837 0.00420256
-0.90570166 0.71009760 0.00411590
-0.90435940 0.70726285 0.00403371
-0.90301565 0.70445059 0.00395558
-0.90167044 0.70165730 0.00387744
-0.90032374 0.69888644 0.00380832
-0.89897556 0.69613801 0.00373824
-0.89762591 0.69340143 0.00366863
-0.89627478 0.69068724 0.00359950
-0.89492217 0.68798836 0.00353336
-0.89356808 0.68530124 0.00347281
-0.89221251 0.68262586 0.00341117
-0.89085547 0.67997277 0.00335004
-0.88949695 0.67732075 0.00329293
-0.88813547 0.67468391 0.00323176
-0.88677399 0.67206222 0.00317858
-0.88541103 0.66944503 0.00312137
-0.88404659 0.66683938 0.00307337
-0.88267920 0.66424170 0.00302009
-0.88131181 0.66165195 0.00296677
-0.87994294 0.65907009 0.00291872
-0.87857259 0.65649253 0.00286999
-0.87719928 0.65392635 0.00282522
-0.87582598 0.65136440 0.00277641
-0.87445120 0.64880662 0.00273227
-0.87307345 0.64625296 0.00268739
-0.87169571 0.64371056 0.00264318
-0.87031650 0.64116863 0.00260294
-0.86893580 0.63863070 0.00256190
-0.86755215 0.63610033 0.00251761
-0.86616849 0.63356668 0.00247647
-0.86478336 0.63104049 0.00244084
-0.86339675 0.62851452 0.00240042
-0.86200866 0.62599594 0.00236871
-0.86061762 0.62347386 0.00232822
-0.85922657 0.62096272 0.00229164
-0.85783405 0.61844432 0.00225985
-0.85644005 0.61592950 0.00222407
-0.85504457 0.61341823 0.00218737
-0.85364761 0.61090680 0.00215456
-0.85224918 0.60839515 0.00212263
-0.85084926 0.60588687 0.00209555
-0.84944787 0.60337461 0.00206260
-0.84804648 0.60086562 0.00203154
-0.84664213 0.59835250 0.00200342
-0.84523630 0.59583516 0.00197526
-0.84382899 0.59332092 0.00194313
-0.84242169 0.59080232 0.00191985
-0.84101143 0.58827927 0.00189656
-0.83960116 0.58575542 0.00186826
-0.83818795 0.58322325 0.00184492
-0.83677473 0.58069011 0.00181655
-0.83536003 0.57815219 0.00179707
-0.83394238 0.57560566 0.00177366
-0.83252472 0.57305040 0.00175530
-0.83110559 0.57049381 0.00173462
-0.82968498 0.56792829 0.00171623
-0.82826289 0.56536127 0.00169548
-0.82684081 0.56278888 0.00168097
-0.82541576 0.56021103 0.00166016
-0.82398924 0.55764280 0.00164048
-0.82256272 0.55506896 0.00162353
-0.82113324 0.55249704 0.00160891
-0.81970376 0.54993462 0.00159191
-0.81827280 0.54737788 0.00157203
-0.81684036 0.54483830 0.00155493
-0.81540645 0.54230824 0.00153895
-0.81397106 0.53979928 0.00151771
-0.81253418 0.53730762 0.00150274
-0.81109584 0.53484110 0.00148019
-0.80965749 0.53239981 0.00145982
-0.80821618 0.52997997 0.00144346
-0.80677488 0.52759732 0.00142290
-0.80533209 0.52524031 0.00140109
-0.80388783 0.52291299 0.00138560
-0.80244209 0.52061159 0.00135945
-0.80099487 0.51833230 0.00134379
-0.79954765 0.51608314 0.00131860
-0.79809748 0.51385237 0.00130279
-0.79664730 0.51163613 0.00128282
-0.79519565 0.50943447 0.00126151
-0.79374252 0.50723947 0.00124686
-0.79228791 0.50505514 0.00122678
-0.79083182 0.50287350 0.00120528
-0.78937573 0.50069048 0.00119466
-0.78791669 0.49851008 0.00118002
-0.78645764 0.49632015 0.00116391
-0.78499712 0.49412868 0.00114932
-0.78353512 0.49192343 0.00113876
-0.78207164 0.48970425 0.00112264
-0.78060816 0.48746688 0.00111609
-0.77914320 0.48521525 0.00110392
-0.77767528 0.48294096 0.00109740
-0.77620885 0.48064788 0.00109089
-0.77473946 0.47833582 0.00108441
-0.77326859 0.47601282 0.00107621
-0.77179771 0.47368289 0.00106800
-0.77032537 0.47134174 0.00106553
-0.76885154 0.46900174 0.00106138
-0.76737623 0.46666286 0.00105317
-0.76590093 0.46432925 0.00104494
-0.76442266 0.46200090 0.00103924
-0.76294440 0.45968627 0.00103676
-0.76146466 0.45738968 0.00102691
-0.75998492 0.45511551 0.00101858
-0.75850222 0.45286392 0.00101171
-0.75701953 0.45064793 0.00100172
-0.75553535 0.44845925 0.00098735
-0.75405118 0.44631100 0.00097874
-0.75256405 0.44419057 0.00096563
-0.75107691 0.44211118 0.00095096
-0.74958830 0.44007317 0.00094207
-0.74809822 0.43806817 0.00093006
-0.74660813 0.43610519 0.00091649
-0.74511656 0.43416262 0.00090282
-0.74362352 0.43225823 0.00089055
-0.74212899 0.43037466 0.00087824
-0.74063447 0.42851649 0.00087033
-0.73913847 0.42667060 0.00085630
-0.73764099 0.42483706 0.00084385
-0.73614351 0.42300700 0.00083753
-0.73464307 0.42117596 0.00082512
-0.73314412 0.41934839 0.00081891
-0.73164220 0.41751076 0.00081087
-0.73014029 0.41565842 0.00080714
-0.72863542 0.41379121 0.00080536
-0.72713202 0.41189985 0.00080166
-0.72562567 0.40997494 0.00079801
-0.72411933 0.40802528 0.00079246
-0.72261150 0.40606439 0.00078251
-0.72110367 0.40412443 0.00077248
-0.71959436 0.40221947 0.00076236
-0.71808358 0.40035911 0.00075853
-0.71657132 0.39851583 0.00075009
-0.71505906 0.39670847 0.00074157
-0.71354532 0.39491388 0.00073756
-0.71203158 0.39313689 0.00072893
-0.71051488 0.39137291 0.00072483
-0.70899966 0.38962205 0.00071417
-0.70748148 0.38788441 0.00070535
-0.70596331 0.38615533 0.00069649
-0.70444366 0.38443965 0.00069220
-0.70292400 0.38273268 0.00068526
-0.70140287 0.38103448 0.00068088
-0.69988026 0.37934030 0.00067186
-0.69835765 0.37764527 0.00066741
-0.69683356 0.37596887 0.00065829
-0.69530800 0.37429169 0.00065376
-0.69378243 0.37262843 0.00065133
-0.69225538 0.37096445 0.00064212
-0.69072834 0.36931452 0.00063746
-0.68919982 0.36765896 0.00063278
-0.68766982 0.36601259 0.00062807
-0.68613981 0.36437051 0.00061865
-0.68460833 0.36274274 0.00061385
-0.68307685 0.36111434 0.00061130
-0.68154390 0.35949034 0.00060643
-0.68001094 0.35786569 0.00060389
-0.67847650 0.35625561 0.00059662
-0.67694059 0.35465002 0.00059399
-0.67540467 0.35304386 0.00058428
-0.67386728 0.35144734 0.00058636
-0.67232841 0.34985028 0.00058130
-0.67078954 0.34826296 0.00057620
-0.66925067 0.34668547 0.00057107
-0.66771032 0.34511790 0.00056589
-0.66616849 0.34355510 0.00056793
-0.66462666 0.34199191 0.00056272
-0.66308484 0.34043878 0.00055746
-0.66154005 0.33890109 0.00055458
-0.65999675 0.33736841 0.00054923
-0.65845049 0.33583545 0.00054882
-0.65690570 0.33432354 0.00054342
-0.65535796 0.33282217 0.00053798
-0.65381022 0.33132607 0.00052743
-0.65226248 0.32985685 0.00052933
-0.65071326 0.32838773 0.00052375
-0.64916404 0.32694044 0.00051301
-0.64761335 0.32550971 0.00050728
-0.64606265 0.32410119 0.00050907
-0.64451047 0.32272061 0.00049812
-0.64295830 0.32135721 0.00050246
-0.64140464 0.31998906 0.00049652
-0.63985099 0.31862165 0.00049324
-0.63829586 0.31725497 0.00049499
-0.63674073 0.31587226 0.00048898
-0.63518412 0.31448455 0.00048294
-0.63362751 0.31310301 0.00048470
-0.63207090 0.31172207 0.00047861
-0.63051133 0.31033603 0.00048319
-0.62895324 0.30896191 0.00047703
-0.62739368 0.30758269 0.00047083
-0.62583411 0.30622121 0.00046978
-0.62427306 0.30485468 0.00046632
-0.62271202 0.30350032 0.00046526
-0.62114950 0.30215827 0.00046171
-0.61958697 0.30081702 0.00046344
-0.61802445 0.29948241 0.00046238
-0.61646045 0.29816035 0.00045874
-0.61489497 0.29685099 0.00045765
-0.61333097 0.29554855 0.00045116
-0.61176401 0.29425307 0.00045284
-0.61019853 0.29295871 0.00044627
-0.60863157 0.29168933 0.00044792
-0.60706461 0.29042124 0.00044127
-0.60549618 0.28917248 0.00043730
-0.60392774 0.28792513 0.00043892
-0.60235783 0.28668528 0.00043777
-0.60078939 0.28547125 0.00043094
-0.59921800 0.28425888 0.00042679
-0.59764808 0.28304818 0.00042836
-0.59607669 0.28185763 0.00042138
-0.59450530 0.28067507 0.00042291
-0.59293243 0.27950679 0.00042443
-0.59135956 0.27834051 0.00041734
-0.58978669 0.27718871 0.00041019
-0.58821234 0.27604527 0.00041166
-0.58663799 0.27491657 0.00041313
-0.58506364 0.27379015 0.00040587
-0.58348781 0.27267868 0.00039855
-0.58191198 0.27156961 0.00039398
-0.58033616 0.27046932 0.00039835
-0.57875885 0.26938431 0.00039084
-0.57718302 0.26830190 0.00038926
-0.57560424 0.26721566 0.00038465
-0.57402693 0.26615140 0.00038599
-0.57244815 0.26508989 0.00037833
-0.57086937 0.26402464 0.00038279
-0.56929058 0.26297522 0.00037502
-0.56771032 0.26191554 0.00037635
-0.56613006 0.26087181 0.00037767
-0.56454980 0.25983101 0.00036980
-0.56296805 0.25878651 0.00037442
-0.56138779 0.25774494 0.00037244
-0.55980605 0.25670630 0.00037377
-0.55822283 0.25567065 0.00036579
-0.55664109 0.25462455 0.00036712
-0.55505787 0.25357463 0.00036846
-0.55347466 0.25252761 0.00037316
-0.55189144 0.25146994 0.00037749
-0.55030822 0.25040830 0.00037891
-0.54872352 0.24933581 0.00037738
-0.54713882 0.24825921 0.00037230
-0.54555413 0.24717843 0.00037080
-0.54396943 0.24614188 0.00037219
-0.54238325 0.24512923 0.00036400
-0.54079708 0.24412677 0.00036533
-0.53921090 0.24315562 0.00036395
-0.53762473 0.24220206 0.00035827
-0.53603855 0.24125923 0.00034985
-0.53445090 0.24032721 0.00035107
-0.53286472 0.23941324 0.00035227
-0.53127707 0.23849612 0.00035349
-0.52968942 0.23759726 0.00035469
-0.52810029 0.23670251 0.00034608
-0.52651263 0.23581190 0.00034017
-0.52492498 0.23492546 0.00034133
-0.52333585 0.23405048 0.00033970
-0.52174671 0.23317981 0.00034085
-0.52015758 0.23231348 0.00034480
-0.51856845 0.23144423 0.00033591
-0.51697932 0.23058669 0.00033704
-0.51538871 0.22974099 0.00033541
-0.51379958 0.22889247 0.00032915
-0.51220897 0.22804849 0.00033026
-0.51061836 0.22720167 0.00033138
-0.50902775 0.22635945 0.00032227
-0.50743714 0.22552184 0.00033362
-0.50584653 0.22469645 0.00032444
-0.50425592 0.22386074 0.00032554
-0.50266383 0.22304487 0.00032663
-0.50107322 0.22222628 0.00032772
-0.49948261 0.22140493 0.00032883
-0.49789052 0.22058845 0.00031950
-0.49629843 0.21978452 0.00032057
-0.49470782 0.21897790 0.00032165
-0.49311573 0.21817626 0.00033057
-0.49152364 0.21737968 0.00032381
-0.48993156 0.21658041 0.00032228
-0.48833947 0.21580963 0.00032333
-0.48674738 0.21502849 0.00032212
-0.48515529 0.21425259 0.00032320
-0.48356320 0.21348986 0.00031592
-0.48196964 0.21273251 0.00031696
-0.48037755 0.21197267 0.00031800
-0.47878546 0.21124215 0.00030832
-0.47719337 0.21050131 0.00030931
-0.47559980 0.20978207 0.00031029
-0.47400772 0.20907661 0.00030916
-0.47241563 0.20838507 0.00029946
-0.47082206 0.20769948 0.00029155
-0.46922997 0.20704419 0.00029241
-0.46763788 0.20639510 0.00029551
-0.46604432 0.20576043 0.00029636
-0.46445223 0.20513212 0.00028620
-0.46286014 0.20449382 0.00028702
-0.46126658 0.20385368 0.00028786
-0.45967449 0.20321166 0.00028870
-0.45808240 0.20256776 0.00028955
-0.45649031 0.20191368 0.00028177
-0.45489822 0.20126593 0.00028261
-0.45330613 0.20061624 0.00028346
-0.45171257 0.19998134 0.00028181
-0.45012048 0.19932776 0.00028267
-0.44852839 0.19868904 0.00027463
-0.44693778 0.19804839 0.00027310
-0.44534569 0.19741428 0.00027392
-0.44375360 0.19677826 0.00027474
-0.44216151 0.19614033 0.00027557
-0.44057090 0.19552609 0.00027638
-0.43897882 0.19490149 0.00026805
-0.43738821 0.19427501 0.00026664
-0.43579612 0.19366387 0.00026965
-0.43420551 0.19305092 0.00027969
-0.43261490 0.19243618 0.00026901
-0.43102429 0.19183697 0.00026980
-0.42943368 0.19123601 0.00027059
-0.42784307 0.19065078 0.00026965
-0.42625394 0.19005509 0.00027216
-0.42466333 0.18947525 0.00027294
-0.42307419 0.18890257 0.00026208
-0.42148358 0.18831941 0.00026284
-0.41989445 0.18774344 0.00025198
-0.41830532 0.18717467 0.00026435
-0.41671619 0.18661322 0.00026509
-0.41512853 0.18605915 0.00025412
-0.41353940 0.18550350 0.00026505
-0.41195175 0.18495531 0.00025554
-0.41036262 0.18441459 0.00025624
-0.40877496 0.18387239 0.00025695
-0.40718731 0.18333777 0.00024587
-0.40560114 0.18281986 0.00024653
-0.40401348 0.18229143 0.00025905
-0.40242731 0.18177988 0.00024785
-0.40084113 0.18125778 0.00024853
-0.39925496 0.18074348 0.00023736
-0.39766878 0.18023699 0.00024985
-0.39608261 0.17973841 0.00025050
-0.39449791 0.17924781 0.00023923
-0.39291321 0.17874664 0.00023986
-0.39132851 0.17825347 0.00022863
-0.38974382 0.17776832 0.00024110
-0.38816060 0.17729129 0.00024172
-0.38657738 0.17682246 0.00023037
-0.38499416 0.17634302 0.00023097
-0.38341094 0.17587179 0.00023272
-0.38182920 0.17540882 0.00023213
-0.38024598 0.17494471 0.00022163
-0.37866424 0.17448892 0.00022218
-0.37708398 0.17404155 0.00021055
-0.37550224 0.17360262 0.00022325
-0.37392198 0.17315308 0.00021157
-0.37234172 0.17272162 0.00021207
-0.37076145 0.17226990 0.00021392
-0.36918267 0.17184600 0.00020189
-0.36760388 0.17141143 0.00020238
-0.36602510 0.17097581 0.00020286
-0.36444780 0.17053914 0.00020336
-0.36286901 0.17011113 0.00021515
-0.36129171 0.16969188 0.00020432
-0.35971588 0.16925207 0.00020482
-0.35814005 0.16884060 0.00020530
-0.35656422 0.16840852 0.00019319
-0.35498840 0.16798522 0.00020629
-0.35341405 0.16756093 0.00019563
-0.35183970 0.16714551 0.00019610
-0.35026535 0.16673904 0.00018358
-0.34869248 0.16632167 0.00018402
-0.34711961 0.16591326 0.00019595
-0.34554674 0.16551391 0.00018487
-0.34397534 0.16509359 0.00018532
-0.34240395 0.16470238 0.00018574
-0.34083256 0.16430023 0.00017495
-0.33926264 0.16390723 0.00017535
-0.33769273 0.16351332 0.00017575
-0.33612429 0.16311850 0.00017616
-0.33455586 0.16272278 0.00017657
-0.33298742 0.16234650 0.00016608
-0.33142046 0.16195918 0.00017736
-0.32985350 0.16158121 0.00016683
-0.32828655 0.16121264 0.00016720
-0.32672107 0.16083299 0.00016502
-0.32515559 0.16045250 0.00015412
-0.32359159 0.16009176 0.00015787
-0.32202758 0.15971992 0.00015822
-0.32046358 0.15936797 0.00015512
-0.31890106 0.15900489 0.00015890
-0.31734002 0.15864103 0.00014499
-0.31577749 0.15829722 0.00014529
-0.31421793 0.15795269 0.00014560
-0.31265688 0.15759698 0.00013579
-0.31109731 0.15726148 0.00014163
-0.30953923 0.15693582 0.00013633
-0.30798114 0.15659897 0.00014220
-0.30642305 0.15626144 0.00012762
-0.30486644 0.15594435 0.00012787
-0.30330983 0.15562665 0.00012812
-0.30175470 0.15529770 0.00014334
-0.30019957 0.15496810 0.00013551
-0.29864591 0.15461648 0.00013580
-0.29709226 0.15426410 0.00013610
-0.29554008 0.15391095 0.00013640
-0.29398791 0.15354628 0.00012978
-0.29243721 0.15317002 0.00013703
-0.29088651 0.15280366 0.00013038
-0.28933730 0.15242563 0.00013767
-0.28778808 0.15204673 0.00012266
-0.28623886 0.15165604 0.00012297
-0.28469112 0.15127526 0.00013165
-0.28314485 0.15088265 0.00013198
-0.28159859 0.15048906 0.00013231
-0.28005381 0.15009448 0.00013264
-0.27850902 0.14970992 0.00011749
-0.27696572 0.14931336 0.00011779
-0.27542241 0.14891579 0.00011809
-0.27388059 0.14851720 0.00011840
-0.27234024 0.14811758 0.00011871
-0.27079989 0.14771692 0.00011902
-0.26925954 0.14731521 0.00011933
-0.26772067 0.14691245 0.00011964
-0.26618327 0.14650863 0.00011996
-0.26464588 0.14610373 0.00012028
-0.26310997 0.14566386 0.00012063
-0.26157405 0.14525670 0.00012095
-0.26003962 0.14484843 0.00012128
-0.25850518 0.14443906 0.00012161
-0.25697222 0.14402856 0.00012195
-0.25544074 0.14361694 0.00012228
-0.25390926 0.14319270 0.00011370
-0.25237926 0.14275571 0.00012299
-0.25084926 0.14234054 0.00012334
-0.24932074 0.14191263 0.00011469
-0.24779369 0.14148344 0.00013146
-0.24626665 0.14104138 0.00011537
-0.24474108 0.14060963 0.00013225
-0.24321552 0.14015317 0.00013267
-0.24169143 0.13969527 0.00013309
-0.24016882 0.13924773 0.00011681
-0.23864621 0.13878695 0.00011718
-0.23712508 0.13832469 0.00011756
-0.23560542 0.13786093 0.00011794
-0.23408577 0.13744346 0.00010139
-0.23256759 0.13704872 0.00010167
-0.23104942 0.13667689 0.00009459
-0.22953272 0.13634019 0.00011167
-0.22801750 0.13599064 0.00009505
-0.22650376 0.13566441 0.00009527
-0.22499002 0.13534953 0.00010710
-0.22347628 0.13502179 0.00010735
-0.22196550 0.13470548 0.00009116
-0.22045471 0.13438843 0.00009615
-0.21894541 0.13407065 0.00010808
-0.21743610 0.13375216 0.00009179
-0.21592827 0.13342063 0.00009201
-0.21442193 0.13310061 0.00010601
-0.21291705 0.13277986 0.00010910
-0.21141218 0.13244597 0.00010937
-0.20990879 0.13211127 0.00010964
-0.20840540 0.13177574 0.00010991
-0.20690496 0.13142691 0.00010731
-0.20540453 0.13108969 0.00010758
-0.20390557 0.13075162 0.00010785
-0.20240661 0.13040015 0.00009407
-0.20090913 0.13003513 0.00010843
-0.19941313 0.12968177 0.00009458
-0.19791861 0.12931478 0.00010901
-0.19642408 0.12894681 0.00009338
-0.19493104 0.12857780 0.00009537
-0.19343947 0.12819498 0.00009564
-0.19194791 0.12782385 0.00011025
-0.19045930 0.12743883 0.00011057
-0.18897069 0.12705268 0.00011090
-0.18748355 0.12667833 0.00009500
-0.18599642 0.12628993 0.00009528
-0.18451077 0.12590035 0.00009557
