# y/t    Temp_mean   Temp_std
0.00000000 0.87484365 0.00032718
0.00502513 0.87399005 0.00032757
0.01005025 0.87348939 0.00032950
0.01507538 0.87340782 0.00032775
0.02010050 0.87332625 0.00032604
0.02512563 0.87324865 0.00032483
0.03015075 0.87317424 0.00032273
0.03517588 0.87309982 0.00032068
0.04020101 0.87303103 0.00031714
0.04522613 0.87296317 0.00031462
0.05025126 0.87289614 0.00031207
0.05527638 0.87283384 0.00030921
0.06030151 0.87277235 0.00030692
0.06532663 0.87271272 0.00030447
0.07035176 0.87265610 0.00030178
0.07537688 0.87260030 0.00029949
0.08040201 0.87254836 0.00029647
0.08542714 0.87249892 0.00029309
0.09045226 0.87245030 0.00028984
0.09547739 0.87240783 0.00028703
0.10050251 0.87236657 0.00028420
0.10552764 0.87232703 0.00028113
0.11055276 0.87229312 0.00027754
0.11557789 0.87226109 0.00027341
0.12060302 0.87223262 0.00026901
0.12562814 0.87220748 0.00026467
0.13065327 0.87218536 0.00026037
0.13567839 0.87216861 0.00025574
0.14070352 0.87215416 0.00025085
0.14572864 0.87214116 0.00024538
0.15075377 0.87213623 0.00024077
0.15577889 0.87213157 0.00023628
0.16080402 0.87212991 0.00023182
0.16582915 0.87213398 0.00022723
0.17085427 0.87213993 0.00022255
0.17587940 0.87215108 0.00021778
0.18090452 0.87216568 0.00021269
0.18592965 0.87218132 0.00020719
0.19095477 0.87220544 0.00020281
0.19597990 0.87223165 0.00019858
0.20100503 0.87226099 0.00019388
0.20603015 0.87229712 0.00018861
0.21105528 0.87233394 0.00018459
0.21608040 0.87237798 0.00017926
0.22110553 0.87242590 0.00017477
0.22613065 0.87247382 0.00017054
0.23115578 0.87253317 0.00016494
0.23618090 0.87259270 0.00016056
0.24120603 0.87265545 0.00015565
0.24623116 0.87272670 0.00015053
0.25125628 0.87279795 0.00014564
0.25628141 0.87287775 0.00014156
0.26130653 0.87296024 0.00013672
0.26633166 0.87304449 0.00013262
0.27135678 0.87313940 0.00012831
0.27638191 0.87323404 0.00012426
0.28140704 0.87333353 0.00012021
0.28643216 0.87344016 0.00011680
0.29145729 0.87354604 0.00011340
0.29648241 0.87366238 0.00011011
0.30150754 0.87378028 0.00010743
0.30653266 0.87390079 0.00010564
0.31155779 0.87402949 0.00010483
0.31658291 0.87415841 0.00010483
